"case","prior","posterior","action_utility","wait_utility","utility_difference","recommended_action"
"Cybersecurity Case",0.02,0.143356643356643,-13.513986013986,2.51748251748252,-16.0314685314685,"Wait"
"Cybersecurity Case",0.03,0.202302631578947,-6.73519736842105,-3.84868421052631,-2.88651315789474,"Wait"
"Cybersecurity Case",0.04,0.254658385093168,-0.714285714285719,-9.50310559006211,8.78881987577639,"Act"
"Cybersecurity Case",0.05,0.301470588235294,4.66911764705883,-14.5588235294118,19.2279411764706,"Act"
"Cybersecurity Case",0.06,0.343575418994413,9.51117318435754,-19.1061452513966,28.6173184357542,"Act"
"Cybersecurity Case",0.07,0.381648936170213,13.8896276595745,-23.218085106383,37.1077127659574,"Act"
"Cybersecurity Case",0.08,0.416243654822335,17.8680203045685,-26.9543147208122,44.8223350253807,"Act"
"Cybersecurity Case",0.09,0.447815533980582,21.498786407767,-30.3640776699029,51.8628640776699,"Act"
"Cybersecurity Case",0.1,0.476744186046512,24.8255813953488,-33.4883720930232,58.3139534883721,"Act"
"Cybersecurity Case",0.11,0.503348214285714,27.8850446428571,-36.3616071428571,64.2466517857143,"Act"
"Cybersecurity Case",0.12,0.527896995708154,30.7081545064378,-39.0128755364807,69.7210300429184,"Act"
"Cybersecurity Case",0.13,0.550619834710744,33.3212809917355,-41.4669421487603,74.7882231404959,"Act"
"Cybersecurity Case",0.14,0.571713147410359,35.7470119521912,-43.7450199203187,79.4920318725099,"Act"
"Cybersecurity Case",0.15,0.591346153846154,38.0048076923077,-45.8653846153846,83.8701923076923,"Act"
"Cybersecurity Case",0.16,0.609665427509294,40.1115241635688,-47.8438661710037,87.9553903345725,"Act"
"Cybersecurity Case",0.17,0.626798561151079,42.0818345323741,-49.6942446043165,91.7760791366906,"Act"
"Cybersecurity Case",0.18,0.642857142857143,43.9285714285714,-51.4285714285714,95.3571428571428,"Act"
"Cybersecurity Case",0.19,0.657939189189189,45.6630067567568,-53.0574324324324,98.7204391891892,"Act"
"Cybersecurity Case",0.2,0.672131147540984,47.2950819672131,-54.5901639344262,101.885245901639,"Act"
"Cybersecurity Case",0.21,0.685509554140127,48.8335987261147,-56.0350318471338,104.868630573248,"Act"
"Cybersecurity Case",0.22,0.698142414860681,50.2863777089783,-57.3993808049536,107.685758513932,"Act"
"Cybersecurity Case",0.23,0.710090361445783,51.660391566265,-58.6897590361446,110.35015060241,"Act"
"Cybersecurity Case",0.24,0.721407624633431,52.9618768328446,-59.9120234604106,112.873900293255,"Act"
"Cybersecurity Case",0.25,0.732142857142857,54.1964285714286,-61.0714285714285,115.267857142857,"Act"
"Cybersecurity Case",0.26,0.742339832869081,55.3690807799443,-62.1727019498607,117.541782729805,"Act"
"Cybersecurity Case",0.27,0.752038043478261,56.484375,-63.2201086956522,119.704483695652,"Act"
"Cybersecurity Case",0.28,0.761273209549072,57.5464190981432,-64.2175066312997,121.763925729443,"Act"
"Cybersecurity Case",0.29,0.770077720207254,58.5589378238342,-65.1683937823834,123.727331606218,"Act"
"Cybersecurity Case",0.3,0.778481012658228,59.5253164556962,-66.0759493670886,125.601265822785,"Act"
"Cybersecurity Case",0.31,0.786509900990099,60.4486386138614,-66.9430693069307,127.391707920792,"Act"
"Cybersecurity Case",0.32,0.794188861985472,61.3317191283293,-67.772397094431,129.10411622276,"Act"
"Cybersecurity Case",0.33,0.80154028436019,62.1771327014218,-68.5663507109005,130.743483412322,"Act"
"Cybersecurity Case",0.34,0.808584686774942,62.9872389791183,-69.3271461716937,132.314385150812,"Act"
"Cybersecurity Case",0.35,0.815340909090909,63.7642045454545,-70.0568181818182,133.821022727273,"Act"
"Cybersecurity Case",0.36,0.821826280623608,64.5100222717149,-70.7572383073497,135.267260579065,"Act"
"Cybersecurity Case",0.37,0.828056768558952,65.2265283842795,-71.4301310043668,136.656659388646,"Act"
"Cybersecurity Case",0.38,0.834047109207709,65.9154175588865,-72.0770877944325,137.992505353319,"Act"
"Cybersecurity Case",0.39,0.839810924369748,66.578256302521,-72.6995798319328,139.277836134454,"Act"
"Cybersecurity Case",0.4,0.845360824742268,67.2164948453608,-73.298969072165,140.515463917526,"Act"
"Cybersecurity Case",0.41,0.850708502024291,67.8314777327935,-73.8765182186235,141.707995951417,"Act"
"Cybersecurity Case",0.42,0.855864811133201,68.4244532803181,-74.4333996023857,142.857852882704,"Act"
"Cybersecurity Case",0.43,0.86083984375,68.99658203125,-74.970703125,143.96728515625,"Act"
"Cybersecurity Case",0.44,0.865642994241843,69.5489443378119,-75.489443378119,145.038387715931,"Act"
"Cybersecurity Case",0.45,0.870283018867925,70.0825471698113,-75.9905660377359,146.073113207547,"Act"
"Cybersecurity Case",0.46,0.874768089053803,70.5983302411874,-76.4749536178108,147.073283858998,"Act"
"Cybersecurity Case",0.47,0.879105839416058,71.0971715328467,-76.9434306569343,148.040602189781,"Act"
"Cybersecurity Case",0.48,0.883303411131059,71.5798922800718,-77.3967684021544,148.976660682226,"Act"
"Cybersecurity Case",0.49,0.887367491166078,72.0472614840989,-77.8356890459364,149.882950530035,"Act"
"Cybersecurity Case",0.5,0.891304347826087,72.5,-78.2608695652174,150.760869565217,"Act"
"Cybersecurity Case",0.51,0.895119863013699,72.9387842465753,-78.6729452054795,151.611729452055,"Act"
"Cybersecurity Case",0.52,0.898819561551433,73.3642495784148,-79.0725126475548,152.43676222597,"Act"
"Cybersecurity Case",0.53,0.902408637873754,73.7769933554817,-79.4601328903654,153.237126245847,"Act"
"Cybersecurity Case",0.54,0.905891980360065,74.1775777414075,-79.8363338788871,154.013911620295,"Act"
"Cybersecurity Case",0.55,0.909274193548387,74.5665322580645,-80.2016129032258,154.76814516129,"Act"
"Cybersecurity Case",0.56,0.912559618441971,74.9443561208267,-80.5564387917329,155.50079491256,"Act"
"Cybersecurity Case",0.57,0.915752351097179,75.3115203761755,-80.9012539184953,156.212774294671,"Act"
"Cybersecurity Case",0.58,0.918856259659969,75.6684698608964,-81.2364760432767,156.904945904173,"Act"
"Cybersecurity Case",0.59,0.921875,76.015625,-81.5625,157.578125,"Act"
"Cybersecurity Case",0.6,0.924812030075188,76.3533834586466,-81.8796992481203,158.233082706767,"Act"
"Cybersecurity Case",0.61,0.9276706231454,76.682121661721,-82.1884272997032,158.870548961424,"Act"
"Cybersecurity Case",0.62,0.930453879941435,77.002196193265,-82.489019033675,159.49121522694,"Act"
"Cybersecurity Case",0.63,0.933164739884393,77.3139450867052,-82.7817919075144,160.09573699422,"Act"
"Cybersecurity Case",0.64,0.935805991440799,77.6176890156919,-83.0670470756063,160.684736091298,"Act"
"Cybersecurity Case",0.65,0.938380281690141,77.9137323943662,-83.3450704225352,161.258802816901,"Act"
"Cybersecurity Case",0.66,0.940890125173853,78.202364394993,-83.6161335187761,161.818497913769,"Act"
"Cybersecurity Case",0.67,0.943337912087912,78.4838598901099,-83.8804945054945,162.364354395604,"Act"
"Cybersecurity Case",0.68,0.94572591587517,78.7584803256445,-84.1383989145183,162.896879240163,"Act"
"Cybersecurity Case",0.69,0.948056300268097,79.0264745308311,-84.3900804289544,163.416554959786,"Act"
"Cybersecurity Case",0.7,0.950331125827815,79.2880794701987,-84.635761589404,163.923841059603,"Act"
"Cybersecurity Case",0.71,0.952552356020942,79.5435209424084,-84.8756544502618,164.41917539267,"Act"
"Cybersecurity Case",0.72,0.954721862871928,79.7930142302717,-85.1099611901682,164.90297542044,"Act"
"Cybersecurity Case",0.73,0.956841432225064,80.0367647058823,-85.3388746803069,165.375639386189,"Act"
"Cybersecurity Case",0.74,0.958912768647282,80.2749683944374,-85.5625790139065,165.837547408344,"Act"
"Cybersecurity Case",0.75,0.9609375,80.5078125,-85.78125,166.2890625,"Act"
"Cybersecurity Case",0.76,0.96291718170581,80.7354758961681,-85.9950556242274,166.730531520396,"Act"
"Cybersecurity Case",0.77,0.964853300733496,80.9581295843521,-86.2041564792176,167.16228606357,"Act"
"Cybersecurity Case",0.78,0.966747279322854,81.1759371221282,-86.4087061668682,167.584643288996,"Act"
"Cybersecurity Case",0.79,0.9686004784689,81.3890550239234,-86.6088516746411,167.997906698565,"Act"
"Cybersecurity Case",0.8,0.970414201183432,81.5976331360947,-86.8047337278107,168.402366863905,"Act"
"Cybersecurity Case",0.81,0.972189695550351,81.8018149882904,-86.996487119438,168.798302107728,"Act"
"Cybersecurity Case",0.82,0.973928157589803,82.0017381228273,-87.1842410196987,169.185979142526,"Act"
"Cybersecurity Case",0.83,0.975630733944954,82.1975344036697,-87.368119266055,169.565653669725,"Act"
"Cybersecurity Case",0.84,0.977298524404086,82.3893303064699,-87.5482406356413,169.937570942111,"Act"
"Cybersecurity Case",0.85,0.978932584269663,82.5772471910112,-87.7247191011236,170.301966292135,"Act"
"Cybersecurity Case",0.86,0.980533926585095,82.7614015572859,-87.8976640711902,170.659065628476,"Act"
"Cybersecurity Case",0.87,0.982103524229075,82.9419052863436,-88.0671806167401,171.009085903084,"Act"
"Cybersecurity Case",0.88,0.983642311886587,83.1188658669575,-88.2333696837514,171.352235550709,"Act"
"Cybersecurity Case",0.89,0.985151187904968,83.2923866090713,-88.3963282937365,171.688714902808,"Act"
"Cybersecurity Case",0.9,0.986631016042781,83.4625668449198,-88.5561497326203,172.01871657754,"Act"
"Infrastructure Case",0.01,0.0398706896551724,-18.3318965517241,10.4515086206897,-28.7834051724138,"Wait"
"Infrastructure Case",0.02,0.0774058577405858,-14.8786610878661,7.11087866108787,-21.989539748954,"Wait"
"Infrastructure Case",0.03,0.11280487804878,-11.6219512195122,3.96036585365854,-15.5823170731707,"Wait"
"Infrastructure Case",0.04,0.146245059288538,-8.54545454545454,0.984189723320155,-9.5296442687747,"Wait"
"Infrastructure Case",0.05,0.177884615384615,-5.63461538461538,-1.83173076923077,-3.80288461538461,"Wait"
"Infrastructure Case",0.06,0.207865168539326,-2.87640449438202,-4.5,1.62359550561799,"Act"
"Infrastructure Case",0.07,0.236313868613139,-0.259124087591243,-7.03193430656934,6.7728102189781,"Act"
"Infrastructure Case",0.08,0.263345195729537,2.22775800711744,-9.43772241992882,11.6654804270463,"Act"
"Infrastructure Case",0.09,0.2890625,4.59375,-11.7265625,16.3203125,"Act"
"Infrastructure Case",0.1,0.313559322033898,6.84745762711865,-13.906779661017,20.7542372881356,"Act"
"Infrastructure Case",0.11,0.336920529801324,8.99668874172185,-15.9859271523179,24.9826158940397,"Act"
"Infrastructure Case",0.12,0.359223300970874,11.0485436893204,-17.9708737864078,29.0194174757282,"Act"
"Infrastructure Case",0.13,0.380537974683544,13.0094936708861,-19.8678797468354,32.8773734177215,"Act"
"Infrastructure Case",0.14,0.400928792569659,14.8854489164087,-21.6826625386997,36.5681114551084,"Act"
"Infrastructure Case",0.15,0.420454545454545,16.6818181818182,-23.4204545454545,40.1022727272727,"Act"
"Infrastructure Case",0.16,0.439169139465875,18.4035608308605,-25.0860534124629,43.4896142433234,"Act"
"Infrastructure Case",0.17,0.457122093023256,20.0552325581395,-26.6838662790698,46.7390988372093,"Act"
"Infrastructure Case",0.18,0.474358974358974,21.6410256410256,-28.2179487179487,49.8589743589744,"Act"
"Infrastructure Case",0.19,0.490921787709497,23.1648044692737,-29.6920391061453,52.856843575419,"Act"
"Infrastructure Case",0.2,0.506849315068493,24.6301369863014,-31.1095890410959,55.7397260273973,"Act"
"Infrastructure Case",0.21,0.522177419354839,26.0403225806452,-32.4737903225806,58.5141129032258,"Act"
"Infrastructure Case",0.22,0.536939313984169,27.3984168865435,-33.787598944591,61.1860158311346,"Act"
"Infrastructure Case",0.23,0.551165803108808,28.7072538860104,-35.0537564766839,63.7610103626943,"Act"
"Infrastructure Case",0.24,0.564885496183206,29.969465648855,-36.2748091603053,66.2442748091603,"Act"
"Infrastructure Case",0.25,0.578125,31.1875,-37.453125,68.640625,"Act"
"Infrastructure Case",0.26,0.590909090909091,32.3636363636364,-38.5909090909091,70.9545454545455,"Act"
"Infrastructure Case",0.27,0.603260869565217,33.5,-39.6902173913044,73.1902173913043,"Act"
"Infrastructure Case",0.28,0.61520190023753,34.5985748218527,-40.7529691211401,75.3515439429929,"Act"
"Infrastructure Case",0.29,0.626752336448598,35.661214953271,-41.7809579439252,77.4421728971963,"Act"
"Infrastructure Case",0.3,0.637931034482759,36.6896551724138,-42.7758620689655,79.4655172413793,"Act"
"Infrastructure Case",0.31,0.648755656108597,37.685520361991,-43.7392533936652,81.4247737556561,"Act"
"Infrastructure Case",0.32,0.65924276169265,38.6503340757238,-44.6726057906459,83.3229398663697,"Act"
"Infrastructure Case",0.33,0.669407894736842,39.5855263157895,-45.5773026315789,85.1628289473684,"Act"
"Infrastructure Case",0.34,0.6792656587473,40.4924406047516,-46.4546436285097,86.9470842332613,"Act"
"Infrastructure Case",0.35,0.688829787234043,41.3723404255319,-47.3058510638298,88.6781914893617,"Act"
"Infrastructure Case",0.36,0.69811320754717,42.2264150943396,-48.1320754716981,90.3584905660377,"Act"
"Infrastructure Case",0.37,0.707128099173554,43.0557851239669,-48.9344008264463,91.9901859504132,"Act"
"Infrastructure Case",0.38,0.715885947046843,43.8615071283096,-49.7138492871691,93.5753564154786,"Act"
"Infrastructure Case",0.39,0.724397590361446,44.644578313253,-50.4713855421687,95.1159638554217,"Act"
"Infrastructure Case",0.4,0.732673267326733,45.4059405940594,-51.2079207920792,96.6138613861386,"Act"
"Infrastructure Case",0.41,0.74072265625,46.146484375,-51.92431640625,98.07080078125,"Act"
"Infrastructure Case",0.42,0.748554913294798,46.8670520231214,-52.621387283237,99.4884393063584,"Act"
"Infrastructure Case",0.43,0.756178707224335,47.5684410646388,-53.2999049429658,100.868346007605,"Act"
"Infrastructure Case",0.44,0.76360225140713,48.2514071294559,-53.9606003752345,102.21200750469,"Act"
"Infrastructure Case",0.45,0.770833333333333,48.9166666666667,-54.6041666666667,103.520833333333,"Act"
"Infrastructure Case",0.46,0.777879341864717,49.5648994515539,-55.2312614259598,104.796160877514,"Act"
"Infrastructure Case",0.47,0.784747292418773,50.1967509025271,-55.8425090252708,106.039259927798,"Act"
"Infrastructure Case",0.48,0.79144385026738,50.8128342245989,-56.4385026737968,107.251336898396,"Act"
"Infrastructure Case",0.49,0.797975352112676,51.4137323943662,-57.0198063380282,108.433538732394,"Act"
"Infrastructure Case",0.5,0.804347826086957,52,-57.5869565217391,109.586956521739,"Act"
"Infrastructure Case",0.51,0.810567010309278,52.5721649484536,-58.1404639175258,110.712628865979,"Act"
"Infrastructure Case",0.52,0.816638370118846,53.1307300509338,-58.6808149405773,111.811544991511,"Act"
"Infrastructure Case",0.53,0.82256711409396,53.6761744966443,-59.2084731543624,112.884647651007,"Act"
"Infrastructure Case",0.54,0.828358208955224,54.2089552238806,-59.7238805970149,113.932835820896,"Act"
"Infrastructure Case",0.55,0.834016393442623,54.7295081967213,-60.2274590163934,114.956967213115,"Act"
"Infrastructure Case",0.56,0.839546191247974,55.2382495948136,-60.7196110210697,115.957860615883,"Act"
"Infrastructure Case",0.57,0.844951923076923,55.7355769230769,-61.2007211538462,116.936298076923,"Act"
"Infrastructure Case",0.58,0.850237717908082,56.2218700475436,-61.6711568938193,117.893026941363,"Act"
"Infrastructure Case",0.59,0.855407523510972,56.6974921630094,-62.1312695924765,118.828761755486,"Act"
"Infrastructure Case",0.6,0.86046511627907,57.1627906976744,-62.5813953488372,119.744186046512,"Act"
"Infrastructure Case",0.61,0.865414110429448,57.6180981595092,-63.0218558282209,120.63995398773,"Act"
"Infrastructure Case",0.62,0.870257966616085,58.0637329286798,-63.4529590288316,121.516691957511,"Act"
"Infrastructure Case",0.63,0.875,58.5,-63.875,122.375,"Act"
"Infrastructure Case",0.64,0.87964338781575,58.927191679049,-64.2882615156018,123.215453194651,"Act"
"Infrastructure Case",0.65,0.884191176470588,59.3455882352941,-64.6930147058823,124.038602941176,"Act"
"Infrastructure Case",0.66,0.888646288209607,59.7554585152838,-65.089519650655,124.844978165939,"Act"
"Infrastructure Case",0.67,0.893011527377522,60.157060518732,-65.4780259365994,125.635086455331,"Act"
"Infrastructure Case",0.68,0.897289586305278,60.5506419400856,-65.8587731811698,126.409415121255,"Act"
"Infrastructure Case",0.69,0.901483050847458,60.9364406779661,-66.2319915254237,127.16843220339,"Act"
"Infrastructure Case",0.7,0.905594405594406,61.3146853146853,-66.5979020979021,127.912587412587,"Act"
"Infrastructure Case",0.71,0.909626038781163,61.685595567867,-66.9567174515235,128.642313019391,"Act"
"Infrastructure Case",0.72,0.91358024691358,62.0493827160494,-67.3086419753086,129.358024691358,"Act"
"Infrastructure Case",0.73,0.917459239130435,62.40625,-67.6538722826087,130.060122282609,"Act"
"Infrastructure Case",0.74,0.921265141318977,62.7563930013459,-67.992597577389,130.748990578735,"Act"
"Infrastructure Case",0.75,0.925,63.1,-68.325,131.425,"Act"
"Infrastructure Case",0.76,0.928665785997358,63.4372523117569,-68.6512549537649,132.088507265522,"Act"
"Infrastructure Case",0.77,0.932264397905759,63.7683246073298,-68.9715314136126,132.739856020942,"Act"
"Infrastructure Case",0.78,0.93579766536965,64.0933852140078,-69.2859922178988,133.379377431907,"Act"
"Infrastructure Case",0.79,0.93926735218509,64.4125964010283,-69.594794344473,134.007390745501,"Act"
"Infrastructure Case",0.8,0.942675159235669,64.7261146496815,-69.8980891719745,134.624203821656,"Act"
"Infrastructure Case",0.81,0.946022727272727,65.0340909090909,-70.1960227272727,135.230113636364,"Act"
"Infrastructure Case",0.82,0.949311639549437,65.3366708385482,-70.4887359198999,135.825406758448,"Act"
"Infrastructure Case",0.83,0.952543424317618,65.6339950372209,-70.776364764268,136.410359801489,"Act"
"Infrastructure Case",0.84,0.955719557195572,65.9261992619926,-71.0590405904059,136.985239852399,"Act"
"Infrastructure Case",0.85,0.958841463414634,66.2134146341463,-71.3368902439024,137.550304878049,"Act"
"Infrastructure Case",0.86,0.961910519951632,66.4957678355502,-71.6100362756953,138.105804111245,"Act"
"Infrastructure Case",0.87,0.964928057553957,66.773381294964,-71.8785971223022,138.651978417266,"Act"
"Infrastructure Case",0.88,0.967895362663496,67.0463733650416,-72.1426872770511,139.189060642093,"Act"
"Infrastructure Case",0.89,0.970813679245283,67.314858490566,-72.4024174528302,139.717275943396,"Act"
"Infrastructure Case",0.9,0.973684210526316,67.578947368421,-72.6578947368421,140.236842105263,"Act"
