"case_id","domain","bias_profile","evidence_based_probability","judged_probability","confidence","outcome","brier_score","bias_magnitude","confidence_gap","review_flag"
485,"Healthcare","anchoring",0.445148448308464,0.423013078818913,0.475455334997948,1,0.33291390721403,0.0221353694895515,0.0524422561790355,"review"
487,"Financial Risk","overconfidence",0.235115803568624,0.235115803568624,0.129162124996074,1,0.585047833950472,0,-0.10595367857255,"review"
489,"Public Policy","anchoring",0.01,0.324461555031128,0.319262879300918,0,0.105275300693218,0.314461555031128,-0.00519867573021049,"review"
490,"Infrastructure","overconfidence",0.833040763996541,0.833040763996541,0.966257069595158,0,0.693956914479942,0,0.133216305598617,"review"
491,"Financial Risk","availability",0.400914466613904,0.60058811568372,0.5659860000219,1,0.159529853333082,0.199673649069816,-0.0346021156618203,"review"
496,"AI Governance","availability",0.683813998382539,0.609333787018198,0.554933230208242,0,0.371287664001939,0.0744802113643405,-0.0544005568099563,"review"
497,"Healthcare","confirmation",0.806270683556795,0.918670861795545,0.935390841358404,0,0.843956152312169,0.112400178238749,0.0167199795628599,"review"
499,"AI Governance","anchoring",0.529809112800285,0.513091783816926,0.547872838204638,0,0.263263178620435,0.016717328983359,0.0347810543877115,"review"
502,"Organizational Strategy","representativeness",0.565253373258747,0.482139647239819,0.497944419432743,1,0.268179344960899,0.083113726018928,0.0158047721929235,"review"
503,"AI Governance","availability",0.230981133319437,0.166971432073551,0.178025517748561,1,0.69393659498159,0.064009701245886,0.0110540856750097,"review"
504,"Organizational Strategy","confirmation",0.205979735672008,0.230534691242501,0.174258364581262,1,0.592076861381273,0.0245549555704929,-0.0562763266612387,"review"
505,"Financial Risk","anchoring",0.410798864578828,0.410092300316319,0.442279714168954,1,0.347991094146092,0.000706564262509313,0.0321874138526355,"review"
508,"Healthcare","overconfidence",0.857186499948148,0.857186499948148,0.99,1,0.0203956957970604,0,0.132813500051852,"review"
511,"Infrastructure","balanced",0.393578522163443,0.393578522163443,0.35013522757261,1,0.367747008781473,0,-0.043443294590833,"review"
512,"AI Governance","balanced",0.548640786344185,0.548640786344185,0.555651271498091,0,0.301006712440366,0,0.00701048515390601,"review"
513,"AI Governance","confirmation",0.650562955497298,0.771506072056945,0.796887008897821,0,0.595221619220737,0.120943116559647,0.0253809368408757,"review"
519,"Public Policy","balanced",0.343970948620699,0.343970948620699,0.331552463147247,1,0.430374116253625,0,-0.0124184854734519,"review"
520,"AI Governance","representativeness",0.356960082624573,0.288582144404063,0.265775362428159,1,0.506115365260721,0.0683779382205102,-0.0228067819759044,"review"
522,"Organizational Strategy","availability",0.500755767768715,0.516453796467836,0.540515235193199,0,0.266724523886041,0.0156980286991216,0.024061438725363,"review"
529,"AI Governance","anchoring",0.471015947253909,0.596378461992717,0.563166833397696,0,0.355667269928799,0.125362514738808,-0.0332116285950208,"review"
530,"Healthcare","availability",0.719542742962949,0.99,0.964291994855778,0,0.9801,0.270457257037051,-0.0257080051442223,"review"
531,"AI Governance","balanced",0.490974212728906,0.490974212728906,0.485309733486218,1,0.259107252106957,0,-0.00566447924268842,"review"
535,"Organizational Strategy","balanced",0.625163653015625,0.625163653015625,0.505122662075355,1,0.140502287020591,0,-0.12004099094027,"review"
537,"Organizational Strategy","availability",0.60203274434898,0.566883256536495,0.52313141444484,0,0.321356626541421,0.0351494878124859,-0.0437518420916548,"review"
539,"Organizational Strategy","availability",0.516092837287579,0.742725520919226,0.729034431833534,1,0.0661901575862836,0.226632683631647,-0.0136910890856915,"review"
542,"AI Governance","balanced",0.318171167129185,0.318171167129185,0.284113363018781,1,0.464890557333978,0,-0.0340578041104039,"review"
544,"AI Governance","anchoring",0.327989103586879,0.518587109783548,0.498992844125599,1,0.231758370866558,0.190598006196669,-0.0195942656579488,"review"
546,"Public Policy","confirmation",0.181841756124049,0.319710548591102,0.354317030663346,1,0.46279373769822,0.137868792467052,0.0346064820722448,"review"
549,"Organizational Strategy","confirmation",0.277977752930019,0.467334650760749,0.525853682634735,1,0.283732374280173,0.18935689783073,0.0585190318739858,"review"
550,"Organizational Strategy","availability",0.73873202947434,0.99,0.99,1,1e-04,0.25126797052566,0,"review"
551,"Healthcare","anchoring",0.485678001970518,0.378751053119195,0.360259586741353,1,0.38595025400051,0.106926948851324,-0.0184914663778416,"review"
555,"Financial Risk","anchoring",0.227680906793103,0.513789852999616,0.574686719852777,0,0.263980013045367,0.286108946206514,0.060896866853161,"review"
556,"Infrastructure","balanced",0.480462636356242,0.480462636356242,0.477341864993977,1,0.269919072221906,0,-0.0031207713622653,"review"
557,"Healthcare","representativeness",0.67860228914069,0.615183626610087,0.635277478787339,0,0.378450894449139,0.0634186625306029,0.0200938521772513,"review"
566,"Infrastructure","anchoring",0.190964027971495,0.242435453010839,0.24179929841043,1,0.573904042854892,0.0514714250393445,-0.0006361546004095,"review"
567,"Financial Risk","confirmation",0.304595018469263,0.29649921520031,0.318056443896243,1,0.494913354213779,0.00809580326895232,0.0215572286959321,"review"
568,"AI Governance","availability",0.655482869502157,0.795943732831153,0.724555067776445,0,0.63352642583319,0.140460863328996,-0.0713886650547082,"review"
571,"Public Policy","anchoring",0.207467949332204,0.365749792509596,0.35189264959969,0,0.133772910720812,0.158281843177392,-0.0138571429099059,"review"
572,"Financial Risk","confirmation",0.321572618000209,0.348068842716748,0.266297379585514,1,0.42501423383668,0.0264962247165386,-0.0817714631312343,"review"
574,"Healthcare","balanced",0.618600220908411,0.618600220908411,0.58168196201874,0,0.382666233307935,0,-0.0369182588896714,"review"
575,"AI Governance","availability",0.837548219040036,0.99,0.99,0,0.9801,0.152451780959964,0,"review"
579,"Public Policy","representativeness",0.429555799544323,0.390350675419904,0.432892529563064,1,0.371672298960967,0.039205124124419,0.0425418541431595,"review"
581,"Financial Risk","confirmation",0.323700920352712,0.316519482486183,0.354283202443738,1,0.467145617820955,0.00718143786652947,0.0377637199575554,"review"
582,"Financial Risk","balanced",0.630719880654942,0.630719880654942,0.669643838108982,0,0.397807567853385,0,0.03892395745404,"review"
589,"AI Governance","confirmation",0.315669516706839,0.445376039633993,0.458791429531295,0,0.19835981668006,0.129706522927154,0.0134153898973016,"review"
590,"Organizational Strategy","overconfidence",0.139195447403472,0.139195447403472,0.01,0,0.0193753725778527,0,-0.129195447403472,"review"
591,"Healthcare","balanced",0.669119788880926,0.669119788880926,0.66299887777834,0,0.447721291872054,0,-0.00612091110258584,"review"
594,"AI Governance","confirmation",0.8598038908327,0.934506557304412,0.946195268768043,0,0.873302505644944,0.0747026664717123,0.0116887114636305,"review"
595,"Financial Risk","representativeness",0.654012071457691,0.686806182586588,0.709419070902129,0,0.471702732439162,0.0327941111288965,0.0226128883155406,"review"
596,"Financial Risk","overconfidence",0.843953412165865,0.843953412165865,0.981534777032211,1,0.0243505375746763,0,0.137581364866346,"review"
599,"Healthcare","balanced",0.672617613070179,0.672617613070179,0.712978967790467,0,0.452414453412225,0,0.040361354720288,"review"
610,"Healthcare","representativeness",0.431134202016983,0.415530596789904,0.369293636938622,1,0.341604483288766,0.0156036052270793,-0.0462369598512823,"review"
615,"Financial Risk","confirmation",0.291364932281431,0.497772913519293,0.542214680996331,0,0.247777873433486,0.206407981237862,0.0444417674770376,"review"
617,"Healthcare","confirmation",0.47586630374426,0.55667159311357,0.526858165540676,0,0.3098832625796,0.0808052893693093,-0.0298134275728932,"review"
618,"Public Policy","anchoring",0.68790146955289,0.513388643037761,0.549216053798761,0,0.263567898800153,0.174512826515129,0.0358274107610004,"review"
621,"Organizational Strategy","anchoring",0.713079550501425,0.761697725608828,0.763624264265103,0,0.580183425197662,0.0486181751074036,0.00192653865627479,"review"
623,"Organizational Strategy","representativeness",0.591579335648566,0.621543733088765,0.650063196486248,0,0.386316612141918,0.0299643974401987,0.0285194633974823,"review"
624,"AI Governance","overconfidence",0.741215180337895,0.741215180337895,0.837701252473052,0,0.549399943563338,0,0.0964860721351578,"review"
625,"Healthcare","anchoring",0.01,0.248471638831077,0.262415285010063,0,0.0617381553034013,0.238471638831077,0.0139436461789855,"review"
626,"Healthcare","anchoring",0.775580607436132,0.713739304536139,0.709996846406755,0,0.509423794839731,0.061841302899993,-0.0037424581293839,"review"
631,"Financial Risk","confirmation",0.371235768683255,0.475574950536247,0.401521880631175,1,0.275021632505059,0.104339181852993,-0.0740530699050719,"review"
634,"Healthcare","availability",0.334892729960848,0.507453206999409,0.544783315553331,0,0.257508757293985,0.172560477038561,0.0373301085539224,"review"
635,"Healthcare","anchoring",0.222001464187633,0.484787507374422,0.545345542394734,0,0.235018927306305,0.262786043186788,0.060558035020312,"review"
637,"Financial Risk","representativeness",0.694633612665348,0.694610687205568,0.780075362300754,0,0.482484006780191,2.29254597797768e-05,0.085464675095186,"review"
641,"Healthcare","availability",0.162644132354762,0.15673774906633,0.207620327830674,1,0.71109122384972,0.00590638328843276,0.0508825787643447,"review"
643,"Infrastructure","anchoring",0.344178544031456,0.57171807458275,0.531965419525168,0,0.326861556804607,0.227539530551294,-0.0397526550575817,"review"
644,"Financial Risk","representativeness",0.553550585079938,0.490331222704845,0.46199368316456,1,0.259762262549539,0.0632193623750936,-0.0283375395402848,"review"
645,"AI Governance","confirmation",0.543674809066579,0.746779094632948,0.716907877316903,1,0.0641208269149096,0.203104285566369,-0.0298712173160448,"review"
646,"Healthcare","confirmation",0.581846243201289,0.742856256241212,0.731763847839535,1,0.0661229049542853,0.161010013039922,-0.0110924084016768,"review"
650,"AI Governance","confirmation",0.606624264409766,0.778912794430507,0.778048326848191,1,0.0488795524665271,0.172288530020742,-0.000864467582315953,"review"
652,"Organizational Strategy","overconfidence",0.502714919007849,0.502714919007849,0.503800886610989,0,0.252722289793068,0,0.00108596760313961,"review"
654,"Public Policy","confirmation",0.221899721911177,0.229502281561727,0.263998185907917,1,0.593666734118585,0.00760255965054965,0.0344959043461902,"review"
655,"Infrastructure","confirmation",0.644615983148105,0.643177249889122,0.653799040569858,0,0.413676974774935,0.00143873325898303,0.0106217906807353,"review"
657,"Financial Risk","confirmation",0.561875763721764,0.729645892527187,0.770620203252195,1,0.0730913434274212,0.167770128805423,0.0409743107250081,"review"
658,"Public Policy","balanced",0.586155826714821,0.586155826714821,0.610850628417778,0,0.343578653191735,0,0.024694801702957,"review"
663,"Financial Risk","confirmation",0.899732236715499,0.948068017198239,0.965495774826514,0,0.8988329652342,0.0483357804827393,0.017427757628275,"review"
667,"Infrastructure","availability",0.484934178437106,0.659949087463092,0.602784763485379,1,0.115634623117184,0.175014909025986,-0.0571643239777133,"review"
669,"Infrastructure","representativeness",0.434296711429488,0.383303470775718,0.398797464885601,1,0.380314609157276,0.0509932406537701,0.0154939941098828,"review"
670,"AI Governance","availability",0.756832473119721,0.99,0.99,1,1e-04,0.233167526880279,0,"review"
672,"Public Policy","availability",0.702527179289609,0.99,0.99,1,1e-04,0.287472820710391,0,"review"
674,"Public Policy","overconfidence",0.591789444582537,0.591789444582537,0.628505222415552,0,0.350214746719307,0,0.0367157778330147,"review"
675,"Infrastructure","confirmation",0.131485454004724,0.303073996291496,0.315154740146098,0,0.0918538472280976,0.171588542286772,0.012080743854602,"review"
676,"Public Policy","confirmation",0.619484868447762,0.760919472416863,0.722475663543953,1,0.0571594986694312,0.141434603969101,-0.0384438088729097,"review"
677,"Healthcare","confirmation",0.355889182968531,0.440900241032941,0.36099587959132,1,0.312592540477023,0.0850110580644104,-0.0799043614416214,"review"
678,"Financial Risk","confirmation",0.358221849566326,0.543041385698598,0.450765311003619,1,0.208811175184258,0.184819536132272,-0.092276074694979,"review"
679,"AI Governance","overconfidence",0.357995494466741,0.357995494466741,0.301193692253437,1,0.412169785125005,0,-0.0568018022133038,"review"
687,"Infrastructure","confirmation",0.395836070552468,0.353532076186966,0.419578990924455,1,0.417920776519135,0.0423039943655021,0.0660469147374887,"review"
688,"Public Policy","availability",0.432524797879159,0.628832051511823,0.600930788079998,0,0.395429749008568,0.196307253632663,-0.0279012634318244,"review"
689,"Financial Risk","availability",0.520941606746055,0.668377920598748,0.700392049532068,1,0.10997320354641,0.147436313852693,0.0320141289333199,"review"
695,"Public Policy","anchoring",0.78122891819803,0.587212928399094,0.590731933942809,1,0.170393166480851,0.194015989798936,0.00351900554371409,"review"
696,"Organizational Strategy","availability",0.26643321927404,0.238906720819927,0.242340808829747,1,0.579262979613077,0.0275264984541136,0.00343408800982045,"review"
697,"Infrastructure","balanced",0.58040366882924,0.58040366882924,0.573541102147229,0,0.336868418790442,0,-0.00686256668201135,"review"
698,"Healthcare","representativeness",0.56746491221711,0.49909438622999,0.493211337709472,1,0.25090643390631,0.0683705259871203,-0.00588304852051819,"review"
699,"AI Governance","availability",0.487620649067685,0.531663862021634,0.56566699315071,0,0.282666462179759,0.0440432129539493,0.034003131129076,"review"
704,"Financial Risk","anchoring",0.220414505130611,0.406920869310852,0.47566979896914,0,0.1655845938807,0.186506364180241,0.0687489296582874,"review"
705,"AI Governance","availability",0.609152084589004,0.793980262930975,0.893853873939243,1,0.0424441320619901,0.184828178341971,0.0998736110082681,"review"
706,"AI Governance","availability",0.151597101904917,0.163090776530234,0.162082524486063,1,0.700417048328767,0.0114936746253162,-0.00100825204417113,"review"
707,"Healthcare","overconfidence",0.845875807304401,0.845875807304401,0.984226130226161,1,0.0237542667740702,0,0.13835032292176,"review"
713,"AI Governance","availability",0.255784389353357,0.234598127682783,0.234291868990549,1,0.585840026146701,0.021186261670574,-0.000306258692233885,"review"
716,"Organizational Strategy","overconfidence",0.661049313051626,0.661049313051626,0.725469038272276,0,0.436986194286027,0,0.0644197252206504,"review"
718,"Healthcare","balanced",0.772425468394067,0.772425468394067,0.789504424396297,0,0.596641104223794,0,0.0170789560022294,"review"
722,"Financial Risk","availability",0.284989949513692,0.336979788598716,0.292730388604069,1,0.439595800726604,0.0519898390850235,-0.0442493999946467,"review"
723,"Public Policy","balanced",0.515032199816778,0.515032199816778,0.479822325423663,0,0.26525816684811,0,-0.0352098743931151,"review"
725,"Organizational Strategy","representativeness",0.626061755430419,0.636122376762796,0.608520401433216,0,0.404651678218349,0.0100606213323772,-0.0276019753295804,"review"
726,"Financial Risk","availability",0.614354991144501,0.897722391300847,0.876608121380819,1,0.010460709241217,0.283367400156347,-0.0211142699200283,"review"
728,"Organizational Strategy","overconfidence",0.397236935701221,0.397236935701221,0.35613170998171,1,0.363323311682854,0,-0.0411052257195115,"review"
732,"Public Policy","availability",0.585645977722015,0.89508633273393,0.87974675594777,0,0.801179543047076,0.309440355011915,-0.0153395767861602,"review"
737,"Public Policy","representativeness",0.538580564106815,0.588963082421105,0.542726106757134,0,0.34687751245497,0.0503825183142907,-0.046236975663971,"review"
740,"Infrastructure","balanced",0.586317456816323,0.586317456816323,0.55857033116634,0,0.343768160167561,0,-0.027747125649983,"review"
747,"Financial Risk","balanced",0.511806688527577,0.511806688527577,0.575033764109181,0,0.261946086421564,0,0.0632270755816049,"review"
748,"Financial Risk","confirmation",0.0178638516459614,0.178275461263256,0.286629275854135,0,0.0317821400886268,0.160411609617295,0.108353814590878,"review"
752,"Public Policy","overconfidence",0.526217658037785,0.526217658037785,0.5367047212529,0,0.276905023630772,0,0.0104870632151142,"review"
757,"Healthcare","representativeness",0.873690968460869,0.863998601638013,0.882878942444849,0,0.746493583632443,0.00969236682285557,0.0188803408068354,"review"
763,"Healthcare","confirmation",0.545713291002903,0.658711901498027,0.704744190830646,0,0.433901369175147,0.112998610495124,0.0460322893326186,"review"
764,"Infrastructure","anchoring",0.3582489089109,0.541538871336961,0.600620866910284,0,0.29326434916891,0.183289962426061,0.0590819955733224,"review"
767,"Healthcare","overconfidence",0.314004291861784,0.314004291861784,0.239606008606497,1,0.470590111584053,0,-0.0743982832552865,"review"
768,"Financial Risk","representativeness",0.532705242827069,0.457469377771486,0.409368287241124,1,0.294339476055659,0.0752358650555834,-0.0481010905303614,"review"
769,"AI Governance","confirmation",0.262512053910177,0.421983445688384,0.38331509862855,0,0.178070028435041,0.159471391778206,-0.038668347059834,"review"
771,"AI Governance","representativeness",0.50796346787829,0.591149476007558,0.607323886836073,0,0.349457702984011,0.0831860081292689,0.0161744108285143,"review"
774,"Public Policy","confirmation",0.345645351416897,0.424798066559015,0.422706851356227,1,0.330857264234247,0.0791527151421179,-0.00209121520278743,"review"
775,"Financial Risk","balanced",0.393104541429784,0.393104541429784,0.418577486743069,1,0.368322097633153,0,0.0254729453132853,"review"
776,"Financial Risk","anchoring",0.357581441139337,0.53491162062448,0.549186950969301,1,0.216307200630148,0.177330179485143,0.0142753303448212,"review"
780,"AI Governance","confirmation",0.404438873310573,0.604995051319711,0.507180155992812,1,0.156028909481918,0.200556178009137,-0.0978148953268988,"review"
781,"Financial Risk","balanced",0.707460021274164,0.707460021274164,0.733467993947691,0,0.500499681701241,0,0.0260079726735268,"review"
782,"Healthcare","overconfidence",0.307375119207427,0.307375119207427,0.230325166890398,1,0.479729225492926,0,-0.0770499523170292,"review"
785,"Infrastructure","availability",0.18631051518023,0.175159314134321,0.256554532436327,1,0.680362157059364,0.0111512010459094,0.0813952183020067,"review"
790,"Organizational Strategy","anchoring",0.61345341646811,0.521046573995263,0.492780986206753,0,0.271489532272201,0.0924068424728466,-0.0282655877885105,"review"
791,"Organizational Strategy","availability",0.680657409096602,0.99,0.99,0,0.9801,0.309342590903398,0,"review"
792,"Organizational Strategy","availability",0.477058644022327,0.625829128605966,0.661326178608084,0,0.391662098211703,0.148770484583639,0.0354970500021179,"review"
795,"Public Policy","availability",0.404845677805133,0.619294855673428,0.567871485310778,1,0.144936406916716,0.214449177868295,-0.0514233703626503,"review"
797,"Public Policy","anchoring",0.345437281148043,0.545086110142875,0.611532704391478,0,0.29711886747069,0.199648828994832,0.066446594248603,"review"
801,"Organizational Strategy","availability",0.34704484117683,0.265452859794326,0.248020367773117,1,0.539559501184333,0.0815919813825037,-0.0174324920212091,"review"
803,"Healthcare","overconfidence",0.366651086567435,0.366651086567435,0.31331152119441,1,0.40113084614621,0,-0.0533395653730259,"review"
805,"Public Policy","availability",0.764229682239238,0.936285863906961,0.929434295075992,1,0.00405949113808224,0.172056181667723,-0.00685156883096949,"review"
807,"Healthcare","overconfidence",0.602527384029236,0.602527384029236,0.64353833764093,0,0.363039248505114,0,0.0410109536116943,"review"
810,"Organizational Strategy","overconfidence",0.861811572010629,0.861811572010629,0.99,1,0.0190960416301736,0,0.128188427989371,"review"
813,"Organizational Strategy","confirmation",0.274053838883992,0.413343684357824,0.439633717996969,0,0.1708530013985,0.139289845473831,0.026290033639145,"review"
816,"Public Policy","anchoring",0.0535326435579918,0.1909611159825,0.177623554415723,0,0.0364661478172818,0.137428472424508,-0.0133375615667773,"review"
817,"Organizational Strategy","availability",0.82933513415046,0.697764787586325,0.706680953516839,1,0.0913461236227394,0.131570346564136,0.00891616593051436,"review"
818,"Financial Risk","confirmation",0.612605326657649,0.729031739361817,0.639363652656561,0,0.531487276996916,0.116426412704168,-0.0896680867052558,"review"
819,"Infrastructure","representativeness",0.165179379656911,0.163589300925378,0.137877577442664,1,0.699582857526498,0.00159007873153313,-0.0257117234827134,"review"
821,"Public Policy","availability",0.595616045314819,0.911075417411901,0.931102774711469,1,0.00790758138846756,0.315459372097083,0.020027357299568,"review"
822,"Infrastructure","balanced",0.250378772174008,0.250378772174008,0.211151257462092,1,0.561931985207348,0,-0.0392275147119162,"review"
823,"AI Governance","overconfidence",0.634891918417998,0.634891918417998,0.688848685785197,0,0.403087748072485,0,0.053956767367199,"review"
826,"AI Governance","overconfidence",0.286522015603259,0.286522015603259,0.201130821844563,1,0.509050834218836,0,-0.0853911937586963,"review"
828,"Infrastructure","availability",0.304177226813044,0.483668660561777,0.416189271688335,0,0.233935373209624,0.179491433748733,-0.0674793888734425,"review"
830,"Infrastructure","availability",0.1988642454613,0.249507894076894,0.274827277089099,1,0.563238401052898,0.0506436486155943,0.0253193830122042,"review"
832,"Financial Risk","representativeness",0.27828945396468,0.246904120635008,0.248022583285731,1,0.56715340351653,0.031385333329672,0.00111846265072293,"review"
836,"Financial Risk","overconfidence",0.414579464669805,0.414579464669805,0.380411250537727,1,0.342717203186292,0,-0.034168214132078,"review"
839,"Public Policy","overconfidence",0.866257761919405,0.866257761919405,0.99,1,0.0178869862468065,0,0.123742238080595,"review"
840,"Infrastructure","representativeness",0.600819784239866,0.615701143443584,0.616487631101904,0,0.379087898037737,0.0148813592037186,0.000786487658319568,"review"
841,"Financial Risk","representativeness",0.531499697384424,0.524680790101411,0.548786082290027,0,0.275289931501441,0.00681890728301371,0.0241052921886163,"review"
842,"Financial Risk","anchoring",0.0819351960322819,0.270242281167884,0.333189681836697,0,0.0730308905308219,0.188307085135602,0.0629474006688123,"review"
844,"Financial Risk","representativeness",0.622108639532234,0.607787565898616,0.562791715260099,0,0.369405725260964,0.0143210736336187,-0.0449958506385164,"review"
845,"Healthcare","availability",0.960061020299327,0.751137481167823,0.74796596634606,1,0.0619325532794956,0.208923539131504,-0.0031715148217627,"review"
848,"Public Policy","availability",0.449063432775438,0.448541290084726,0.487919055900139,1,0.304106708741419,0.000522142690712046,0.0393777658154128,"review"
849,"AI Governance","balanced",0.442366043885704,0.442366043885704,0.438875455348774,1,0.31095562901168,0,-0.00349058853692985,"review"
854,"Organizational Strategy","confirmation",0.347401072701905,0.540710371044697,0.65052127279447,1,0.2109469632659,0.193309298342792,0.109810901749772,"review"
856,"Financial Risk","availability",0.651713040447794,0.653645091364392,0.691247919501953,0,0.427251905464765,0.00193205091659854,0.0376028281375601,"review"
861,"Financial Risk","anchoring",0.163889549346641,0.286649145229021,0.335731187035258,0,0.0821677324605284,0.12275959588238,0.0490820418062367,"review"
862,"Healthcare","anchoring",0.83118699726183,0.622086615191074,0.741642716656321,1,0.142818526417739,0.209100382070756,0.119556101465247,"review"
863,"Healthcare","anchoring",0.01,0.246414763378678,0.262401526009318,0,0.0607202356109698,0.236414763378678,0.0159867626306402,"review"
865,"Public Policy","availability",0.6346508542425,0.88887411815671,0.850926993672004,0,0.790097197928869,0.25422326391421,-0.0379471244847063,"review"
866,"Organizational Strategy","confirmation",0.477073884708807,0.560781942530302,0.561317926345276,0,0.314476387068059,0.0837080578214955,0.00053598381497344,"review"
867,"Infrastructure","overconfidence",0.163011528982315,0.163011528982315,0.0282161405752413,0,0.0265727585811522,0,-0.134795388407074,"review"
868,"Infrastructure","anchoring",0.549178714654408,0.53241465267376,0.560655205257774,0,0.283465362381721,0.016764061980648,0.0282405525840134,"review"
869,"Healthcare","availability",0.162893899099436,0.196163345932601,0.222791118587718,1,0.646153366422271,0.0332694468331658,0.0266277726551167,"review"
873,"Financial Risk","balanced",0.65565606901655,0.65565606901655,0.61233864850471,0,0.429884880838235,0,-0.0433174205118394,"review"
874,"Infrastructure","overconfidence",0.486371835134923,0.486371835134923,0.480920569188893,1,0.263813891742666,0,-0.00545126594603063,"review"
877,"Public Policy","confirmation",0.352684055129066,0.402678011161042,0.451284968144332,1,0.356793558350528,0.0499939560319763,0.0486069569832898,"review"
878,"Healthcare","balanced",0.259727617457975,0.259727617457975,0.265753173920474,1,0.548003200354447,0,0.00602555646249958,"review"
881,"Infrastructure","representativeness",0.642718771263026,0.629335795145016,0.595371997986643,0,0.39606354305081,0.0133829761180095,-0.0339637971583734,"review"
887,"Healthcare","representativeness",0.173336851783097,0.250008262711344,0.275598370628018,1,0.562487606001256,0.0766714109282475,0.0255901079166739,"review"
889,"Financial Risk","overconfidence",0.584966394898947,0.584966394898947,0.618952952858526,0,0.342185683161071,0,0.0339865579595789,"review"
896,"Organizational Strategy","confirmation",0.666959976800717,0.777741527652834,0.713768201279087,0,0.604881883835763,0.110781550852116,-0.0639733263737466,"review"
