"case_id","domain","bias_profile","base_rate","evidence_signal","anchor","salience_multiplier","confirming_evidence","disconfirming_evidence","evidence_based_probability","judged_probability","confidence","outcome","brier_score","confidence_gap","bias_magnitude","probability_bin","review_flag"
239,"Organizational Strategy","confirmation",0.354724299535155,-0.227703869342804,0.60374254740309,1.32185451046098,0.130172534496523,0.189311284711584,0.127020430192351,0.164899508140516,0.139739713612347,1,0.697392831503953,-0.025159794528169,0.0378790779481642,"[0.1,0.2)","review"
240,"Financial Risk","anchoring",0.445715074974578,0.199426757404581,0.575991555815563,0.748420936567709,0.0607210513902828,0.0844644317636266,0.645141832379159,0.61402420792554,0.670794189473646,1,0.148977312067506,0.0567699815481056,0.0311176244536181,"[0.6,0.7)","acceptable"
241,"Public Policy","confirmation",0.410965744545683,0.00584698875900358,0.709336825297214,1.3583443059586,0.0113502506632358,0.137310853670351,0.416812733304687,0.377834135050652,0.323007521326765,1,0.38709036350817,-0.0548266137238871,0.0389785982540343,"[0.3,0.4)","review"
242,"Organizational Strategy","balanced",0.734485341201071,-0.22451689641457,0.421827612468041,1.20485742976889,0.134453742625192,0.118659902759828,0.5099684447865,0.5099684447865,0.474087203979355,1,0.240130925104961,-0.0358812408071454,0,"[0.5,0.6)","acceptable"
243,"Healthcare","confirmation",0.74207811455708,0.236731376615353,0.781655724789016,1.14836951824836,0.0757269339635968,0.0297096200985834,0.978809491172433,0.99,0.99,1,1e-04,0,0.0111905088275671,"[0.9,1]","acceptable"
244,"Organizational Strategy","overconfidence",0.438690440286882,-0.170976852765307,0.662820048280992,1.45695352077018,0.136570383352228,0.233316716970876,0.267713587521575,0.267713587521575,0.174799022530206,0,0.0716705649436722,-0.0929145649913699,0,"[0.2,0.3)","acceptable"
245,"Organizational Strategy","balanced",0.649363872793037,0.149423634633422,0.348132869205438,1.11728000568692,0.11371633624658,0.0545769895194098,0.798787507426459,0.798787507426459,0.730612477015257,1,0.0404864671676572,-0.068175030411202,0,"[0.7,0.8)","acceptable"
246,"Infrastructure","overconfidence",0.606974874879234,-0.172236869926564,0.443649144447409,0.87901960646268,0.258368179877289,0.22461931030266,0.434738004952669,0.434738004952669,0.408633206933737,0,0.188997132950227,-0.0261047980189323,0,"[0.4,0.5)","acceptable"
247,"Organizational Strategy","anchoring",0.662160662491806,-0.0367606499930844,0.561878536478616,1.28986609913409,0.266773650306277,0.116468944726512,0.625400012498721,0.596815348289674,0.60962767064146,0,0.356188559954125,0.0128123223517855,0.0285846642090473,"[0.5,0.6)","review"
248,"Healthcare","confirmation",0.819417872256599,-0.154007203993388,0.834259045380168,1.5885690332856,0.216987108788453,0.0108365027233958,0.665410668263212,0.835207579340786,0.749965834616887,1,0.0271565419067234,-0.0852417447238987,0.169796911077574,"[0.8,0.9)","review"
249,"AI Governance","balanced",0.846832832752261,0.101548566948622,0.893172605498694,1.34983274333645,0.244451050926,0.181532554887235,0.948381399700884,0.948381399700884,0.918683342364806,1,0.00266447989683992,-0.0296980573360773,0,"[0.9,1]","acceptable"
250,"AI Governance","anchoring",0.835265456605703,0.150355101446621,0.404553006752394,0.722079467680305,0.179230650910176,0.16637776249554,0.985620558052324,0.724140159967355,0.686062489338553,1,0.0760986513428363,-0.0380776706288022,0.261480398084968,"[0.7,0.8)","review"
251,"Financial Risk","overconfidence",0.524474903440569,0.231432896107435,0.42546172819566,1.14394025972579,0.174235848127864,0.266875232616439,0.755907799548004,0.755907799548004,0.858270919367205,1,0.0595810023214975,0.102363119819202,0,"[0.7,0.8)","acceptable"
252,"AI Governance","overconfidence",0.787000415928196,-0.225992559804581,0.640372221940197,0.83692088003736,0.0841788613703102,0.017851504473947,0.561007856123615,0.561007856123615,0.585410998573061,1,0.192714102385185,0.024403142449446,0,"[0.5,0.6)","acceptable"
253,"Healthcare","balanced",0.828716027806513,0.0375998028321192,0.739336290885694,1.29605545380618,0.124348347913474,0.238297951268032,0.866315830638632,0.866315830638632,0.903675347427616,1,0.0178714571378389,0.037359516788984,0,"[0.8,0.9)","acceptable"
254,"Public Policy","overconfidence",0.82257075359812,-0.039624015102163,0.36045983529184,0.724601946119219,0.0198145619826391,0.237322863307782,0.782946738495957,0.782946738495957,0.89612543389434,1,0.0471121183295424,0.113178695398383,0,"[0.7,0.8)","acceptable"
255,"Organizational Strategy","balanced",0.550107584416401,-0.107675811741501,0.36973658723291,1.40951988354791,0.0938318031840026,0.0318174711428583,0.4424317726749,0.4424317726749,0.39845245738549,0,0.195745873472254,-0.0439793152894092,0,"[0.4,0.5)","acceptable"
256,"Public Policy","anchoring",0.247043378616218,-0.0774128170451149,0.291563579021022,0.721320388489403,0.210301319067366,0.162708990904503,0.169630561571103,0.224500419423566,0.276384823472527,0,0.0504004383213571,0.0518844040489605,0.0548698578524636,"[0.2,0.3)","acceptable"
257,"Organizational Strategy","availability",0.154209647933021,0.213367156335153,0.799651843681931,1.37654253253713,0.217929104226641,0.217851475230418,0.367576804268174,0.505985105049218,0.473510344590813,1,0.244050716433232,-0.0324747604584045,0.138408300781044,"[0.5,0.6)","review"
258,"Public Policy","balanced",0.405733575311024,0.203688152018003,0.270087281684391,0.897691107355058,0.028226702939719,0.109227689704858,0.609421727329027,0.609421727329027,0.59589403877912,0,0.371394841740695,-0.013527688549907,0,"[0.6,0.7)","review"
259,"Financial Risk","anchoring",0.109724002680741,0.234594067675062,0.695110661629587,1.5143607045291,0.0244931024266407,0.0545221393927932,0.344318070355803,0.502174736429006,0.469011530757629,0,0.252179465907541,-0.0331632056713769,0.157856666073203,"[0.5,0.6)","review"
260,"Infrastructure","availability",0.841986204520799,0.149592855013907,0.581096405722201,0.753842438710853,0.0630945150274783,0.184599175932817,0.99,0.746304014323745,0.789370101589721,1,0.0643616531482466,0.043066087265976,0.243695985676255,"[0.7,0.8)","review"
261,"Healthcare","anchoring",0.656538752047345,-0.168789310380816,0.325478253141046,0.726368075772189,0.108482433529571,0.244809488696046,0.487749441666529,0.414727406830061,0.361611614609617,0,0.171998821975987,-0.0531157922204439,0.0730220348364674,"[0.4,0.5)","acceptable"
262,"Healthcare","anchoring",0.703237535455264,-0.113343816250563,0.335838706721552,0.844138387241401,0.138304710178636,0.104517878335901,0.589893719204701,0.475568963587284,0.505165263525727,0,0.226165839127484,0.0295962999384425,0.114324755617417,"[0.4,0.5)","acceptable"
263,"Healthcare","representativeness",0.219127625424881,0.131927299196832,0.793154481239617,1.27142618289217,0.267254350008443,0.0510223023360595,0.351054924621712,0.304880369902821,0.343947295927737,1,0.483191300146439,0.0390669260249159,0.0461745547188911,"[0.3,0.4)","review"
264,"Healthcare","availability",0.713402812858112,0.161596747697331,0.671485255518928,1.58977976127062,0.279550198861398,0.238765185652301,0.874999560555443,0.99,0.974927390054085,1,1e-04,-0.0150726099459148,0.115000439444557,"[0.9,1]","acceptable"
265,"Infrastructure","anchoring",0.487554732034914,0.0257292881142348,0.808903306280263,1.20534620892722,0.0623978125629947,0.0321968619944528,0.513284020149149,0.64631269890815,0.594277048708708,0,0.417720104769937,-0.0520356501994421,0.133028678759001,"[0.6,0.7)","review"
266,"Infrastructure","representativeness",0.771283637464512,-0.177566390600987,0.638055927120149,1.06212117651012,0.272866237093695,0.213897181092761,0.593717246863525,0.655865483573871,0.684873657370869,1,0.118428565395846,0.0290081737969982,0.0621482367103453,"[0.6,0.7)","acceptable"
267,"AI Governance","overconfidence",0.821664602984674,0.129274281789549,0.767929548770189,0.899536079494283,0.019026382570155,0.159749327553436,0.950938884774223,0.950938884774223,0.99,1,0.00240699302719697,0.039061115225777,0,"[0.9,1]","acceptable"
268,"Public Policy","balanced",0.674064396554604,-0.206615162547678,0.853940262249671,1.52733979262412,0.0937480660853907,0.0163392713991925,0.467449234006926,0.467449234006926,0.428636426929233,1,0.283610318359809,-0.0388128070776936,0,"[0.4,0.5)","review"
269,"Financial Risk","availability",0.576829716004431,0.100399136543274,0.201973577099852,0.903175438358448,0.150109287374653,0.062426093313843,0.677228852547705,0.611656465768763,0.576159971396029,1,0.150810700579208,-0.0354964943727333,0.0655723867789425,"[0.6,0.7)","acceptable"
270,"Organizational Strategy","representativeness",0.815065897675231,0.164465261390433,0.53201503099408,0.73342906057369,0.282194903749041,0.267237136373296,0.979531159065664,0.921968317579012,0.894519646490572,1,0.00608894346144988,-0.0274486710884401,0.0575628414866515,"[0.9,1]","acceptable"
271,"AI Governance","overconfidence",0.39026413965039,-0.00409148295875639,0.590026908623986,1.32995937077794,0.184819010552019,0.256953990552574,0.386172656691633,0.386172656691633,0.340641719368286,1,0.376784007393008,-0.0455309373233467,0,"[0.3,0.4)","review"
272,"Organizational Strategy","representativeness",0.286790688429028,0.0238056617090479,0.352490162639879,1.01610300217289,0.297704663383774,0.259316106350161,0.310596350138076,0.302264368539909,0.264898093485613,1,0.486835011409012,-0.0373662750542961,0.00833198159816673,"[0.3,0.4)","review"
273,"Infrastructure","representativeness",0.120355876535177,0.0846989264246076,0.855010876152664,1.0250219539972,0.286813793890178,0.0441253894474357,0.205054802959785,0.175410178711172,0.24174327183695,1,0.679948373373141,0.0663330931257782,0.0296446242486127,"[0.1,0.2)","review"
274,"Healthcare","availability",0.363511340599507,-0.232457958743908,0.884454660397023,0.948067634133622,0.124716315208934,0.225457567186095,0.1310533818556,0.124247469681048,0.148812735838925,0,0.015437433722143,0.0245652661578763,0.00680591217455113,"[0.1,0.2)","acceptable"
275,"Healthcare","overconfidence",0.258750557049643,-0.193480967660435,0.502391333808191,1.05759619036689,0.0546216813381761,0.20912281377241,0.0652695893892087,0.0652695893892087,0.01,0,0.0042601192990359,-0.0552695893892087,0,"[0,0.1)","acceptable"
276,"Public Policy","confirmation",0.335611757670995,0.0939017826458439,0.765554519183934,1.59103728123009,0.174649753351696,0.277728711278178,0.429513540316839,0.472028294050833,0.485573945549813,0,0.22281071038454,0.0135456514989797,0.0425147537339944,"[0.4,0.5)","acceptable"
277,"Financial Risk","overconfidence",0.311827539373189,-0.209951540222391,0.378655737824738,1.32459603925236,0.0897692701779306,0.251361407130025,0.101875999150798,0.101875999150798,0.01,0,0.0103787192029733,-0.0918759991507977,0,"[0.1,0.2)","acceptable"
278,"Infrastructure","representativeness",0.320623273344245,-0.0921172110829502,0.61224505205173,0.99365671495907,0.156334943859838,0.243967367475852,0.228506062261295,0.260747086140327,0.237706727719827,0,0.0679890429306712,-0.0230403584204999,0.0322410238790326,"[0.2,0.3)","acceptable"
279,"Organizational Strategy","balanced",0.664808025665116,0.132234035874717,0.507082110107876,1.4861709671095,0.267754164990038,0.108764329995029,0.797042061539832,0.797042061539832,0.839069084943923,0,0.635276047863666,0.0420270234040906,0,"[0.7,0.8)","review"
280,"Healthcare","overconfidence",0.415667250601109,-0.0750229982659221,0.331413702480495,1.34852569261566,0.261919528548606,0.0677680458175018,0.340644252335187,0.340644252335187,0.276901953269262,0,0.116038506648999,-0.0637422990659252,0,"[0.3,0.4)","acceptable"
281,"Public Policy","confirmation",0.614210859080777,0.0171404490247369,0.206009626598097,1.58256188756786,0.118316235439852,0.20228255270049,0.631351308105513,0.655205403012224,0.614547513767021,0,0.42929412013641,-0.0406578892452025,0.0238540949067101,"[0.6,0.7)","review"
282,"Healthcare","overconfidence",0.812660424353089,0.196630848804489,0.466996421082877,1.40255986610428,0.0135240449337289,0.0217335920780897,0.99,0.99,0.99,1,1e-04,0,0,"[0.9,1]","acceptable"
283,"Financial Risk","representativeness",0.479177809460089,-0.0261781975859776,0.289248752500862,1.40137936535757,0.185857825982384,0.0829197441693395,0.452999611874111,0.462161981029203,0.453755172908587,1,0.289269734650431,-0.00840680812061584,0.00916236915509216,"[0.4,0.5)","review"
284,"Public Policy","confirmation",0.242167938989587,-0.0859727690694854,0.872645675763488,1.23431639058981,0.0946762559004128,0.151536610792391,0.156195169920102,0.178898360863095,0.223017784967274,0,0.0320046235195022,0.0441194241041792,0.0227031909429934,"[0.1,0.2)","acceptable"
285,"Financial Risk","overconfidence",0.528639536723495,-0.226567996665835,0.525663941469975,1.57962177556474,0.204279266973026,0.0383624006062746,0.302071540057659,0.302071540057659,0.222900156080723,0,0.091247215312806,-0.0791713839769363,0,"[0.3,0.4)","acceptable"
286,"Financial Risk","confirmation",0.605045124155004,-0.0553363225189969,0.3633556593908,0.953964562225156,0.114666301896796,0.29858488922473,0.549708801636007,0.536937131924788,0.499586869334008,0,0.288301483639617,-0.03735026259078,0.0127716697112191,"[0.5,0.6)","review"
287,"Infrastructure","confirmation",0.389969647245016,-0.107745442073792,0.758763179602101,1.50842146647628,0.27024359840434,0.00293173373211175,0.282224205171224,0.497392977088457,0.498886563559707,0,0.247399773656918,0.00149358647125053,0.215168771917233,"[0.4,0.5)","review"
288,"AI Governance","representativeness",0.825030770234298,-0.114871022058651,0.669253214285709,1.38795354319736,0.26792176393792,0.208856599428691,0.710159748175647,0.750364605896175,0.719601560065836,0,0.563047041781722,-0.0307630458303388,0.0402048577205277,"[0.7,0.8)","review"
289,"Infrastructure","confirmation",0.484042812918778,0.0381046230904758,0.608792807650752,1.26756627520081,0.246126815630123,0.0531203520018607,0.522147436009254,0.700456765312701,0.68495411611637,0,0.490639680072333,-0.0155026491963319,0.178309329303447,"[0.7,0.8)","review"
290,"Healthcare","representativeness",0.127662267326377,0.0647432918194681,0.66700441497378,1.41957746851258,0.217457238561474,0.0209883606992662,0.192405559145845,0.169745407009032,0.167591817323712,0,0.0288135032006618,-0.00215358968531945,0.0226601521368138,"[0.1,0.2)","acceptable"
291,"Organizational Strategy","representativeness",0.555297771666665,-0.0933154437225312,0.717545801983215,1.24025226309896,0.145097654499114,0.196092561981641,0.461982327944133,0.494642733247019,0.487101034207958,1,0.255385967060043,-0.00754169903906121,0.0326604053028859,"[0.4,0.5)","review"
292,"Public Policy","confirmation",0.712452733563259,0.0943589090602472,0.66979358124081,0.890126093989238,0.051068503735587,0.128513177926652,0.806811642623506,0.802686833337648,0.841314769867953,1,0.0389324857383252,0.0386279365303054,0.00412480928585868,"[0.8,0.9)","acceptable"
293,"Organizational Strategy","availability",0.605005984334275,0.0161959786200896,0.30570868565701,1.57592785386369,0.02960122351069,0.158868899848312,0.621201962954365,0.978969476294581,0.99,1,0.000442282927324182,0.0110305237054188,0.357767513340217,"[0.9,1]","review"
294,"Financial Risk","anchoring",0.217390871688258,0.129997229203582,0.624428993929178,1.2291734928498,0.111614798102528,0.163435237621889,0.34738810089184,0.472056502758642,0.50477221568029,1,0.278724336279436,0.0327157129216485,0.124668401866802,"[0.4,0.5)","review"
295,"Public Policy","balanced",0.824647951778024,0.074921612162143,0.851931074028835,0.839992149127647,0.140519413724542,0.0436114330776036,0.899569563940167,0.899569563940167,0.933427088996849,1,0.0100862724871681,0.0338575250566814,0,"[0.8,0.9)","acceptable"
296,"Organizational Strategy","representativeness",0.793001369480044,-0.00155780918430537,0.466853472334333,0.867926505883224,0.284849077742547,0.2168137550354,0.791443560295738,0.791988793510245,0.845256686436556,1,0.0432686620253235,0.0532678929263113,0.000545233214506835,"[0.7,0.8)","acceptable"
297,"Financial Risk","overconfidence",0.199797983188182,-0.0273414897965267,0.818149255868047,1.17312264477368,0.231095425458625,0.140727364621125,0.172456493391655,0.172456493391655,0.0414390907483175,0,0.0297412421129461,-0.131017402643338,0,"[0.1,0.2)","review"
298,"AI Governance","balanced",0.691472968400922,-0.0897113615646958,0.690012989914976,1.32989317658357,0.0917575942352414,0.116251959884539,0.601761606836226,0.601761606836226,0.610840337036339,0,0.362117031462116,0.00907873020011296,0,"[0.6,0.7)","review"
299,"Infrastructure","overconfidence",0.797400877135806,0.0827631542924792,0.712020185962319,1.21864779682364,0.269746962748468,0.00235361165832728,0.880164031428285,0.880164031428285,0.99,1,0.0143606593635211,0.109835968571715,0,"[0.8,0.9)","acceptable"
300,"AI Governance","overconfidence",0.58383917263709,-0.246150872670114,0.397109981440008,1.01811179819051,0.174848652631044,0.28486018110998,0.337688299966976,0.337688299966976,0.272763619953766,1,0.438656788000634,-0.0649246800132096,0,"[0.3,0.4)","review"
301,"Organizational Strategy","confirmation",0.661789704952389,-0.0480111330980435,0.501944963796996,0.70867711820174,0.224105166806839,0.237267573480494,0.613778571854345,0.710019054581644,0.736159447373354,1,0.0840889487057235,0.02614039279171,0.0962404827272986,"[0.7,0.8)","acceptable"
302,"Public Policy","confirmation",0.444002068217378,0.173372995806858,0.708312297658995,0.804587310738862,0.289634392317384,0.209445891156793,0.617375064024236,0.775776515973266,0.762150742184024,1,0.0502761707890869,-0.0136257737892426,0.15840145194903,"[0.7,0.8)","review"
303,"Healthcare","anchoring",0.145850058784708,-0.0624456739751622,0.763878546049818,1.02625622318592,0.019175428035669,0.0576655688462779,0.0834043848095462,0.389617757367669,0.384978594873933,0,0.151801996856212,-0.00463916249373575,0.306213372558123,"[0.3,0.4)","review"
304,"Healthcare","balanced",0.125058292550966,0.170891399495304,0.504534083860926,1.35574079798535,0.191714881290682,0.150397638045251,0.29594969204627,0.29594969204627,0.317383711203824,0,0.0875862202222819,0.0214340191575545,0,"[0.2,0.3)","acceptable"
305,"Organizational Strategy","confirmation",0.39315394430887,-0.0501466606510803,0.387320427107625,1.27199560392182,0.165066702780314,0.135069337883033,0.343007283657789,0.427786377622979,0.41427890711778,0,0.18300118487979,-0.0135074705051982,0.0847790939651895,"[0.4,0.5)","acceptable"
306,"Infrastructure","confirmation",0.241139493614901,0.117258201004006,0.748578074830584,1.00343212336302,0.167297889757901,0.0373551290016621,0.358397694618907,0.479161711274646,0.464184960006496,1,0.271272523002355,-0.0149767512681502,0.120764016655739,"[0.4,0.5)","review"
307,"AI Governance","overconfidence",0.298421698936727,0.119275958044454,0.332939842366613,0.702101603383198,0.0386841454077512,0.197855796176009,0.417697656981181,0.417697656981181,0.384776719773654,1,0.339076018685206,-0.0329209372075275,0,"[0.4,0.5)","review"
308,"Financial Risk","overconfidence",0.25047500556102,-0.0867859850404784,0.315570396604016,1.44252338861115,0.0432813804131001,0.173831706074998,0.163689020520542,0.163689020520542,0.0291646287287585,1,0.699416054397891,-0.134524391791783,0,"[0.1,0.2)","review"
309,"Healthcare","overconfidence",0.231557398999576,0.147097743232735,0.209044300462119,1.27916433243081,0.0949589014984667,0.0592624673852697,0.37865514223231,0.37865514223231,0.330117199125234,1,0.386069432274351,-0.048537943107076,0,"[0.3,0.4)","review"
310,"Public Policy","overconfidence",0.772183221380692,0.155488870572299,0.461780469492078,0.770896060671657,0.205569347622804,0.00139199977274984,0.927672091952991,0.927672091952991,0.99,1,0.00523132628245663,0.0623279080470093,0,"[0.9,1]","acceptable"
311,"Public Policy","availability",0.146528641425539,0.245120398583822,0.603636507270858,1.04887299055699,0.0407997120637447,0.278625266253948,0.391649040009361,0.410790099843393,0.421701442050784,0,0.168748506129345,0.0109113422073903,0.0191410598340327,"[0.4,0.5)","acceptable"
312,"AI Governance","overconfidence",0.408349066472147,0.183695381158032,0.762291134591214,0.81780280098319,0.268466021446511,0.129751805006526,0.592044447630178,0.592044447630178,0.62886222668225,1,0.166427732709366,0.0368177790520713,0,"[0.5,0.6)","acceptable"
313,"Healthcare","anchoring",0.332962794078048,-0.168635976151563,0.207259529875591,1.30391859679949,0.28683902034536,0.186159627442248,0.164326817926485,0.183646538303583,0.245083250370805,0,0.0337260510308894,0.0614367120672218,0.0193197203770979,"[0.1,0.2)","acceptable"
314,"Financial Risk","availability",0.423032983695157,0.0455542264971882,0.81611641512718,0.976138330087997,0.1711410661228,0.0488566348794848,0.468587210192345,0.457405936857749,0.401730349401537,0,0.209220191072715,-0.0556755874562123,0.0111812733345961,"[0.4,0.5)","acceptable"
315,"Healthcare","overconfidence",0.348737925256137,-0.13017943687737,0.543205223139375,1.38716795560904,0.128089903970249,0.199885824741796,0.218558488378767,0.218558488378767,0.105981883730274,0,0.0477678128424116,-0.112576604648493,0,"[0.2,0.3)","acceptable"
316,"Financial Risk","anchoring",0.278674661845434,-0.00890886562410742,0.618787828623317,1.38725322219543,0.121633197879419,0.197830468369648,0.269765796221327,0.426825710802223,0.407960310461126,1,0.328528765797377,-0.0188654003410969,0.157059914580896,"[0.4,0.5)","review"
317,"Organizational Strategy","availability",0.379856043925974,0.120130313909613,0.669361743796617,1.53048541736789,0.290597399580292,0.237341474485584,0.499986357835587,0.76522182955025,0.780485230273645,0,0.585564448420232,0.0152634007233952,0.265235471714663,"[0.7,0.8)","review"
318,"Financial Risk","overconfidence",0.46802292719949,-0.236240735976025,0.492154919868335,1.11004352415912,0.0771387623157352,0.225707050831988,0.231782191223465,0.231782191223465,0.124495067712851,0,0.0537229841683508,-0.107287123510614,0,"[0.2,0.3)","acceptable"
319,"Infrastructure","anchoring",0.114734580239747,0.224627115181647,0.749578752741218,0.741360907093622,0.0122250305023044,0.246455976669677,0.339361695421394,0.523959371215315,0.53673301466584,0,0.274533422684348,0.0127736434505257,0.184597675793921,"[0.5,0.6)","review"
320,"AI Governance","availability",0.122133915510494,0.217891267966479,0.71543101889547,1.29459703115281,0.129695396125317,0.0762718656565994,0.340025183476973,0.440195593046478,0.383604945748498,0,0.193772160137541,-0.0565906472979804,0.100170409569505,"[0.4,0.5)","acceptable"
321,"Organizational Strategy","balanced",0.602931542228907,0.195011285715736,0.792596801090986,1.16497848297004,0.0650037806946784,0.21211715284735,0.797942827944644,0.797942827944644,0.768354257894646,1,0.0408271007790078,-0.0295885700499977,0,"[0.7,0.8)","acceptable"
322,"Infrastructure","representativeness",0.718411341041792,0.0501973527716473,0.663045023800805,0.889859634754248,0.255854219337925,0.0515414130873978,0.768608693813439,0.751039620343363,0.706170374236276,1,0.0619812706387769,-0.0448692461070869,0.0175690734700765,"[0.7,0.8)","acceptable"
323,"AI Governance","representativeness",0.679204274748918,-0.090001218370162,0.711566204554401,0.937046651029959,0.23603157713078,0.297328863618895,0.589203056378756,0.620703482808312,0.618880898928623,0,0.385272813570369,-0.00182258387968914,0.0315004264295566,"[0.6,0.7)","review"
324,"Infrastructure","anchoring",0.675074501626659,0.0768123571760952,0.827557337284088,0.727486101584509,0.165886645833962,0.190976032381877,0.751886858802754,0.785938574119355,0.838481099745664,1,0.0458222940500551,0.0525425256263096,0.0340517153166001,"[0.7,0.8)","acceptable"
325,"Financial Risk","balanced",0.688848863437306,-0.125593699747697,0.336507624480873,1.16080544497818,0.0891808491898701,0.0819668984273449,0.56325516368961,0.56325516368961,0.563191881997412,1,0.19074605204379,-6.32816921971591e-05,0,"[0.5,0.6)","acceptable"
326,"Healthcare","confirmation",0.78833993258886,0.171209102845751,0.887511551240459,1.27402852766681,0.271115845581517,0.0639212724985555,0.959549035434611,0.99,0.981516350647364,1,1e-04,-0.00848364935263579,0.0304509645653889,"[0.9,1]","acceptable"
327,"Public Policy","balanced",0.684677215549163,0.22754756861832,0.769427652750164,1.1037598200608,0.292941741831601,0.282215760857798,0.912224784167483,0.912224784167483,0.99,1,0.00770448851444487,0.0777752158325166,0,"[0.9,1]","acceptable"
328,"Financial Risk","representativeness",0.415441957267467,-0.0227191430749372,0.606853875517845,1.04886164669879,0.246624752366915,0.0126638033660129,0.39272281419253,0.400674514268758,0.376424628984388,0,0.160540066384505,-0.0242498852843696,0.00795170007622803,"[0.4,0.5)","acceptable"
329,"Organizational Strategy","balanced",0.534593264188152,0.219283016514964,0.567658293875866,0.807835800293833,0.0771794898435473,0.0263682991499081,0.753876280703116,0.753876280703116,0.758429190907248,0,0.568329446606764,0.00455291020413218,0,"[0.7,0.8)","review"
330,"Infrastructure","confirmation",0.698274485906586,-0.158800520352088,0.847894999757409,1.57209496984724,0.100970080099069,0.0489973079413176,0.539473965554498,0.603100971854292,0.589711353685957,1,0.157528838543008,-0.0133896181683346,0.0636270062997937,"[0.6,0.7)","acceptable"
331,"Public Policy","availability",0.796746562374756,0.042466085520573,0.221780121326447,0.731855700863525,0.00465129429940134,0.0917175175622106,0.839212647895329,0.614182560598971,0.577891292703826,1,0.148855096545967,-0.0362912678951445,0.225030087296358,"[0.6,0.7)","review"
332,"AI Governance","balanced",0.184984995657578,-0.0502511615632102,0.706298148934729,1.06782762543298,0.0799652134766802,0.213180369255133,0.134733834094368,0.134733834094368,0.158968142831317,0,0.0181532060497687,0.0242343087369494,0,"[0.1,0.2)","acceptable"
333,"Infrastructure","overconfidence",0.242793420876842,0.227749615907669,0.518472719565034,1.58470918175299,0.139001428848132,0.0948643151437864,0.470543036784511,0.470543036784511,0.458760251498315,1,0.280324675897368,-0.0117827852861956,0,"[0.4,0.5)","review"
334,"AI Governance","anchoring",0.678374887176324,-0.173242493532598,0.729712913418189,1.46091575578321,0.180410217633471,0.176666978839785,0.505132393643726,0.606193627542234,0.585280993775574,1,0.155083458988345,-0.0209126337666597,0.101061233898508,"[0.6,0.7)","acceptable"
335,"Organizational Strategy","anchoring",0.18248920069309,-0.00159312435425818,0.226083199144341,0.783415758865885,0.10366086428985,0.0553642166778445,0.180896076338831,0.201230281601311,0.235247857309703,1,0.638033063030721,0.0340175757083918,0.0203342052624794,"[0.2,0.3)","review"
336,"Organizational Strategy","confirmation",0.569927048310637,0.121475748717785,0.685383839672431,0.935607669991441,0.200280963652767,0.000369558949023485,0.691402797028422,0.851498222318478,0.835176779459637,1,0.0220527779745722,-0.0163214428588407,0.160095425290055,"[0.8,0.9)","review"
337,"Infrastructure","confirmation",0.57419299610192,-0.146646480076015,0.302240694803186,1.24751515788957,0.133497262909077,0.162933311727829,0.427546516025905,0.477317667248426,0.471645320985605,1,0.273196820970627,-0.00567234626282143,0.0497711512225214,"[0.4,0.5)","review"
338,"AI Governance","availability",0.749963959236629,-0.0471992859384045,0.373873521597125,1.06199116879143,0.0386120849289,0.032780846580863,0.702764673298225,0.746329876781308,0.71377395382653,0,0.557008284976402,-0.0325559229547778,0.0435652034830832,"[0.7,0.8)","review"
339,"Infrastructure","overconfidence",0.602747364051174,-0.0100909596076235,0.387488957913592,0.820370144187473,0.0613406114978716,0.222634495678358,0.592656404443551,0.592656404443551,0.629718966220971,1,0.165928804840856,0.0370625617774203,0,"[0.5,0.6)","acceptable"
340,"AI Governance","balanced",0.735022206639405,-0.0249221984995529,0.610972645273432,1.52168480481487,0.0573214723030105,0.250624860171229,0.710100008139852,0.710100008139852,0.697078384567346,0,0.504242021560218,-0.0130216235725066,0,"[0.7,0.8)","review"
341,"Healthcare","balanced",0.270758313499391,0.0159249949501827,0.395035739173181,1.54077057205141,0.073938972176984,0.0617919426877052,0.286683308449574,0.286683308449574,0.301809604336193,0,0.0821873193435935,0.0151262958866191,0,"[0.2,0.3)","acceptable"
342,"AI Governance","representativeness",0.199916667444631,-0.0634981680195779,0.37176521718502,0.94204761297442,0.159091556654312,0.190788584388793,0.136418499425054,0.158642858231906,0.0788634437499857,0,0.0251675564679886,-0.0797794144819202,0.0222243588068523,"[0.1,0.2)","acceptable"
343,"Healthcare","balanced",0.485950348980259,-0.220284683280624,0.776121300272644,0.734730193042196,0.0641916307853535,0.192146178963594,0.265665665699635,0.265665665699635,0.225691397969919,0,0.07057824593163,-0.0399742677297159,0,"[0.2,0.3)","acceptable"
344,"Organizational Strategy","representativeness",0.612031505408231,0.182765578734688,0.729643138777465,1.24350914524402,0.0077547118300572,0.0512715348042548,0.79479708414292,0.730829131585779,0.742182028511142,1,0.0724529564028661,0.0113528969253636,0.0639679525571409,"[0.7,0.8)","acceptable"
345,"Organizational Strategy","overconfidence",0.570077211153693,-0.0340419407002628,0.531747807748616,0.868400005879812,0.102600740664639,0.22102177797351,0.536035270453431,0.536035270453431,0.550449378634803,1,0.215263270263221,0.0144141081813722,0,"[0.5,0.6)","acceptable"
