trial,strategy,value,regret,winner,downside_breach
713,Resilience Strategy,57.18774,18.073513,False,False
713,Adaptive Strategy,75.261253,0.0,True,False
713,Precautionary Strategy,74.495842,0.765411,False,False
714,Efficiency Strategy,78.341929,15.309295,False,False
714,Balanced Strategy,85.32319,8.328035,False,False
714,Resilience Strategy,89.065589,4.585635,False,False
714,Adaptive Strategy,93.651224,0.0,True,False
714,Precautionary Strategy,90.756052,2.895173,False,False
715,Efficiency Strategy,77.636092,6.333532,False,False
715,Balanced Strategy,78.94114,5.028484,False,False
715,Resilience Strategy,78.226386,5.743238,False,False
715,Adaptive Strategy,83.969624,0.0,True,False
715,Precautionary Strategy,75.399315,8.570309,False,False
716,Efficiency Strategy,82.833675,22.586901,False,False
716,Balanced Strategy,90.992327,14.428249,False,False
716,Resilience Strategy,82.258557,23.162019,False,False
716,Adaptive Strategy,105.420576,0.0,True,False
716,Precautionary Strategy,80.545349,24.875227,False,False
717,Efficiency Strategy,86.543158,32.881415,False,False
717,Balanced Strategy,92.673078,26.751494,False,False
717,Resilience Strategy,97.721068,21.703504,False,False
717,Adaptive Strategy,119.424572,0.0,True,False
717,Precautionary Strategy,111.349841,8.074731,False,False
718,Efficiency Strategy,91.226933,27.35137,False,False
718,Balanced Strategy,100.698381,17.879923,False,False
718,Resilience Strategy,104.008735,14.569568,False,False
718,Adaptive Strategy,118.578303,0.0,True,False
718,Precautionary Strategy,100.154839,18.423464,False,False
719,Efficiency Strategy,67.855359,9.627558,False,False
719,Balanced Strategy,77.482916,0.0,True,False
719,Resilience Strategy,73.139765,4.343151,False,False
719,Adaptive Strategy,65.265999,12.216917,False,False
719,Precautionary Strategy,65.797429,11.685488,False,False
720,Efficiency Strategy,85.280739,24.871307,False,False
720,Balanced Strategy,103.763068,6.388978,False,False
720,Resilience Strategy,85.688135,24.463911,False,False
720,Adaptive Strategy,110.152046,0.0,True,False
720,Precautionary Strategy,83.995118,26.156928,False,False
721,Efficiency Strategy,71.185884,23.32889,False,False
721,Balanced Strategy,83.962097,10.552677,False,False
721,Resilience Strategy,84.834244,9.68053,False,False
721,Adaptive Strategy,94.514774,0.0,True,False
721,Precautionary Strategy,84.856236,9.658538,False,False
722,Efficiency Strategy,64.827252,46.088895,False,False
722,Balanced Strategy,86.239402,24.676744,False,False
722,Resilience Strategy,93.561405,17.354741,False,False
722,Adaptive Strategy,106.269103,4.647043,False,False
722,Precautionary Strategy,110.916146,0.0,True,False
723,Efficiency Strategy,69.872927,18.269402,False,False
723,Balanced Strategy,83.345784,4.796545,False,False
723,Resilience Strategy,85.705349,2.43698,False,False
723,Adaptive Strategy,87.765591,0.376739,False,False
723,Precautionary Strategy,88.142329,0.0,True,False
724,Efficiency Strategy,92.64549,12.774897,False,False
724,Balanced Strategy,96.083809,9.336577,False,False
724,Resilience Strategy,91.7663,13.654087,False,False
724,Adaptive Strategy,105.420387,0.0,True,False
724,Precautionary Strategy,91.844675,13.575711,False,False
725,Efficiency Strategy,44.855187,36.856919,False,True
725,Balanced Strategy,65.19579,16.516317,False,False
725,Resilience Strategy,75.262406,6.4497,False,False
725,Adaptive Strategy,80.513527,1.19858,False,False
725,Precautionary Strategy,81.712107,0.0,True,False
726,Efficiency Strategy,87.471328,23.580417,False,False
726,Balanced Strategy,94.818854,16.232892,False,False
726,Resilience Strategy,84.232489,26.819256,False,False
726,Adaptive Strategy,111.051745,0.0,True,False
726,Precautionary Strategy,83.887944,27.163801,False,False
727,Efficiency Strategy,65.9548,34.008259,False,False
727,Balanced Strategy,84.111155,15.851904,False,False
727,Resilience Strategy,81.878538,18.08452,False,False
727,Adaptive Strategy,94.299542,5.663516,False,False
727,Precautionary Strategy,99.963058,0.0,True,False
728,Efficiency Strategy,66.500432,25.890181,False,False
728,Balanced Strategy,87.153042,5.237571,False,False
728,Resilience Strategy,85.125041,7.265572,False,False
728,Adaptive Strategy,92.390613,0.0,True,False
728,Precautionary Strategy,73.478097,18.912516,False,False
729,Efficiency Strategy,75.8882,20.279624,False,False
729,Balanced Strategy,83.923858,12.243966,False,False
729,Resilience Strategy,87.534408,8.633416,False,False
729,Adaptive Strategy,96.167824,0.0,True,False
729,Precautionary Strategy,81.851836,14.315988,False,False
730,Efficiency Strategy,60.857714,16.498685,False,False
730,Balanced Strategy,68.661839,8.69456,False,False
730,Resilience Strategy,76.089319,1.267081,False,False
730,Adaptive Strategy,77.356399,0.0,True,False
730,Precautionary Strategy,74.493467,2.862932,False,False
731,Efficiency Strategy,71.222882,16.825791,False,False
731,Balanced Strategy,81.313501,6.735172,False,False
731,Resilience Strategy,83.525765,4.522907,False,False
731,Adaptive Strategy,88.048673,0.0,True,False
731,Precautionary Strategy,83.818492,4.230181,False,False
732,Efficiency Strategy,57.863088,12.255259,False,False
732,Balanced Strategy,64.238494,5.879853,False,False
732,Resilience Strategy,68.146844,1.971503,False,False
732,Adaptive Strategy,70.118347,0.0,True,False
732,Precautionary Strategy,69.391766,0.726581,False,False
733,Efficiency Strategy,64.62675,16.386194,False,False
733,Balanced Strategy,80.886997,0.125947,False,False
733,Resilience Strategy,72.449402,8.563542,False,False
733,Adaptive Strategy,81.012944,0.0,True,False
733,Precautionary Strategy,75.381593,5.63135,False,False
734,Efficiency Strategy,43.307495,45.729995,False,True
734,Balanced Strategy,66.759155,22.278334,False,False
734,Resilience Strategy,81.68329,7.354199,False,False
734,Adaptive Strategy,75.196205,13.841284,False,False
734,Precautionary Strategy,89.037489,0.0,True,False
735,Efficiency Strategy,69.932741,24.247154,False,False
735,Balanced Strategy,84.573546,9.606349,False,False
735,Resilience Strategy,91.893984,2.285911,False,False
735,Adaptive Strategy,90.26341,3.916486,False,False
735,Precautionary Strategy,94.179896,0.0,True,False
736,Efficiency Strategy,60.481373,23.157651,False,False
736,Balanced Strategy,82.031635,1.607388,False,False
736,Resilience Strategy,83.593547,0.045477,False,False
736,Adaptive Strategy,66.858311,16.780712,False,False
736,Precautionary Strategy,83.639023,0.0,True,False
737,Efficiency Strategy,46.795529,22.333504,False,True
737,Balanced Strategy,56.974195,12.154838,False,False
737,Resilience Strategy,59.179586,9.949446,False,False
737,Adaptive Strategy,69.129033,0.0,True,False
737,Precautionary Strategy,64.052677,5.076355,False,False
738,Efficiency Strategy,63.692337,15.576144,False,False
738,Balanced Strategy,72.805092,6.463389,False,False
738,Resilience Strategy,74.031797,5.236684,False,False
738,Adaptive Strategy,79.268481,0.0,True,False
738,Precautionary Strategy,76.423766,2.844715,False,False
739,Efficiency Strategy,64.870039,32.574166,False,False
739,Balanced Strategy,78.886123,18.558082,False,False
739,Resilience Strategy,92.152661,5.291545,False,False
739,Adaptive Strategy,97.444206,0.0,True,False
739,Precautionary Strategy,88.144344,9.299861,False,False
740,Efficiency Strategy,59.903989,14.459541,False,False
740,Balanced Strategy,65.927164,8.436366,False,False
740,Resilience Strategy,61.596759,12.766771,False,False
740,Adaptive Strategy,73.32016,1.043371,False,False
740,Precautionary Strategy,74.36353,0.0,True,False
741,Efficiency Strategy,45.092973,43.219777,False,True
741,Balanced Strategy,56.331656,31.981094,False,False
741,Resilience Strategy,84.820821,3.491929,False,False
741,Adaptive Strategy,73.006676,15.306074,False,False
741,Precautionary Strategy,88.31275,0.0,True,False
742,Efficiency Strategy,74.521644,42.923518,False,False
742,Balanced Strategy,101.510847,15.934314,False,False
742,Resilience Strategy,107.354251,10.09091,False,False
742,Adaptive Strategy,117.445161,0.0,True,False
742,Precautionary Strategy,111.678723,5.766438,False,False
743,Efficiency Strategy,28.773734,43.039681,False,True
743,Balanced Strategy,51.812631,20.000785,False,True
743,Resilience Strategy,63.807054,8.006361,False,False
743,Adaptive Strategy,69.76739,2.046026,False,False
743,Precautionary Strategy,71.813416,0.0,True,False
744,Efficiency Strategy,36.778352,44.329964,False,True
744,Balanced Strategy,70.474992,10.633324,False,False
744,Resilience Strategy,79.934159,1.174158,False,False
744,Adaptive Strategy,72.166231,8.942085,False,False
744,Precautionary Strategy,81.108316,0.0,True,False
745,Efficiency Strategy,70.534431,31.960054,False,False
745,Balanced Strategy,91.853292,10.641193,False,False
745,Resilience Strategy,87.216573,15.277913,False,False
745,Adaptive Strategy,102.494486,0.0,True,False
745,Precautionary Strategy,92.32107,10.173416,False,False
746,Efficiency Strategy,26.898507,54.572226,False,True
746,Balanced Strategy,55.433698,26.037034,False,False
746,Resilience Strategy,73.037664,8.433068,False,False
746,Adaptive Strategy,73.906768,7.563964,False,False
746,Precautionary Strategy,81.470732,0.0,True,False
747,Efficiency Strategy,63.950576,38.612149,False,False
747,Balanced Strategy,85.177206,17.385519,False,False
747,Resilience Strategy,91.02586,11.536865,False,False
747,Adaptive Strategy,93.674607,8.888118,False,False
747,Precautionary Strategy,102.562725,0.0,True,False
748,Efficiency Strategy,46.276851,23.301024,False,True
748,Balanced Strategy,51.865708,17.712168,False,True
748,Resilience Strategy,63.552399,6.025477,False,False
748,Adaptive Strategy,61.780178,7.797697,False,False
748,Precautionary Strategy,69.577875,0.0,True,False
749,Efficiency Strategy,44.996589,42.651775,False,True
749,Balanced Strategy,63.43838,24.209984,False,False
749,Resilience Strategy,87.648363,0.0,True,False
749,Adaptive Strategy,83.02799,4.620374,False,False
749,Precautionary Strategy,86.239939,1.408424,False,False
750,Efficiency Strategy,68.312638,26.195688,False,False
750,Balanced Strategy,92.907104,1.601222,False,False
750,Resilience Strategy,87.353322,7.155004,False,False
750,Adaptive Strategy,94.508326,0.0,True,False
750,Precautionary Strategy,84.916208,9.592118,False,False
751,Efficiency Strategy,64.735193,12.712832,False,False
751,Balanced Strategy,71.051749,6.396276,False,False
751,Resilience Strategy,76.618077,0.829949,False,False
751,Adaptive Strategy,77.448025,0.0,True,False
751,Precautionary Strategy,72.844611,4.603415,False,False
752,Efficiency Strategy,59.015651,52.14529,False,False
752,Balanced Strategy,89.650315,21.510626,False,False
752,Resilience Strategy,91.376875,19.784066,False,False
752,Adaptive Strategy,111.160941,0.0,True,False
752,Precautionary Strategy,101.023116,10.137825,False,False
753,Efficiency Strategy,79.473704,33.682952,False,False
753,Balanced Strategy,102.456389,10.700267,False,False
753,Resilience Strategy,94.467176,18.68948,False,False
753,Adaptive Strategy,113.156656,0.0,True,False
753,Precautionary Strategy,104.564158,8.592497,False,False
754,Efficiency Strategy,94.502674,27.934354,False,False
754,Balanced Strategy,111.154775,11.282253,False,False
754,Resilience Strategy,104.442363,17.994665,False,False
754,Adaptive Strategy,122.437028,0.0,True,False
754,Precautionary Strategy,103.885606,18.551421,False,False
755,Efficiency Strategy,74.978633,12.988178,False,False
755,Balanced Strategy,76.734569,11.232242,False,False
755,Resilience Strategy,83.124784,4.842027,False,False
755,Adaptive Strategy,85.143862,2.822949,False,False
755,Precautionary Strategy,87.966811,0.0,True,False
756,Efficiency Strategy,41.550298,49.647709,False,True
756,Balanced Strategy,63.541989,27.656018,False,False
756,Resilience Strategy,78.706045,12.491963,False,False
756,Adaptive Strategy,77.440761,13.757246,False,False
756,Precautionary Strategy,91.198007,0.0,True,False
757,Efficiency Strategy,67.002369,18.505803,False,False
757,Balanced Strategy,66.349375,19.158797,False,False
757,Resilience Strategy,76.224831,9.283341,False,False
757,Adaptive Strategy,85.508172,0.0,True,False
757,Precautionary Strategy,76.998657,8.509515,False,False
758,Efficiency Strategy,71.423054,37.457664,False,False
758,Balanced Strategy,95.742632,13.138085,False,False
758,Resilience Strategy,99.116841,9.763876,False,False
758,Adaptive Strategy,108.880717,0.0,True,False
758,Precautionary Strategy,104.352547,4.52817,False,False
759,Efficiency Strategy,83.570685,11.640213,False,False
759,Balanced Strategy,93.185341,2.025557,False,False
759,Resilience Strategy,85.122684,10.088214,False,False
759,Adaptive Strategy,95.210898,0.0,True,False
759,Precautionary Strategy,81.677451,13.533447,False,False
760,Efficiency Strategy,48.987216,30.445955,False,True
760,Balanced Strategy,64.95684,14.476331,False,False
760,Resilience Strategy,77.63844,1.794731,False,False
760,Adaptive Strategy,75.16757,4.265601,False,False
760,Precautionary Strategy,79.433171,0.0,True,False
761,Efficiency Strategy,70.088601,15.690533,False,False
761,Balanced Strategy,82.514245,3.264888,False,False
761,Resilience Strategy,79.432646,6.346488,False,False
761,Adaptive Strategy,85.779133,0.0,True,False
761,Precautionary Strategy,83.600664,2.178469,False,False
762,Efficiency Strategy,51.313198,20.568667,False,True
762,Balanced Strategy,64.624889,7.256975,False,False
762,Resilience Strategy,67.552238,4.329627,False,False
762,Adaptive Strategy,71.881864,0.0,True,False
762,Precautionary Strategy,69.054922,2.826942,False,False
763,Efficiency Strategy,50.070419,34.714795,False,True
763,Balanced Strategy,69.897488,14.887726,False,False
763,Resilience Strategy,81.06986,3.715355,False,False
763,Adaptive Strategy,80.496179,4.289036,False,False
763,Precautionary Strategy,84.785215,0.0,True,False
764,Efficiency Strategy,61.581614,14.864636,False,False
764,Balanced Strategy,67.04478,9.401469,False,False
764,Resilience Strategy,70.785673,5.660577,False,False
764,Adaptive Strategy,76.44625,0.0,True,False
764,Precautionary Strategy,70.609248,5.837001,False,False
765,Efficiency Strategy,90.11362,10.88026,False,False
765,Balanced Strategy,95.570826,5.423053,False,False
765,Resilience Strategy,91.942986,9.050894,False,False
765,Adaptive Strategy,100.993879,0.0,True,False
765,Precautionary Strategy,88.664554,12.329326,False,False
766,Efficiency Strategy,37.208874,41.144546,False,True
766,Balanced Strategy,74.499002,3.854418,False,False
766,Resilience Strategy,78.35342,0.0,True,False
766,Adaptive Strategy,74.19728,4.156141,False,False
766,Precautionary Strategy,74.487664,3.865756,False,False
767,Efficiency Strategy,72.27585,10.89433,False,False
767,Balanced Strategy,72.275896,10.894285,False,False
767,Resilience Strategy,77.484914,5.685266,False,False
767,Adaptive Strategy,83.17018,0.0,True,False
767,Precautionary Strategy,62.504138,20.666043,False,False
768,Efficiency Strategy,42.100343,63.793251,False,True
768,Balanced Strategy,63.93513,41.958465,False,False
768,Resilience Strategy,86.015363,19.878232,False,False
768,Adaptive Strategy,80.297528,25.596066,False,False
768,Precautionary Strategy,105.893594,0.0,True,False
769,Efficiency Strategy,35.607884,37.046118,False,True
769,Balanced Strategy,58.546827,14.107175,False,False
769,Resilience Strategy,66.453317,6.200686,False,False
769,Adaptive Strategy,68.945418,3.708585,False,False
769,Precautionary Strategy,72.654002,0.0,True,False
770,Efficiency Strategy,69.734402,4.663019,False,False
770,Balanced Strategy,73.506782,0.890639,False,False
770,Resilience Strategy,70.698999,3.698422,False,False
770,Adaptive Strategy,73.38793,1.009491,False,False
770,Precautionary Strategy,74.397421,0.0,True,False
771,Efficiency Strategy,71.512947,2.293974,False,False
771,Balanced Strategy,73.806921,0.0,True,False
771,Resilience Strategy,69.998079,3.808842,False,False
771,Adaptive Strategy,69.911934,3.894987,False,False
771,Precautionary Strategy,69.931355,3.875566,False,False
772,Efficiency Strategy,73.532203,18.777711,False,False
772,Balanced Strategy,92.309914,0.0,True,False
772,Resilience Strategy,78.205025,14.104889,False,False
772,Adaptive Strategy,91.173123,1.136791,False,False
772,Precautionary Strategy,80.136321,12.173593,False,False
773,Efficiency Strategy,37.679573,50.537206,False,True
773,Balanced Strategy,75.563438,12.653342,False,False
773,Resilience Strategy,77.238436,10.978344,False,False
773,Adaptive Strategy,70.121491,18.095289,False,False
773,Precautionary Strategy,88.21678,0.0,True,False
774,Efficiency Strategy,45.652775,28.508249,False,True
774,Balanced Strategy,64.350982,9.810042,False,False
774,Resilience Strategy,70.998439,3.162585,False,False
774,Adaptive Strategy,71.12565,3.035375,False,False
774,Precautionary Strategy,74.161024,0.0,True,False
775,Efficiency Strategy,65.989239,26.336402,False,False
775,Balanced Strategy,83.639583,8.686057,False,False
775,Resilience Strategy,90.588518,1.737123,False,False
775,Adaptive Strategy,86.759246,5.566395,False,False
775,Precautionary Strategy,92.32564,0.0,True,False
776,Efficiency Strategy,65.101706,26.060911,False,False
776,Balanced Strategy,76.164889,14.997728,False,False
776,Resilience Strategy,69.582228,21.580389,False,False
776,Adaptive Strategy,91.162617,0.0,True,False
776,Precautionary Strategy,68.302135,22.860482,False,False
777,Efficiency Strategy,69.545753,10.189793,False,False
777,Balanced Strategy,77.649936,2.08561,False,False
777,Resilience Strategy,79.619994,0.115552,False,False
777,Adaptive Strategy,79.735546,0.0,True,False
777,Precautionary Strategy,77.501851,2.233695,False,False
778,Efficiency Strategy,41.670292,55.666132,False,True
778,Balanced Strategy,75.780829,21.555596,False,False
778,Resilience Strategy,83.49914,13.837285,False,False
778,Adaptive Strategy,78.19906,19.137365,False,False
778,Precautionary Strategy,97.336424,0.0,True,False
779,Efficiency Strategy,72.464187,25.99261,False,False
779,Balanced Strategy,98.456797,0.0,True,False
779,Resilience Strategy,90.495963,7.960834,False,False
779,Adaptive Strategy,92.72856,5.728237,False,False
779,Precautionary Strategy,82.231516,16.225281,False,False
780,Efficiency Strategy,71.520946,28.288864,False,False
780,Balanced Strategy,87.729218,12.080592,False,False
780,Resilience Strategy,76.239126,23.570684,False,False
780,Adaptive Strategy,99.80981,0.0,True,False
780,Precautionary Strategy,91.474022,8.335788,False,False
781,Efficiency Strategy,58.264471,17.040262,False,False
781,Balanced Strategy,68.970147,6.334586,False,False
781,Resilience Strategy,72.726574,2.578159,False,False
781,Adaptive Strategy,74.968086,0.336647,False,False
781,Precautionary Strategy,75.304733,0.0,True,False
782,Efficiency Strategy,75.244121,23.349401,False,False
782,Balanced Strategy,88.750433,9.843089,False,False
782,Resilience Strategy,84.210305,14.383217,False,False
782,Adaptive Strategy,98.593522,0.0,True,False
782,Precautionary Strategy,92.262188,6.331334,False,False
783,Efficiency Strategy,63.384091,20.472827,False,False
783,Balanced Strategy,83.856917,0.0,True,False
783,Resilience Strategy,77.82195,6.034967,False,False
783,Adaptive Strategy,75.091706,8.765211,False,False
783,Precautionary Strategy,79.857108,3.999809,False,False
784,Efficiency Strategy,80.248193,18.79365,False,False
784,Balanced Strategy,89.526463,9.515379,False,False
784,Resilience Strategy,82.809602,16.232241,False,False
784,Adaptive Strategy,99.041843,0.0,True,False
784,Precautionary Strategy,79.01425,20.027593,False,False
785,Efficiency Strategy,52.621903,42.073528,False,True
785,Balanced Strategy,85.784085,8.911346,False,False
785,Resilience Strategy,90.9567,3.738731,False,False
785,Adaptive Strategy,86.300509,8.394923,False,False
785,Precautionary Strategy,94.695431,0.0,True,False
786,Efficiency Strategy,45.923905,34.657368,False,True
786,Balanced Strategy,64.265069,16.316204,False,False
786,Resilience Strategy,80.581273,0.0,True,False
786,Adaptive Strategy,80.48793,0.093343,False,False
786,Precautionary Strategy,80.082091,0.499182,False,False
787,Efficiency Strategy,38.989188,37.452597,False,True
787,Balanced Strategy,50.377248,26.064536,False,True
787,Resilience Strategy,64.364674,12.07711,False,False
787,Adaptive Strategy,67.754083,8.687701,False,False
787,Precautionary Strategy,76.441784,0.0,True,False
788,Efficiency Strategy,67.841759,24.697533,False,False
788,Balanced Strategy,92.539292,0.0,True,False
788,Resilience Strategy,87.374943,5.164349,False,False
788,Adaptive Strategy,85.307139,7.232153,False,False
788,Precautionary Strategy,92.097469,0.441822,False,False
789,Efficiency Strategy,34.013193,49.125343,False,True
789,Balanced Strategy,83.138537,0.0,True,False
789,Resilience Strategy,69.414337,13.7242,False,False
789,Adaptive Strategy,65.212491,17.926046,False,False
789,Precautionary Strategy,82.205456,0.933081,False,False
790,Efficiency Strategy,46.489896,31.559378,False,True
790,Balanced Strategy,68.205258,9.844016,False,False
790,Resilience Strategy,59.676106,18.373168,False,False
790,Adaptive Strategy,69.067577,8.981698,False,False
790,Precautionary Strategy,78.049274,0.0,True,False
791,Efficiency Strategy,50.316347,21.979638,False,True
791,Balanced Strategy,64.515629,7.780356,False,False
791,Resilience Strategy,68.238458,4.057527,False,False
791,Adaptive Strategy,60.463156,11.832829,False,False
791,Precautionary Strategy,72.295985,0.0,True,False
792,Efficiency Strategy,80.728004,37.290143,False,False
792,Balanced Strategy,100.216041,17.802106,False,False
792,Resilience Strategy,90.440588,27.577558,False,False
792,Adaptive Strategy,118.018147,0.0,True,False
792,Precautionary Strategy,97.328948,20.689198,False,False
793,Efficiency Strategy,86.878347,0.0,True,False
793,Balanced Strategy,74.234302,12.644045,False,False
793,Resilience Strategy,68.149057,18.72929,False,False
793,Adaptive Strategy,80.345646,6.5327,False,False
793,Precautionary Strategy,66.81231,20.066037,False,False
794,Efficiency Strategy,48.873199,34.831253,False,True
794,Balanced Strategy,70.202558,13.501894,False,False
794,Resilience Strategy,77.531845,6.172607,False,False
794,Adaptive Strategy,69.189746,14.514706,False,False
794,Precautionary Strategy,83.704452,0.0,True,False
795,Efficiency Strategy,75.161805,4.739613,False,False
795,Balanced Strategy,79.901418,0.0,True,False
795,Resilience Strategy,76.661954,3.239464,False,False
795,Adaptive Strategy,77.011008,2.89041,False,False
795,Precautionary Strategy,75.550133,4.351285,False,False
796,Efficiency Strategy,68.060644,11.842935,False,False
796,Balanced Strategy,78.4556,1.44798,False,False
796,Resilience Strategy,79.143651,0.759929,False,False
796,Adaptive Strategy,79.903579,0.0,True,False
796,Precautionary Strategy,78.417768,1.485812,False,False
797,Efficiency Strategy,79.319763,39.252574,False,False
797,Balanced Strategy,93.553746,25.018591,False,False
797,Resilience Strategy,87.472509,31.099828,False,False
797,Adaptive Strategy,118.572337,0.0,True,False
797,Precautionary Strategy,87.970841,30.601496,False,False
798,Efficiency Strategy,53.683196,27.5214,False,True
798,Balanced Strategy,59.466351,21.738245,False,False
798,Resilience Strategy,70.844284,10.360312,False,False
798,Adaptive Strategy,68.954161,12.250435,False,False
798,Precautionary Strategy,81.204596,0.0,True,False
799,Efficiency Strategy,59.855323,32.51735,False,False
799,Balanced Strategy,88.542431,3.830241,False,False
799,Resilience Strategy,81.068939,11.303734,False,False
799,Adaptive Strategy,92.372673,0.0,True,False
799,Precautionary Strategy,90.605073,1.7676,False,False
800,Efficiency Strategy,76.609111,0.0,True,False
800,Balanced Strategy,67.390078,9.219033,False,False
800,Resilience Strategy,72.363299,4.245811,False,False
800,Adaptive Strategy,73.184218,3.424892,False,False
800,Precautionary Strategy,68.598801,8.01031,False,False
801,Efficiency Strategy,76.170854,13.340467,False,False
801,Balanced Strategy,75.383523,14.127799,False,False
801,Resilience Strategy,58.583663,30.927658,False,False
801,Adaptive Strategy,89.511322,0.0,True,False
801,Precautionary Strategy,72.079308,17.432014,False,False
802,Efficiency Strategy,53.25374,20.104109,False,True
802,Balanced Strategy,64.496213,8.861635,False,False
802,Resilience Strategy,62.769882,10.587966,False,False
802,Adaptive Strategy,73.357848,0.0,True,False
802,Precautionary Strategy,66.42501,6.932838,False,False
803,Efficiency Strategy,47.855346,25.239108,False,True
803,Balanced Strategy,62.329639,10.764815,False,False
803,Resilience Strategy,73.094454,0.0,True,False
803,Adaptive Strategy,70.787841,2.306613,False,False
803,Precautionary Strategy,70.974033,2.12042,False,False
804,Efficiency Strategy,88.889076,35.177626,False,False
804,Balanced Strategy,103.331879,20.734824,False,False
804,Resilience Strategy,101.79902,22.267683,False,False
804,Adaptive Strategy,124.066702,0.0,True,False
804,Precautionary Strategy,107.769613,16.29709,False,False
805,Efficiency Strategy,91.156051,8.256948,False,False
805,Balanced Strategy,95.232677,4.180323,False,False
805,Resilience Strategy,89.651911,9.761089,False,False
805,Adaptive Strategy,99.413,0.0,True,False
805,Precautionary Strategy,85.26685,14.14615,False,False
806,Efficiency Strategy,58.413871,16.219115,False,False
806,Balanced Strategy,69.788748,4.844238,False,False
806,Resilience Strategy,67.284331,7.348654,False,False
806,Adaptive Strategy,74.632986,0.0,True,False
806,Precautionary Strategy,67.073505,7.55948,False,False
807,Efficiency Strategy,53.065652,33.965775,False,True
807,Balanced Strategy,69.82246,17.208967,False,False
807,Resilience Strategy,85.946772,1.084655,False,False
807,Adaptive Strategy,87.031427,0.0,True,False
807,Precautionary Strategy,80.317826,6.713601,False,False
808,Efficiency Strategy,95.324754,17.473343,False,False
808,Balanced Strategy,112.798098,0.0,True,False
808,Resilience Strategy,94.258641,18.539457,False,False
808,Adaptive Strategy,103.723705,9.074393,False,False
808,Precautionary Strategy,104.853288,7.94481,False,False
809,Efficiency Strategy,89.304418,14.741322,False,False
809,Balanced Strategy,92.765521,11.280219,False,False
809,Resilience Strategy,84.829645,19.216096,False,False
809,Adaptive Strategy,104.045741,0.0,True,False
809,Precautionary Strategy,87.160617,16.885123,False,False
810,Efficiency Strategy,60.082195,16.484058,False,False
810,Balanced Strategy,71.268764,5.297489,False,False
810,Resilience Strategy,73.156434,3.409819,False,False
810,Adaptive Strategy,76.566253,0.0,True,False
810,Precautionary Strategy,75.265538,1.300715,False,False
811,Efficiency Strategy,58.976636,32.010652,False,False
811,Balanced Strategy,89.609263,1.378025,False,False
811,Resilience Strategy,90.987288,0.0,True,False
811,Adaptive Strategy,82.56072,8.426567,False,False
811,Precautionary Strategy,90.798116,0.189172,False,False
812,Efficiency Strategy,100.18374,16.616427,False,False
812,Balanced Strategy,107.711108,9.089059,False,False
812,Resilience Strategy,93.369295,23.430872,False,False
812,Adaptive Strategy,116.800167,0.0,True,False
812,Precautionary Strategy,93.653068,23.147099,False,False
813,Efficiency Strategy,71.928608,13.405718,False,False
813,Balanced Strategy,79.59864,5.735686,False,False
813,Resilience Strategy,71.861827,13.472499,False,False
813,Adaptive Strategy,85.334326,0.0,True,False
813,Precautionary Strategy,76.08225,9.252077,False,False
814,Efficiency Strategy,82.343046,8.129605,False,False
814,Balanced Strategy,88.33578,2.136871,False,False
814,Resilience Strategy,78.578927,11.893724,False,False
814,Adaptive Strategy,90.472651,0.0,True,False
814,Precautionary Strategy,82.535165,7.937486,False,False
815,Efficiency Strategy,67.446089,23.07793,False,False
815,Balanced Strategy,62.850617,27.673403,False,False
815,Resilience Strategy,81.428388,9.095632,False,False
815,Adaptive Strategy,81.277383,9.246636,False,False
815,Precautionary Strategy,90.52402,0.0,True,False
816,Efficiency Strategy,77.981153,23.394035,False,False
816,Balanced Strategy,93.514772,7.860416,False,False
816,Resilience Strategy,98.509946,2.865242,False,False
816,Adaptive Strategy,101.210751,0.164437,False,False
816,Precautionary Strategy,101.375188,0.0,True,False
817,Efficiency Strategy,49.805889,28.03646,False,True
817,Balanced Strategy,61.835995,16.006355,False,False
817,Resilience Strategy,71.018919,6.823431,False,False
817,Adaptive Strategy,63.316947,14.525402,False,False
817,Precautionary Strategy,77.84235,0.0,True,False
818,Efficiency Strategy,84.112225,23.394543,False,False
818,Balanced Strategy,101.521714,5.985054,False,False
818,Resilience Strategy,91.667051,15.839717,False,False
818,Adaptive Strategy,107.506768,0.0,True,False
818,Precautionary Strategy,89.63531,17.871459,False,False
819,Efficiency Strategy,71.190196,15.256166,False,False
819,Balanced Strategy,63.585536,22.860825,False,False
819,Resilience Strategy,77.300246,9.146116,False,False
819,Adaptive Strategy,86.446362,0.0,True,False
819,Precautionary Strategy,68.912509,17.533853,False,False
820,Efficiency Strategy,37.40259,30.118571,False,True
820,Balanced Strategy,55.698017,11.823144,False,False
820,Resilience Strategy,62.18134,5.339821,False,False
820,Adaptive Strategy,66.172339,1.348822,False,False
820,Precautionary Strategy,67.521161,0.0,True,False
821,Efficiency Strategy,67.404757,14.174674,False,False
821,Balanced Strategy,68.567237,13.012193,False,False
821,Resilience Strategy,80.160819,1.418612,False,False
821,Adaptive Strategy,77.1791,4.40033,False,False
821,Precautionary Strategy,81.57943,0.0,True,False
822,Efficiency Strategy,55.982391,41.546917,False,False
822,Balanced Strategy,70.295867,27.233441,False,False
822,Resilience Strategy,87.855589,9.673719,False,False
822,Adaptive Strategy,96.762928,0.76638,False,False
822,Precautionary Strategy,97.529308,0.0,True,False
823,Efficiency Strategy,47.747799,40.785286,False,True
823,Balanced Strategy,72.788572,15.744512,False,False
