scenario,trial,strategy,value,best_trial_value,regret,downside_breach,scenario_probability
Baseline,191,Efficiency Strategy,75.547013,79.956801,4.409789,False,0.3
Baseline,191,Balanced Strategy,70.821478,79.956801,9.135324,False,0.3
Baseline,191,Resilience Strategy,79.956801,79.956801,0.0,False,0.3
Baseline,191,Adaptive Strategy,79.293005,79.956801,0.663796,False,0.3
Baseline,191,Precautionary Strategy,70.271954,79.956801,9.684848,False,0.3
Baseline,192,Efficiency Strategy,80.862713,82.806518,1.943805,False,0.3
Baseline,192,Balanced Strategy,82.806518,82.806518,0.0,False,0.3
Baseline,192,Resilience Strategy,74.974977,82.806518,7.831541,False,0.3
Baseline,192,Adaptive Strategy,76.095235,82.806518,6.711283,False,0.3
Baseline,192,Precautionary Strategy,75.056928,82.806518,7.74959,False,0.3
Baseline,193,Efficiency Strategy,75.035824,77.780117,2.744293,False,0.3
Baseline,193,Balanced Strategy,75.587685,77.780117,2.192432,False,0.3
Baseline,193,Resilience Strategy,77.780117,77.780117,0.0,False,0.3
Baseline,193,Adaptive Strategy,74.002224,77.780117,3.777893,False,0.3
Baseline,193,Precautionary Strategy,75.50149,77.780117,2.278627,False,0.3
Baseline,194,Efficiency Strategy,78.278065,85.253032,6.974967,False,0.3
Baseline,194,Balanced Strategy,85.253032,85.253032,0.0,False,0.3
Baseline,194,Resilience Strategy,75.625521,85.253032,9.627511,False,0.3
Baseline,194,Adaptive Strategy,74.224706,85.253032,11.028327,False,0.3
Baseline,194,Precautionary Strategy,71.291637,85.253032,13.961395,False,0.3
Baseline,195,Efficiency Strategy,77.094001,80.166691,3.07269,False,0.3
Baseline,195,Balanced Strategy,80.166691,80.166691,0.0,False,0.3
Baseline,195,Resilience Strategy,77.592448,80.166691,2.574243,False,0.3
Baseline,195,Adaptive Strategy,74.520973,80.166691,5.645718,False,0.3
Baseline,195,Precautionary Strategy,72.810151,80.166691,7.35654,False,0.3
Baseline,196,Efficiency Strategy,79.809583,83.731909,3.922327,False,0.3
Baseline,196,Balanced Strategy,83.731909,83.731909,0.0,False,0.3
Baseline,196,Resilience Strategy,80.233071,83.731909,3.498838,False,0.3
Baseline,196,Adaptive Strategy,79.229342,83.731909,4.502567,False,0.3
Baseline,196,Precautionary Strategy,77.092816,83.731909,6.639094,False,0.3
Baseline,197,Efficiency Strategy,82.035137,82.883391,0.848254,False,0.3
Baseline,197,Balanced Strategy,82.694209,82.883391,0.189182,False,0.3
Baseline,197,Resilience Strategy,76.821056,82.883391,6.062335,False,0.3
Baseline,197,Adaptive Strategy,82.883391,82.883391,0.0,False,0.3
Baseline,197,Precautionary Strategy,71.430347,82.883391,11.453044,False,0.3
Baseline,198,Efficiency Strategy,72.558251,82.048544,9.490293,False,0.3
Baseline,198,Balanced Strategy,82.048544,82.048544,0.0,False,0.3
Baseline,198,Resilience Strategy,73.6088,82.048544,8.439744,False,0.3
Baseline,198,Adaptive Strategy,80.315599,82.048544,1.732945,False,0.3
Baseline,198,Precautionary Strategy,72.06384,82.048544,9.984704,False,0.3
Baseline,199,Efficiency Strategy,75.721279,80.6055,4.884221,False,0.3
Baseline,199,Balanced Strategy,79.798248,80.6055,0.807252,False,0.3
Baseline,199,Resilience Strategy,71.584422,80.6055,9.021078,False,0.3
Baseline,199,Adaptive Strategy,80.6055,80.6055,0.0,False,0.3
Baseline,199,Precautionary Strategy,74.538165,80.6055,6.067335,False,0.3
Baseline,200,Efficiency Strategy,76.667934,86.017911,9.349977,False,0.3
Baseline,200,Balanced Strategy,76.869111,86.017911,9.1488,False,0.3
Baseline,200,Resilience Strategy,77.00986,86.017911,9.008051,False,0.3
Baseline,200,Adaptive Strategy,86.017911,86.017911,0.0,False,0.3
Baseline,200,Precautionary Strategy,71.996271,86.017911,14.02164,False,0.3
Baseline,201,Efficiency Strategy,80.603389,81.767792,1.164404,False,0.3
Baseline,201,Balanced Strategy,81.767792,81.767792,0.0,False,0.3
Baseline,201,Resilience Strategy,66.690245,81.767792,15.077547,False,0.3
Baseline,201,Adaptive Strategy,78.116418,81.767792,3.651374,False,0.3
Baseline,201,Precautionary Strategy,71.892479,81.767792,9.875313,False,0.3
Baseline,202,Efficiency Strategy,79.245315,82.308837,3.063522,False,0.3
Baseline,202,Balanced Strategy,79.665464,82.308837,2.643373,False,0.3
Baseline,202,Resilience Strategy,76.073194,82.308837,6.235642,False,0.3
Baseline,202,Adaptive Strategy,82.308837,82.308837,0.0,False,0.3
Baseline,202,Precautionary Strategy,71.10325,82.308837,11.205587,False,0.3
Baseline,203,Efficiency Strategy,74.66035,80.04269,5.38234,False,0.3
Baseline,203,Balanced Strategy,75.431333,80.04269,4.611357,False,0.3
Baseline,203,Resilience Strategy,74.139188,80.04269,5.903502,False,0.3
Baseline,203,Adaptive Strategy,80.04269,80.04269,0.0,False,0.3
Baseline,203,Precautionary Strategy,74.313616,80.04269,5.729074,False,0.3
Baseline,204,Efficiency Strategy,74.718077,85.039556,10.321479,False,0.3
Baseline,204,Balanced Strategy,81.819574,85.039556,3.219983,False,0.3
Baseline,204,Resilience Strategy,77.401332,85.039556,7.638224,False,0.3
Baseline,204,Adaptive Strategy,85.039556,85.039556,0.0,False,0.3
Baseline,204,Precautionary Strategy,75.933924,85.039556,9.105633,False,0.3
Baseline,205,Efficiency Strategy,77.456534,81.117272,3.660738,False,0.3
Baseline,205,Balanced Strategy,81.117272,81.117272,0.0,False,0.3
Baseline,205,Resilience Strategy,76.479255,81.117272,4.638017,False,0.3
Baseline,205,Adaptive Strategy,78.444555,81.117272,2.672717,False,0.3
Baseline,205,Precautionary Strategy,77.668156,81.117272,3.449116,False,0.3
Baseline,206,Efficiency Strategy,82.055554,85.03086,2.975305,False,0.3
Baseline,206,Balanced Strategy,85.03086,85.03086,0.0,False,0.3
Baseline,206,Resilience Strategy,74.755677,85.03086,10.275182,False,0.3
Baseline,206,Adaptive Strategy,81.372811,85.03086,3.658048,False,0.3
Baseline,206,Precautionary Strategy,75.049077,85.03086,9.981783,False,0.3
Baseline,207,Efficiency Strategy,76.892363,80.957866,4.065503,False,0.3
Baseline,207,Balanced Strategy,80.957866,80.957866,0.0,False,0.3
Baseline,207,Resilience Strategy,74.28646,80.957866,6.671406,False,0.3
Baseline,207,Adaptive Strategy,79.81865,80.957866,1.139217,False,0.3
Baseline,207,Precautionary Strategy,79.076947,80.957866,1.88092,False,0.3
Baseline,208,Efficiency Strategy,77.394146,80.850999,3.456853,False,0.3
Baseline,208,Balanced Strategy,79.301031,80.850999,1.549968,False,0.3
Baseline,208,Resilience Strategy,77.296058,80.850999,3.554941,False,0.3
Baseline,208,Adaptive Strategy,80.850999,80.850999,0.0,False,0.3
Baseline,208,Precautionary Strategy,74.674867,80.850999,6.176132,False,0.3
Baseline,209,Efficiency Strategy,76.709307,76.989346,0.280038,False,0.3
Baseline,209,Balanced Strategy,75.438751,76.989346,1.550595,False,0.3
Baseline,209,Resilience Strategy,74.557085,76.989346,2.432261,False,0.3
Baseline,209,Adaptive Strategy,76.989346,76.989346,0.0,False,0.3
Baseline,209,Precautionary Strategy,74.430454,76.989346,2.558892,False,0.3
Baseline,210,Efficiency Strategy,73.355685,81.850127,8.494442,False,0.3
Baseline,210,Balanced Strategy,81.850127,81.850127,0.0,False,0.3
Baseline,210,Resilience Strategy,76.897704,81.850127,4.952423,False,0.3
Baseline,210,Adaptive Strategy,81.241285,81.850127,0.608843,False,0.3
Baseline,210,Precautionary Strategy,73.499598,81.850127,8.350529,False,0.3
Baseline,211,Efficiency Strategy,78.148904,79.9538,1.804896,False,0.3
Baseline,211,Balanced Strategy,73.205005,79.9538,6.748795,False,0.3
Baseline,211,Resilience Strategy,71.35954,79.9538,8.59426,False,0.3
Baseline,211,Adaptive Strategy,79.9538,79.9538,0.0,False,0.3
Baseline,211,Precautionary Strategy,74.835778,79.9538,5.118022,False,0.3
Baseline,212,Efficiency Strategy,76.661813,79.038899,2.377086,False,0.3
Baseline,212,Balanced Strategy,76.08617,79.038899,2.952729,False,0.3
Baseline,212,Resilience Strategy,75.050338,79.038899,3.988561,False,0.3
Baseline,212,Adaptive Strategy,79.038899,79.038899,0.0,False,0.3
Baseline,212,Precautionary Strategy,70.594209,79.038899,8.44469,False,0.3
Baseline,213,Efficiency Strategy,77.888506,82.396596,4.50809,False,0.3
Baseline,213,Balanced Strategy,78.470065,82.396596,3.926531,False,0.3
Baseline,213,Resilience Strategy,78.23945,82.396596,4.157147,False,0.3
Baseline,213,Adaptive Strategy,82.396596,82.396596,0.0,False,0.3
Baseline,213,Precautionary Strategy,76.004014,82.396596,6.392582,False,0.3
Baseline,214,Efficiency Strategy,77.865,82.437037,4.572038,False,0.3
Baseline,214,Balanced Strategy,76.564466,82.437037,5.872571,False,0.3
Baseline,214,Resilience Strategy,71.843119,82.437037,10.593919,False,0.3
Baseline,214,Adaptive Strategy,75.986526,82.437037,6.450512,False,0.3
Baseline,214,Precautionary Strategy,82.437037,82.437037,0.0,False,0.3
Baseline,215,Efficiency Strategy,73.661666,79.556707,5.895042,False,0.3
Baseline,215,Balanced Strategy,78.470504,79.556707,1.086203,False,0.3
Baseline,215,Resilience Strategy,73.568833,79.556707,5.987875,False,0.3
Baseline,215,Adaptive Strategy,79.556707,79.556707,0.0,False,0.3
Baseline,215,Precautionary Strategy,72.047848,79.556707,7.508859,False,0.3
Baseline,216,Efficiency Strategy,71.294965,80.019661,8.724696,False,0.3
Baseline,216,Balanced Strategy,76.105419,80.019661,3.914242,False,0.3
Baseline,216,Resilience Strategy,70.477991,80.019661,9.54167,False,0.3
Baseline,216,Adaptive Strategy,80.019661,80.019661,0.0,False,0.3
Baseline,216,Precautionary Strategy,71.747402,80.019661,8.272259,False,0.3
Baseline,217,Efficiency Strategy,74.838459,83.196282,8.357823,False,0.3
Baseline,217,Balanced Strategy,79.747638,83.196282,3.448645,False,0.3
Baseline,217,Resilience Strategy,72.901645,83.196282,10.294638,False,0.3
Baseline,217,Adaptive Strategy,83.196282,83.196282,0.0,False,0.3
Baseline,217,Precautionary Strategy,72.641461,83.196282,10.554822,False,0.3
Baseline,218,Efficiency Strategy,77.57547,79.18445,1.60898,False,0.3
Baseline,218,Balanced Strategy,75.12411,79.18445,4.06034,False,0.3
Baseline,218,Resilience Strategy,76.620619,79.18445,2.563831,False,0.3
Baseline,218,Adaptive Strategy,79.18445,79.18445,0.0,False,0.3
Baseline,218,Precautionary Strategy,75.026274,79.18445,4.158176,False,0.3
Baseline,219,Efficiency Strategy,77.890016,79.244111,1.354095,False,0.3
Baseline,219,Balanced Strategy,78.579671,79.244111,0.66444,False,0.3
Baseline,219,Resilience Strategy,75.302317,79.244111,3.941793,False,0.3
Baseline,219,Adaptive Strategy,79.244111,79.244111,0.0,False,0.3
Baseline,219,Precautionary Strategy,77.838329,79.244111,1.405781,False,0.3
Baseline,220,Efficiency Strategy,79.702867,80.547483,0.844616,False,0.3
Baseline,220,Balanced Strategy,80.547483,80.547483,0.0,False,0.3
Baseline,220,Resilience Strategy,71.109579,80.547483,9.437904,False,0.3
Baseline,220,Adaptive Strategy,77.102083,80.547483,3.4454,False,0.3
Baseline,220,Precautionary Strategy,71.808415,80.547483,8.739067,False,0.3
Baseline,221,Efficiency Strategy,76.164992,83.931222,7.76623,False,0.3
Baseline,221,Balanced Strategy,80.444047,83.931222,3.487175,False,0.3
Baseline,221,Resilience Strategy,71.960386,83.931222,11.970836,False,0.3
Baseline,221,Adaptive Strategy,83.931222,83.931222,0.0,False,0.3
Baseline,221,Precautionary Strategy,73.810784,83.931222,10.120438,False,0.3
Baseline,222,Efficiency Strategy,70.861655,78.144814,7.283159,False,0.3
Baseline,222,Balanced Strategy,77.674049,78.144814,0.470765,False,0.3
Baseline,222,Resilience Strategy,66.894444,78.144814,11.25037,False,0.3
Baseline,222,Adaptive Strategy,78.144814,78.144814,0.0,False,0.3
Baseline,222,Precautionary Strategy,72.152616,78.144814,5.992197,False,0.3
Baseline,223,Efficiency Strategy,75.06877,78.618797,3.550027,False,0.3
Baseline,223,Balanced Strategy,78.124239,78.618797,0.494558,False,0.3
Baseline,223,Resilience Strategy,73.467695,78.618797,5.151102,False,0.3
Baseline,223,Adaptive Strategy,78.618797,78.618797,0.0,False,0.3
Baseline,223,Precautionary Strategy,78.307491,78.618797,0.311306,False,0.3
Baseline,224,Efficiency Strategy,80.544707,80.544707,0.0,False,0.3
Baseline,224,Balanced Strategy,75.674478,80.544707,4.870229,False,0.3
Baseline,224,Resilience Strategy,78.4117,80.544707,2.133007,False,0.3
Baseline,224,Adaptive Strategy,75.535898,80.544707,5.008809,False,0.3
Baseline,224,Precautionary Strategy,71.356163,80.544707,9.188543,False,0.3
Baseline,225,Efficiency Strategy,81.475578,81.475578,0.0,False,0.3
Baseline,225,Balanced Strategy,72.38134,81.475578,9.094238,False,0.3
Baseline,225,Resilience Strategy,76.374357,81.475578,5.101221,False,0.3
Baseline,225,Adaptive Strategy,76.639518,81.475578,4.836061,False,0.3
Baseline,225,Precautionary Strategy,73.368,81.475578,8.107579,False,0.3
Baseline,226,Efficiency Strategy,76.35939,84.191613,7.832222,False,0.3
Baseline,226,Balanced Strategy,84.191613,84.191613,0.0,False,0.3
Baseline,226,Resilience Strategy,72.21819,84.191613,11.973423,False,0.3
Baseline,226,Adaptive Strategy,80.192954,84.191613,3.998658,False,0.3
Baseline,226,Precautionary Strategy,75.681059,84.191613,8.510553,False,0.3
Baseline,227,Efficiency Strategy,76.144668,80.680534,4.535867,False,0.3
Baseline,227,Balanced Strategy,76.633798,80.680534,4.046736,False,0.3
Baseline,227,Resilience Strategy,74.472401,80.680534,6.208134,False,0.3
Baseline,227,Adaptive Strategy,80.680534,80.680534,0.0,False,0.3
Baseline,227,Precautionary Strategy,76.452166,80.680534,4.228368,False,0.3
Baseline,228,Efficiency Strategy,74.070843,79.898498,5.827655,False,0.3
Baseline,228,Balanced Strategy,77.752608,79.898498,2.145889,False,0.3
Baseline,228,Resilience Strategy,75.618828,79.898498,4.27967,False,0.3
Baseline,228,Adaptive Strategy,79.898498,79.898498,0.0,False,0.3
Baseline,228,Precautionary Strategy,73.244159,79.898498,6.654338,False,0.3
Baseline,229,Efficiency Strategy,76.848991,81.722191,4.8732,False,0.3
Baseline,229,Balanced Strategy,77.012482,81.722191,4.709709,False,0.3
Baseline,229,Resilience Strategy,72.250929,81.722191,9.471262,False,0.3
Baseline,229,Adaptive Strategy,81.722191,81.722191,0.0,False,0.3
Baseline,229,Precautionary Strategy,70.5147,81.722191,11.207491,False,0.3
Baseline,230,Efficiency Strategy,80.396152,81.249081,0.852929,False,0.3
Baseline,230,Balanced Strategy,79.751915,81.249081,1.497166,False,0.3
Baseline,230,Resilience Strategy,70.820377,81.249081,10.428704,False,0.3
Baseline,230,Adaptive Strategy,81.249081,81.249081,0.0,False,0.3
Baseline,230,Precautionary Strategy,74.301836,81.249081,6.947245,False,0.3
Baseline,231,Efficiency Strategy,79.186484,82.576549,3.390065,False,0.3
Baseline,231,Balanced Strategy,82.576549,82.576549,0.0,False,0.3
Baseline,231,Resilience Strategy,73.550743,82.576549,9.025806,False,0.3
Baseline,231,Adaptive Strategy,78.276712,82.576549,4.299837,False,0.3
Baseline,231,Precautionary Strategy,71.982055,82.576549,10.594493,False,0.3
Baseline,232,Efficiency Strategy,73.956735,80.445797,6.489063,False,0.3
Baseline,232,Balanced Strategy,76.860675,80.445797,3.585122,False,0.3
Baseline,232,Resilience Strategy,75.503507,80.445797,4.94229,False,0.3
Baseline,232,Adaptive Strategy,80.445797,80.445797,0.0,False,0.3
Baseline,232,Precautionary Strategy,72.325929,80.445797,8.119868,False,0.3
Baseline,233,Efficiency Strategy,74.685233,80.143659,5.458426,False,0.3
Baseline,233,Balanced Strategy,80.143659,80.143659,0.0,False,0.3
Baseline,233,Resilience Strategy,73.145203,80.143659,6.998456,False,0.3
Baseline,233,Adaptive Strategy,77.27953,80.143659,2.864129,False,0.3
Baseline,233,Precautionary Strategy,73.344975,80.143659,6.798683,False,0.3
Baseline,234,Efficiency Strategy,76.106519,82.938037,6.831518,False,0.3
Baseline,234,Balanced Strategy,75.889876,82.938037,7.048161,False,0.3
Baseline,234,Resilience Strategy,77.131529,82.938037,5.806508,False,0.3
Baseline,234,Adaptive Strategy,82.938037,82.938037,0.0,False,0.3
Baseline,234,Precautionary Strategy,73.922681,82.938037,9.015356,False,0.3
Baseline,235,Efficiency Strategy,77.293121,83.073877,5.780756,False,0.3
Baseline,235,Balanced Strategy,80.681924,83.073877,2.391952,False,0.3
Baseline,235,Resilience Strategy,74.557233,83.073877,8.516644,False,0.3
Baseline,235,Adaptive Strategy,83.073877,83.073877,0.0,False,0.3
Baseline,235,Precautionary Strategy,78.768025,83.073877,4.305851,False,0.3
Baseline,236,Efficiency Strategy,77.141479,80.42076,3.279281,False,0.3
Baseline,236,Balanced Strategy,80.42076,80.42076,0.0,False,0.3
Baseline,236,Resilience Strategy,77.270355,80.42076,3.150405,False,0.3
Baseline,236,Adaptive Strategy,79.385872,80.42076,1.034889,False,0.3
Baseline,236,Precautionary Strategy,70.415086,80.42076,10.005674,False,0.3
Baseline,237,Efficiency Strategy,79.618002,83.0113,3.393298,False,0.3
Baseline,237,Balanced Strategy,74.393707,83.0113,8.617593,False,0.3
Baseline,237,Resilience Strategy,80.01651,83.0113,2.99479,False,0.3
Baseline,237,Adaptive Strategy,83.0113,83.0113,0.0,False,0.3
Baseline,237,Precautionary Strategy,74.363074,83.0113,8.648227,False,0.3
Baseline,238,Efficiency Strategy,77.053288,84.354074,7.300786,False,0.3
Baseline,238,Balanced Strategy,84.354074,84.354074,0.0,False,0.3
Baseline,238,Resilience Strategy,71.811322,84.354074,12.542752,False,0.3
Baseline,238,Adaptive Strategy,76.91942,84.354074,7.434654,False,0.3
Baseline,238,Precautionary Strategy,72.005592,84.354074,12.348482,False,0.3
Baseline,239,Efficiency Strategy,76.114608,80.807835,4.693227,False,0.3
Baseline,239,Balanced Strategy,76.080592,80.807835,4.727243,False,0.3
Baseline,239,Resilience Strategy,75.111583,80.807835,5.696252,False,0.3
Baseline,239,Adaptive Strategy,80.807835,80.807835,0.0,False,0.3
Baseline,239,Precautionary Strategy,71.358429,80.807835,9.449406,False,0.3
Baseline,240,Efficiency Strategy,81.709158,81.709158,0.0,False,0.3
Baseline,240,Balanced Strategy,74.923778,81.709158,6.78538,False,0.3
Baseline,240,Resilience Strategy,70.819831,81.709158,10.889327,False,0.3
Baseline,240,Adaptive Strategy,81.52836,81.709158,0.180798,False,0.3
Baseline,240,Precautionary Strategy,73.177551,81.709158,8.531607,False,0.3
Baseline,241,Efficiency Strategy,78.153181,78.46337,0.310189,False,0.3
Baseline,241,Balanced Strategy,77.243088,78.46337,1.220281,False,0.3
Baseline,241,Resilience Strategy,71.549981,78.46337,6.913389,False,0.3
Baseline,241,Adaptive Strategy,78.46337,78.46337,0.0,False,0.3
Baseline,241,Precautionary Strategy,71.749214,78.46337,6.714155,False,0.3
Baseline,242,Efficiency Strategy,78.474988,82.164226,3.689238,False,0.3
Baseline,242,Balanced Strategy,77.660125,82.164226,4.504101,False,0.3
Baseline,242,Resilience Strategy,76.934291,82.164226,5.229935,False,0.3
Baseline,242,Adaptive Strategy,82.164226,82.164226,0.0,False,0.3
Baseline,242,Precautionary Strategy,76.921789,82.164226,5.242437,False,0.3
Baseline,243,Efficiency Strategy,79.602157,81.453058,1.850901,False,0.3
Baseline,243,Balanced Strategy,81.453058,81.453058,0.0,False,0.3
Baseline,243,Resilience Strategy,76.959559,81.453058,4.4935,False,0.3
Baseline,243,Adaptive Strategy,78.849923,81.453058,2.603135,False,0.3
Baseline,243,Precautionary Strategy,73.014348,81.453058,8.438711,False,0.3
Baseline,244,Efficiency Strategy,71.409619,81.604636,10.195018,False,0.3
Baseline,244,Balanced Strategy,79.975252,81.604636,1.629385,False,0.3
Baseline,244,Resilience Strategy,72.628702,81.604636,8.975934,False,0.3
Baseline,244,Adaptive Strategy,81.604636,81.604636,0.0,False,0.3
Baseline,244,Precautionary Strategy,75.382452,81.604636,6.222184,False,0.3
Baseline,245,Efficiency Strategy,72.843719,78.847198,6.003479,False,0.3
Baseline,245,Balanced Strategy,76.058482,78.847198,2.788716,False,0.3
Baseline,245,Resilience Strategy,73.601961,78.847198,5.245237,False,0.3
Baseline,245,Adaptive Strategy,78.847198,78.847198,0.0,False,0.3
Baseline,245,Precautionary Strategy,74.301061,78.847198,4.546137,False,0.3
Baseline,246,Efficiency Strategy,73.433729,79.241535,5.807806,False,0.3
Baseline,246,Balanced Strategy,79.241535,79.241535,0.0,False,0.3
Baseline,246,Resilience Strategy,69.584543,79.241535,9.656992,False,0.3
Baseline,246,Adaptive Strategy,73.934669,79.241535,5.306866,False,0.3
Baseline,246,Precautionary Strategy,75.949991,79.241535,3.291544,False,0.3
Baseline,247,Efficiency Strategy,72.98406,77.420247,4.436187,False,0.3
Baseline,247,Balanced Strategy,77.420247,77.420247,0.0,False,0.3
Baseline,247,Resilience Strategy,70.397911,77.420247,7.022336,False,0.3
Baseline,247,Adaptive Strategy,76.173388,77.420247,1.246859,False,0.3
Baseline,247,Precautionary Strategy,72.60343,77.420247,4.816817,False,0.3
Baseline,248,Efficiency Strategy,75.669615,82.047761,6.378147,False,0.3
Baseline,248,Balanced Strategy,82.047761,82.047761,0.0,False,0.3
Baseline,248,Resilience Strategy,75.998536,82.047761,6.049225,False,0.3
Baseline,248,Adaptive Strategy,79.616644,82.047761,2.431117,False,0.3
Baseline,248,Precautionary Strategy,76.073051,82.047761,5.974711,False,0.3
Baseline,249,Efficiency Strategy,80.249663,83.45581,3.206147,False,0.3
Baseline,249,Balanced Strategy,80.333894,83.45581,3.121916,False,0.3
Baseline,249,Resilience Strategy,73.431052,83.45581,10.024759,False,0.3
Baseline,249,Adaptive Strategy,83.45581,83.45581,0.0,False,0.3
Baseline,249,Precautionary Strategy,79.105565,83.45581,4.350245,False,0.3
Baseline,250,Efficiency Strategy,78.881603,84.41203,5.530427,False,0.3
Baseline,250,Balanced Strategy,84.41203,84.41203,0.0,False,0.3
Baseline,250,Resilience Strategy,77.429797,84.41203,6.982233,False,0.3
Baseline,250,Adaptive Strategy,82.946576,84.41203,1.465454,False,0.3
Baseline,250,Precautionary Strategy,70.529441,84.41203,13.882589,False,0.3
Baseline,251,Efficiency Strategy,73.559352,78.95155,5.392198,False,0.3
Baseline,251,Balanced Strategy,78.95155,78.95155,0.0,False,0.3
Baseline,251,Resilience Strategy,69.641627,78.95155,9.309923,False,0.3
Baseline,251,Adaptive Strategy,78.621139,78.95155,0.330411,False,0.3
Baseline,251,Precautionary Strategy,76.402012,78.95155,2.549537,False,0.3
Baseline,252,Efficiency Strategy,74.904534,80.699573,5.795039,False,0.3
Baseline,252,Balanced Strategy,80.699573,80.699573,0.0,False,0.3
Baseline,252,Resilience Strategy,70.596247,80.699573,10.103326,False,0.3
Baseline,252,Adaptive Strategy,78.919077,80.699573,1.780496,False,0.3
Baseline,252,Precautionary Strategy,76.870321,80.699573,3.829252,False,0.3
Baseline,253,Efficiency Strategy,77.525537,84.290411,6.764873,False,0.3
Baseline,253,Balanced Strategy,79.970848,84.290411,4.319563,False,0.3
Baseline,253,Resilience Strategy,79.764171,84.290411,4.526239,False,0.3
Baseline,253,Adaptive Strategy,84.290411,84.290411,0.0,False,0.3
Baseline,253,Precautionary Strategy,71.169429,84.290411,13.120981,False,0.3
Baseline,254,Efficiency Strategy,80.853696,80.853696,0.0,False,0.3
Baseline,254,Balanced Strategy,77.254268,80.853696,3.599428,False,0.3
Baseline,254,Resilience Strategy,74.597231,80.853696,6.256465,False,0.3
Baseline,254,Adaptive Strategy,80.445639,80.853696,0.408057,False,0.3
Baseline,254,Precautionary Strategy,77.019121,80.853696,3.834575,False,0.3
Baseline,255,Efficiency Strategy,73.5122,82.83454,9.32234,False,0.3
Baseline,255,Balanced Strategy,80.455583,82.83454,2.378957,False,0.3
Baseline,255,Resilience Strategy,76.222045,82.83454,6.612495,False,0.3
Baseline,255,Adaptive Strategy,82.83454,82.83454,0.0,False,0.3
Baseline,255,Precautionary Strategy,73.168843,82.83454,9.665697,False,0.3
Baseline,256,Efficiency Strategy,79.910237,81.456721,1.546484,False,0.3
Baseline,256,Balanced Strategy,76.965368,81.456721,4.491352,False,0.3
Baseline,256,Resilience Strategy,78.091176,81.456721,3.365544,False,0.3
Baseline,256,Adaptive Strategy,81.456721,81.456721,0.0,False,0.3
Baseline,256,Precautionary Strategy,69.599751,81.456721,11.856969,False,0.3
Baseline,257,Efficiency Strategy,78.123761,79.637914,1.514153,False,0.3
Baseline,257,Balanced Strategy,79.637914,79.637914,0.0,False,0.3
Baseline,257,Resilience Strategy,73.583031,79.637914,6.054883,False,0.3
Baseline,257,Adaptive Strategy,78.191239,79.637914,1.446675,False,0.3
Baseline,257,Precautionary Strategy,73.079421,79.637914,6.558493,False,0.3
Baseline,258,Efficiency Strategy,72.573529,84.172158,11.598629,False,0.3
Baseline,258,Balanced Strategy,84.172158,84.172158,0.0,False,0.3
Baseline,258,Resilience Strategy,71.265164,84.172158,12.906995,False,0.3
Baseline,258,Adaptive Strategy,78.416151,84.172158,5.756008,False,0.3
Baseline,258,Precautionary Strategy,77.234697,84.172158,6.937461,False,0.3
Baseline,259,Efficiency Strategy,78.655093,81.260736,2.605644,False,0.3
Baseline,259,Balanced Strategy,81.260736,81.260736,0.0,False,0.3
Baseline,259,Resilience Strategy,79.200125,81.260736,2.060611,False,0.3
Baseline,259,Adaptive Strategy,79.463572,81.260736,1.797164,False,0.3
Baseline,259,Precautionary Strategy,70.660515,81.260736,10.600221,False,0.3
Baseline,260,Efficiency Strategy,79.432804,81.488835,2.056031,False,0.3
Baseline,260,Balanced Strategy,81.488835,81.488835,0.0,False,0.3
Baseline,260,Resilience Strategy,73.669332,81.488835,7.819503,False,0.3
Baseline,260,Adaptive Strategy,76.60326,81.488835,4.885575,False,0.3
Baseline,260,Precautionary Strategy,77.517452,81.488835,3.971383,False,0.3
Baseline,261,Efficiency Strategy,78.627542,78.627542,0.0,False,0.3
Baseline,261,Balanced Strategy,74.979578,78.627542,3.647964,False,0.3
Baseline,261,Resilience Strategy,76.989861,78.627542,1.637681,False,0.3
Baseline,261,Adaptive Strategy,76.077068,78.627542,2.550474,False,0.3
Baseline,261,Precautionary Strategy,72.352109,78.627542,6.275433,False,0.3
Baseline,262,Efficiency Strategy,73.530072,78.560068,5.029996,False,0.3
Baseline,262,Balanced Strategy,77.186508,78.560068,1.373559,False,0.3
Baseline,262,Resilience Strategy,72.150067,78.560068,6.410001,False,0.3
Baseline,262,Adaptive Strategy,78.560068,78.560068,0.0,False,0.3
Baseline,262,Precautionary Strategy,75.972792,78.560068,2.587276,False,0.3
Baseline,263,Efficiency Strategy,77.783773,80.986195,3.202422,False,0.3
Baseline,263,Balanced Strategy,80.986195,80.986195,0.0,False,0.3
Baseline,263,Resilience Strategy,77.927026,80.986195,3.059168,False,0.3
Baseline,263,Adaptive Strategy,79.281892,80.986195,1.704302,False,0.3
Baseline,263,Precautionary Strategy,74.039684,80.986195,6.946511,False,0.3
Baseline,264,Efficiency Strategy,78.514459,84.544653,6.030194,False,0.3
Baseline,264,Balanced Strategy,84.220216,84.544653,0.324438,False,0.3
Baseline,264,Resilience Strategy,77.347235,84.544653,7.197419,False,0.3
Baseline,264,Adaptive Strategy,84.544653,84.544653,0.0,False,0.3
Baseline,264,Precautionary Strategy,76.856894,84.544653,7.687759,False,0.3
Baseline,265,Efficiency Strategy,80.071796,81.038775,0.966978,False,0.3
Baseline,265,Balanced Strategy,73.74599,81.038775,7.292785,False,0.3
Baseline,265,Resilience Strategy,77.292578,81.038775,3.746197,False,0.3
