"cycle","domain","aspiration","search_cost_per_option","optimizing_option","optimizing_adjusted_utility","optimizing_net_value","satisficing_option","satisficing_adjusted_utility","satisficing_net_value","satisficing_found","search_length","opportunity_loss","net_value_advantage","review_flag"
155,"Healthcare",0.683217398209963,0.0153201652155258,1,0.714765672799165,0.530923690212856,1,0.714765672799165,0.69944550758364,TRUE,1,0,0.168521817370784,"acceptable"
156,"AI Governance",0.699520151389297,0.00592348471051082,12,0.740798264775424,0.669716448249294,12,0.740798264775424,0.669716448249294,TRUE,12,0,0,"review"
157,"Organizational Strategy",0.693167063174769,0.0187153342692181,5,0.811686640932566,0.587102629701949,5,0.811686640932566,0.718109969586476,TRUE,5,0,0.131007339884527,"acceptable"
158,"Financial Risk",0.64973300636746,0.0267894493951462,5,0.763389949918046,0.441916557176291,2,0.736149166438634,0.682570267648341,TRUE,2,0.0272407834794117,0.240653710472051,"acceptable"
159,"AI Governance",0.779702484279405,0.0205442860419862,8,0.86932554592922,0.622794113425386,8,0.86932554592922,0.704971257593331,TRUE,8,0,0.0821771441679447,"acceptable"
160,"AI Governance",0.650326658221893,0.0271052339789458,2,0.835466536603755,0.510203728856406,2,0.835466536603755,0.781256068645864,TRUE,2,0,0.271052339789458,"acceptable"
161,"Healthcare",0.688421772767324,0.0187722869263962,3,0.704674015574944,0.47940657245819,3,0.704674015574944,0.648357154795755,TRUE,3,0,0.168950582337566,"acceptable"
162,"AI Governance",0.607457211420406,0.0216233172779903,5,0.796961134703947,0.537481327368064,1,0.687525625169938,0.665902307891947,TRUE,1,0.109435509534009,0.128420980523884,"acceptable"
163,"Organizational Strategy",0.631766738335136,0.00692090190714225,7,0.861423887483357,0.77837306459765,1,0.634433770190566,0.627512868283424,TRUE,1,0.226990117292791,-0.150860196314226,"review"
164,"AI Governance",0.808481267655734,0.027546803841833,10,0.667568149034075,0.337006502932079,10,0.667568149034075,0.392100110615745,FALSE,10,0,0.0550936076836661,"review"
165,"Infrastructure",0.804338827780448,0.0248408488044515,12,0.799309667032212,0.501219481378794,12,0.799309667032212,0.501219481378794,FALSE,12,0,0,"review"
166,"AI Governance",0.770785117452033,0.00714503044262528,5,0.752359977656293,0.666619612344789,5,0.752359977656293,0.716634825443166,FALSE,5,0,0.050015213098377,"review"
167,"Organizational Strategy",0.580569076295942,0.0129591414192691,9,0.861212511211634,0.705702814180404,6,0.631085140719954,0.55333029220434,TRUE,6,0.230127370491679,-0.152372521976064,"review"
168,"Public Policy",0.620271850849967,0.0320820303726941,6,0.789348763578272,0.404364399105943,3,0.699514561420879,0.603268470302797,TRUE,3,0.0898342021573934,0.198904071196854,"acceptable"
169,"Financial Risk",0.809426788075361,0.0330514971911907,5,0.711727479974512,0.315109513680223,5,0.711727479974512,0.546469994018558,FALSE,5,0,0.231360480338335,"review"
170,"Public Policy",0.746066327707376,0.0159227689704858,7,0.805502639752579,0.61442941210675,6,0.802351180435121,0.706814566612207,TRUE,6,0.00315145931745786,0.0923851545054568,"acceptable"
171,"Infrastructure",0.676654628159013,0.0166251959884539,1,0.781704211133597,0.58220185927215,1,0.781704211133597,0.765079015145143,TRUE,1,0,0.182877155872993,"acceptable"
172,"Public Policy",0.696639980555046,0.0082780846580863,10,0.736633102855036,0.637296086958,10,0.736633102855036,0.653852256274173,TRUE,10,0,0.0165561693161725,"acceptable"
173,"Healthcare",0.759821857917123,0.0312303553754464,2,0.866239152672802,0.491474888167445,2,0.866239152672802,0.803778441921909,TRUE,2,0,0.312303553754464,"acceptable"
174,"Infrastructure",0.597647536769509,0.0216030675079674,7,0.913705357518047,0.654468547422439,1,0.711787393075689,0.690184325567721,TRUE,1,0.201917964442359,0.0357157781452824,"review"
175,"Financial Risk",0.710519313842524,0.0249690594780259,6,0.724877476201983,0.425248762465673,6,0.724877476201983,0.575063119333828,TRUE,6,0,0.149814356868155,"acceptable"
176,"AI Governance",0.636122965083923,0.0307247168989852,2,0.801903512273389,0.433206909485566,2,0.801903512273389,0.740454078475419,TRUE,2,0,0.307247168989852,"acceptable"
177,"Public Policy",0.718609657206107,0.00564684038748965,1,0.83574467110066,0.767982586450784,1,0.83574467110066,0.83009783071317,TRUE,1,0,0.0621152442623861,"acceptable"
178,"Healthcare",0.697278986342717,0.0148260573600419,1,0.823695562981292,0.64578287466079,1,0.823695562981292,0.808869505621251,TRUE,1,0,0.163086630960461,"acceptable"
179,"Public Policy",0.643312762135174,0.0206163780996576,4,0.731020585603848,0.483624048407957,4,0.731020585603848,0.648555073205218,TRUE,4,0,0.164931024797261,"acceptable"
180,"Infrastructure",0.770972965834662,0.0149615100328811,5,0.809974029578661,0.630435909184089,5,0.809974029578661,0.735166479414256,TRUE,5,0,0.104730570230167,"acceptable"
181,"AI Governance",0.738152004939038,0.0329877554508857,10,0.796413463891783,0.400560398481154,10,0.796413463891783,0.466535909382926,TRUE,10,0,0.0659755109017715,"acceptable"
182,"Financial Risk",0.615958493135404,0.0154430711013265,9,0.684165135295938,0.49884828208002,1,0.627224181502014,0.611781110400688,TRUE,1,0.0569409537939242,0.112932828320667,"acceptable"
183,"Infrastructure",0.629339711542707,0.0234614464873448,4,0.830656716409218,0.54911935856108,4,0.830656716409218,0.736810930459838,TRUE,4,0,0.187691571898758,"acceptable"
184,"Healthcare",0.587277238587849,0.0213985585351475,9,0.76190547550254,0.505122773080771,2,0.594416095283954,0.551618978213659,TRUE,2,0.167489380218586,0.0464962051328884,"acceptable"
185,"Infrastructure",0.759711595992558,0.0194555089506321,1,0.752906052372951,0.519439944965367,1,0.752906052372951,0.733450543422319,FALSE,1,0,0.214010598456953,"review"
186,"AI Governance",0.787571625802666,0.0340813483996317,5,0.802097205316474,0.393121024520894,5,0.802097205316474,0.631690463318316,TRUE,5,0,0.238569438797422,"acceptable"
187,"AI Governance",0.759665856889915,0.00571480268146843,4,0.740823346338097,0.672245714160476,4,0.740823346338097,0.717964135612223,FALSE,4,0,0.0457184214517474,"review"
188,"Financial Risk",0.607132860873826,0.0212017358583398,3,0.733335370912458,0.47891454061238,3,0.733335370912458,0.669730163337438,TRUE,3,0,0.190815622725058,"acceptable"
189,"Public Policy",0.741412488222122,0.0077073981356807,9,0.817288576980002,0.724799799351834,9,0.817288576980002,0.747921993758876,TRUE,9,0,0.0231221944070421,"acceptable"
190,"Financial Risk",0.762670045546256,0.0252586793294176,4,0.790707123288946,0.487602971335934,4,0.790707123288946,0.689672405971275,TRUE,4,0,0.202069434635341,"acceptable"
191,"Public Policy",0.726916019690689,0.0190130132017657,12,0.767612497857443,0.539456339436254,12,0.767612497857443,0.539456339436254,TRUE,12,0,0,"review"
192,"Financial Risk",0.550724873293657,0.0235612308653072,4,0.89724235102926,0.614507580645574,1,0.562873057724794,0.539311826859487,TRUE,1,0.334369293304466,-0.075195753786087,"review"
193,"Healthcare",0.558860114573035,0.0130507911462337,11,0.752325938388272,0.595716444633468,5,0.594737437762931,0.529483482031762,TRUE,5,0.157588500625341,-0.0662329626017055,"acceptable"
194,"Public Policy",0.672756086201407,0.0259397363290191,2,0.892039411822555,0.580762575874326,1,0.687331809736738,0.661392073407719,TRUE,1,0.204707602085817,0.0806294975333925,"review"
195,"Organizational Strategy",0.738965126094408,0.0162434877781197,9,0.759401668729031,0.564479815391594,9,0.759401668729031,0.613210278725954,TRUE,9,0,0.0487304633343593,"acceptable"
196,"Organizational Strategy",0.76924780086847,0.0237689779140055,6,0.751122495962673,0.465894760994607,6,0.751122495962673,0.60850862847864,FALSE,6,0,0.142613867484033,"review"
197,"AI Governance",0.808194006779231,0.0102533446950838,1,0.807472309167983,0.684432172826978,1,0.807472309167983,0.7972189644729,FALSE,1,0,0.112786791645922,"review"
198,"AI Governance",0.66859672005754,0.022693273734767,1,0.747500223495872,0.475180938678668,1,0.747500223495872,0.724806949761105,TRUE,1,0,0.249626011082437,"acceptable"
199,"Public Policy",0.623993095438927,0.0346365615865216,7,0.697998402465278,0.282359663427019,7,0.697998402465278,0.455542471359627,TRUE,7,0,0.173182807932608,"acceptable"
200,"AI Governance",0.660758604379371,0.0342172743286938,6,0.780900024916835,0.37029273297251,6,0.780900024916835,0.575596378944673,TRUE,6,0,0.205303645972163,"acceptable"
201,"Infrastructure",0.640136355543509,0.00557215480133891,12,0.718965840917081,0.652099983301014,12,0.718965840917081,0.652099983301014,TRUE,12,0,0,"review"
202,"Infrastructure",0.742147741916124,0.0109867831761949,5,0.756347146861005,0.624505748746667,5,0.756347146861005,0.701413230980031,TRUE,5,0,0.0769074822333641,"acceptable"
203,"Public Policy",0.581860716468655,0.030652077915147,3,0.733114729421213,0.36528979443945,2,0.62837779707824,0.567073641247946,TRUE,2,0.104736932342974,0.201783846808496,"acceptable"
204,"Healthcare",0.554144074094947,0.0057202020729892,9,0.731187704984384,0.662545280108514,2,0.629664869459865,0.618224465313886,TRUE,2,0.10152283552452,-0.0443208147946277,"acceptable"
205,"Infrastructure",0.655088958381675,0.0241737143765204,8,0.776523743511742,0.486439170993498,8,0.776523743511742,0.58313402849958,TRUE,8,0,0.0966948575060814,"acceptable"
206,"Healthcare",0.794371772671584,0.0338144384906627,2,0.710898283872811,0.305125021984858,2,0.710898283872811,0.643269406891485,FALSE,2,0,0.338144384906627,"review"
207,"AI Governance",0.599113168655895,0.0292231645691209,5,0.733424072888849,0.382746098059399,3,0.66241267270483,0.574743178997468,TRUE,3,0.0710114001840192,0.191997080938069,"acceptable"
208,"Organizational Strategy",0.78362636368256,0.0248006266006269,9,0.818685255950776,0.521077736743253,9,0.818685255950776,0.595479616545134,TRUE,9,0,0.0744018798018806,"acceptable"
209,"Public Policy",0.61008829055354,0.0190671906317584,5,0.76168030178022,0.532874014199119,1,0.679549913637302,0.660482723005543,TRUE,1,0.0821303881429183,0.127608708806424,"acceptable"
210,"Financial Risk",0.746573551998008,0.0135790388565511,1,0.745353322279526,0.582404856000913,1,0.745353322279526,0.731774283422974,FALSE,1,0,0.149369427422061,"review"
211,"AI Governance",0.733029305972159,0.00943303314503282,1,0.750899970525085,0.637703572784691,1,0.750899970525085,0.741466937380052,TRUE,1,0,0.103763364595361,"acceptable"
212,"Organizational Strategy",0.718025244828314,0.0165898536378518,6,0.856847521262243,0.657769277608022,5,0.779999677605908,0.697050409416649,TRUE,5,0.0768478436563351,0.0392811318086274,"acceptable"
213,"AI Governance",0.779439084480982,0.0338326451927424,7,0.764122119690173,0.358130377377264,7,0.764122119690173,0.527293603340976,FALSE,7,0,0.169163225963712,"review"
214,"Healthcare",0.761141563844867,0.0100475643342361,9,0.742932757296891,0.622361985286058,9,0.742932757296891,0.652504678288766,FALSE,9,0,0.0301426930027082,"review"
215,"Public Policy",0.723131912839599,0.0182460779114626,6,0.822561300948896,0.603608366011344,6,0.822561300948896,0.71308483348012,TRUE,6,0,0.109476467468776,"acceptable"
216,"Public Policy",0.572772591980174,0.0166098228725605,7,0.748920683589117,0.549602809118391,7,0.748920683589117,0.632651923481194,TRUE,7,0,0.0830491143628024,"acceptable"
217,"Healthcare",0.579681798808742,0.010122517994605,4,0.908481347961351,0.787011132026091,1,0.654707991701807,0.644585473707202,TRUE,1,0.253773356259544,-0.142425658318889,"review"
218,"Public Policy",0.704516240891535,0.018854771873448,3,0.789496717642114,0.563239455160737,2,0.754398417034928,0.716688873288032,TRUE,2,0.0350983006071858,0.153449418127295,"acceptable"
219,"Public Policy",0.68390944145387,0.0302704088483006,7,0.826579313478237,0.46333440729863,7,0.826579313478237,0.614686451540133,TRUE,7,0,0.151352044241503,"acceptable"
220,"Financial Risk",0.556284773608204,0.0138714285707101,10,0.707669500917697,0.541212358069175,2,0.573278793583261,0.545535936441841,TRUE,2,0.134390707334436,0.00432357837266562,"acceptable"
221,"Infrastructure",0.681503341360949,0.0332665956299752,10,0.925449437908828,0.526250290349126,6,0.729706316023042,0.530106742243191,TRUE,6,0.195743121885786,0.00385645189406503,"acceptable"
222,"Healthcare",0.661985409546178,0.0208555534784682,10,0.777935583438859,0.527668941697241,3,0.668469540577515,0.60590288014211,TRUE,3,0.109466042861345,0.0782339384448693,"acceptable"
223,"Organizational Strategy",0.648184060459025,0.0271649990370497,12,0.87056835131967,0.544588362875074,1,0.680801665341987,0.653636666304937,TRUE,1,0.189766685977684,0.109048303429863,"acceptable"
224,"AI Governance",0.717710652954411,0.0137581174285151,12,0.705335073400018,0.540237664257837,12,0.705335073400018,0.540237664257837,FALSE,12,0,0,"review"
225,"AI Governance",0.741304143469315,0.0243458516499959,10,0.934386936537921,0.64223671673797,10,0.934386936537921,0.690928420037962,TRUE,10,0,0.0486917032999918,"acceptable"
226,"Financial Risk",0.66346999721136,0.0143459313362837,10,0.726933671207699,0.554782495172295,6,0.674760525154035,0.588684937136333,TRUE,6,0.0521731460536642,0.0339024419640379,"acceptable"
227,"Public Policy",0.551193871328142,0.0173092942219228,3,0.923022572733462,0.715311042070389,2,0.671673845330678,0.637055256886832,TRUE,2,0.251348727402784,-0.0782557851835567,"review"
228,"AI Governance",0.765742122337688,0.0209655398130417,11,0.689103138470629,0.437516660714128,11,0.689103138470629,0.45848220052717,FALSE,11,0,0.0209655398130417,"review"
229,"Organizational Strategy",0.705223621006589,0.010356984056998,10,0.812787641018076,0.6885038323341,10,0.812787641018076,0.709217800448096,TRUE,10,0,0.0207139681139962,"acceptable"
230,"Healthcare",0.739480819082819,0.0280640868912451,7,0.899979086508974,0.563210043814033,7,0.899979086508974,0.703530478270259,TRUE,7,0,0.140320434456226,"acceptable"
231,"AI Governance",0.602350141580682,0.0305027393135242,9,0.77487371243825,0.40884084067596,1,0.617821556571013,0.587318817257488,TRUE,1,0.157052155867238,0.178477976581529,"acceptable"
232,"AI Governance",0.707206682758406,0.0309043196961284,1,0.84367305213757,0.472821215784029,1,0.84367305213757,0.812768732441441,TRUE,1,0,0.339947516657412,"acceptable"
233,"Healthcare",0.780224229714368,0.0119025701773353,10,0.659761786542886,0.516930944414863,10,0.659761786542886,0.540736084769533,FALSE,10,0,0.0238051403546706,"review"
234,"Public Policy",0.781966020583641,0.0213630007137544,2,0.856596294218571,0.600240285653518,2,0.856596294218571,0.813870292791062,TRUE,2,0,0.213630007137544,"acceptable"
235,"Financial Risk",0.643142024276313,0.00691684784600511,8,0.780732307322323,0.697730133170262,8,0.780732307322323,0.725397524554282,TRUE,8,0,0.0276673913840204,"acceptable"
236,"AI Governance",0.600104558307212,0.0282477068621665,3,0.829505929305696,0.490533446959698,2,0.633052298777914,0.576556885053581,TRUE,2,0.196453630527782,0.0860234380938828,"acceptable"
237,"Healthcare",0.675811768744607,0.0131824213080108,9,0.703039122900842,0.544850067204713,6,0.69866934830805,0.619574820459985,TRUE,6,0.00436977459279231,0.0747247532552726,"acceptable"
238,"Healthcare",0.768767801146023,0.0323550687800162,10,0.802521940064114,0.41426111470392,1,0.791861079937274,0.759506011157257,TRUE,1,0.0106608601268404,0.345244896453337,"acceptable"
239,"Financial Risk",0.811728553150315,0.00972136802971363,9,0.832840088857338,0.716183672500774,9,0.832840088857338,0.745347776589915,TRUE,9,0,0.0291641040891408,"acceptable"
240,"Public Policy",0.744052790172864,0.0135477382666431,2,0.878948405720294,0.716375546520576,2,0.878948405720294,0.851852929187007,TRUE,2,0,0.135477382666431,"acceptable"
241,"Public Policy",0.659531075707637,0.0196438825852238,7,0.696364439106498,0.460637848083813,7,0.696364439106498,0.558857261009932,TRUE,7,0,0.0982194129261188,"acceptable"
242,"Financial Risk",0.608542378034908,0.0103304562275298,9,0.714114127829452,0.590148653099095,9,0.714114127829452,0.621140021781684,TRUE,9,0,0.0309913686825894,"acceptable"
243,"Organizational Strategy",0.665942255288828,0.024225828810595,5,0.71041539470064,0.4197054489735,5,0.71041539470064,0.589286250647665,TRUE,5,0,0.169580801674165,"acceptable"
244,"Healthcare",0.792771772863343,0.0148074431996793,10,0.930698661636561,0.75300934324041,1,0.812850825733703,0.798043382534023,TRUE,1,0.117847835902859,0.0450340392936133,"acceptable"
245,"Healthcare",0.645331849956419,0.00672138365218416,3,0.741598555914451,0.660941952088241,1,0.648945580965833,0.642224197313649,TRUE,1,0.0926529749486183,-0.0187177547745926,"acceptable"
246,"Healthcare",0.588196420951281,0.0341793303750455,6,0.647487358832478,0.237335394331932,1,0.602337234324675,0.568157903949629,TRUE,1,0.0451501245078034,0.330822509617698,"acceptable"
247,"Public Policy",0.713801479893737,0.0225068404967897,4,0.73565196594497,0.465569879983494,4,0.73565196594497,0.645624603957811,TRUE,4,0,0.180054723974317,"acceptable"
248,"Organizational Strategy",0.605893085361458,0.0100693707563914,3,0.677615258812049,0.556782809735352,3,0.677615258812049,0.647407146542875,TRUE,3,0,0.0906243368075229,"acceptable"
249,"AI Governance",0.7245247287862,0.0300214708293788,5,0.734390907831386,0.37413325787884,5,0.734390907831386,0.584283553684491,TRUE,5,0,0.210150295805652,"acceptable"
250,"Healthcare",0.624739067805931,0.00633284440729767,3,0.828819485182082,0.75282535229451,3,0.828819485182082,0.809820951960189,TRUE,3,0,0.056995599665679,"acceptable"
251,"Financial Risk",0.728015469885431,0.0113726751506329,1,0.963170911950004,0.82669881014241,1,0.963170911950004,0.951798236799371,TRUE,1,0,0.125099426656961,"acceptable"
252,"Organizational Strategy",0.697279325558338,0.0239332778565586,10,0.644776388037488,0.357577053758785,10,0.644776388037488,0.405443609471902,FALSE,10,0,0.0478665557131171,"review"
253,"Financial Risk",0.786818658653647,0.018542801362928,1,0.939718476381362,0.717204860026226,1,0.939718476381362,0.921175675018434,TRUE,1,0,0.203970814992208,"acceptable"
254,"Financial Risk",0.624145269854926,0.0065788733609952,7,0.712416400279586,0.633469919947644,1,0.647409421132183,0.640830547771188,TRUE,1,0.0650069791474033,0.00736062782354396,"acceptable"
255,"Organizational Strategy",0.733638072095346,0.0279676269437186,1,0.797248876052314,0.461637352727691,1,0.797248876052314,0.769281249108596,TRUE,1,0,0.307643896380905,"acceptable"
256,"Healthcare",0.670436902567744,0.027174395842012,1,0.923886130210012,0.597793380105868,1,0.923886130210012,0.896711734368,TRUE,1,0,0.298918354262132,"acceptable"
257,"Healthcare",0.817908965966199,0.00800356024410576,2,0.744379422553933,0.648336699624664,2,0.744379422553933,0.728372302065722,FALSE,2,0,0.0800356024410576,"review"
258,"Organizational Strategy",0.682390283404384,0.0334630500548519,6,0.846683528469875,0.445126927811652,2,0.709965608197296,0.643039508087592,TRUE,2,0.136717920272579,0.19791258027594,"acceptable"
259,"Infrastructure",0.783756817863323,0.0199828246142715,4,0.898990580067039,0.65919668469578,4,0.898990580067039,0.819059281609952,TRUE,4,0,0.159862596914172,"acceptable"
260,"Public Policy",0.701770370337181,0.02428148153238,11,0.779248122340068,0.487870343951508,9,0.757185454076285,0.538652120284865,TRUE,9,0.0220626682637834,0.0507817763333565,"acceptable"
261,"Public Policy",0.680244513447396,0.0134225085610524,6,0.856142189884299,0.69507208715167,6,0.856142189884299,0.775607138517985,TRUE,6,0,0.0805350513663142,"acceptable"
262,"Organizational Strategy",0.735467749293894,0.0179518570238724,2,0.798969597818297,0.583547313531828,2,0.798969597818297,0.763065883770552,TRUE,2,0,0.179518570238724,"acceptable"
263,"Infrastructure",0.593240231918171,0.0278675986034796,8,0.757772851483896,0.423361668242142,5,0.715466609713841,0.576128616696444,TRUE,5,0.0423062417700549,0.152766948454302,"acceptable"
264,"Infrastructure",0.79254506210098,0.0313906101766042,9,0.787588548154128,0.410901226034878,9,0.787588548154128,0.50507305656469,FALSE,9,0,0.0941718305298127,"review"
265,"Organizational Strategy",0.630725758641493,0.0238377634156495,12,0.859732447244862,0.573679286257068,1,0.835179265825096,0.811341502409446,TRUE,1,0.024553181419766,0.237662216152379,"acceptable"
266,"Financial Risk",0.578443887976464,0.0214096106472425,2,0.734307681384697,0.477392353617787,2,0.734307681384697,0.691488460090212,TRUE,2,0,0.214096106472425,"acceptable"
267,"Infrastructure",0.743633059058338,0.00950598903466016,1,0.814956735142119,0.700884866726197,1,0.814956735142119,0.805450746107459,TRUE,1,0,0.104565879381262,"acceptable"
268,"Healthcare",0.728749810035806,0.0166851661587134,10,0.739902507335999,0.539680513431439,10,0.739902507335999,0.573050845748865,TRUE,10,0,0.0333703323174267,"acceptable"
269,"Financial Risk",0.785710220250767,0.0294311153469607,3,0.868154855379835,0.514981471216306,3,0.868154855379835,0.779861509338952,TRUE,3,0,0.264880038122646,"acceptable"
270,"AI Governance",0.672401354985777,0.0227835022611544,5,0.851353498445824,0.577951471311972,4,0.720768788635959,0.629634779591342,TRUE,4,0.130584709809864,0.0516833082793704,"acceptable"
271,"Healthcare",0.774954989347607,0.0115418674773537,12,0.617324344424903,0.478821934696659,12,0.617324344424903,0.478821934696659,FALSE,12,0,0,"review"
272,"Financial Risk",0.705446244208142,0.0314801499131136,5,0.86274092083092,0.484979121873557,5,0.86274092083092,0.705340171265352,TRUE,5,0,0.220361049391795,"acceptable"
273,"Organizational Strategy",0.573333899788559,0.0296606619516388,8,0.669047962827054,0.313120019407389,1,0.637397610530885,0.607736948579246,TRUE,1,0.0316503522961696,0.294616929171857,"acceptable"
274,"Financial Risk",0.656562248331029,0.0103804004611447,3,0.810160538841028,0.685595733307291,3,0.810160538841028,0.779019337457593,TRUE,3,0,0.0934236041503027,"acceptable"
275,"Financial Risk",0.776673495227005,0.0241522712470032,6,0.659798638693038,0.369971383728999,6,0.659798638693038,0.514885011211019,FALSE,6,0,0.144913627482019,"review"
276,"Organizational Strategy",0.819046741491184,0.0160591127234511,3,0.777284580506384,0.584575227824971,3,0.777284580506384,0.729107242336031,FALSE,3,0,0.14453201451106,"review"
277,"Public Policy",0.718312328113243,0.0221470831567422,1,0.72089153094065,0.455126533059744,1,0.72089153094065,0.698744447783907,TRUE,1,0,0.243617914724164,"acceptable"
278,"Healthcare",0.564924509611446,0.0175763884978369,6,0.813640585854124,0.602723923880082,6,0.813640585854124,0.708182254867103,TRUE,6,0,0.105458330987021,"acceptable"
279,"Public Policy",0.604894715198316,0.0280311709269881,9,0.677300151399579,0.340926100275722,2,0.640740650192143,0.584678308338167,TRUE,2,0.0365595012074361,0.243752208062445,"acceptable"
280,"Organizational Strategy",0.795163987621199,0.0118518107198179,5,0.857362835488365,0.715141106850551,5,0.857362835488365,0.798103781889276,TRUE,5,0,0.0829626750387252,"acceptable"
281,"Financial Risk",0.773582175115589,0.0304869631468318,6,0.695086624297028,0.329243066535046,6,0.695086624297028,0.512164845416037,FALSE,6,0,0.182921778880991,"review"
282,"AI Governance",0.578929423966911,0.0271087759966031,8,0.82374490168877,0.498439589729533,2,0.672043400811653,0.617825848818447,TRUE,2,0.151701500877116,0.119386259088915,"acceptable"
283,"AI Governance",0.763473933637142,0.0251800824888051,1,0.650307315478295,0.348146325612634,1,0.650307315478295,0.62512723298949,FALSE,1,0,0.276980907376856,"review"
284,"Public Policy",0.711730832115281,0.0103945047524758,11,0.907351266158568,0.782617209128859,4,0.877387189241126,0.835809170231223,TRUE,4,0.0299640769174419,0.0531919611023642,"acceptable"
285,"AI Governance",0.605965754261706,0.0223456618841738,9,0.933689350504428,0.665541407894343,1,0.665973515216189,0.643627853332015,TRUE,1,0.26771583528824,-0.0219135545623284,"review"
286,"AI Governance",0.696605065108743,0.0231711435248144,4,0.885516910133883,0.60746318783611,4,0.885516910133883,0.792832336034626,TRUE,4,0,0.185369148198515,"acceptable"
287,"Organizational Strategy",0.768246967054438,0.025712657161057,8,0.703463566947401,0.394911681014717,8,0.703463566947401,0.497762309658945,FALSE,8,0,0.102850628644228,"review"
288,"Healthcare",0.706454468786251,0.00839566841954365,1,0.846046205044596,0.745298184010072,1,0.846046205044596,0.837650536625053,TRUE,1,0,0.0923523526149802,"acceptable"
289,"Infrastructure",0.592598232282326,0.0266825983882882,5,0.919155852152035,0.598964671492577,5,0.919155852152035,0.785742860210594,TRUE,5,0,0.186778188718017,"acceptable"
290,"Infrastructure",0.559437172270846,0.0223220575996675,3,0.870195918940008,0.602331227743998,3,0.870195918940008,0.803229746141005,TRUE,3,0,0.200898518397007,"acceptable"
291,"Healthcare",0.637826256928965,0.0345539738703519,7,0.733714816316128,0.319067129871905,1,0.675266903409364,0.640712929539012,TRUE,1,0.0584479129067635,0.321645799667107,"acceptable"
292,"AI Governance",0.719541742210276,0.0203684857301414,12,0.698951987959788,0.454530159198091,12,0.698951987959788,0.454530159198091,FALSE,12,0,0,"review"
293,"Public Policy",0.637418295955285,0.0326159659167752,3,0.758849630299956,0.367458039298654,3,0.758849630299956,0.66100173254963,TRUE,3,0,0.293543693250976,"acceptable"
294,"Infrastructure",0.595342483075801,0.033407646198757,4,0.88928512474835,0.488393370363267,2,0.679110478439437,0.612295186041923,TRUE,2,0.210174646308914,0.123901815678656,"review"
295,"Financial Risk",0.787588531828951,0.00869881881400943,5,0.785524261586807,0.681138435818694,5,0.785524261586807,0.74203016751676,FALSE,5,0,0.060891731698066,"review"
296,"Organizational Strategy",0.807045539109968,0.00749233282636851,4,0.797737763999322,0.7078297700829,4,0.797737763999322,0.767768432693848,FALSE,4,0,0.059938662610948,"review"
297,"Financial Risk",0.688230254179798,0.0106904674274847,12,0.882469799059581,0.754184189929765,5,0.748010469450974,0.69455813231355,TRUE,5,0.134459329608608,-0.0596260576162149,"acceptable"
298,"Organizational Strategy",0.772185481449123,0.011184361865744,7,0.760488746351954,0.626276403963026,7,0.760488746351954,0.682198213291746,FALSE,7,0,0.05592180932872,"review"
299,"Infrastructure",0.704833089467138,0.0120845871930942,4,0.78486067041,0.63984562409287,4,0.78486067041,0.736522321637623,TRUE,4,0,0.0966766975447536,"acceptable"
300,"Infrastructure",0.757977419055533,0.0244145288015716,10,0.805553532971032,0.512579187352173,10,0.805553532971032,0.561408244955316,TRUE,10,0,0.0488290576031432,"acceptable"
301,"Financial Risk",0.703405304702464,0.0271366834174842,3,0.798952244717042,0.473312043707232,3,0.798952244717042,0.71754219446459,TRUE,3,0,0.244230150757357,"acceptable"
302,"Financial Risk",0.807316847736947,0.0200383605761454,7,0.754959060037509,0.514498733123764,7,0.754959060037509,0.614690536004491,FALSE,7,0,0.100191802880727,"review"
303,"Infrastructure",0.731863234986085,0.0332792056165636,12,0.852266316683963,0.4529158492852,4,0.795388266065731,0.662271443599477,TRUE,4,0.0568780506182321,0.209355594314276,"acceptable"
304,"Organizational Strategy",0.578423278930131,0.00834976039361209,4,0.88847144362059,0.788274318897245,1,0.670901510070131,0.662551749676519,TRUE,1,0.217569933550459,-0.125722569220726,"review"
305,"Organizational Strategy",0.637443373017013,0.0178981051989831,9,0.769014444856122,0.554237182468325,5,0.677080890572575,0.58759036457766,TRUE,5,0.0919335542835465,0.0333531821093352,"acceptable"
306,"Public Policy",0.627121899190825,0.00689703343203291,6,0.620553058657098,0.537788657472703,6,0.620553058657098,0.5791708580649,FALSE,6,0,0.0413822005921975,"review"
307,"Organizational Strategy",0.718821248796303,0.00708734336309135,9,0.70507862340506,0.620030503047964,9,0.70507862340506,0.641292533137238,FALSE,9,0,0.0212620300892741,"review"
308,"Infrastructure",0.713840184044093,0.00725078446092084,4,0.859582148455083,0.772572734924033,4,0.859582148455083,0.8305790106114,TRUE,4,0,0.0580062756873667,"acceptable"
309,"AI Governance",0.618789996460546,0.0309614920429885,1,0.781575649022502,0.41003774450664,1,0.781575649022502,0.750614156979514,TRUE,1,0,0.340576412472874,"acceptable"
310,"Healthcare",0.80876098846551,0.0207529422617517,10,0.75928886425247,0.510253557111449,10,0.75928886425247,0.551759441634952,FALSE,10,0,0.0415058845235035,"review"
311,"AI Governance",0.689758922525216,0.00546533454209566,8,0.723087868192146,0.657503853686998,8,0.723087868192146,0.679365191855381,TRUE,8,0,0.0218613381683826,"acceptable"
