"cycle","domain","aspiration","satisficing_option","optimizing_option","search_length","opportunity_loss","review_flag"
336,"Financial Risk",0.745850597447716,3,3,3,0,"review"
337,"AI Governance",0.704501041756012,1,1,1,0,"review"
340,"Public Policy",0.582163734904025,4,4,4,0,"acceptable"
341,"Healthcare",0.659937763113994,1,1,1,0,"acceptable"
343,"AI Governance",0.743698464683257,3,3,3,0,"acceptable"
344,"Public Policy",0.66112259418238,2,2,2,0,"acceptable"
345,"Infrastructure",0.811027794466354,7,7,7,0,"review"
347,"Organizational Strategy",0.652062638860662,10,10,10,0,"acceptable"
348,"Healthcare",0.750936661818996,8,8,8,0,"acceptable"
349,"Organizational Strategy",0.794137918893248,8,8,8,0,"review"
350,"AI Governance",0.630979724084027,11,11,11,0,"review"
351,"Financial Risk",0.665455894959159,4,4,4,0,"acceptable"
352,"Financial Risk",0.784502236396074,8,8,8,0,"review"
357,"Financial Risk",0.709870009189472,8,8,8,0,"acceptable"
359,"AI Governance",0.751347781156655,12,12,12,0,"review"
361,"Healthcare",0.724013396315277,5,5,5,0,"acceptable"
364,"Financial Risk",0.577179597346112,1,1,1,0,"acceptable"
365,"Organizational Strategy",0.669944551712833,11,11,11,0,"review"
367,"Infrastructure",0.65472962675849,5,5,5,0,"acceptable"
368,"AI Governance",0.717835121639073,5,5,5,0,"acceptable"
369,"AI Governance",0.731819012106862,8,8,8,0,"review"
370,"Organizational Strategy",0.681589532492217,11,11,11,0,"review"
371,"AI Governance",0.673893157080747,11,11,11,0,"review"
372,"Financial Risk",0.597317293137312,1,1,1,0,"acceptable"
374,"AI Governance",0.771252786787227,8,8,8,0,"review"
375,"AI Governance",0.675525208616164,12,12,12,0,"review"
376,"Public Policy",0.712259569377638,8,8,8,0,"acceptable"
379,"AI Governance",0.70237478989875,6,6,6,0,"acceptable"
380,"Infrastructure",0.686040809331462,1,1,1,0,"acceptable"
383,"Organizational Strategy",0.767942758849822,2,2,2,0,"review"
384,"Financial Risk",0.773081036903895,7,7,7,0,"review"
387,"Healthcare",0.597442227646243,1,1,1,0,"acceptable"
388,"AI Governance",0.770675603360869,8,8,8,0,"review"
389,"Infrastructure",0.769601714471355,7,7,7,0,"review"
390,"Organizational Strategy",0.759681125867646,10,10,10,0,"acceptable"
392,"AI Governance",0.62838669028366,4,4,4,0,"acceptable"
393,"Infrastructure",0.649030432477593,2,2,2,0,"acceptable"
394,"Healthcare",0.753185525035951,6,6,6,0,"acceptable"
398,"AI Governance",0.732616115571,7,7,7,0,"review"
399,"Public Policy",0.721203949926421,9,9,9,0,"acceptable"
401,"Organizational Strategy",0.711831018531229,10,10,10,0,"review"
403,"Infrastructure",0.761186038118321,2,2,2,0,"acceptable"
405,"Organizational Strategy",0.687200479980092,9,9,9,0,"acceptable"
407,"Organizational Strategy",0.566115417140536,4,4,4,0,"acceptable"
409,"Infrastructure",0.801656870201696,7,7,7,0,"review"
410,"Healthcare",0.577044438906014,2,2,2,0,"acceptable"
411,"Financial Risk",0.702128094332293,2,2,2,0,"acceptable"
412,"AI Governance",0.753231214287225,2,2,2,0,"acceptable"
414,"Healthcare",0.736260801155586,7,7,7,0,"acceptable"
415,"Public Policy",0.798353568112943,4,4,4,0,"review"
416,"Organizational Strategy",0.58884964292869,1,1,1,0,"acceptable"
417,"Organizational Strategy",0.768727752831765,5,5,5,0,"review"
418,"Financial Risk",0.579165606300812,1,1,1,0,"acceptable"
419,"Infrastructure",0.733560562268831,1,1,1,0,"review"
421,"Infrastructure",0.685194553108886,3,3,3,0,"acceptable"
422,"Financial Risk",0.733165394426323,3,3,3,0,"acceptable"
423,"AI Governance",0.800815065712668,10,10,10,0,"review"
424,"Healthcare",0.781106895415578,7,7,7,0,"acceptable"
425,"Healthcare",0.728780917478725,11,11,11,0,"review"
426,"Infrastructure",0.717064272810239,12,12,12,0,"review"
427,"Public Policy",0.796069697667845,6,6,6,0,"acceptable"
428,"Public Policy",0.683679423967842,1,1,1,0,"review"
429,"Healthcare",0.733481545522809,8,8,8,0,"review"
430,"Financial Risk",0.687888049487956,10,10,10,0,"acceptable"
431,"AI Governance",0.639641709639691,3,3,3,0,"acceptable"
434,"Healthcare",0.751716840649024,11,11,11,0,"review"
437,"Financial Risk",0.589930732795037,6,6,6,0,"acceptable"
440,"Healthcare",0.652887288695201,6,6,6,0,"acceptable"
441,"Organizational Strategy",0.641364999113139,8,8,8,0,"acceptable"
443,"Organizational Strategy",0.716408059059177,1,1,1,0,"review"
444,"AI Governance",0.719708572803065,3,3,3,0,"review"
450,"Infrastructure",0.673540226800833,1,1,1,0,"acceptable"
451,"Infrastructure",0.777200972500723,11,11,11,0,"review"
454,"Organizational Strategy",0.716696664351039,8,8,8,0,"review"
457,"Infrastructure",0.639625094234943,2,2,2,0,"acceptable"
459,"Organizational Strategy",0.81589290084783,11,11,11,0,"review"
461,"Organizational Strategy",0.608460389883257,1,1,1,0,"acceptable"
464,"AI Governance",0.602004497835878,6,6,6,0,"acceptable"
465,"Financial Risk",0.694423296365421,6,6,6,0,"acceptable"
467,"Infrastructure",0.723281250002328,8,8,8,0,"acceptable"
468,"Organizational Strategy",0.648551876747515,12,12,12,0,"review"
469,"Healthcare",0.808241480621509,3,3,3,0,"review"
470,"Healthcare",0.769523817778099,2,2,2,0,"review"
472,"Financial Risk",0.693705560492817,7,7,7,0,"acceptable"
473,"Organizational Strategy",0.769881764941383,1,1,1,0,"acceptable"
477,"AI Governance",0.735171938561834,1,1,1,0,"acceptable"
478,"AI Governance",0.808057691825088,7,7,7,0,"acceptable"
479,"Public Policy",0.701053798710927,3,3,3,0,"acceptable"
481,"Infrastructure",0.75352391688386,7,7,7,0,"review"
482,"Infrastructure",0.750397978359833,11,11,11,0,"review"
483,"Organizational Strategy",0.672013607893605,9,9,9,0,"acceptable"
484,"Healthcare",0.791756190650631,9,9,9,0,"acceptable"
485,"Healthcare",0.810808120290749,8,8,8,0,"acceptable"
486,"Organizational Strategy",0.818063939665444,3,3,3,0,"review"
489,"Financial Risk",0.690791147614364,2,2,2,0,"review"
490,"Financial Risk",0.657910101800226,4,4,4,0,"acceptable"
492,"Healthcare",0.7506320870528,10,10,10,0,"acceptable"
493,"Infrastructure",0.799975513084792,5,5,5,0,"review"
494,"Public Policy",0.68564762718277,7,7,7,0,"acceptable"
495,"Public Policy",0.742852761980612,12,12,12,0,"review"
497,"Financial Risk",0.781954085109755,4,4,4,0,"review"
498,"Healthcare",0.708361493558623,4,4,4,0,"review"
499,"Public Policy",0.69625322187785,4,4,4,0,"acceptable"
500,"Infrastructure",0.703871021473315,5,5,5,0,"review"
