"cycle","domain","search_length","search_cost_per_option","search_cost_total","satisficing_net_value"
497,"Financial Risk",4,0.00707549710059539,0.0283019884023816,0.628811513012926
47,"Infrastructure",1,0.0279848463344388,0.0279848463344388,0.659377523596089
255,"Organizational Strategy",1,0.0279676269437186,0.0279676269437186,0.769281249108596
443,"Organizational Strategy",1,0.0278539234376512,0.0278539234376512,0.674589034557039
63,"Public Policy",1,0.0278418387309648,0.0278418387309648,0.735872944630182
220,"Financial Risk",2,0.0138714285707101,0.0277428571414202,0.545535936441841
59,"AI Governance",2,0.0138249309337698,0.0276498618675396,0.744499920738335
256,"Healthcare",1,0.027174395842012,0.027174395842012,0.896711734368
223,"Organizational Strategy",1,0.0271649990370497,0.0271649990370497,0.653636666304937
240,"Public Policy",2,0.0135477382666431,0.0270954765332862,0.851852929187007
458,"AI Governance",3,0.0089625688502565,0.0268877065507695,0.672303668611266
420,"Healthcare",2,0.0133937808172777,0.0267875616345554,0.702405188703674
491,"AI Governance",1,0.0267711764411069,0.0267711764411069,0.695088008426823
130,"Financial Risk",1,0.0264915555925108,0.0264915555925108,0.653966256172702
125,"AI Governance",4,0.00661403121892363,0.0264561248756945,0.84987428384833
54,"AI Governance",1,0.0264008261146955,0.0264008261146955,0.575131470682741
391,"Financial Risk",1,0.02635522444034,0.02635522444034,0.67314838456956
39,"Public Policy",1,0.0259630635776557,0.0259630635776557,0.805517723895512
194,"Public Policy",1,0.0259397363290191,0.0259397363290191,0.661392073407719
329,"Healthcare",1,0.025856132118497,0.025856132118497,0.709575098608067
14,"Infrastructure",1,0.0257105497270823,0.0257105497270823,0.809057912356597
283,"AI Governance",1,0.0251800824888051,0.0251800824888051,0.62512723298949
416,"Organizational Strategy",1,0.0248755999514833,0.0248755999514833,0.738998822929639
372,"Financial Risk",1,0.0246963848941959,0.0246963848941959,0.842570954621823
117,"Infrastructure",1,0.0246934903645888,0.0246934903645888,0.726724092348691
105,"Public Policy",4,0.00611785139190033,0.0244714055676013,0.713551385869196
358,"Public Policy",1,0.0242871117265895,0.0242871117265895,0.64816977871504
73,"Public Policy",1,0.024247651451733,0.024247651451733,0.700591143761461
449,"Financial Risk",1,0.0241522325086407,0.0241522325086407,0.750314741827619
265,"Organizational Strategy",1,0.0238377634156495,0.0238377634156495,0.811341502409446
404,"Organizational Strategy",1,0.0237263358267955,0.0237263358267955,0.654360601791925
354,"Organizational Strategy",4,0.00590516742318869,0.0236206696927548,0.627553352094442
192,"Financial Risk",1,0.0235612308653072,0.0235612308653072,0.539311826859487
439,"Organizational Strategy",3,0.00783515384653583,0.0235054615396075,0.548366845715075
21,"Infrastructure",2,0.0117351052770391,0.0234702105540782,0.714414653894833
456,"Financial Risk",2,0.0116617828817107,0.0233235657634214,0.600539763853167
360,"Financial Risk",1,0.0230959731643088,0.0230959731643088,0.589211027041289
356,"Infrastructure",1,0.0229453031532466,0.0229453031532466,0.750552000535161
187,"AI Governance",4,0.00571480268146843,0.0228592107258737,0.717964135612223
198,"AI Governance",1,0.022693273734767,0.022693273734767,0.724806949761105
490,"Financial Risk",4,0.00563295816071332,0.0225318326428533,0.805951890710997
285,"AI Governance",1,0.0223456618841738,0.0223456618841738,0.643627853332015
277,"Public Policy",1,0.0221470831567422,0.0221470831567422,0.698744447783907
380,"Infrastructure",1,0.021938193521928,0.021938193521928,0.918661200518254
162,"AI Governance",1,0.0216233172779903,0.0216233172779903,0.665902307891947
174,"Infrastructure",1,0.0216030675079674,0.0216030675079674,0.690184325567721
136,"Infrastructure",1,0.0214278059708886,0.0214278059708886,0.666184316519879
447,"Organizational Strategy",1,0.0211844602040946,0.0211844602040946,0.612751158967244
64,"Infrastructure",4,0.00523926507215947,0.0209570602886379,0.825291532658194
143,"AI Governance",2,0.0104497261135839,0.0208994522271678,0.752977223621064
442,"Public Policy",3,0.00684393759584054,0.0205318127875216,0.657161878374899
77,"Financial Risk",1,0.0200454458338209,0.0200454458338209,0.739458889627152
17,"AI Governance",1,0.0199971196847036,0.0199971196847036,0.868440166901949
362,"Financial Risk",1,0.0198791198176332,0.0198791198176332,0.572425083502836
185,"Infrastructure",1,0.0194555089506321,0.0194555089506321,0.733450543422319
406,"Financial Risk",1,0.0194305824767798,0.0194305824767798,0.640615601673953
209,"Public Policy",1,0.0190671906317584,0.0190671906317584,0.660482723005543
250,"Healthcare",3,0.00633284440729767,0.018998533221893,0.809820951960189
12,"Financial Risk",1,0.0189698727545328,0.0189698727545328,0.77105789102833
29,"Financial Risk",1,0.0187433127895929,0.0187433127895929,0.562654877951057
253,"Financial Risk",1,0.018542801362928,0.018542801362928,0.921175675018434
24,"Public Policy",1,0.0184351950278506,0.0184351950278506,0.729365559384522
135,"Financial Risk",1,0.0183198836632073,0.0183198836632073,0.779809318570176
466,"Financial Risk",3,0.00609853218775243,0.0182955965632573,0.662442033858181
49,"Public Policy",1,0.0176864288956858,0.0176864288956858,0.630222553662555
171,"Infrastructure",1,0.0166251959884539,0.0166251959884539,0.765079015145143
151,"Public Policy",1,0.016344067780301,0.016344067780301,0.801490679704683
383,"Organizational Strategy",2,0.00802097238367423,0.0160419447673485,0.710858842971149
27,"Public Policy",3,0.00534314748132601,0.016029442443978,0.718999524118099
257,"Healthcare",2,0.00800356024410576,0.0160071204882115,0.728372302065722
453,"Healthcare",1,0.0159897775715217,0.0159897775715217,0.589273708367416
3,"Infrastructure",1,0.0157708491757512,0.0157708491757512,0.61156919555046
364,"Financial Risk",1,0.015750255426392,0.015750255426392,0.690979911758731
106,"Financial Risk",1,0.0155543961306103,0.0155543961306103,0.710570987528068
182,"Financial Risk",1,0.0154430711013265,0.0154430711013265,0.611781110400688
155,"Healthcare",1,0.0153201652155258,0.0153201652155258,0.69944550758364
131,"Organizational Strategy",1,0.015252329565119,0.015252329565119,0.837845389294797
147,"Infrastructure",2,0.00743724869098514,0.0148744973819703,0.687170551781623
178,"Healthcare",1,0.0148260573600419,0.0148260573600419,0.808869505621251
244,"Healthcare",1,0.0148074431996793,0.0148074431996793,0.798043382534023
403,"Infrastructure",2,0.00722203189274296,0.0144440637854859,0.763653487867646
148,"Public Policy",1,0.0143748066085391,0.0143748066085391,0.769621285399143
460,"AI Governance",1,0.0143040729849599,0.0143040729849599,0.890511227260656
473,"Organizational Strategy",1,0.0140498245763592,0.0140498245763592,0.763184697436233
146,"AI Governance",2,0.00693630996858701,0.013872619937174,0.732119027373053
210,"Financial Risk",1,0.0135790388565511,0.0135790388565511,0.731774283422974
436,"Public Policy",1,0.0134917489765212,0.0134917489765212,0.721927754040657
121,"Organizational Strategy",2,0.00666797292884439,0.0133359458576888,0.676004204252554
33,"AI Governance",1,0.013108625872992,0.013108625872992,0.626606047664033
102,"Financial Risk",1,0.0130983072682284,0.0130983072682284,0.755200672661369
438,"AI Governance",1,0.0128654208173975,0.0128654208173975,0.662045523291975
312,"Financial Risk",2,0.00636536301346496,0.0127307260269299,0.639981447157781
381,"Public Policy",2,0.00628785758744925,0.0125757151748985,0.707477115369435
2,"Financial Risk",2,0.00612293098587543,0.0122458619717509,0.711816454881684
474,"Infrastructure",1,0.0120080164400861,0.0120080164400861,0.640931980032745
34,"Infrastructure",1,0.0116059346869588,0.0116059346869588,0.720367472163212
204,"Healthcare",2,0.0057202020729892,0.0114404041459784,0.618224465313886
251,"Financial Risk",1,0.0113726751506329,0.0113726751506329,0.951798236799371
487,"Infrastructure",1,0.0111705710296519,0.0111705710296519,0.658544038955277
475,"Organizational Strategy",1,0.0108712973701768,0.0108712973701768,0.715317252592135
463,"Healthcare",1,0.0102706146426499,0.0102706146426499,0.678344935279171
197,"AI Governance",1,0.0102533446950838,0.0102533446950838,0.7972189644729
217,"Healthcare",1,0.010122517994605,0.010122517994605,0.644585473707202
419,"Infrastructure",1,0.00987261835485697,0.00987261835485697,0.585136385009951
115,"Financial Risk",1,0.00958047287538648,0.00958047287538648,0.721591960042001
267,"Infrastructure",1,0.00950598903466016,0.00950598903466016,0.805450746107459
211,"AI Governance",1,0.00943303314503282,0.00943303314503282,0.741466937380052
331,"Financial Risk",1,0.00940112671814859,0.00940112671814859,0.78817212915048
149,"Financial Risk",1,0.00932813804131001,0.00932813804131001,0.592608882872926
70,"AI Governance",1,0.00878380147740245,0.00878380147740245,0.6741703633367
477,"AI Governance",1,0.00868321773828939,0.00868321773828939,0.774764731120855
40,"Financial Risk",1,0.00860318610444665,0.00860318610444665,0.579484926918636
288,"Healthcare",1,0.00839566841954365,0.00839566841954365,0.837650536625053
304,"Organizational Strategy",1,0.00834976039361209,0.00834976039361209,0.662551749676519
346,"Infrastructure",1,0.00828777738614008,0.00828777738614008,0.790073101373855
134,"Infrastructure",1,0.00797726140823215,0.00797726140823215,0.716723293781567
140,"Infrastructure",1,0.00774617152055725,0.00774617152055725,0.91324599999236
55,"Financial Risk",1,0.00747589692706242,0.00747589692706242,0.759472181886344
496,"Public Policy",1,0.00745765557978302,0.00745765557978302,0.740985663768769
96,"Healthcare",1,0.00726669220253825,0.00726669220253825,0.69105057096642
30,"Healthcare",1,0.00716577786020935,0.00716577786020935,0.761648140328248
163,"Organizational Strategy",1,0.00692090190714225,0.00692090190714225,0.627512868283424
245,"Healthcare",1,0.00672138365218416,0.00672138365218416,0.642224197313649
254,"Financial Risk",1,0.0065788733609952,0.0065788733609952,0.640830547771188
387,"Healthcare",1,0.00647655056556687,0.00647655056556687,0.803168178219928
177,"Public Policy",1,0.00564684038748965,0.00564684038748965,0.83009783071317
461,"Organizational Strategy",1,0.00554629070684314,0.00554629070684314,0.72625945321305
