"case_id","domain","bias_source","hygiene_practice","true_value","evidence_quality","decision_stakes","pre_hygiene_judgment","post_hygiene_judgment","outcome","pre_error","post_error","pre_absolute_error","post_absolute_error","error_reduction","pre_brier_score","post_brier_score","brier_improvement","post_probability_bin","review_flag"
157,"Public Policy","confirmation","premortem",0.518535987101495,"medium","medium",0.614700933690015,0.683706051967433,1,0.0961649465885196,0.165170064865938,0.0961649465885196,0.165170064865938,-0.069005118277418,0.148455370499346,0.100041861562028,0.048413508937318,"[0.6,0.7)","review"
158,"Infrastructure","availability","base_rate_check",0.739956542477012,"medium","high",0.805377561596441,0.683723302919851,0,0.0654210191194298,-0.0562332395571604,0.0654210191194298,0.0562332395571604,0.00918777956226935,0.64863301672303,0.467477554955631,0.181155461767399,"[0.6,0.7)","review"
159,"Financial Risk","overconfidence","structured_dissent",0.260412938706577,"medium","medium",0.363180860019895,0.348256178865408,0,0.102767921313318,0.0878432401588315,0.102767921313318,0.0878432401588315,0.0149246811544863,0.13190033708479,0.121282366117935,0.010617970966855,"[0.3,0.4)","acceptable"
160,"AI Governance","availability","model_validation",0.843639014475048,"low","low",0.924663530509941,0.99,1,0.0810245160348931,0.146360985524952,0.0810245160348931,0.146360985524952,-0.0653364694900592,0.00567558363522663,1e-04,0.00557558363522663,"[0.9,1]","review"
161,"Organizational Strategy","framing","base_rate_check",0.6728336147964,"medium","high",0.643117127573112,0.69207581808716,1,-0.0297164872232877,0.0192422032907597,0.0297164872232877,0.0192422032907597,0.010474283932528,0.127365384631666,0.0948173018066919,0.0325480828249742,"[0.6,0.7)","acceptable"
162,"Organizational Strategy","framing","independent_estimates",0.711066758260131,"medium","low",0.787701256446698,0.733326591990422,1,0.0766344981865672,0.0222598337302913,0.0766344981865672,0.0222598337302913,0.0543746644562759,0.0450707565143107,0.0711147065394428,-0.0260439500251321,"[0.7,0.8)","acceptable"
163,"Healthcare","model_overtrust","calibration_review",0.521064087562263,"medium","medium",0.636433600910037,0.612661559377593,0,0.115369513347774,0.0915974718153297,0.115369513347774,0.0915974718153297,0.0237720415324445,0.405047728367317,0.375354186338984,0.029693542028333,"[0.6,0.7)","review"
164,"Infrastructure","availability","independent_estimates",0.346242427639663,"low","high",0.623371576924541,0.409222068674194,0,0.277129149284878,0.0629796410345312,0.277129149284878,0.0629796410345312,0.214149508250347,0.388592122917389,0.167462701489987,0.221129421427402,"[0.4,0.5)","review"
165,"Healthcare","availability","base_rate_check",0.89986499492079,"medium","medium",0.818802395491898,0.870358745802587,0,-0.0810625994288922,-0.029506249118203,0.0810625994288922,0.029506249118203,0.0515563503106892,0.670437362863271,0.757524346395053,-0.087086983531782,"[0.8,0.9)","review"
166,"Financial Risk","model_overtrust","independent_estimates",0.52642980478704,"medium","medium",0.634599003595796,0.571646925301622,1,0.108169198808756,0.045217120514582,0.108169198808756,0.045217120514582,0.0629520782941743,0.133517888173185,0.183486356603554,-0.0499684684303693,"[0.5,0.6)","acceptable"
167,"Healthcare","availability","premortem",0.121348963864148,"medium","medium",0.126500067531595,0.0917084676364513,0,0.00515110366744714,-0.0296404962276964,0.00515110366744714,0.0296404962276964,-0.0244893925602493,0.016002267085498,0.00841044303622603,0.00759182404927202,"[0,0.1)","review"
168,"Public Policy","model_overtrust","independent_estimates",0.136826116964221,"low","high",0.140610117072839,0.405251372019715,0,0.00378400010861771,0.268425255055494,0.00378400010861771,0.268425255055494,-0.264641254946877,0.0197712050232374,0.164228674523862,-0.144457469500624,"[0.4,0.5)","review"
169,"Infrastructure","anchoring","premortem",0.435706379264593,"medium","medium",0.577298130021192,0.481599572026447,0,0.141591750756599,0.0458931927618537,0.141591750756599,0.0458931927618537,0.0956985579947451,0.333273130925965,0.231938147776057,0.101334983149908,"[0.4,0.5)","acceptable"
170,"Organizational Strategy","overconfidence","premortem",0.566112127900124,"medium","low",0.761056290375015,0.745267896196101,1,0.194944162474892,0.179155768295977,0.194944162474892,0.179155768295977,0.0157883941789146,0.057094096369349,0.0648884447083605,-0.00779434833901155,"[0.7,0.8)","review"
171,"AI Governance","model_overtrust","model_validation",0.844846205972135,"high","high",0.864014246606751,0.937575023300289,1,0.0191680406346157,0.0927288173281535,0.0191680406346157,0.0927288173281535,-0.0735607766935378,0.0184921251259296,0.00389687771595951,0.0145952474099701,"[0.9,1]","review"
172,"Healthcare","overconfidence","base_rate_check",0.459276796318591,"medium","high",0.521613684556879,0.57793675321388,0,0.0623368882382882,0.11865995689529,0.0623368882382882,0.11865995689529,-0.0563230686570017,0.272080835917003,0.334010890715402,-0.0619300547983987,"[0.5,0.6)","review"
173,"Public Policy","availability","premortem",0.114343821443617,"medium","high",0.0668154121289428,0.0964667461063627,0,-0.0475284093146745,-0.0178770753372547,0.0475284093146745,0.0178770753372547,0.0296513339774199,0.00446429929796048,0.00930583310434944,-0.00484153380638896,"[0,0.1)","acceptable"
174,"Public Policy","groupthink","model_validation",0.776376977190375,"medium","medium",0.81211038502073,0.688373941655202,1,0.0357334078303542,-0.0880030355351734,0.0357334078303542,0.0880030355351734,-0.0522696277048192,0.0353025074170585,0.0971108002395155,-0.061808292822457,"[0.6,0.7)","review"
175,"AI Governance","framing","decision_record",0.418053917773068,"low","low",0.496321582992943,0.44651495621182,0,0.0782676652198755,0.0284610384387522,0.0782676652198755,0.0284610384387522,0.0498066267811233,0.246335113744621,0.199375606120844,0.0469595076237776,"[0.4,0.5)","acceptable"
176,"Financial Risk","anchoring","independent_estimates",0.663491787388921,"medium","low",0.88715582746412,0.674030570268756,0,0.223664040075199,0.0105387828798348,0.223664040075199,0.0105387828798348,0.213125257195364,0.787045462203547,0.454317209656824,0.332728252546723,"[0.6,0.7)","review"
177,"Organizational Strategy","anchoring","calibration_review",0.604668681509793,"high","low",0.693603755076773,0.736765617818807,1,0.08893507356698,0.132096936309014,0.08893507356698,0.132096936309014,-0.0431618627420344,0.0938786589030542,0.0692923399623143,0.0245863189407399,"[0.7,0.8)","review"
178,"Organizational Strategy","anchoring","structured_dissent",0.794769072905183,"low","medium",0.834414238793445,0.866871910682499,1,0.0396451658882625,0.0721028377773161,0.0396451658882625,0.0721028377773161,-0.0324576718890536,0.0274186443143541,0.0177230881653285,0.0096955561490256,"[0.8,0.9)","review"
179,"Infrastructure","framing","calibration_review",0.430461363866925,"medium","high",0.396397180387168,0.399439339607003,1,-0.034064183479757,-0.0310220242599223,0.034064183479757,0.0310220242599223,0.0030421592198347,0.364336363844561,0.360673106811673,0.00366325703288789,"[0.3,0.4)","review"
180,"Healthcare","groupthink","independent_estimates",0.89187462888658,"high","low",0.901006748327872,0.924741146921015,1,0.00913211944129177,0.032866518034434,0.00913211944129177,0.032866518034434,-0.0237343985931422,0.00979966387662121,0.00566389496676432,0.00413576890985689,"[0.9,1]","review"
181,"Public Policy","overconfidence","base_rate_check",0.240581792220473,"medium","high",0.417811735173543,0.471061902191425,0,0.177229942953069,0.230480109970951,0.177229942953069,0.230480109970951,-0.0532501670178821,0.174566646048727,0.221899315696203,-0.0473326696474769,"[0.4,0.5)","review"
182,"AI Governance","confirmation","calibration_review",0.259800316952169,"medium","medium",0.350736219536275,0.238507730192154,0,0.0909359025841065,-0.0212925867600145,0.0909359025841065,0.0212925867600145,0.069643315824092,0.123015895694598,0.0568859373614135,0.0661299583331849,"[0.2,0.3)","acceptable"
183,"Financial Risk","anchoring","premortem",0.461083510145545,"high","high",0.510137472153999,0.534666989745551,0,0.049053962008454,0.0735834796000061,0.049053962008454,0.0735834796000061,-0.0245295175915521,0.260240240495672,0.285868789923569,-0.0256285494278971,"[0.5,0.6)","review"
184,"Organizational Strategy","confirmation","calibration_review",0.466859042644501,"medium","medium",0.595240722841149,0.531502630833366,1,0.128381680196648,0.0646435881888657,0.128381680196648,0.0646435881888657,0.0637380920077824,0.163830072446156,0.219489784916057,-0.0556597124699012,"[0.5,0.6)","acceptable"
185,"Healthcare","overconfidence","model_validation",0.827710304968059,"low","high",0.99,0.99,1,0.162289695031941,0.162289695031941,0.162289695031941,0.162289695031941,0,1e-04,1e-04,0,"[0.9,1]","review"
186,"AI Governance","framing","model_validation",0.481577957980335,"high","medium",0.366883809029705,0.515343347812862,1,-0.114694148950629,0.0337653898325269,0.114694148950629,0.0337653898325269,0.0809287591181025,0.400836111268735,0.234892070509245,0.16594404075949,"[0.5,0.6)","acceptable"
187,"Financial Risk","confirmation","model_validation",0.171020753867924,"high","medium",0.322466076197699,0.20601388192787,0,0.151445322329775,0.0349931280599461,0.151445322329775,0.0349931280599461,0.116452194269829,0.10398437029834,0.0424417195469905,0.0615426507513498,"[0.2,0.3)","acceptable"
188,"Infrastructure","overconfidence","structured_dissent",0.323995909839869,"medium","low",0.235012192325414,0.232998066103682,1,-0.0889837175144547,-0.0909978437361869,0.0889837175144547,0.0909978437361869,-0.00201412622173222,0.58520634589077,0.588291966600692,-0.00308562070992258,"[0.2,0.3)","review"
189,"Healthcare","groupthink","decision_record",0.837153332307935,"high","low",0.789585399941458,0.759854282210443,1,-0.047567932366477,-0.0772990500974922,0.047567932366477,0.0772990500974922,-0.0297311177310151,0.0442743039177963,0.0576699657726617,-0.0133956618548654,"[0.7,0.8)","review"
190,"Public Policy","confirmation","premortem",0.867834553308785,"high","low",0.934880996936082,0.882967883601641,1,0.0670464436272966,0.015133330292856,0.0670464436272966,0.015133330292856,0.0519131133344406,0.00424048456003861,0.013696516268679,-0.00945603170864043,"[0.8,0.9)","acceptable"
191,"Financial Risk","framing","structured_dissent",0.755723550915718,"medium","medium",0.87983516012757,0.619777631631655,0,0.124111609211852,-0.135945919284063,0.124111609211852,0.135945919284063,-0.0118343100722104,0.774109908996708,0.384124312670944,0.389985596325764,"[0.6,0.7)","review"
192,"Financial Risk","model_overtrust","model_validation",0.238848639093339,"low","medium",0.453490773102216,0.349757277971454,0,0.214642134008877,0.110908638878115,0.214642134008877,0.110908638878115,0.103733495130762,0.205653881288846,0.122330153494001,0.0833237277948444,"[0.3,0.4)","acceptable"
193,"Organizational Strategy","framing","calibration_review",0.186481188982725,"high","low",0.255010897151265,0.18863383588053,0,0.0685297081685398,0.00215264689780453,0.0685297081685398,0.00215264689780453,0.0663770612707352,0.065030557665893,0.0355827240390026,0.0294478336268904,"[0.1,0.2)","acceptable"
194,"Infrastructure","framing","base_rate_check",0.436413571611047,"medium","medium",0.341319151335235,0.296752152748241,1,-0.0950944202758118,-0.139661418862806,0.0950944202758118,0.139661418862806,-0.0445669985869944,0.433860460397735,0.494557534664234,-0.0606970742664988,"[0.2,0.3)","review"
195,"Infrastructure","confirmation","premortem",0.153367020376027,"medium","low",0.290105064959755,0.371267219221004,0,0.136738044583728,0.217900198844977,0.136738044583728,0.217900198844977,-0.0811621542612486,0.0841609487153037,0.137839348068097,-0.0536783993527931,"[0.3,0.4)","review"
196,"Infrastructure","overconfidence","model_validation",0.608151338994503,"low","low",0.507626369126465,0.818970420193688,1,-0.100524969868038,0.210819081199185,0.100524969868038,0.210819081199185,-0.110294111331148,0.242431792379588,0.0327717087648498,0.209660083614738,"[0.8,0.9)","review"
197,"Financial Risk","model_overtrust","structured_dissent",0.511020960845053,"high","low",0.644934154888644,0.579690102800266,0,0.133913194043591,0.0686691419552131,0.133913194043591,0.0686691419552131,0.0652440520883777,0.415940064141929,0.336040615284583,0.0798994488573461,"[0.5,0.6)","review"
198,"Public Policy","model_overtrust","structured_dissent",0.555876361764967,"low","high",0.834574760606773,0.752657913909198,0,0.278698398841806,0.19678155214423,0.278698398841806,0.19678155214423,0.0819168466975757,0.696515031041853,0.566493935370145,0.130021095671708,"[0.7,0.8)","review"
199,"Public Policy","anchoring","decision_record",0.590140547417104,"medium","low",0.765606030811227,0.574348542399781,0,0.175465483394122,-0.015792005017323,0.175465483394122,0.015792005017323,0.159673478376799,0.586152594414521,0.329876248156753,0.256276346257767,"[0.5,0.6)","review"
200,"Public Policy","model_overtrust","premortem",0.46974213514477,"low","medium",0.33577529993447,0.54652392653386,1,-0.1339668352103,0.0767817913890899,0.1339668352103,0.0767817913890899,0.0571850438212097,0.441194452177143,0.205640549206268,0.235553902970875,"[0.5,0.6)","acceptable"
201,"Organizational Strategy","groupthink","independent_estimates",0.805783948302269,"medium","medium",0.829251913746907,0.99,1,0.0234679654446384,0.184216051697731,0.0234679654446384,0.184216051697731,-0.160748086253093,0.0291549089590935,1e-04,0.0290549089590935,"[0.9,1]","review"
202,"AI Governance","confirmation","model_validation",0.423799388110638,"low","low",0.54517964939423,0.584922309157609,0,0.121380261283593,0.161122921046971,0.121380261283593,0.161122921046971,-0.0397426597633782,0.297220850113616,0.342134107750269,-0.0449132576366531,"[0.5,0.6)","review"
203,"Organizational Strategy","availability","premortem",0.488018789328635,"medium","medium",0.429734571268845,0.472556249826983,0,-0.0582842180597896,-0.0154625395016521,0.0582842180597896,0.0154625395016521,0.0428216785581375,0.184671801743618,0.223309409250542,-0.0386376075069235,"[0.4,0.5)","acceptable"
204,"Infrastructure","anchoring","structured_dissent",0.506638357229531,"high","high",0.596889599179885,0.506317757847445,0,0.0902512419503545,-0.000320599382086062,0.0902512419503545,0.000320599382086062,0.0899306425682684,0.356277193609124,0.256357671911664,0.0999195216974605,"[0.5,0.6)","review"
205,"Public Policy","groupthink","structured_dissent",0.630314395390451,"medium","medium",0.831327942091521,0.701892236482396,1,0.201013546701071,0.0715778410919448,0.201013546701071,0.0715778410919448,0.129435705609126,0.0284502631190811,0.0888682386694679,-0.0604179755503867,"[0.7,0.8)","acceptable"
206,"AI Governance","overconfidence","base_rate_check",0.330983452498913,"low","medium",0.288494167085866,0.306220803088949,0,-0.0424892854130469,-0.0247626494099636,0.0424892854130469,0.0247626494099636,0.0177266360030833,0.0832288844425675,0.093771180244441,-0.0105422958018735,"[0.3,0.4)","acceptable"
207,"Infrastructure","framing","base_rate_check",0.821075036935508,"low","low",0.786883801507345,0.975121009417869,0,-0.0341912354281635,0.154045972482361,0.0341912354281635,0.154045972482361,-0.119854737054197,0.61918611707465,0.950860983008124,-0.331674865933473,"[0.9,1]","review"
208,"Public Policy","model_overtrust","structured_dissent",0.350114349834621,"medium","medium",0.555376221464325,0.538022504587743,1,0.205261871629704,0.187908154753122,0.205261871629704,0.187908154753122,0.0173537168765825,0.197690304439341,0.213423206267382,-0.0157329018280414,"[0.5,0.6)","review"
209,"Public Policy","framing","calibration_review",0.803310507163405,"low","high",0.797935597671211,0.821669985586746,1,-0.00537490949219455,0.0183594784233407,0.00537490949219455,0.0183594784233407,-0.0129845689311462,0.0408300226884907,0.0318015940406313,0.00902842864785944,"[0.8,0.9)","review"
210,"Public Policy","confirmation","decision_record",0.752812679298222,"high","high",0.810242906507931,0.862723003382409,0,0.0574302272097091,0.109910324084187,0.0574302272097091,0.109910324084187,-0.0524800968744777,0.65649356754642,0.744290980565164,-0.0877974130187439,"[0.8,0.9)","review"
211,"Infrastructure","confirmation","premortem",0.736499611847103,"medium","high",0.930493963427896,0.708435258740817,0,0.193994351580793,-0.0280643531062853,0.193994351580793,0.0280643531062853,0.165929998474508,0.865819015975754,0.501880515827169,0.363938500148585,"[0.7,0.8)","review"
212,"Healthcare","confirmation","structured_dissent",0.845195282064378,"high","medium",0.882771311747752,0.983599536155124,1,0.0375760296833734,0.138404254090746,0.0375760296833734,0.138404254090746,-0.100828224407372,0.0137425653493428,0.00026897521432709,0.0134735901350157,"[0.9,1]","review"
213,"Financial Risk","anchoring","decision_record",0.601599669642746,"medium","high",0.851876989595172,0.801162333740019,1,0.250277319952426,0.199562664097272,0.250277319952426,0.199562664097272,0.0507146558551532,0.0219404262113888,0.0395364175237156,-0.0175959913123269,"[0.8,0.9)","review"
214,"AI Governance","anchoring","premortem",0.233340668305755,"medium","low",0.268290676849396,0.376002205090948,0,0.0349500085436413,0.142661536785194,0.0349500085436413,0.142661536785194,-0.107711528241552,0.071979887284307,0.141377658233255,-0.0693977709489485,"[0.3,0.4)","review"
215,"AI Governance","groupthink","calibration_review",0.618703983724117,"medium","medium",0.554449559732282,0.684027663200223,0,-0.0642544239918357,0.0653236794761054,0.0642544239918357,0.0653236794761054,-0.00106925548426973,0.307414314287321,0.467893844023157,-0.160479529735836,"[0.6,0.7)","review"
216,"Infrastructure","anchoring","calibration_review",0.477003554068506,"low","low",0.115622768033857,0.444516648738151,1,-0.361380786034649,-0.0324869053303549,0.361380786034649,0.0324869053303549,0.328893880704294,0.782123088420097,0.308561753529095,0.473561334891002,"[0.4,0.5)","review"
217,"Public Policy","model_overtrust","model_validation",0.80835056938231,"medium","medium",0.963348399330768,0.859062682583622,1,0.154997829948458,0.0507121132013115,0.154997829948458,0.0507121132013115,0.104285716747147,0.00134333983161684,0.019863327440525,-0.0185199876089082,"[0.8,0.9)","acceptable"
218,"Organizational Strategy","availability","premortem",0.711317157931626,"medium","low",0.697521404251877,0.728276079249806,1,-0.0137957536797485,0.0169589213181797,0.0137957536797485,0.0169589213181797,-0.00316316763843116,0.0914933008857562,0.073833889107858,0.0176594117778982,"[0.7,0.8)","review"
219,"Financial Risk","groupthink","independent_estimates",0.791851106099784,"low","low",0.854829263836342,0.962310863403149,1,0.0629781577365571,0.170459757303365,0.0629781577365571,0.170459757303365,-0.107481599566808,0.0210745426382985,0.00142047101741607,0.0196540716208825,"[0.9,1]","review"
220,"Infrastructure","anchoring","premortem",0.598680868372321,"medium","medium",0.542582309215339,0.510506249332913,1,-0.0560985591569824,-0.0881746190394077,0.0560985591569824,0.0881746190394077,-0.0320760598824253,0.209230943842772,0.239604131942132,-0.03037318809936,"[0.5,0.6)","review"
221,"AI Governance","anchoring","decision_record",0.480379642732441,"low","low",0.750318521960987,0.522718999033025,0,0.269938879228545,0.0423393563005831,0.269938879228545,0.0423393563005831,0.227599522927962,0.56297788439772,0.273235151950087,0.289742732447633,"[0.5,0.6)","review"
222,"Organizational Strategy","confirmation","base_rate_check",0.847117611579597,"high","low",0.966704411373947,0.941359696425971,1,0.11958679979435,0.0942420848463743,0.11958679979435,0.0942420848463743,0.0253447149479755,0.00110859622195536,0.00343868520325423,-0.00233008898129888,"[0.9,1]","acceptable"
223,"Healthcare","confirmation","base_rate_check",0.613832982629538,"medium","high",0.793438775208451,0.539496363021253,1,0.179605792578913,-0.0743366196082842,0.179605792578913,0.0743366196082842,0.105269172970629,0.042667539587385,0.212063599670653,-0.169396060083268,"[0.5,0.6)","acceptable"
224,"Public Policy","framing","structured_dissent",0.325011007487774,"low","medium",0.399352695283416,0.266626747567763,0,0.0743416877956421,-0.058384259920011,0.0743416877956421,0.058384259920011,0.0159574278756311,0.159482575230129,0.0710898225185636,0.0883927527115654,"[0.2,0.3)","acceptable"
225,"Public Policy","availability","premortem",0.863783716224134,"low","high",0.99,0.99,1,0.126216283775866,0.126216283775866,0.126216283775866,0.126216283775866,0,1e-04,1e-04,0,"[0.9,1]","review"
226,"Public Policy","availability","base_rate_check",0.365283785946667,"medium","medium",0.504941114182423,0.426010474046523,0,0.139657328235756,0.0607266880998554,0.139657328235756,0.0607266880998554,0.0789306401359002,0.254965528791787,0.181484923997343,0.0734806047944436,"[0.4,0.5)","acceptable"
227,"Financial Risk","confirmation","calibration_review",0.843523240275681,"low","high",0.921503748451783,0.99,1,0.0779805081761015,0.146476759724319,0.0779805081761015,0.146476759724319,-0.0684962515482175,0.00616166150712104,1e-04,0.00606166150712104,"[0.9,1]","review"
228,"Healthcare","anchoring","structured_dissent",0.652369588427246,"high","medium",0.844597677789572,0.723293623672758,1,0.192228089362326,0.0709240352455127,0.192228089362326,0.0709240352455127,0.121304054116813,0.0241498817483938,0.076566418700153,-0.0524165369517592,"[0.7,0.8)","acceptable"
229,"AI Governance","overconfidence","premortem",0.231378623656929,"high","high",0.36564605891878,0.362905378620451,0,0.134267435261852,0.131526754963523,0.134267435261852,0.131526754963523,0.00274068029832897,0.133697040402836,0.131700313831653,0.00199672657118302,"[0.3,0.4)","acceptable"
230,"Infrastructure","framing","independent_estimates",0.385079980827868,"low","high",0.263314896790472,0.473269162173938,1,-0.121765084037396,0.08818918134607,0.121765084037396,0.08818918134607,0.0335759026913264,0.542704941290833,0.277445375516945,0.265259565773888,"[0.4,0.5)","review"
231,"Infrastructure","availability","independent_estimates",0.840975732915104,"low","medium",0.99,0.982243424252038,1,0.149024267084896,0.141267691336934,0.149024267084896,0.141267691336934,0.00775657574796229,1e-04,0.000315295982293123,-0.000215295982293123,"[0.9,1]","acceptable"
232,"AI Governance","anchoring","base_rate_check",0.881940705701709,"medium","medium",0.984252212920949,0.943053151016686,0,0.10231150721924,0.061112445314977,0.10231150721924,0.061112445314977,0.0411990619042629,0.968752418639784,0.8893492456425,0.0794031729972846,"[0.9,1]","review"
233,"Public Policy","confirmation","model_validation",0.472632467187941,"medium","high",0.668266441203533,0.473413891116956,1,0.195633974015592,0.000781423929014979,0.195633974015592,0.000781423929014979,0.194852550086577,0.110047154031769,0.277292930068585,-0.167245776036816,"[0.4,0.5)","review"
234,"Infrastructure","framing","calibration_review",0.344842855446041,"medium","medium",0.252353233399605,0.193413936059545,1,-0.0924896220464357,-0.151428919386495,0.0924896220464357,0.151428919386495,-0.0589392973400598,0.558975687608026,0.650581078542955,-0.0916053909349298,"[0.1,0.2)","review"
235,"Public Policy","groupthink","base_rate_check",0.146216271445155,"medium","low",0.160375656570938,0.192210393707702,0,0.014159385125783,0.0459941222625473,0.014159385125783,0.0459941222625473,-0.0318347371367644,0.0257203512205595,0.03694483544927,-0.0112244842287105,"[0.1,0.2)","review"
236,"Organizational Strategy","framing","independent_estimates",0.611387420631945,"high","low",0.685629961305875,0.618135991643662,1,0.0742425406739293,0.00674857101171678,0.0742425406739293,0.00674857101171678,0.0674939696622125,0.098828521228546,0.145820120877969,-0.0469915996494235,"[0.6,0.7)","acceptable"
237,"Public Policy","model_overtrust","base_rate_check",0.821523080766201,"low","high",0.62169228304509,0.767889185140466,1,-0.199830797721111,-0.053633895625735,0.199830797721111,0.053633895625735,0.146196902095376,0.143116728707636,0.0538754303747568,0.0892412983328794,"[0.7,0.8)","review"
238,"AI Governance","overconfidence","model_validation",0.762482383847237,"low","medium",0.890937217849442,0.917622611074629,1,0.128454834002205,0.155140227227393,0.128454834002205,0.155140227227393,-0.0266853932251877,0.0118946904504201,0.00678603420616177,0.00510865624425837,"[0.9,1]","review"
239,"Organizational Strategy","groupthink","premortem",0.526926187425852,"low","high",0.385068786112573,0.566424408834248,1,-0.141857401313279,0.0394982214083958,0.141857401313279,0.0394982214083958,0.102359179904883,0.378140397813064,0.187987793254732,0.190152604558333,"[0.5,0.6)","review"
240,"Financial Risk","framing","structured_dissent",0.219312057644129,"high","medium",0.254527789756278,0.141666781408774,0,0.0352157321121492,-0.0776452762353544,0.0352157321121492,0.0776452762353544,-0.0424295441232052,0.064784395758216,0.0200694769547215,0.0447149188034946,"[0.1,0.2)","review"
241,"Public Policy","anchoring","calibration_review",0.766591583937407,"low","medium",0.99,0.672167691213497,1,0.223408416062593,-0.0944238927239097,0.223408416062593,0.0944238927239097,0.128984523338684,1e-04,0.107474022684289,-0.107374022684289,"[0.6,0.7)","acceptable"
242,"Organizational Strategy","overconfidence","independent_estimates",0.793718881346285,"high","low",0.947771847360579,0.782255509314179,1,0.154052966014293,-0.0114633720321063,0.154052966014293,0.0114633720321063,0.142589593982187,0.00272777992812669,0.0474126632240275,-0.0446848832959009,"[0.7,0.8)","acceptable"
243,"Healthcare","confirmation","decision_record",0.879004970751703,"high","high",0.99,0.99,1,0.110995029248297,0.110995029248297,0.110995029248297,0.110995029248297,0,1e-04,1e-04,0,"[0.9,1]","acceptable"
244,"Organizational Strategy","model_overtrust","base_rate_check",0.163714582845569,"low","medium",0.225793624852692,0.247643044502757,0,0.0620790420071236,0.0839284616571882,0.0620790420071236,0.0839284616571882,-0.0218494196500646,0.0509827610241183,0.0613270774905944,-0.0103443164664761,"[0.2,0.3)","review"
245,"Organizational Strategy","groupthink","independent_estimates",0.787920439988375,"medium","high",0.870495022688332,0.804157155058365,1,0.0825745826999568,0.01623671506999,0.0825745826999568,0.01623671506999,0.0663378676299667,0.0167715391484958,0.0383544199148334,-0.0215828807663376,"[0.8,0.9)","acceptable"
246,"Infrastructure","confirmation","decision_record",0.24482004493475,"medium","high",0.393642000400718,0.36791374481883,0,0.148821955465969,0.123093699884081,0.148821955465969,0.123093699884081,0.0257282555818878,0.154954024479479,0.135360523626615,0.0195935008528636,"[0.3,0.4)","acceptable"
247,"Organizational Strategy","model_overtrust","decision_record",0.389457407407463,"low","high",0.371964141495247,0.474929388238897,0,-0.0174932659122158,0.0854719808314345,0.0174932659122158,0.0854719808314345,-0.0679787149192188,0.138357322558296,0.225557923812973,-0.0872006012546771,"[0.4,0.5)","review"
248,"Healthcare","anchoring","calibration_review",0.887409698963165,"medium","medium",0.914062773934153,0.809656841509925,1,0.0266530749709872,-0.0777528574532408,0.0266530749709872,0.0777528574532408,-0.0510997824822536,0.00738520682389256,0.036230517983978,-0.0288453111600854,"[0.8,0.9)","review"
249,"AI Governance","confirmation","model_validation",0.457069061510265,"low","high",0.361026715406632,0.616563070205346,1,-0.0960423461036328,0.159494008695081,0.0960423461036328,0.159494008695081,-0.0634516625914479,0.408286858424037,0.147023879130351,0.261262979293686,"[0.6,0.7)","review"
250,"AI Governance","availability","structured_dissent",0.786193733289838,"low","medium",0.951829779964948,0.871331433716299,1,0.16563604667511,0.0851377004264611,0.16563604667511,0.0851377004264611,0.080498346248649,0.00232037009822533,0.0165555999495032,-0.0142352298512778,"[0.8,0.9)","acceptable"
251,"Financial Risk","groupthink","structured_dissent",0.229431092180312,"low","medium",0.137967648010199,0.028342066751129,1,-0.091463444170113,-0.201089025429183,0.091463444170113,0.201089025429183,-0.10962558125907,0.743099775877069,0.944119139245468,-0.201019363368399,"[0,0.1)","review"
252,"AI Governance","groupthink","calibration_review",0.250611150637269,"medium","low",0.301069506793988,0.347525723257915,1,0.0504583561567188,0.0969145726206456,0.0504583561567188,0.0969145726206456,-0.0464562164639268,0.488503834333199,0.425722681810108,0.0627811525230919,"[0.3,0.4)","review"
253,"Healthcare","model_overtrust","calibration_review",0.264497213438153,"medium","high",0.367693611581097,0.323533984228702,0,0.103196398142944,0.0590367707905484,0.103196398142944,0.0590367707905484,0.0441596273523958,0.135198591997551,0.104674238950898,0.0305243530466532,"[0.3,0.4)","acceptable"
254,"Public Policy","availability","independent_estimates",0.11829294078052,"low","medium",0.226509392922453,0.0321820931361283,0,0.108216452141933,-0.0861108476443921,0.108216452141933,0.0861108476443921,0.0221056044975406,0.0513065050820983,0.00103568711862244,0.0502708179634759,"[0,0.1)","acceptable"
255,"Organizational Strategy","framing","independent_estimates",0.650213654898107,"high","high",0.723753630059239,0.824725895823546,1,0.0735399751611315,0.174512240925439,0.0735399751611315,0.174512240925439,-0.100972265764308,0.076312056905448,0.0307210115948584,0.0455910453105896,"[0.8,0.9)","review"
256,"Public Policy","availability","decision_record",0.103792614676058,"medium","medium",0.231629366430256,0.116719156029264,0,0.127836751754198,0.0129265413532055,0.127836751754198,0.0129265413532055,0.114910210400993,0.053652163392882,0.0136233613841836,0.0400288020086984,"[0.1,0.2)","acceptable"
257,"Organizational Strategy","availability","decision_record",0.405891339294612,"high","low",0.470788065727388,0.347100149747787,0,0.0648967264327758,-0.0587911895468251,0.0648967264327758,0.0587911895468251,0.00610553688595067,0.221641402831336,0.120478513954936,0.101162888876399,"[0.3,0.4)","acceptable"
258,"Public Policy","overconfidence","premortem",0.879598664864898,"high","medium",0.972941980344658,0.938042622709955,1,0.0933433154797598,0.058443957845057,0.0933433154797598,0.058443957845057,0.0348993576347029,0.000732136427668895,0.00383871660066101,-0.00310658017299212,"[0.9,1]","acceptable"
