"simulation_id","alternative","score","rank"
755,"Resilience-Priority Option",0.710831255126437,3
755,"Low-Cost Minimum Option",0.651277151186352,5
755,"Adaptive Portfolio Option",0.819238374104189,1
756,"Efficiency-First Option",0.599998025231723,6
756,"Balanced Option",0.748508956262422,2
756,"Equity-Priority Option",0.702341265301498,4
756,"Resilience-Priority Option",0.719996727467963,3
756,"Low-Cost Minimum Option",0.623294219673227,5
756,"Adaptive Portfolio Option",0.818816670801448,1
757,"Efficiency-First Option",0.5629484299557,6
757,"Balanced Option",0.750112180281433,2
757,"Equity-Priority Option",0.73825297984564,3
757,"Resilience-Priority Option",0.721371818949465,4
757,"Low-Cost Minimum Option",0.580600545044552,5
757,"Adaptive Portfolio Option",0.832414913075261,1
758,"Efficiency-First Option",0.55034520245248,6
758,"Balanced Option",0.750253048336388,2
758,"Equity-Priority Option",0.734221599766919,3
758,"Resilience-Priority Option",0.727484150052295,4
758,"Low-Cost Minimum Option",0.567800869617719,5
758,"Adaptive Portfolio Option",0.843571753267741,1
759,"Efficiency-First Option",0.542548947089971,6
759,"Balanced Option",0.752464309971722,2
759,"Equity-Priority Option",0.738820259251184,4
759,"Resilience-Priority Option",0.748323344915204,3
759,"Low-Cost Minimum Option",0.553577674772687,5
759,"Adaptive Portfolio Option",0.841739676413188,1
760,"Efficiency-First Option",0.596613130633285,6
760,"Balanced Option",0.747912944760715,2
760,"Equity-Priority Option",0.70563436828909,4
760,"Resilience-Priority Option",0.712615845733698,3
760,"Low-Cost Minimum Option",0.621939070454015,5
760,"Adaptive Portfolio Option",0.824184542845984,1
761,"Efficiency-First Option",0.546918142171518,6
761,"Balanced Option",0.756247990101855,3
761,"Equity-Priority Option",0.721482152592607,4
761,"Resilience-Priority Option",0.765391447794868,2
761,"Low-Cost Minimum Option",0.55050561214401,5
761,"Adaptive Portfolio Option",0.84725340381614,1
762,"Efficiency-First Option",0.53710482120358,5
762,"Balanced Option",0.760871691995993,3
762,"Equity-Priority Option",0.731635074930398,4
762,"Resilience-Priority Option",0.781611944848252,2
762,"Low-Cost Minimum Option",0.531381602026045,6
762,"Adaptive Portfolio Option",0.858616130431992,1
763,"Efficiency-First Option",0.555848142934515,6
763,"Balanced Option",0.756464055994174,3
763,"Equity-Priority Option",0.72138228511677,4
763,"Resilience-Priority Option",0.76091583844997,2
763,"Low-Cost Minimum Option",0.560105300376075,5
763,"Adaptive Portfolio Option",0.845639555569782,1
764,"Efficiency-First Option",0.57570072375451,6
764,"Balanced Option",0.752137899834016,2
764,"Equity-Priority Option",0.702794546547256,4
764,"Resilience-Priority Option",0.748508910412609,3
764,"Low-Cost Minimum Option",0.589801188191099,5
764,"Adaptive Portfolio Option",0.833154895330019,1
765,"Efficiency-First Option",0.546467430142206,6
765,"Balanced Option",0.757036197369857,3
765,"Equity-Priority Option",0.731357905502398,4
765,"Resilience-Priority Option",0.763997308824461,2
765,"Low-Cost Minimum Option",0.549272333223311,5
765,"Adaptive Portfolio Option",0.850263508709971,1
766,"Efficiency-First Option",0.593619023229138,6
766,"Balanced Option",0.75164099866074,2
766,"Equity-Priority Option",0.704827983856491,4
766,"Resilience-Priority Option",0.72919060215934,3
766,"Low-Cost Minimum Option",0.608967747408316,5
766,"Adaptive Portfolio Option",0.820250064749412,1
767,"Efficiency-First Option",0.575969197186121,6
767,"Balanced Option",0.754205853567288,2
767,"Equity-Priority Option",0.702350271305549,4
767,"Resilience-Priority Option",0.753950716395913,3
767,"Low-Cost Minimum Option",0.588772443196249,5
767,"Adaptive Portfolio Option",0.848342877369507,1
768,"Efficiency-First Option",0.546976057163306,6
768,"Balanced Option",0.749808569354521,2
768,"Equity-Priority Option",0.740623486767001,3
768,"Resilience-Priority Option",0.731056775447739,4
768,"Low-Cost Minimum Option",0.561729420327983,5
768,"Adaptive Portfolio Option",0.828051464765176,1
769,"Efficiency-First Option",0.538693904207764,6
769,"Balanced Option",0.743286644755516,3
769,"Equity-Priority Option",0.744381696323524,2
769,"Resilience-Priority Option",0.715601426180824,4
769,"Low-Cost Minimum Option",0.569798416738109,5
769,"Adaptive Portfolio Option",0.839283374772259,1
770,"Efficiency-First Option",0.564447414002061,6
770,"Balanced Option",0.75048878430772,2
770,"Equity-Priority Option",0.716739745609212,4
770,"Resilience-Priority Option",0.741411544366992,3
770,"Low-Cost Minimum Option",0.579247463794566,5
770,"Adaptive Portfolio Option",0.825672123390614,1
771,"Efficiency-First Option",0.580747662320757,6
771,"Balanced Option",0.755745435316584,2
771,"Equity-Priority Option",0.715991657255832,4
771,"Resilience-Priority Option",0.741606882682649,3
771,"Low-Cost Minimum Option",0.586801105541412,5
771,"Adaptive Portfolio Option",0.828869759635043,1
772,"Efficiency-First Option",0.546951384361413,6
772,"Balanced Option",0.747145324915698,2
772,"Equity-Priority Option",0.728510226417295,4
772,"Resilience-Priority Option",0.734370477384254,3
772,"Low-Cost Minimum Option",0.56965789558292,5
772,"Adaptive Portfolio Option",0.837749870945308,1
773,"Efficiency-First Option",0.562177068960285,6
773,"Balanced Option",0.754938682299907,3
773,"Equity-Priority Option",0.712111551988472,4
773,"Resilience-Priority Option",0.762025602217921,2
773,"Low-Cost Minimum Option",0.568822165788403,5
773,"Adaptive Portfolio Option",0.837152320639763,1
774,"Efficiency-First Option",0.572164678492638,6
774,"Balanced Option",0.745965970739077,2
774,"Equity-Priority Option",0.729398798376504,3
774,"Resilience-Priority Option",0.705578193418407,4
774,"Low-Cost Minimum Option",0.599968884294397,5
774,"Adaptive Portfolio Option",0.82985648375632,1
775,"Efficiency-First Option",0.579342456726248,6
775,"Balanced Option",0.754599075837041,2
775,"Equity-Priority Option",0.729689190582545,3
775,"Resilience-Priority Option",0.727701938447911,4
775,"Low-Cost Minimum Option",0.586623380422247,5
775,"Adaptive Portfolio Option",0.821628840067965,1
776,"Efficiency-First Option",0.559801798105053,6
776,"Balanced Option",0.749049341326713,2
776,"Equity-Priority Option",0.713699592177027,4
776,"Resilience-Priority Option",0.742043989447095,3
776,"Low-Cost Minimum Option",0.579640701617818,5
776,"Adaptive Portfolio Option",0.83721886483734,1
777,"Efficiency-First Option",0.577840584434418,6
777,"Balanced Option",0.75020803750507,2
777,"Equity-Priority Option",0.713985374887277,4
777,"Resilience-Priority Option",0.733809400706302,3
777,"Low-Cost Minimum Option",0.597896568361909,5
777,"Adaptive Portfolio Option",0.836295666504529,1
778,"Efficiency-First Option",0.582747254340549,6
778,"Balanced Option",0.753101179896506,2
778,"Equity-Priority Option",0.717258036163716,4
778,"Resilience-Priority Option",0.731197441450451,3
778,"Low-Cost Minimum Option",0.596846425577649,5
778,"Adaptive Portfolio Option",0.83573614902303,1
779,"Efficiency-First Option",0.565759498763539,6
779,"Balanced Option",0.749068095762599,2
779,"Equity-Priority Option",0.71592201109013,4
779,"Resilience-Priority Option",0.735140427123476,3
779,"Low-Cost Minimum Option",0.586067349200753,5
779,"Adaptive Portfolio Option",0.834769251359509,1
780,"Efficiency-First Option",0.574479757879152,6
780,"Balanced Option",0.748841850786795,2
780,"Equity-Priority Option",0.713877813891746,4
780,"Resilience-Priority Option",0.721855010917984,3
780,"Low-Cost Minimum Option",0.597521438067417,5
780,"Adaptive Portfolio Option",0.839015866939174,1
781,"Efficiency-First Option",0.590530881602976,6
781,"Balanced Option",0.751616782239648,2
781,"Equity-Priority Option",0.709014627737863,4
781,"Resilience-Priority Option",0.72974770241846,3
781,"Low-Cost Minimum Option",0.604383159071787,5
781,"Adaptive Portfolio Option",0.814931361298695,1
782,"Efficiency-First Option",0.607339379601875,6
782,"Balanced Option",0.753144581095783,2
782,"Equity-Priority Option",0.692146166837303,4
782,"Resilience-Priority Option",0.735499598371755,3
782,"Low-Cost Minimum Option",0.622890162690224,5
782,"Adaptive Portfolio Option",0.827968013097801,1
783,"Efficiency-First Option",0.582189207947315,6
783,"Balanced Option",0.751482016563712,2
783,"Equity-Priority Option",0.72161864586991,4
783,"Resilience-Priority Option",0.722064458645114,3
783,"Low-Cost Minimum Option",0.59908008312663,5
783,"Adaptive Portfolio Option",0.831448028008887,1
784,"Efficiency-First Option",0.592392097686619,6
784,"Balanced Option",0.747139901356988,2
784,"Equity-Priority Option",0.716773718182615,3
784,"Resilience-Priority Option",0.708687396475001,4
784,"Low-Cost Minimum Option",0.61737412592267,5
784,"Adaptive Portfolio Option",0.815889081141397,1
785,"Efficiency-First Option",0.533777496527579,6
785,"Balanced Option",0.753856575571486,2
785,"Equity-Priority Option",0.747662242006481,4
785,"Resilience-Priority Option",0.750778743659323,3
785,"Low-Cost Minimum Option",0.539620539581616,5
785,"Adaptive Portfolio Option",0.83831868779423,1
786,"Efficiency-First Option",0.588423054323221,6
786,"Balanced Option",0.75387097559244,2
786,"Equity-Priority Option",0.698899941876196,4
786,"Resilience-Priority Option",0.749717763787068,3
786,"Low-Cost Minimum Option",0.600435934856723,5
786,"Adaptive Portfolio Option",0.832484234660252,1
787,"Efficiency-First Option",0.573140442681207,6
787,"Balanced Option",0.752451881884087,2
787,"Equity-Priority Option",0.70761375052631,4
787,"Resilience-Priority Option",0.745041683865633,3
787,"Low-Cost Minimum Option",0.587616463833228,5
787,"Adaptive Portfolio Option",0.83935533652183,1
788,"Efficiency-First Option",0.550981761376655,6
788,"Balanced Option",0.747491394211845,2
788,"Equity-Priority Option",0.740825204163519,3
788,"Resilience-Priority Option",0.724476110593974,4
788,"Low-Cost Minimum Option",0.572575826853912,5
788,"Adaptive Portfolio Option",0.831303887881569,1
789,"Efficiency-First Option",0.562454073919767,6
789,"Balanced Option",0.752364333307935,2
789,"Equity-Priority Option",0.72308406624275,4
789,"Resilience-Priority Option",0.74412795582064,3
789,"Low-Cost Minimum Option",0.574781928130911,5
789,"Adaptive Portfolio Option",0.834241824475816,1
790,"Efficiency-First Option",0.555749240083328,6
790,"Balanced Option",0.746208450899627,2
790,"Equity-Priority Option",0.735761139723541,3
790,"Resilience-Priority Option",0.716413735273604,4
790,"Low-Cost Minimum Option",0.58091768508826,5
790,"Adaptive Portfolio Option",0.831673327759783,1
791,"Efficiency-First Option",0.557517160467774,6
791,"Balanced Option",0.754291186830146,2
791,"Equity-Priority Option",0.730530559898467,4
791,"Resilience-Priority Option",0.740107030190926,3
791,"Low-Cost Minimum Option",0.566913501261897,5
791,"Adaptive Portfolio Option",0.84406170323308,1
792,"Efficiency-First Option",0.589164388853041,6
792,"Balanced Option",0.748162825724732,2
792,"Equity-Priority Option",0.709525267530262,4
792,"Resilience-Priority Option",0.712347101182589,3
792,"Low-Cost Minimum Option",0.616203035539004,5
792,"Adaptive Portfolio Option",0.839463955313885,1
793,"Efficiency-First Option",0.547608801185129,6
793,"Balanced Option",0.75088550950045,2
793,"Equity-Priority Option",0.72454335211788,4
793,"Resilience-Priority Option",0.742370563056971,3
793,"Low-Cost Minimum Option",0.56396020356163,5
793,"Adaptive Portfolio Option",0.848366551514763,1
794,"Efficiency-First Option",0.575127034302694,6
794,"Balanced Option",0.754285090597618,2
794,"Equity-Priority Option",0.724668416821965,4
794,"Resilience-Priority Option",0.727954425227185,3
794,"Low-Cost Minimum Option",0.585191927274375,5
794,"Adaptive Portfolio Option",0.835106010084352,1
795,"Efficiency-First Option",0.56349654685559,6
795,"Balanced Option",0.754929627218181,3
795,"Equity-Priority Option",0.711255026039441,4
795,"Resilience-Priority Option",0.75543130857461,2
795,"Low-Cost Minimum Option",0.572665567509832,5
795,"Adaptive Portfolio Option",0.847851305936935,1
796,"Efficiency-First Option",0.58619216650138,6
796,"Balanced Option",0.744257136512462,2
796,"Equity-Priority Option",0.717438481489571,3
796,"Resilience-Priority Option",0.700560414882424,4
796,"Low-Cost Minimum Option",0.620267521535768,5
796,"Adaptive Portfolio Option",0.831436878244634,1
797,"Efficiency-First Option",0.568235635466225,6
797,"Balanced Option",0.749868471913276,2
797,"Equity-Priority Option",0.717502573780778,4
797,"Resilience-Priority Option",0.730225828966635,3
797,"Low-Cost Minimum Option",0.587693287171485,5
797,"Adaptive Portfolio Option",0.837432958456708,1
798,"Efficiency-First Option",0.575988476956326,6
798,"Balanced Option",0.754593747602678,2
798,"Equity-Priority Option",0.707973186317735,4
798,"Resilience-Priority Option",0.748875423580695,3
798,"Low-Cost Minimum Option",0.585454502560042,5
798,"Adaptive Portfolio Option",0.836893172116469,1
799,"Efficiency-First Option",0.577063374204869,6
799,"Balanced Option",0.755407603478033,2
799,"Equity-Priority Option",0.716101493664442,4
799,"Resilience-Priority Option",0.744773583820015,3
799,"Low-Cost Minimum Option",0.583584898497303,5
799,"Adaptive Portfolio Option",0.830085281576201,1
800,"Efficiency-First Option",0.590934193050276,6
800,"Balanced Option",0.751867527299563,2
800,"Equity-Priority Option",0.70628960405078,4
800,"Resilience-Priority Option",0.731811434726358,3
800,"Low-Cost Minimum Option",0.606967806122312,5
800,"Adaptive Portfolio Option",0.82721528980163,1
801,"Efficiency-First Option",0.571976229543065,6
801,"Balanced Option",0.755064772684033,2
801,"Equity-Priority Option",0.717768809018201,4
801,"Resilience-Priority Option",0.74130429624792,3
801,"Low-Cost Minimum Option",0.581162423630272,5
801,"Adaptive Portfolio Option",0.842264314489931,1
802,"Efficiency-First Option",0.55428044336505,6
802,"Balanced Option",0.752851722260036,3
802,"Equity-Priority Option",0.715882756570457,4
802,"Resilience-Priority Option",0.756488285021104,2
802,"Low-Cost Minimum Option",0.567381175673154,5
802,"Adaptive Portfolio Option",0.849829619922748,1
803,"Efficiency-First Option",0.541596530018768,6
803,"Balanced Option",0.754847713163452,2
803,"Equity-Priority Option",0.736971567372272,4
803,"Resilience-Priority Option",0.751214709625436,3
803,"Low-Cost Minimum Option",0.547068021312269,5
803,"Adaptive Portfolio Option",0.843041563044747,1
804,"Efficiency-First Option",0.532670168789744,6
804,"Balanced Option",0.750846391287443,3
804,"Equity-Priority Option",0.736268987516842,4
804,"Resilience-Priority Option",0.750906034337299,2
804,"Low-Cost Minimum Option",0.54617178461317,5
804,"Adaptive Portfolio Option",0.844117275836761,1
805,"Efficiency-First Option",0.562462154111337,6
805,"Balanced Option",0.752419360279665,2
805,"Equity-Priority Option",0.711782534081846,4
805,"Resilience-Priority Option",0.744053581434221,3
805,"Low-Cost Minimum Option",0.578003668326463,5
805,"Adaptive Portfolio Option",0.851473093467321,1
806,"Efficiency-First Option",0.518581881363405,6
806,"Balanced Option",0.751447536998561,3
806,"Equity-Priority Option",0.748306071670174,4
806,"Resilience-Priority Option",0.75230421886438,2
806,"Low-Cost Minimum Option",0.531253714239346,5
806,"Adaptive Portfolio Option",0.855264982202978,1
807,"Efficiency-First Option",0.597932372470374,6
807,"Balanced Option",0.754233618268612,2
807,"Equity-Priority Option",0.71926330106813,4
807,"Resilience-Priority Option",0.723005690842717,3
807,"Low-Cost Minimum Option",0.609715072472002,5
807,"Adaptive Portfolio Option",0.825335764559918,1
808,"Efficiency-First Option",0.572670763158658,6
808,"Balanced Option",0.74524879343652,2
808,"Equity-Priority Option",0.725599034279122,3
808,"Resilience-Priority Option",0.705596946226431,4
808,"Low-Cost Minimum Option",0.601567727122913,5
808,"Adaptive Portfolio Option",0.827649857039839,1
809,"Efficiency-First Option",0.552655424000313,6
809,"Balanced Option",0.756028023754761,2
809,"Equity-Priority Option",0.734649144301217,4
809,"Resilience-Priority Option",0.750164072299145,3
809,"Low-Cost Minimum Option",0.556097620163994,5
809,"Adaptive Portfolio Option",0.838075399741033,1
810,"Efficiency-First Option",0.588952178399405,6
810,"Balanced Option",0.753520615374503,2
810,"Equity-Priority Option",0.705037120407308,4
810,"Resilience-Priority Option",0.739737729144016,3
810,"Low-Cost Minimum Option",0.601819685579143,5
810,"Adaptive Portfolio Option",0.831671476324309,1
811,"Efficiency-First Option",0.590854766039794,6
811,"Balanced Option",0.752418465517487,2
811,"Equity-Priority Option",0.711460297627294,4
811,"Resilience-Priority Option",0.721656585647089,3
811,"Low-Cost Minimum Option",0.6054483404632,5
811,"Adaptive Portfolio Option",0.826421768839966,1
812,"Efficiency-First Option",0.53006557692828,6
812,"Balanced Option",0.756416538117537,3
812,"Equity-Priority Option",0.733471374745042,4
812,"Resilience-Priority Option",0.771156571683718,2
812,"Low-Cost Minimum Option",0.53273098850561,5
812,"Adaptive Portfolio Option",0.855357364579025,1
813,"Efficiency-First Option",0.57960334894407,6
813,"Balanced Option",0.74661398455225,2
813,"Equity-Priority Option",0.711375096966676,4
813,"Resilience-Priority Option",0.713861553226838,3
813,"Low-Cost Minimum Option",0.608403332189195,5
813,"Adaptive Portfolio Option",0.838279762114701,1
814,"Efficiency-First Option",0.58232917484119,6
814,"Balanced Option",0.746490369363905,2
814,"Equity-Priority Option",0.706479021343527,4
814,"Resilience-Priority Option",0.711923234083919,3
814,"Low-Cost Minimum Option",0.614431954407447,5
814,"Adaptive Portfolio Option",0.850567024384003,1
815,"Efficiency-First Option",0.556388029840411,6
815,"Balanced Option",0.752715410426232,2
815,"Equity-Priority Option",0.743643343378281,3
815,"Resilience-Priority Option",0.728147781118321,4
815,"Low-Cost Minimum Option",0.566325194596708,5
815,"Adaptive Portfolio Option",0.82908108985118,1
816,"Efficiency-First Option",0.585358355015067,6
816,"Balanced Option",0.753493135165451,2
816,"Equity-Priority Option",0.696512452920652,4
816,"Resilience-Priority Option",0.748599100871885,3
816,"Low-Cost Minimum Option",0.599637739394882,5
816,"Adaptive Portfolio Option",0.841623683796507,1
817,"Efficiency-First Option",0.573197452889105,6
817,"Balanced Option",0.754682027012825,2
817,"Equity-Priority Option",0.711507996073322,4
817,"Resilience-Priority Option",0.751270262611529,3
817,"Low-Cost Minimum Option",0.58358439110118,5
817,"Adaptive Portfolio Option",0.843095207367207,1
818,"Efficiency-First Option",0.607609760973631,6
818,"Balanced Option",0.748879377411793,2
818,"Equity-Priority Option",0.697231112970586,4
818,"Resilience-Priority Option",0.708561678030312,3
818,"Low-Cost Minimum Option",0.634795011904149,5
818,"Adaptive Portfolio Option",0.835756262007671,1
819,"Efficiency-First Option",0.563294371854433,6
819,"Balanced Option",0.753778066484834,2
819,"Equity-Priority Option",0.736829115461924,3
819,"Resilience-Priority Option",0.733321170103757,4
819,"Low-Cost Minimum Option",0.571697066397912,5
819,"Adaptive Portfolio Option",0.828881162693522,1
820,"Efficiency-First Option",0.55698496441432,6
820,"Balanced Option",0.752831968098356,2
820,"Equity-Priority Option",0.727036860158753,4
820,"Resilience-Priority Option",0.742839643480373,3
820,"Low-Cost Minimum Option",0.570170620975974,5
820,"Adaptive Portfolio Option",0.846508085513308,1
821,"Efficiency-First Option",0.552724202847569,6
821,"Balanced Option",0.757236858576205,3
821,"Equity-Priority Option",0.72467382889241,4
821,"Resilience-Priority Option",0.767642464501549,2
821,"Low-Cost Minimum Option",0.555413017924098,5
821,"Adaptive Portfolio Option",0.847965504097223,1
822,"Efficiency-First Option",0.531177385407289,6
822,"Balanced Option",0.756554753350953,3
822,"Equity-Priority Option",0.743145831461489,4
822,"Resilience-Priority Option",0.765640789292601,2
822,"Low-Cost Minimum Option",0.532758728185528,5
822,"Adaptive Portfolio Option",0.849442014494909,1
823,"Efficiency-First Option",0.544540933695643,6
823,"Balanced Option",0.749594060957983,2
823,"Equity-Priority Option",0.725980045282677,4
823,"Resilience-Priority Option",0.741625090416479,3
823,"Low-Cost Minimum Option",0.564473484278582,5
823,"Adaptive Portfolio Option",0.85288849625643,1
824,"Efficiency-First Option",0.541455568752754,6
824,"Balanced Option",0.754546923256306,2
824,"Equity-Priority Option",0.739156008273268,4
824,"Resilience-Priority Option",0.75094188535682,3
824,"Low-Cost Minimum Option",0.548218498320732,5
824,"Adaptive Portfolio Option",0.845228782390946,1
825,"Efficiency-First Option",0.588072439178631,6
825,"Balanced Option",0.754839401295886,2
825,"Equity-Priority Option",0.702422846500236,4
825,"Resilience-Priority Option",0.748715909532859,3
825,"Low-Cost Minimum Option",0.598333814113757,5
825,"Adaptive Portfolio Option",0.83443482151127,1
826,"Efficiency-First Option",0.538936548636734,6
826,"Balanced Option",0.752813514451699,2
826,"Equity-Priority Option",0.741981689885863,3
826,"Resilience-Priority Option",0.741896574257837,4
826,"Low-Cost Minimum Option",0.549341451590839,5
826,"Adaptive Portfolio Option",0.84541013729556,1
827,"Efficiency-First Option",0.617583857580835,6
827,"Balanced Option",0.750185430778483,2
827,"Equity-Priority Option",0.700151788703601,3
827,"Resilience-Priority Option",0.70003457772104,4
827,"Low-Cost Minimum Option",0.640768271015026,5
827,"Adaptive Portfolio Option",0.82380367072888,1
828,"Efficiency-First Option",0.603747370542663,6
828,"Balanced Option",0.751540925236069,2
828,"Equity-Priority Option",0.702199870422715,4
828,"Resilience-Priority Option",0.719485639468894,3
828,"Low-Cost Minimum Option",0.62193514905913,5
828,"Adaptive Portfolio Option",0.824942790031712,1
829,"Efficiency-First Option",0.543920490369388,6
829,"Balanced Option",0.754400978164722,3
829,"Equity-Priority Option",0.730084015271776,4
829,"Resilience-Priority Option",0.758360569020222,2
829,"Low-Cost Minimum Option",0.549413977631522,5
829,"Adaptive Portfolio Option",0.837536664051984,1
830,"Efficiency-First Option",0.526389932173207,6
830,"Balanced Option",0.753324189728001,3
830,"Equity-Priority Option",0.715773293332062,4
830,"Resilience-Priority Option",0.784019306399167,2
830,"Low-Cost Minimum Option",0.533794884592444,5
830,"Adaptive Portfolio Option",0.849855477700453,1
831,"Efficiency-First Option",0.535622410793208,6
831,"Balanced Option",0.752123987227723,3
831,"Equity-Priority Option",0.724555258417089,4
831,"Resilience-Priority Option",0.767499269431615,2
831,"Low-Cost Minimum Option",0.546423698353987,5
831,"Adaptive Portfolio Option",0.84431796927266,1
832,"Efficiency-First Option",0.580297739573613,6
832,"Balanced Option",0.752908630663352,2
832,"Equity-Priority Option",0.704508054963022,4
832,"Resilience-Priority Option",0.747033894933112,3
832,"Low-Cost Minimum Option",0.592660415941411,5
832,"Adaptive Portfolio Option",0.829562903058426,1
833,"Efficiency-First Option",0.573185054849717,6
833,"Balanced Option",0.756835561325538,3
833,"Equity-Priority Option",0.70360360784199,4
833,"Resilience-Priority Option",0.763969998092544,2
833,"Low-Cost Minimum Option",0.578642694010175,5
833,"Adaptive Portfolio Option",0.844497417204505,1
834,"Efficiency-First Option",0.589953202337844,6
834,"Balanced Option",0.748827495686285,2
834,"Equity-Priority Option",0.703902743556538,4
834,"Resilience-Priority Option",0.723893662678069,3
834,"Low-Cost Minimum Option",0.612021211016858,5
834,"Adaptive Portfolio Option",0.824156074475879,1
835,"Efficiency-First Option",0.545485852625188,5
835,"Balanced Option",0.75946123207101,3
835,"Equity-Priority Option",0.733815138548429,4
835,"Resilience-Priority Option",0.768169745556447,2
835,"Low-Cost Minimum Option",0.54085624955825,6
835,"Adaptive Portfolio Option",0.842694465333891,1
836,"Efficiency-First Option",0.588016655445454,6
836,"Balanced Option",0.755118993400435,2
836,"Equity-Priority Option",0.708975493410725,4
836,"Resilience-Priority Option",0.738366072790578,3
836,"Low-Cost Minimum Option",0.598102312662764,5
836,"Adaptive Portfolio Option",0.836056823427175,1
837,"Efficiency-First Option",0.565506544853143,6
837,"Balanced Option",0.749923392719991,2
837,"Equity-Priority Option",0.723147896428147,4
837,"Resilience-Priority Option",0.729418837624742,3
837,"Low-Cost Minimum Option",0.585045021777241,5
837,"Adaptive Portfolio Option",0.839360390594573,1
838,"Efficiency-First Option",0.599384842726993,6
838,"Balanced Option",0.750892668888766,2
838,"Equity-Priority Option",0.69766116341511,4
838,"Resilience-Priority Option",0.722530385643813,3
838,"Low-Cost Minimum Option",0.619916080937103,5
838,"Adaptive Portfolio Option",0.832774261738642,1
839,"Efficiency-First Option",0.564763638410166,6
839,"Balanced Option",0.756662051972457,3
839,"Equity-Priority Option",0.716196864407218,4
839,"Resilience-Priority Option",0.75928406488839,2
839,"Low-Cost Minimum Option",0.569573593316644,5
839,"Adaptive Portfolio Option",0.844232511130614,1
840,"Efficiency-First Option",0.549492655636716,6
840,"Balanced Option",0.755130060603547,2
840,"Equity-Priority Option",0.73091203971093,4
840,"Resilience-Priority Option",0.752008506374587,3
840,"Low-Cost Minimum Option",0.555416326088987,5
840,"Adaptive Portfolio Option",0.842874322380115,1
841,"Efficiency-First Option",0.528928439889199,6
841,"Balanced Option",0.75427564983814,3
841,"Equity-Priority Option",0.732743518731693,4
841,"Resilience-Priority Option",0.76766532345766,2
841,"Low-Cost Minimum Option",0.535455319830071,5
841,"Adaptive Portfolio Option",0.851458485956501,1
842,"Efficiency-First Option",0.540098039226994,6
842,"Balanced Option",0.755987160705277,3
842,"Equity-Priority Option",0.735156794462636,4
842,"Resilience-Priority Option",0.764585376030153,2
842,"Low-Cost Minimum Option",0.542321140800841,5
842,"Adaptive Portfolio Option",0.841049930641179,1
843,"Efficiency-First Option",0.564222094363442,6
843,"Balanced Option",0.753004671691768,2
843,"Equity-Priority Option",0.712467334060885,4
843,"Resilience-Priority Option",0.746868797274151,3
843,"Low-Cost Minimum Option",0.576417511271144,5
843,"Adaptive Portfolio Option",0.841039380701641,1
844,"Efficiency-First Option",0.575223597959178,6
844,"Balanced Option",0.75091476898785,2
844,"Equity-Priority Option",0.701939441077985,4
844,"Resilience-Priority Option",0.737909917769336,3
844,"Low-Cost Minimum Option",0.594226159712199,5
844,"Adaptive Portfolio Option",0.84348815629303,1
845,"Efficiency-First Option",0.558567613042346,6
845,"Balanced Option",0.748064216268336,2
845,"Equity-Priority Option",0.725152286078124,3
845,"Resilience-Priority Option",0.723798038015029,4
845,"Low-Cost Minimum Option",0.582437192654623,5
845,"Adaptive Portfolio Option",0.844712832555233,1
846,"Efficiency-First Option",0.579534805789118,6
846,"Balanced Option",0.746385043464225,2
846,"Equity-Priority Option",0.717420847264572,3
846,"Resilience-Priority Option",0.711305723891734,4
846,"Low-Cost Minimum Option",0.60553524215914,5
846,"Adaptive Portfolio Option",0.822531594834547,1
847,"Efficiency-First Option",0.550697409024306,6
847,"Balanced Option",0.751947304001368,2
847,"Equity-Priority Option",0.731380364813775,4
847,"Resilience-Priority Option",0.740548605484394,3
847,"Low-Cost Minimum Option",0.563438370737056,5
847,"Adaptive Portfolio Option",0.839671937925467,1
848,"Efficiency-First Option",0.57179460293935,6
848,"Balanced Option",0.753433190394031,3
848,"Equity-Priority Option",0.696077461842695,4
848,"Resilience-Priority Option",0.760145713418404,2
848,"Low-Cost Minimum Option",0.584687806344324,5
848,"Adaptive Portfolio Option",0.844950484235609,1
849,"Efficiency-First Option",0.560270901551868,6
849,"Balanced Option",0.753568741902558,2
849,"Equity-Priority Option",0.725833412568548,4
849,"Resilience-Priority Option",0.743885247563418,3
849,"Low-Cost Minimum Option",0.570354801926327,5
849,"Adaptive Portfolio Option",0.838071607852711,1
850,"Efficiency-First Option",0.569504747677192,6
850,"Balanced Option",0.750434322446608,2
850,"Equity-Priority Option",0.708996709011737,4
850,"Resilience-Priority Option",0.739110310986567,3
850,"Low-Cost Minimum Option",0.586593315244807,5
850,"Adaptive Portfolio Option",0.833017544612158,1
851,"Efficiency-First Option",0.561804850481773,6
851,"Balanced Option",0.750895578456172,2
851,"Equity-Priority Option",0.729255495178,4
851,"Resilience-Priority Option",0.733286896326511,3
851,"Low-Cost Minimum Option",0.577321930297165,5
851,"Adaptive Portfolio Option",0.833077835477612,1
852,"Efficiency-First Option",0.540572736668821,6
852,"Balanced Option",0.75235930069736,3
852,"Equity-Priority Option",0.729058902024191,4
852,"Resilience-Priority Option",0.756775468753415,2
852,"Low-Cost Minimum Option",0.551963524888042,5
852,"Adaptive Portfolio Option",0.845287404632332,1
853,"Efficiency-First Option",0.607885970604439,6
853,"Balanced Option",0.748749278961639,2
853,"Equity-Priority Option",0.694476507966454,4
853,"Resilience-Priority Option",0.710799330705766,3
853,"Low-Cost Minimum Option",0.633192513100874,5
