"case_id","domain","option_name","expected_utility","prospect_score","rank_divergence","review_flag"
502,"Organizational Strategy","High-Upside Alternative",8.90226319229491,29.5727828737187,-20,"review"
640,"Financial Risk","Balanced Alternative",7.79085602712283,67.4627915866195,20,"review"
682,"AI Governance","Loss-Avoidance Alternative",9.00130363692724,118.806417082505,20,"review"
703,"Organizational Strategy","Balanced Alternative",2.81045451925429,-76.8599818437293,-20,"acceptable"
147,"Healthcare","Balanced Alternative",11.3249661794894,134.154923378758,19,"review"
182,"AI Governance","High-Upside Alternative",3.22150121046027,-57.3993644281131,-19,"review"
222,"Organizational Strategy","Balanced Alternative",3.7678341405743,-55.7290765480788,-19,"review"
480,"Financial Risk","Loss-Avoidance Alternative",0.945256224721438,6.65857223620312,19,"acceptable"
538,"AI Governance","Loss-Avoidance Alternative",7.54356159081066,65.1503454283496,19,"review"
564,"Financial Risk","Cautious Alternative",-0.380931327863344,-102.822707003886,-19,"review"
593,"Public Policy","Status Quo",8.77740882664954,70.2050411390928,19,"acceptable"
607,"Financial Risk","Balanced Alternative",2.36586827230042,25.664114522579,19,"review"
611,"AI Governance","Balanced Alternative",8.19286121083247,72.6002926017114,19,"acceptable"
654,"Public Policy","Balanced Alternative",-0.00922162384044078,4.30144250818463,19,"acceptable"
658,"Public Policy","Loss-Avoidance Alternative",11.1007065019179,48.092321702447,-19,"acceptable"
28,"Financial Risk","Status Quo",10.4296130810726,45.0881667158719,-18,"acceptable"
57,"AI Governance","Balanced Alternative",-9.12453968521526,-63.7354025998805,18,"acceptable"
62,"AI Governance","Cautious Alternative",1.09283514425426,-71.9756735674709,-18,"acceptable"
67,"Healthcare","Loss-Avoidance Alternative",3.86670687911269,-27.4163580823783,-18,"acceptable"
132,"Financial Risk","High-Upside Alternative",14.902085384285,63.3190895508242,-18,"acceptable"
163,"Healthcare","Status Quo",-2.81953406603742,-186.963797640569,-18,"review"
188,"Infrastructure","Loss-Avoidance Alternative",4.09578317107277,33.9271884031748,18,"acceptable"
238,"AI Governance","Status Quo",2.7406622398981,23.3722114056633,18,"acceptable"
240,"Financial Risk","High-Upside Alternative",-1.24808276344318,-5.97490138151807,18,"acceptable"
284,"Public Policy","Balanced Alternative",6.90010305613778,48.9240573756904,18,"review"
467,"Organizational Strategy","Loss-Avoidance Alternative",-1.07711540567915,-12.3060734121344,18,"acceptable"
509,"Financial Risk","Cautious Alternative",2.77144776722145,-38.4563139386577,-18,"acceptable"
38,"Organizational Strategy","Loss-Avoidance Alternative",6.77968040943534,45.2655065985017,17,"review"
174,"Public Policy","Cautious Alternative",10.6707047505404,121.119057930632,17,"acceptable"
181,"Public Policy","High-Upside Alternative",7.29854359402852,20.1536192318342,-17,"review"
213,"Financial Risk","Cautious Alternative",-2.3705748202524,-150.507366409109,-17,"review"
293,"Organizational Strategy","Balanced Alternative",-9.8460872458701,-58.2258345274468,17,"acceptable"
324,"Infrastructure","Status Quo",7.08197516182185,-6.9386712449962,-17,"acceptable"
392,"Infrastructure","Cautious Alternative",8.36779860508215,26.4198244777109,-17,"review"
395,"Infrastructure","Cautious Alternative",10.5623611104416,104.568314067087,17,"review"
454,"Healthcare","Cautious Alternative",-1.14552240776463,-22.5679304565547,17,"acceptable"
501,"Healthcare","Loss-Avoidance Alternative",-0.21262826797752,-65.6424874901017,-17,"review"
507,"Financial Risk","High-Upside Alternative",11.7152441497175,58.1654423371074,-17,"review"
544,"AI Governance","Balanced Alternative",5.11139304640656,-30.133833065052,-17,"review"
600,"AI Governance","Cautious Alternative",7.45489743331894,57.0598884645401,17,"acceptable"
627,"Organizational Strategy","Status Quo",7.03265435062501,45.6921033880183,17,"acceptable"
4,"Public Policy","Balanced Alternative",11.3720726543631,54.177810850302,-16,"review"
6,"Infrastructure","High-Upside Alternative",11.2202082501628,55.7484715772882,-16,"review"
145,"Infrastructure","Status Quo",9.96598637514104,86.9769078908458,16,"review"
239,"Organizational Strategy","High-Upside Alternative",0.955857744566712,-77.9986944350563,-16,"review"
273,"Infrastructure","Loss-Avoidance Alternative",1.20288324090287,-6.81319767908998,16,"review"
311,"Public Policy","Cautious Alternative",8.6711239739981,34.287646957536,-16,"review"
460,"Public Policy","Balanced Alternative",14.1622262848061,59.6529226118637,-16,"acceptable"
463,"Organizational Strategy","High-Upside Alternative",5.25360181837357,-25.7255671486632,-16,"acceptable"
465,"Infrastructure","Loss-Avoidance Alternative",-0.829470452109278,-123.051886693248,-16,"acceptable"
485,"Healthcare","Cautious Alternative",-3.72496440961159,-33.3262939295348,16,"acceptable"
495,"Healthcare","Balanced Alternative",-7.0638080358766,-54.804764724408,16,"review"
541,"Infrastructure","Loss-Avoidance Alternative",1.7827360094397,-86.4094183525344,-16,"acceptable"
21,"Infrastructure","Balanced Alternative",6.83809204651301,-11.7588487914857,-15,"acceptable"
33,"Financial Risk","Cautious Alternative",2.82498260562706,24.1173654176027,15,"acceptable"
39,"Healthcare","Loss-Avoidance Alternative",9.16362121424933,36.4896331762724,-15,"review"
64,"Public Policy","High-Upside Alternative",-1.37277108889938,-163.21845809302,-15,"acceptable"
124,"Public Policy","Loss-Avoidance Alternative",-5.64109573961122,-53.0134058906567,15,"acceptable"
127,"Financial Risk","High-Upside Alternative",1.6685597369604,14.2312840188614,15,"review"
193,"Organizational Strategy","Loss-Avoidance Alternative",9.3444914775812,86.4748429996728,15,"review"
201,"Organizational Strategy","Cautious Alternative",8.37740994172944,25.9071268779326,-15,"review"
231,"Infrastructure","Balanced Alternative",13.8256223955133,77.0097867072362,-15,"review"
326,"Healthcare","Balanced Alternative",-1.87520479564674,-27.4038888491976,15,"acceptable"
331,"Public Policy","Cautious Alternative",5.412365570588,32.4275629050309,15,"acceptable"
380,"Healthcare","Status Quo",10.2730382197238,85.2547103480376,15,"review"
410,"Organizational Strategy","Cautious Alternative",9.1871109921693,78.7060985872908,15,"review"
483,"Infrastructure","Balanced Alternative",3.25186552040633,-37.2193876511968,-15,"acceptable"
490,"Infrastructure","Status Quo",1.99728624121701,14.3334147945378,15,"review"
492,"Financial Risk","Status Quo",4.19343236436465,-16.7470555220595,-15,"review"
533,"Financial Risk","High-Upside Alternative",5.15892336390913,-7.70723815604289,-15,"review"
631,"Financial Risk","Loss-Avoidance Alternative",3.62822198611384,-21.3498199931368,-15,"review"
672,"Public Policy","Balanced Alternative",10.6825245232324,49.5237882025056,-15,"review"
694,"Public Policy","High-Upside Alternative",5.69939883142795,-5.47321550019532,-15,"acceptable"
719,"Public Policy","Balanced Alternative",2.98641915156784,-60.8278336936907,-15,"review"
17,"Financial Risk","Balanced Alternative",0.450246499318104,-60.6740442203442,-14,"review"
41,"Infrastructure","Cautious Alternative",5.85898260130814,-12.2339374954672,-14,"acceptable"
54,"Infrastructure","Status Quo",12.6560852054969,68.6349693332959,-14,"review"
70,"Infrastructure","Cautious Alternative",2.01550230696981,-70.2652820305158,-14,"review"
96,"AI Governance","Loss-Avoidance Alternative",6.92478280305405,49.8396754520278,14,"review"
97,"Organizational Strategy","Status Quo",6.08071428243947,37.5518574644842,14,"acceptable"
130,"Organizational Strategy","Status Quo",10.1569599636688,51.2170932369408,-14,"review"
178,"Organizational Strategy","Loss-Avoidance Alternative",4.95516116002559,28.2527823202172,14,"acceptable"
233,"Public Policy","Loss-Avoidance Alternative",-0.109740137978128,-95.8419554405766,-14,"review"
235,"Public Policy","Cautious Alternative",-3.36022840705407,-48.3360273277842,14,"acceptable"
268,"Public Policy","Cautious Alternative",1.76678920539276,-89.3453813422547,-14,"review"
276,"Public Policy","Status Quo",9.40164870269298,68.6443238069848,14,"acceptable"
330,"Infrastructure","Cautious Alternative",-5.36565442575336,-51.5470258590401,14,"acceptable"
350,"AI Governance","Status Quo",-0.095592503335233,-27.2925225878489,14,"acceptable"
366,"Organizational Strategy","High-Upside Alternative",10.1950573892629,119.775351647925,14,"review"
539,"Organizational Strategy","Balanced Alternative",13.5095559797775,68.3685519814712,-14,"review"
608,"Organizational Strategy","Status Quo",7.62260429812392,20.3241141861967,-14,"review"
618,"Public Policy","Loss-Avoidance Alternative",11.2059868118416,177.108096961021,14,"review"
619,"Infrastructure","High-Upside Alternative",7.31062819677064,45.274978139245,14,"review"
623,"Organizational Strategy","Loss-Avoidance Alternative",9.06786842781606,41.1182103388008,-14,"review"
684,"Healthcare","Balanced Alternative",10.8730093686975,55.6510472715374,-14,"review"
696,"Organizational Strategy","Loss-Avoidance Alternative",7.93384392725918,52.8710627913828,14,"acceptable"
700,"Infrastructure","Cautious Alternative",4.99967174772288,-20.7994098958412,-14,"review"
708,"Public Policy","Cautious Alternative",5.01628238961085,-33.7979622706753,-14,"review"
37,"Infrastructure","Balanced Alternative",0.935788312276345,-96.9190911912174,-13,"review"
202,"AI Governance","Balanced Alternative",9.23646903070601,50.242071711484,-13,"review"
253,"Healthcare","Cautious Alternative",9.25721323350549,75.4380408481381,13,"acceptable"
265,"Infrastructure","Loss-Avoidance Alternative",-4.95572122860882,-40.9926712406493,13,"review"
352,"Financial Risk","Status Quo",7.76092632606329,28.6702914392212,-13,"review"
403,"Public Policy","Balanced Alternative",3.28704090393396,14.5297568537305,13,"review"
421,"Infrastructure","Balanced Alternative",-9.04443154344646,-74.4027417103954,13,"acceptable"
433,"Infrastructure","High-Upside Alternative",7.25813311922786,18.151535232884,-13,"review"
466,"Public Policy","Balanced Alternative",7.36257494195811,28.5001302172153,-13,"acceptable"
562,"Infrastructure","High-Upside Alternative",11.707129095744,176.823259946699,13,"review"
625,"Healthcare","High-Upside Alternative",3.68814550381846,14.6544875680888,13,"acceptable"
702,"Public Policy","Status Quo",-7.22115765284614,-63.4488768394779,13,"acceptable"
717,"Organizational Strategy","Status Quo",9.26376452694586,43.4463198295871,-13,"review"
40,"AI Governance","Loss-Avoidance Alternative",6.2266512034856,39.3647984271773,12,"acceptable"
91,"Infrastructure","Balanced Alternative",2.51802513264651,20.2998427787787,12,"review"
104,"Public Policy","Loss-Avoidance Alternative",-1.07728601632724,-96.2950836623471,-12,"review"
150,"Organizational Strategy","Status Quo",-1.21176423074851,-27.5413156287337,12,"review"
229,"AI Governance","Balanced Alternative",12.6355446684587,66.3308596365371,-12,"review"
298,"AI Governance","Loss-Avoidance Alternative",4.74767267299175,-26.6828880499325,-12,"review"
319,"Infrastructure","Balanced Alternative",1.56449867358821,-80.0275444126111,-12,"acceptable"
387,"Public Policy","Loss-Avoidance Alternative",16.5581852422894,72.392753280064,-12,"review"
441,"Financial Risk","Status Quo",-2.58007838175205,-74.0687975378134,-12,"acceptable"
464,"Public Policy","Status Quo",7.65990016202996,30.9149087312578,-12,"acceptable"
487,"Financial Risk","Loss-Avoidance Alternative",9.76866770089381,45.7520451219583,-12,"review"
506,"AI Governance","Cautious Alternative",11.8166845073952,139.248438989192,12,"review"
596,"Financial Risk","High-Upside Alternative",10.8691935605834,58.5286762572974,-12,"review"
613,"Infrastructure","Cautious Alternative",1.80361768380546,0.602586061902343,12,"review"
692,"Organizational Strategy","High-Upside Alternative",-3.34813698708001,-40.0664962164238,12,"acceptable"
716,"Organizational Strategy","Balanced Alternative",7.34088622774909,45.2970951101607,12,"acceptable"
59,"Organizational Strategy","Status Quo",-6.63484601343133,-64.9556845661341,11,"acceptable"
79,"AI Governance","Balanced Alternative",-3.11987957011747,-48.8709664310411,11,"acceptable"
82,"Healthcare","Loss-Avoidance Alternative",-3.83091305267356,-131.277869038587,-11,"review"
85,"Healthcare","Balanced Alternative",8.06127059249228,33.6670559281587,-11,"review"
92,"Healthcare","Cautious Alternative",7.78764853898583,53.0129857655604,11,"acceptable"
155,"Healthcare","Cautious Alternative",5.54257549282056,-5.76698831232922,-11,"acceptable"
161,"Organizational Strategy","Balanced Alternative",4.07377216422543,19.2338701714443,11,"review"
166,"Financial Risk","Cautious Alternative",1.59532631973919,-40.5131216970872,-11,"acceptable"
180,"Healthcare","High-Upside Alternative",12.4615267385436,192.989193986935,11,"review"
209,"Public Policy","Balanced Alternative",10.4606534068383,51.3108935834682,-11,"review"
329,"Organizational Strategy","Balanced Alternative",-4.10119174936052,-45.6658274352677,11,"acceptable"
515,"Healthcare","Loss-Avoidance Alternative",7.15207505201005,17.5507676041823,-11,"review"
553,"Public Policy","Balanced Alternative",6.73891236285384,18.2637017630944,-11,"acceptable"
579,"Public Policy","Cautious Alternative",7.24353076673013,27.6834779270645,-11,"acceptable"
629,"Healthcare","Loss-Avoidance Alternative",11.0399888151931,63.238263074232,-11,"review"
646,"Healthcare","Loss-Avoidance Alternative",3.33066098513321,3.06061186461384,11,"review"
678,"Financial Risk","Loss-Avoidance Alternative",-0.036072937160637,-15.3168123302612,11,"acceptable"
695,"Public Policy","High-Upside Alternative",-2.98347074709282,-163.881160889626,-11,"review"
24,"AI Governance","Status Quo",-4.50881511625434,-246.660804931811,-10,"review"
154,"Public Policy","Cautious Alternative",-2.22858593612027,-123.643818688045,-10,"review"
172,"Healthcare","Status Quo",7.15226750993664,17.9497627013532,-10,"review"
218,"Organizational Strategy","Loss-Avoidance Alternative",8.80404394284741,41.3229203868093,-10,"review"
251,"Financial Risk","Balanced Alternative",8.87799877059091,44.1942369100942,-10,"acceptable"
252,"AI Governance","Balanced Alternative",7.84942649196835,35.1146316192921,-10,"acceptable"
304,"Healthcare","Status Quo",6.8727932539247,35.8952566323536,10,"acceptable"
406,"Public Policy","Cautious Alternative",9.48450980956643,45.7664821928991,-10,"review"
479,"Healthcare","Balanced Alternative",7.99898239010323,53.8737678341192,10,"acceptable"
559,"Financial Risk","High-Upside Alternative",2.91844556760684,15.8889987148872,10,"acceptable"
572,"Financial Risk","Status Quo",-5.4806832522,-45.5542539410404,10,"acceptable"
573,"AI Governance","Cautious Alternative",-1.52448855804112,-46.0962102215334,10,"acceptable"
575,"AI Governance","Balanced Alternative",8.87365904160009,51.8793139188167,-10,"review"
652,"Organizational Strategy","Balanced Alternative",-3.38360021407311,-43.8903302737452,10,"acceptable"
671,"Financial Risk","High-Upside Alternative",-4.04527676161076,-106.17121423663,-10,"review"
673,"Infrastructure","High-Upside Alternative",9.81332350028423,75.3123701359217,10,"review"
10,"Infrastructure","Balanced Alternative",2.56677535700181,-31.1986146048342,-9,"acceptable"
51,"Organizational Strategy","Status Quo",0.556945794918824,-23.0632844685036,9,"review"
77,"Infrastructure","Balanced Alternative",13.1511642770975,79.4516149718529,-9,"acceptable"
151,"Infrastructure","Balanced Alternative",12.4360242945816,138.014251856619,9,"review"
175,"AI Governance","Cautious Alternative",7.34627149457373,26.2293862756735,-9,"review"
247,"Organizational Strategy","Balanced Alternative",3.31225821605838,-39.7940208589939,-9,"review"
266,"Infrastructure","Cautious Alternative",7.97043567336729,47.4553207626071,9,"acceptable"
270,"Organizational Strategy","High-Upside Alternative",4.87932958380959,20.5120799428768,9,"acceptable"
408,"Organizational Strategy","Balanced Alternative",5.14969823064805,22.3766466559365,9,"acceptable"
457,"Organizational Strategy","Cautious Alternative",11.3487381811451,196.740412899894,9,"review"
489,"Public Policy","Cautious Alternative",2.19252982147947,-55.3292668995349,-9,"review"
511,"Infrastructure","High-Upside Alternative",10.4435987965794,79.6356477294353,9,"acceptable"
530,"Healthcare","Balanced Alternative",11.8171147143135,78.5451544358297,-9,"acceptable"
537,"Organizational Strategy","Cautious Alternative",8.09640190747999,49.3163863120622,9,"acceptable"
556,"Infrastructure","Cautious Alternative",15.1493560460278,97.4413633522458,-9,"review"
568,"AI Governance","High-Upside Alternative",5.05618306703166,-10.7573675937886,-9,"review"
586,"Infrastructure","High-Upside Alternative",2.10143539336747,-37.0785943059717,-9,"review"
587,"Financial Risk","Balanced Alternative",-3.08487633788474,-26.9753967517951,9,"acceptable"
589,"AI Governance","Balanced Alternative",9.2971052712289,55.0171831604268,-9,"acceptable"
599,"Healthcare","High-Upside Alternative",4.56061995796968,17.8361219404987,9,"acceptable"
621,"Organizational Strategy","Loss-Avoidance Alternative",8.68175670821811,59.7050784693469,9,"review"
632,"Healthcare","Balanced Alternative",7.16803051828482,22.2061073972196,-9,"acceptable"
653,"Infrastructure","Loss-Avoidance Alternative",-5.00818122587069,-68.7128006148025,9,"acceptable"
661,"AI Governance","Balanced Alternative",7.61916021185219,34.146372893153,-9,"acceptable"
676,"Public Policy","Loss-Avoidance Alternative",3.77840746220945,-28.5609562819732,-9,"acceptable"
685,"AI Governance","Cautious Alternative",-1.97417380865254,-94.1328423195466,-9,"acceptable"
706,"AI Governance","Status Quo",2.74653661827101,-35.3338119096227,-9,"acceptable"
709,"Financial Risk","Balanced Alternative",7.0769474423442,21.2931718422781,-9,"review"
140,"Organizational Strategy","Loss-Avoidance Alternative",-0.224969560310332,-64.290495655791,-8,"acceptable"
255,"Organizational Strategy","High-Upside Alternative",10.7624596128978,107.598713630568,8,"review"
285,"Financial Risk","High-Upside Alternative",8.2243221499471,60.5694186175578,8,"acceptable"
317,"Organizational Strategy","Cautious Alternative",3.5213894898747,-39.261237063121,-8,"acceptable"
320,"AI Governance","Loss-Avoidance Alternative",6.82028926643766,19.7303007074335,-8,"acceptable"
345,"Organizational Strategy","Loss-Avoidance Alternative",9.25083865082773,45.8515945978864,-8,"acceptable"
372,"Healthcare","Loss-Avoidance Alternative",8.69665886280937,57.9324939553276,8,"review"
445,"Infrastructure","Status Quo",-1.21350071940993,-89.693412822779,-8,"acceptable"
461,"Financial Risk","Status Quo",9.17100568745533,46.3576363959025,-8,"review"
474,"Public Policy","Status Quo",-8.35746656862163,-94.1126234025541,8,"acceptable"
540,"Financial Risk","Loss-Avoidance Alternative",0.0547269275713331,-17.6014249285895,8,"acceptable"
569,"Infrastructure","Cautious Alternative",-3.85780739616623,-52.2716469532657,8,"acceptable"
577,"Infrastructure","Loss-Avoidance Alternative",3.81601379928746,22.8968701214665,8,"acceptable"
614,"Organizational Strategy","Cautious Alternative",-0.295880660309064,-38.2383664852336,8,"review"
628,"AI Governance","High-Upside Alternative",-3.91340523365016,-60.0495871646296,8,"acceptable"
720,"Infrastructure","High-Upside Alternative",11.0613948315837,64.7925631445652,-8,"review"
3,"Public Policy","Cautious Alternative",3.52346437036057,8.92818148339465,7,"review"
34,"Organizational Strategy","High-Upside Alternative",8.62732836408087,54.491452852051,7,"acceptable"
83,"Healthcare","High-Upside Alternative",11.1262525075704,92.0278049208614,7,"review"
113,"Public Policy","Cautious Alternative",-1.97612780658462,-49.3601229200802,7,"acceptable"
122,"Public Policy","High-Upside Alternative",3.63206934802963,13.34027555568,7,"review"
216,"Infrastructure","Loss-Avoidance Alternative",7.60179619418798,38.9367163619314,7,"acceptable"
312,"AI Governance","Cautious Alternative",11.5070322768555,95.6897277639082,7,"review"
337,"Infrastructure","Status Quo",7.6066668066242,39.6511076800779,7,"acceptable"
362,"Public Policy","Loss-Avoidance Alternative",-0.905072914002623,-68.1380851501703,-7,"acceptable"
378,"AI Governance","High-Upside Alternative",3.82296577808762,18.1349081516054,7,"acceptable"
386,"Infrastructure","Status Quo",11.3016407683519,90.3445818920919,7,"review"
425,"Organizational Strategy","Cautious Alternative",9.89842551549393,59.235442950942,-7,"acceptable"
453,"Public Policy","Status Quo",3.71536155792025,13.9639576559518,7,"acceptable"
468,"AI Governance","Balanced Alternative",-5.39798947688945,-231.841095760051,-7,"review"
472,"Organizational Strategy","High-Upside Alternative",0.340946857763769,-61.5487509235693,-7,"acceptable"
477,"Healthcare","Balanced Alternative",11.3587841382666,95.1583988147891,7,"review"
503,"AI Governance","Loss-Avoidance Alternative",4.46399552018562,22.1383374398751,7,"acceptable"
542,"AI Governance","High-Upside Alternative",7.15659765221763,42.9012529714458,7,"review"
576,"AI Governance","Loss-Avoidance Alternative",-7.58863678782278,-89.0739386339038,7,"acceptable"
617,"Healthcare","Loss-Avoidance Alternative",8.14530060536187,54.5144639138863,7,"review"
647,"Financial Risk","Balanced Alternative",12.0793277310752,77.4302344070882,-7,"review"
660,"Financial Risk","Loss-Avoidance Alternative",8.45961094695978,43.9993791454726,-7,"review"
669,"Infrastructure","Status Quo",7.17007484685052,36.2524947811704,7,"acceptable"
677,"Healthcare","Balanced Alternative",8.46445694442424,57.4257267929381,7,"review"
699,"AI Governance","Cautious Alternative",12.8910959226932,72.3483079639765,-7,"review"
44,"Healthcare","Balanced Alternative",-5.65582052798304,-60.9157143615886,6,"acceptable"
63,"Public Policy","High-Upside Alternative",14.2511947302791,75.3827115260356,-6,"acceptable"
86,"AI Governance","High-Upside Alternative",-4.55084043609164,-69.6348207153129,6,"review"
111,"AI Governance","Loss-Avoidance Alternative",9.52731146124401,70.8139849765944,6,"acceptable"
120,"Healthcare","Status Quo",2.98789176280053,-27.2775208768638,-6,"review"
135,"Public Policy","Balanced Alternative",2.07086753096388,-51.7100076218976,-6,"review"
248,"Healthcare","Cautious Alternative",13.6528783806435,107.318597892424,-6,"review"
291,"Organizational Strategy","High-Upside Alternative",-2.63045436786811,-80.0874371400641,-6,"acceptable"
297,"Financial Risk","Loss-Avoidance Alternative",-5.23114622936516,-55.7879206262534,6,"acceptable"
332,"AI Governance","Loss-Avoidance Alternative",5.81778313276248,14.8032722704344,-6,"acceptable"
402,"Financial Risk","Status Quo",9.72878084409601,53.5405709352477,-6,"review"
411,"Healthcare","High-Upside Alternative",10.928201338279,82.7516072477627,6,"acceptable"
413,"Public Policy","Balanced Alternative",9.5792452636982,51.2088806593015,-6,"review"
428,"AI Governance","Cautious Alternative",7.93163555332027,56.0077335393645,6,"review"
437,"Public Policy","Balanced Alternative",13.3123965899276,147.284561762708,6,"review"
471,"AI Governance","Cautious Alternative",6.20699746426288,18.2821656599121,-6,"review"
516,"Financial Risk","Status Quo",7.62062291507584,37.7993834548132,-6,"acceptable"
582,"Financial Risk","Status Quo",8.08978379179125,42.7410289311264,-6,"review"
622,"Public Policy","Status Quo",6.53849606006862,19.6116546091678,-6,"review"
649,"Healthcare","Loss-Avoidance Alternative",6.49052919597812,16.734501541301,-6,"acceptable"
681,"Public Policy","Loss-Avoidance Alternative",12.80756529981,107.550466426998,6,"review"
75,"AI Governance","High-Upside Alternative",7.99093549592884,47.5374312545078,-5,"review"
87,"Organizational Strategy","High-Upside Alternative",7.31377783568135,37.6892239835693,5,"acceptable"
109,"Public Policy","High-Upside Alternative",3.27763692659492,-35.8067130033653,-5,"acceptable"
112,"Organizational Strategy","Balanced Alternative",9.33277682743556,51.6862125342945,-5,"acceptable"
137,"Public Policy","Loss-Avoidance Alternative",-2.45069106978887,-55.7392343418775,5,"acceptable"
144,"Organizational Strategy","Status Quo",-1.32136657686623,-70.6756735130607,-5,"review"
167,"Healthcare","Loss-Avoidance Alternative",12.5975257512558,94.0352441198929,-5,"acceptable"
171,"AI Governance","Balanced Alternative",-6.81092300169298,-294.113866340078,-5,"review"
192,"Financial Risk","High-Upside Alternative",-3.76804210709361,-41.7038246541399,5,"acceptable"
256,"Public Policy","Loss-Avoidance Alternative",9.38035530164347,56.0120551383022,5,"review"
257,"Organizational Strategy","Loss-Avoidance Alternative",12.6057304083501,79.6606490117056,-5,"review"
275,"Healthcare","Status Quo",3.93933517421978,-6.83876540402831,-5,"acceptable"
323,"AI Governance","Loss-Avoidance Alternative",-2.9549550807444,-84.69881022763,-5,"acceptable"
359,"Public Policy","Balanced Alternative",7.82726673232867,34.6216782802445,-5,"acceptable"
377,"Healthcare","Loss-Avoidance Alternative",9.56114955003214,55.7732704419955,-5,"review"
389,"AI Governance","Balanced Alternative",12.0226674256598,100.996898159418,5,"review"
393,"Organizational Strategy","Balanced Alternative",6.36710358826948,13.3071562176798,-5,"review"
430,"Organizational Strategy","High-Upside Alternative",-3.94887347774487,-96.1393296981591,-5,"review"
436,"Infrastructure","High-Upside Alternative",7.08603969205612,24.3083706903993,-5,"acceptable"
450,"Organizational Strategy","Status Quo",11.2387430280109,74.4558135900159,-5,"review"
470,"Healthcare","High-Upside Alternative",11.7277284602567,96.6658387494044,5,"review"
504,"Organizational Strategy","Cautious Alternative",-5.58223750076403,-69.6945019778897,5,"acceptable"
518,"Healthcare","High-Upside Alternative",-5.03059205994838,-129.41784652101,-5,"acceptable"
536,"Healthcare","Loss-Avoidance Alternative",4.54704849919833,-5.34562687191262,-5,"review"
590,"Organizational Strategy","Status Quo",4.76440731858933,17.0967237458204,5,"review"
602,"AI Governance","Balanced Alternative",8.27336729334808,57.602667031284,5,"acceptable"
620,"Infrastructure","High-Upside Alternative",1.32003942109128,-26.4180895336534,5,"review"
643,"Infrastructure","Loss-Avoidance Alternative",13.4563527925021,88.698146045705,-5,"review"
670,"AI Governance","Status Quo",7.26725498082104,29.7968202684094,-5,"acceptable"
674,"Public Policy","Balanced Alternative",7.28403178645858,39.1010913335295,5,"acceptable"
117,"Public Policy","Cautious Alternative",9.41501999818829,56.0444602196368,4,"acceptable"
134,"AI Governance","High-Upside Alternative",12.4724217302823,118.394520299625,4,"acceptable"
165,"Healthcare","Balanced Alternative",7.31634643300977,27.5919806440081,-4,"review"
173,"Public Policy","Balanced Alternative",10.0637055747182,55.0056622936028,-4,"acceptable"
214,"AI Governance","Loss-Avoidance Alternative",-3.94354690681688,-68.1747430954534,4,"review"
225,"Public Policy","Status Quo",10.0497258892262,60.0823176550316,4,"acceptable"
258,"Public Policy","Balanced Alternative",-4.97161431702658,-141.056251683795,-4,"review"
261,"Healthcare","Cautious Alternative",7.70174761059937,34.1731586804919,-4,"review"
274,"Healthcare","Status Quo",11.6289346739838,81.0656468621619,-4,"review"
301,"Organizational Strategy","Balanced Alternative",9.58874104026777,71.4610727320655,4,"review"
313,"Healthcare","Balanced Alternative",12.4137687355012,83.3268345003314,-4,"acceptable"
375,"Public Policy","Cautious Alternative",7.37944071255516,34.438619964014,-4,"review"
376,"Organizational Strategy","High-Upside Alternative",-5.86662646093951,-147.938619600325,-4,"review"
388,"Healthcare","Status Quo",7.73507411014895,41.9832011529877,4,"review"
444,"Public Policy","Cautious Alternative",11.1538611601613,60.8976084805729,-4,"acceptable"
447,"AI Governance","Balanced Alternative",3.24658579966872,-20.199136280505,-4,"acceptable"
473,"Organizational Strategy","Loss-Avoidance Alternative",6.02649680737218,22.0663548511622,4,"review"
500,"AI Governance","Loss-Avoidance Alternative",12.0146052101103,66.9853658234254,-4,"review"
535,"Organizational Strategy","Loss-Avoidance Alternative",7.64991240309847,41.6685720863594,4,"acceptable"
584,"Healthcare","Balanced Alternative",8.05989536995855,50.2759019018004,4,"review"
603,"Healthcare","Loss-Avoidance Alternative",2.36665688111926,-31.0053483322931,-4,"acceptable"
36,"Infrastructure","Cautious Alternative",7.46458061411015,36.0770872386998,3,"review"
52,"Organizational Strategy","Cautious Alternative",-5.79018988407334,-115.02990027315,-3,"review"
55,"Financial Risk","Cautious Alternative",-5.85246068673367,-64.1335293563088,3,"acceptable"
60,"Healthcare","Cautious Alternative",3.31873553019889,-18.8442766062286,-3,"review"
107,"Organizational Strategy","Cautious Alternative",7.15131307234182,22.9815426820769,-3,"acceptable"
129,"Organizational Strategy","Balanced Alternative",6.00521279052668,11.8973243411197,-3,"review"
158,"Infrastructure","Status Quo",3.8900589492528,15.5786425808169,3,"review"
183,"Financial Risk","Cautious Alternative",-2.15685259158215,-35.5399083306195,3,"acceptable"
185,"Healthcare","Cautious Alternative",-3.24601814727041,-52.1907144607911,3,"acceptable"
195,"Infrastructure","High-Upside Alternative",-1.50681364168989,-80.7326985658202,-3,"review"
212,"Healthcare","Cautious Alternative",-6.5299202627781,-101.933567608229,3,"acceptable"
250,"AI Governance","Status Quo",7.99307102329553,49.967182517024,-3,"review"
288,"AI Governance","Loss-Avoidance Alternative",14.0292913083526,131.623571354845,3,"acceptable"
335,"Organizational Strategy","High-Upside Alternative",7.27526396074154,33.63728911741,3,"acceptable"
338,"AI Governance","High-Upside Alternative",-6.06859458611829,-143.481818233984,-3,"acceptable"
