trial,scenario,expected_value_strategy,expected_value_payoff,ambiguity_averse_strategy,ambiguity_averse_payoff,minimax_regret_strategy,minimax_regret_payoff,adaptive_strategy,adaptive_payoff,recent_loss_count,monitoring_trigger_active
218,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
219,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
220,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
221,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
222,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
223,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
224,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
225,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
226,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
227,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
228,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
229,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
230,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
231,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
232,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
233,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
234,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
235,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
236,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
237,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
238,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
239,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
240,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
241,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
242,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
243,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
244,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
245,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
246,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
247,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
248,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
249,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
250,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
251,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
252,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
253,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
254,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
255,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
256,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
257,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
258,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
259,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
260,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
261,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
262,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
263,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
264,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
265,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
266,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
267,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
268,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
269,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
270,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
271,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
272,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
273,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
274,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
275,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
276,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
277,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
278,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
279,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
280,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
281,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
282,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
283,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
284,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
285,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
286,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
287,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
288,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
289,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
290,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
291,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
292,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
293,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
294,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
295,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
296,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
297,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
298,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
299,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
300,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
301,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
302,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
303,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
304,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Preserve Option,31.7832,0,False
305,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
306,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
307,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
308,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
309,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
310,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
311,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
312,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
313,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
314,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
315,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
316,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
317,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Preserve Option,31.7832,0,False
318,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
319,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
320,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
321,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
322,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
323,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
324,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
325,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
326,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
327,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
328,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
329,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
330,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
331,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
332,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
333,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
334,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
335,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
336,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
337,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
338,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
339,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Preserve Option,31.7832,0,False
340,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
341,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
342,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
343,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
344,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
345,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
346,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
347,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
348,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
349,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
350,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
351,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
352,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
353,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
354,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
355,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
356,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
357,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
358,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
359,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
360,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
361,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
362,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
363,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
364,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
365,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
366,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
367,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
368,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
369,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
370,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
371,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
372,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
373,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
374,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
375,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
376,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
377,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
378,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
379,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
380,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
381,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
382,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
383,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
384,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
385,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
386,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
387,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
388,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
389,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
390,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
391,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
392,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
393,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
394,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
395,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
396,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
397,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
398,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
399,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
400,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
401,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
402,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
403,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
404,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
405,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
406,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
407,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
408,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
409,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
410,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
411,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
412,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
413,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
414,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
415,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
416,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
417,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
418,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
419,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
420,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
421,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
422,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
423,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
424,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
425,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
426,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
427,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
428,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
429,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
430,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
431,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
432,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
433,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
434,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
435,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
436,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
