trial,alternative,decision_quality_score,architecture_score,minimum_component_score,outcome,favorable_outcome,review_trigger,case_classification
552,Fast Commitment,0.3998,0.3639,0.28,52.1627,False,True,weak process and weak outcome
553,Fast Commitment,0.3998,0.3639,0.28,75.2652,True,True,weak process with favorable outcome; possible luck
554,Fast Commitment,0.3998,0.3639,0.28,84.2654,True,True,weak process with favorable outcome; possible luck
555,Fast Commitment,0.3998,0.3639,0.28,98.5883,True,True,weak process with favorable outcome; possible luck
556,Fast Commitment,0.3998,0.3639,0.28,91.6118,True,True,weak process with favorable outcome; possible luck
557,Fast Commitment,0.3998,0.3639,0.28,55.7431,False,True,weak process and weak outcome
558,Fast Commitment,0.3998,0.3639,0.28,118.0283,True,True,weak process with favorable outcome; possible luck
559,Fast Commitment,0.3998,0.3639,0.28,83.2244,True,True,weak process with favorable outcome; possible luck
560,Fast Commitment,0.3998,0.3639,0.28,78.3266,True,True,weak process with favorable outcome; possible luck
561,Fast Commitment,0.3998,0.3639,0.28,53.8861,False,True,weak process and weak outcome
562,Fast Commitment,0.3998,0.3639,0.28,153.9277,True,True,weak process with favorable outcome; possible luck
563,Fast Commitment,0.3998,0.3639,0.28,104.2558,True,True,weak process with favorable outcome; possible luck
564,Fast Commitment,0.3998,0.3639,0.28,85.5323,True,True,weak process with favorable outcome; possible luck
565,Fast Commitment,0.3998,0.3639,0.28,106.4964,True,True,weak process with favorable outcome; possible luck
566,Fast Commitment,0.3998,0.3639,0.28,84.2732,True,True,weak process with favorable outcome; possible luck
567,Fast Commitment,0.3998,0.3639,0.28,72.8787,False,True,weak process and weak outcome
568,Fast Commitment,0.3998,0.3639,0.28,52.8154,False,True,weak process and weak outcome
569,Fast Commitment,0.3998,0.3639,0.28,142.738,True,True,weak process with favorable outcome; possible luck
570,Fast Commitment,0.3998,0.3639,0.28,44.3285,False,True,weak process and weak outcome
571,Fast Commitment,0.3998,0.3639,0.28,55.3421,False,True,weak process and weak outcome
572,Fast Commitment,0.3998,0.3639,0.28,105.905,True,True,weak process with favorable outcome; possible luck
573,Fast Commitment,0.3998,0.3639,0.28,109.255,True,True,weak process with favorable outcome; possible luck
574,Fast Commitment,0.3998,0.3639,0.28,53.7527,False,True,weak process and weak outcome
575,Fast Commitment,0.3998,0.3639,0.28,29.34,False,True,weak process and weak outcome
576,Fast Commitment,0.3998,0.3639,0.28,44.9506,False,True,weak process and weak outcome
577,Fast Commitment,0.3998,0.3639,0.28,81.44,True,True,weak process with favorable outcome; possible luck
578,Fast Commitment,0.3998,0.3639,0.28,71.1187,False,True,weak process and weak outcome
579,Fast Commitment,0.3998,0.3639,0.28,77.589,True,True,weak process with favorable outcome; possible luck
580,Fast Commitment,0.3998,0.3639,0.28,88.7171,True,True,weak process with favorable outcome; possible luck
581,Fast Commitment,0.3998,0.3639,0.28,129.9512,True,True,weak process with favorable outcome; possible luck
582,Fast Commitment,0.3998,0.3639,0.28,130.2195,True,True,weak process with favorable outcome; possible luck
583,Fast Commitment,0.3998,0.3639,0.28,78.3763,True,True,weak process with favorable outcome; possible luck
584,Fast Commitment,0.3998,0.3639,0.28,79.5474,True,True,weak process with favorable outcome; possible luck
585,Fast Commitment,0.3998,0.3639,0.28,56.3172,False,True,weak process and weak outcome
586,Fast Commitment,0.3998,0.3639,0.28,117.4905,True,True,weak process with favorable outcome; possible luck
587,Fast Commitment,0.3998,0.3639,0.28,87.6858,True,True,weak process with favorable outcome; possible luck
588,Fast Commitment,0.3998,0.3639,0.28,59.7397,False,True,weak process and weak outcome
589,Fast Commitment,0.3998,0.3639,0.28,92.95,True,True,weak process with favorable outcome; possible luck
590,Fast Commitment,0.3998,0.3639,0.28,134.9684,True,True,weak process with favorable outcome; possible luck
591,Fast Commitment,0.3998,0.3639,0.28,111.0707,True,True,weak process with favorable outcome; possible luck
592,Fast Commitment,0.3998,0.3639,0.28,124.8546,True,True,weak process with favorable outcome; possible luck
593,Fast Commitment,0.3998,0.3639,0.28,92.8333,True,True,weak process with favorable outcome; possible luck
594,Fast Commitment,0.3998,0.3639,0.28,83.8587,True,True,weak process with favorable outcome; possible luck
595,Fast Commitment,0.3998,0.3639,0.28,122.3155,True,True,weak process with favorable outcome; possible luck
596,Fast Commitment,0.3998,0.3639,0.28,110.8459,True,True,weak process with favorable outcome; possible luck
597,Fast Commitment,0.3998,0.3639,0.28,79.038,True,True,weak process with favorable outcome; possible luck
598,Fast Commitment,0.3998,0.3639,0.28,75.5242,True,True,weak process with favorable outcome; possible luck
599,Fast Commitment,0.3998,0.3639,0.28,87.8097,True,True,weak process with favorable outcome; possible luck
600,Fast Commitment,0.3998,0.3639,0.28,52.8928,False,True,weak process and weak outcome
601,Fast Commitment,0.3998,0.3639,0.28,43.7476,False,True,weak process and weak outcome
602,Fast Commitment,0.3998,0.3639,0.28,97.2089,True,True,weak process with favorable outcome; possible luck
603,Fast Commitment,0.3998,0.3639,0.28,100.2832,True,True,weak process with favorable outcome; possible luck
604,Fast Commitment,0.3998,0.3639,0.28,42.327,False,True,weak process and weak outcome
605,Fast Commitment,0.3998,0.3639,0.28,90.189,True,True,weak process with favorable outcome; possible luck
606,Fast Commitment,0.3998,0.3639,0.28,122.4767,True,True,weak process with favorable outcome; possible luck
607,Fast Commitment,0.3998,0.3639,0.28,103.051,True,True,weak process with favorable outcome; possible luck
608,Fast Commitment,0.3998,0.3639,0.28,85.4103,True,True,weak process with favorable outcome; possible luck
609,Fast Commitment,0.3998,0.3639,0.28,90.8525,True,True,weak process with favorable outcome; possible luck
610,Fast Commitment,0.3998,0.3639,0.28,115.5632,True,True,weak process with favorable outcome; possible luck
611,Fast Commitment,0.3998,0.3639,0.28,48.41,False,True,weak process and weak outcome
612,Fast Commitment,0.3998,0.3639,0.28,87.934,True,True,weak process with favorable outcome; possible luck
613,Fast Commitment,0.3998,0.3639,0.28,93.6016,True,True,weak process with favorable outcome; possible luck
614,Fast Commitment,0.3998,0.3639,0.28,91.7069,True,True,weak process with favorable outcome; possible luck
615,Fast Commitment,0.3998,0.3639,0.28,41.4067,False,True,weak process and weak outcome
616,Fast Commitment,0.3998,0.3639,0.28,63.6542,False,True,weak process and weak outcome
617,Fast Commitment,0.3998,0.3639,0.28,106.5203,True,True,weak process with favorable outcome; possible luck
618,Fast Commitment,0.3998,0.3639,0.28,81.0323,True,True,weak process with favorable outcome; possible luck
619,Fast Commitment,0.3998,0.3639,0.28,83.1395,True,True,weak process with favorable outcome; possible luck
620,Fast Commitment,0.3998,0.3639,0.28,97.6992,True,True,weak process with favorable outcome; possible luck
621,Fast Commitment,0.3998,0.3639,0.28,77.6466,True,True,weak process with favorable outcome; possible luck
622,Fast Commitment,0.3998,0.3639,0.28,100.0322,True,True,weak process with favorable outcome; possible luck
623,Fast Commitment,0.3998,0.3639,0.28,84.6972,True,True,weak process with favorable outcome; possible luck
624,Fast Commitment,0.3998,0.3639,0.28,117.3551,True,True,weak process with favorable outcome; possible luck
625,Fast Commitment,0.3998,0.3639,0.28,72.9408,False,True,weak process and weak outcome
626,Fast Commitment,0.3998,0.3639,0.28,90.7704,True,True,weak process with favorable outcome; possible luck
627,Fast Commitment,0.3998,0.3639,0.28,114.2414,True,True,weak process with favorable outcome; possible luck
628,Fast Commitment,0.3998,0.3639,0.28,119.9208,True,True,weak process with favorable outcome; possible luck
629,Fast Commitment,0.3998,0.3639,0.28,78.7929,True,True,weak process with favorable outcome; possible luck
630,Fast Commitment,0.3998,0.3639,0.28,77.2478,True,True,weak process with favorable outcome; possible luck
631,Fast Commitment,0.3998,0.3639,0.28,98.3168,True,True,weak process with favorable outcome; possible luck
632,Fast Commitment,0.3998,0.3639,0.28,41.2972,False,True,weak process and weak outcome
633,Fast Commitment,0.3998,0.3639,0.28,64.6739,False,True,weak process and weak outcome
634,Fast Commitment,0.3998,0.3639,0.28,56.8904,False,True,weak process and weak outcome
635,Fast Commitment,0.3998,0.3639,0.28,104.5298,True,True,weak process with favorable outcome; possible luck
636,Fast Commitment,0.3998,0.3639,0.28,100.6792,True,True,weak process with favorable outcome; possible luck
637,Fast Commitment,0.3998,0.3639,0.28,128.3516,True,True,weak process with favorable outcome; possible luck
638,Fast Commitment,0.3998,0.3639,0.28,82.4218,True,True,weak process with favorable outcome; possible luck
639,Fast Commitment,0.3998,0.3639,0.28,71.3091,False,True,weak process and weak outcome
640,Fast Commitment,0.3998,0.3639,0.28,115.9481,True,True,weak process with favorable outcome; possible luck
641,Fast Commitment,0.3998,0.3639,0.28,97.436,True,True,weak process with favorable outcome; possible luck
642,Fast Commitment,0.3998,0.3639,0.28,88.689,True,True,weak process with favorable outcome; possible luck
643,Fast Commitment,0.3998,0.3639,0.28,100.7589,True,True,weak process with favorable outcome; possible luck
644,Fast Commitment,0.3998,0.3639,0.28,123.3494,True,True,weak process with favorable outcome; possible luck
645,Fast Commitment,0.3998,0.3639,0.28,79.0037,True,True,weak process with favorable outcome; possible luck
646,Fast Commitment,0.3998,0.3639,0.28,117.9624,True,True,weak process with favorable outcome; possible luck
647,Fast Commitment,0.3998,0.3639,0.28,104.4944,True,True,weak process with favorable outcome; possible luck
648,Fast Commitment,0.3998,0.3639,0.28,123.4043,True,True,weak process with favorable outcome; possible luck
649,Fast Commitment,0.3998,0.3639,0.28,56.0743,False,True,weak process and weak outcome
650,Fast Commitment,0.3998,0.3639,0.28,111.73,True,True,weak process with favorable outcome; possible luck
651,Fast Commitment,0.3998,0.3639,0.28,77.4582,True,True,weak process with favorable outcome; possible luck
652,Fast Commitment,0.3998,0.3639,0.28,66.1022,False,True,weak process and weak outcome
653,Fast Commitment,0.3998,0.3639,0.28,121.6106,True,True,weak process with favorable outcome; possible luck
654,Fast Commitment,0.3998,0.3639,0.28,79.1379,True,True,weak process with favorable outcome; possible luck
655,Fast Commitment,0.3998,0.3639,0.28,111.1461,True,True,weak process with favorable outcome; possible luck
656,Fast Commitment,0.3998,0.3639,0.28,50.7679,False,True,weak process and weak outcome
657,Fast Commitment,0.3998,0.3639,0.28,97.5827,True,True,weak process with favorable outcome; possible luck
658,Fast Commitment,0.3998,0.3639,0.28,141.4278,True,True,weak process with favorable outcome; possible luck
659,Fast Commitment,0.3998,0.3639,0.28,84.798,True,True,weak process with favorable outcome; possible luck
660,Fast Commitment,0.3998,0.3639,0.28,45.5705,False,True,weak process and weak outcome
661,Fast Commitment,0.3998,0.3639,0.28,104.4719,True,True,weak process with favorable outcome; possible luck
662,Fast Commitment,0.3998,0.3639,0.28,74.1742,False,True,weak process and weak outcome
663,Fast Commitment,0.3998,0.3639,0.28,72.4859,False,True,weak process and weak outcome
664,Fast Commitment,0.3998,0.3639,0.28,134.1049,True,True,weak process with favorable outcome; possible luck
665,Fast Commitment,0.3998,0.3639,0.28,91.5945,True,True,weak process with favorable outcome; possible luck
666,Fast Commitment,0.3998,0.3639,0.28,65.6893,False,True,weak process and weak outcome
667,Fast Commitment,0.3998,0.3639,0.28,75.4572,True,True,weak process with favorable outcome; possible luck
668,Fast Commitment,0.3998,0.3639,0.28,104.6852,True,True,weak process with favorable outcome; possible luck
669,Fast Commitment,0.3998,0.3639,0.28,127.6272,True,True,weak process with favorable outcome; possible luck
670,Fast Commitment,0.3998,0.3639,0.28,54.3524,False,True,weak process and weak outcome
671,Fast Commitment,0.3998,0.3639,0.28,14.3801,False,True,weak process and weak outcome
672,Fast Commitment,0.3998,0.3639,0.28,84.308,True,True,weak process with favorable outcome; possible luck
673,Fast Commitment,0.3998,0.3639,0.28,89.3074,True,True,weak process with favorable outcome; possible luck
674,Fast Commitment,0.3998,0.3639,0.28,93.5665,True,True,weak process with favorable outcome; possible luck
675,Fast Commitment,0.3998,0.3639,0.28,79.9154,True,True,weak process with favorable outcome; possible luck
676,Fast Commitment,0.3998,0.3639,0.28,30.7225,False,True,weak process and weak outcome
677,Fast Commitment,0.3998,0.3639,0.28,73.365,False,True,weak process and weak outcome
678,Fast Commitment,0.3998,0.3639,0.28,104.6912,True,True,weak process with favorable outcome; possible luck
679,Fast Commitment,0.3998,0.3639,0.28,89.8911,True,True,weak process with favorable outcome; possible luck
680,Fast Commitment,0.3998,0.3639,0.28,56.2652,False,True,weak process and weak outcome
681,Fast Commitment,0.3998,0.3639,0.28,34.4674,False,True,weak process and weak outcome
682,Fast Commitment,0.3998,0.3639,0.28,131.3314,True,True,weak process with favorable outcome; possible luck
683,Fast Commitment,0.3998,0.3639,0.28,56.4234,False,True,weak process and weak outcome
684,Fast Commitment,0.3998,0.3639,0.28,150.6159,True,True,weak process with favorable outcome; possible luck
685,Fast Commitment,0.3998,0.3639,0.28,84.8586,True,True,weak process with favorable outcome; possible luck
686,Fast Commitment,0.3998,0.3639,0.28,73.4362,False,True,weak process and weak outcome
687,Fast Commitment,0.3998,0.3639,0.28,131.6239,True,True,weak process with favorable outcome; possible luck
688,Fast Commitment,0.3998,0.3639,0.28,58.5838,False,True,weak process and weak outcome
689,Fast Commitment,0.3998,0.3639,0.28,91.5422,True,True,weak process with favorable outcome; possible luck
690,Fast Commitment,0.3998,0.3639,0.28,86.5955,True,True,weak process with favorable outcome; possible luck
691,Fast Commitment,0.3998,0.3639,0.28,39.7768,False,True,weak process and weak outcome
692,Fast Commitment,0.3998,0.3639,0.28,60.1115,False,True,weak process and weak outcome
693,Fast Commitment,0.3998,0.3639,0.28,94.3947,True,True,weak process with favorable outcome; possible luck
694,Fast Commitment,0.3998,0.3639,0.28,135.016,True,True,weak process with favorable outcome; possible luck
695,Fast Commitment,0.3998,0.3639,0.28,116.8025,True,True,weak process with favorable outcome; possible luck
696,Fast Commitment,0.3998,0.3639,0.28,103.0337,True,True,weak process with favorable outcome; possible luck
697,Fast Commitment,0.3998,0.3639,0.28,62.7892,False,True,weak process and weak outcome
698,Fast Commitment,0.3998,0.3639,0.28,37.5134,False,True,weak process and weak outcome
699,Fast Commitment,0.3998,0.3639,0.28,110.3336,True,True,weak process with favorable outcome; possible luck
700,Fast Commitment,0.3998,0.3639,0.28,97.5296,True,True,weak process with favorable outcome; possible luck
701,Fast Commitment,0.3998,0.3639,0.28,50.4153,False,True,weak process and weak outcome
702,Fast Commitment,0.3998,0.3639,0.28,113.8878,True,True,weak process with favorable outcome; possible luck
703,Fast Commitment,0.3998,0.3639,0.28,70.5688,False,True,weak process and weak outcome
704,Fast Commitment,0.3998,0.3639,0.28,94.6762,True,True,weak process with favorable outcome; possible luck
705,Fast Commitment,0.3998,0.3639,0.28,122.2644,True,True,weak process with favorable outcome; possible luck
706,Fast Commitment,0.3998,0.3639,0.28,114.165,True,True,weak process with favorable outcome; possible luck
707,Fast Commitment,0.3998,0.3639,0.28,49.5849,False,True,weak process and weak outcome
708,Fast Commitment,0.3998,0.3639,0.28,96.285,True,True,weak process with favorable outcome; possible luck
709,Fast Commitment,0.3998,0.3639,0.28,80.907,True,True,weak process with favorable outcome; possible luck
710,Fast Commitment,0.3998,0.3639,0.28,98.4744,True,True,weak process with favorable outcome; possible luck
711,Fast Commitment,0.3998,0.3639,0.28,88.4665,True,True,weak process with favorable outcome; possible luck
712,Fast Commitment,0.3998,0.3639,0.28,85.7147,True,True,weak process with favorable outcome; possible luck
713,Fast Commitment,0.3998,0.3639,0.28,94.835,True,True,weak process with favorable outcome; possible luck
714,Fast Commitment,0.3998,0.3639,0.28,83.4919,True,True,weak process with favorable outcome; possible luck
715,Fast Commitment,0.3998,0.3639,0.28,109.1766,True,True,weak process with favorable outcome; possible luck
716,Fast Commitment,0.3998,0.3639,0.28,52.7288,False,True,weak process and weak outcome
717,Fast Commitment,0.3998,0.3639,0.28,92.2173,True,True,weak process with favorable outcome; possible luck
718,Fast Commitment,0.3998,0.3639,0.28,105.9894,True,True,weak process with favorable outcome; possible luck
719,Fast Commitment,0.3998,0.3639,0.28,121.3702,True,True,weak process with favorable outcome; possible luck
720,Fast Commitment,0.3998,0.3639,0.28,95.0169,True,True,weak process with favorable outcome; possible luck
721,Fast Commitment,0.3998,0.3639,0.28,107.5557,True,True,weak process with favorable outcome; possible luck
722,Fast Commitment,0.3998,0.3639,0.28,116.1097,True,True,weak process with favorable outcome; possible luck
723,Fast Commitment,0.3998,0.3639,0.28,60.1024,False,True,weak process and weak outcome
724,Fast Commitment,0.3998,0.3639,0.28,124.5118,True,True,weak process with favorable outcome; possible luck
725,Fast Commitment,0.3998,0.3639,0.28,149.2646,True,True,weak process with favorable outcome; possible luck
726,Fast Commitment,0.3998,0.3639,0.28,134.8464,True,True,weak process with favorable outcome; possible luck
727,Fast Commitment,0.3998,0.3639,0.28,68.1041,False,True,weak process and weak outcome
728,Fast Commitment,0.3998,0.3639,0.28,74.809,False,True,weak process and weak outcome
729,Fast Commitment,0.3998,0.3639,0.28,69.2194,False,True,weak process and weak outcome
730,Fast Commitment,0.3998,0.3639,0.28,111.2582,True,True,weak process with favorable outcome; possible luck
731,Fast Commitment,0.3998,0.3639,0.28,69.5352,False,True,weak process and weak outcome
732,Fast Commitment,0.3998,0.3639,0.28,63.7936,False,True,weak process and weak outcome
733,Fast Commitment,0.3998,0.3639,0.28,68.0758,False,True,weak process and weak outcome
734,Fast Commitment,0.3998,0.3639,0.28,82.6776,True,True,weak process with favorable outcome; possible luck
735,Fast Commitment,0.3998,0.3639,0.28,110.0437,True,True,weak process with favorable outcome; possible luck
736,Fast Commitment,0.3998,0.3639,0.28,99.105,True,True,weak process with favorable outcome; possible luck
737,Fast Commitment,0.3998,0.3639,0.28,50.1727,False,True,weak process and weak outcome
738,Fast Commitment,0.3998,0.3639,0.28,120.2235,True,True,weak process with favorable outcome; possible luck
739,Fast Commitment,0.3998,0.3639,0.28,102.8672,True,True,weak process with favorable outcome; possible luck
740,Fast Commitment,0.3998,0.3639,0.28,63.9428,False,True,weak process and weak outcome
741,Fast Commitment,0.3998,0.3639,0.28,91.7744,True,True,weak process with favorable outcome; possible luck
742,Fast Commitment,0.3998,0.3639,0.28,99.9534,True,True,weak process with favorable outcome; possible luck
743,Fast Commitment,0.3998,0.3639,0.28,112.8609,True,True,weak process with favorable outcome; possible luck
744,Fast Commitment,0.3998,0.3639,0.28,84.5069,True,True,weak process with favorable outcome; possible luck
745,Fast Commitment,0.3998,0.3639,0.28,121.2719,True,True,weak process with favorable outcome; possible luck
746,Fast Commitment,0.3998,0.3639,0.28,94.2332,True,True,weak process with favorable outcome; possible luck
747,Fast Commitment,0.3998,0.3639,0.28,113.4816,True,True,weak process with favorable outcome; possible luck
748,Fast Commitment,0.3998,0.3639,0.28,50.2871,False,True,weak process and weak outcome
749,Fast Commitment,0.3998,0.3639,0.28,83.9712,True,True,weak process with favorable outcome; possible luck
750,Fast Commitment,0.3998,0.3639,0.28,114.4135,True,True,weak process with favorable outcome; possible luck
751,Fast Commitment,0.3998,0.3639,0.28,61.7762,False,True,weak process and weak outcome
752,Fast Commitment,0.3998,0.3639,0.28,80.6343,True,True,weak process with favorable outcome; possible luck
753,Fast Commitment,0.3998,0.3639,0.28,64.7383,False,True,weak process and weak outcome
754,Fast Commitment,0.3998,0.3639,0.28,107.4788,True,True,weak process with favorable outcome; possible luck
755,Fast Commitment,0.3998,0.3639,0.28,51.6014,False,True,weak process and weak outcome
756,Fast Commitment,0.3998,0.3639,0.28,124.5715,True,True,weak process with favorable outcome; possible luck
757,Fast Commitment,0.3998,0.3639,0.28,107.3972,True,True,weak process with favorable outcome; possible luck
758,Fast Commitment,0.3998,0.3639,0.28,128.4862,True,True,weak process with favorable outcome; possible luck
759,Fast Commitment,0.3998,0.3639,0.28,141.9134,True,True,weak process with favorable outcome; possible luck
760,Fast Commitment,0.3998,0.3639,0.28,107.798,True,True,weak process with favorable outcome; possible luck
761,Fast Commitment,0.3998,0.3639,0.28,91.0578,True,True,weak process with favorable outcome; possible luck
762,Fast Commitment,0.3998,0.3639,0.28,65.6932,False,True,weak process and weak outcome
763,Fast Commitment,0.3998,0.3639,0.28,62.7063,False,True,weak process and weak outcome
764,Fast Commitment,0.3998,0.3639,0.28,72.5996,False,True,weak process and weak outcome
765,Fast Commitment,0.3998,0.3639,0.28,75.6406,True,True,weak process with favorable outcome; possible luck
766,Fast Commitment,0.3998,0.3639,0.28,139.4552,True,True,weak process with favorable outcome; possible luck
767,Fast Commitment,0.3998,0.3639,0.28,74.373,False,True,weak process and weak outcome
768,Fast Commitment,0.3998,0.3639,0.28,80.1028,True,True,weak process with favorable outcome; possible luck
769,Fast Commitment,0.3998,0.3639,0.28,74.1897,False,True,weak process and weak outcome
770,Fast Commitment,0.3998,0.3639,0.28,70.2873,False,True,weak process and weak outcome
771,Fast Commitment,0.3998,0.3639,0.28,124.5293,True,True,weak process with favorable outcome; possible luck
772,Fast Commitment,0.3998,0.3639,0.28,48.9269,False,True,weak process and weak outcome
773,Fast Commitment,0.3998,0.3639,0.28,38.7454,False,True,weak process and weak outcome
774,Fast Commitment,0.3998,0.3639,0.28,108.8888,True,True,weak process with favorable outcome; possible luck
775,Fast Commitment,0.3998,0.3639,0.28,65.7608,False,True,weak process and weak outcome
776,Fast Commitment,0.3998,0.3639,0.28,62.4359,False,True,weak process and weak outcome
777,Fast Commitment,0.3998,0.3639,0.28,99.7043,True,True,weak process with favorable outcome; possible luck
778,Fast Commitment,0.3998,0.3639,0.28,78.4811,True,True,weak process with favorable outcome; possible luck
779,Fast Commitment,0.3998,0.3639,0.28,65.0899,False,True,weak process and weak outcome
780,Fast Commitment,0.3998,0.3639,0.28,107.8617,True,True,weak process with favorable outcome; possible luck
781,Fast Commitment,0.3998,0.3639,0.28,61.448,False,True,weak process and weak outcome
782,Fast Commitment,0.3998,0.3639,0.28,57.6462,False,True,weak process and weak outcome
783,Fast Commitment,0.3998,0.3639,0.28,132.5925,True,True,weak process with favorable outcome; possible luck
784,Fast Commitment,0.3998,0.3639,0.28,93.9372,True,True,weak process with favorable outcome; possible luck
785,Fast Commitment,0.3998,0.3639,0.28,76.2169,True,True,weak process with favorable outcome; possible luck
786,Fast Commitment,0.3998,0.3639,0.28,88.8021,True,True,weak process with favorable outcome; possible luck
787,Fast Commitment,0.3998,0.3639,0.28,78.363,True,True,weak process with favorable outcome; possible luck
788,Fast Commitment,0.3998,0.3639,0.28,63.5112,False,True,weak process and weak outcome
789,Fast Commitment,0.3998,0.3639,0.28,99.3587,True,True,weak process with favorable outcome; possible luck
790,Fast Commitment,0.3998,0.3639,0.28,88.0153,True,True,weak process with favorable outcome; possible luck
791,Fast Commitment,0.3998,0.3639,0.28,91.3047,True,True,weak process with favorable outcome; possible luck
792,Fast Commitment,0.3998,0.3639,0.28,112.3053,True,True,weak process with favorable outcome; possible luck
793,Fast Commitment,0.3998,0.3639,0.28,79.8109,True,True,weak process with favorable outcome; possible luck
794,Fast Commitment,0.3998,0.3639,0.28,79.0772,True,True,weak process with favorable outcome; possible luck
795,Fast Commitment,0.3998,0.3639,0.28,68.0961,False,True,weak process and weak outcome
796,Fast Commitment,0.3998,0.3639,0.28,98.1991,True,True,weak process with favorable outcome; possible luck
797,Fast Commitment,0.3998,0.3639,0.28,84.3998,True,True,weak process with favorable outcome; possible luck
798,Fast Commitment,0.3998,0.3639,0.28,121.0795,True,True,weak process with favorable outcome; possible luck
799,Fast Commitment,0.3998,0.3639,0.28,62.8025,False,True,weak process and weak outcome
800,Fast Commitment,0.3998,0.3639,0.28,93.0253,True,True,weak process with favorable outcome; possible luck
801,Fast Commitment,0.3998,0.3639,0.28,92.0549,True,True,weak process with favorable outcome; possible luck
802,Fast Commitment,0.3998,0.3639,0.28,116.3056,True,True,weak process with favorable outcome; possible luck
803,Fast Commitment,0.3998,0.3639,0.28,98.5859,True,True,weak process with favorable outcome; possible luck
804,Fast Commitment,0.3998,0.3639,0.28,109.4805,True,True,weak process with favorable outcome; possible luck
805,Fast Commitment,0.3998,0.3639,0.28,100.8127,True,True,weak process with favorable outcome; possible luck
806,Fast Commitment,0.3998,0.3639,0.28,124.0751,True,True,weak process with favorable outcome; possible luck
807,Fast Commitment,0.3998,0.3639,0.28,119.5393,True,True,weak process with favorable outcome; possible luck
808,Fast Commitment,0.3998,0.3639,0.28,73.7682,False,True,weak process and weak outcome
809,Fast Commitment,0.3998,0.3639,0.28,103.0403,True,True,weak process with favorable outcome; possible luck
810,Fast Commitment,0.3998,0.3639,0.28,109.7294,True,True,weak process with favorable outcome; possible luck
811,Fast Commitment,0.3998,0.3639,0.28,64.2193,False,True,weak process and weak outcome
812,Fast Commitment,0.3998,0.3639,0.28,79.7783,True,True,weak process with favorable outcome; possible luck
813,Fast Commitment,0.3998,0.3639,0.28,91.4355,True,True,weak process with favorable outcome; possible luck
814,Fast Commitment,0.3998,0.3639,0.28,54.5068,False,True,weak process and weak outcome
815,Fast Commitment,0.3998,0.3639,0.28,106.6586,True,True,weak process with favorable outcome; possible luck
816,Fast Commitment,0.3998,0.3639,0.28,46.5026,False,True,weak process and weak outcome
817,Fast Commitment,0.3998,0.3639,0.28,119.8113,True,True,weak process with favorable outcome; possible luck
818,Fast Commitment,0.3998,0.3639,0.28,70.948,False,True,weak process and weak outcome
819,Fast Commitment,0.3998,0.3639,0.28,66.4855,False,True,weak process and weak outcome
820,Fast Commitment,0.3998,0.3639,0.28,106.2055,True,True,weak process with favorable outcome; possible luck
821,Fast Commitment,0.3998,0.3639,0.28,99.1507,True,True,weak process with favorable outcome; possible luck
822,Fast Commitment,0.3998,0.3639,0.28,105.5957,True,True,weak process with favorable outcome; possible luck
823,Fast Commitment,0.3998,0.3639,0.28,122.2494,True,True,weak process with favorable outcome; possible luck
824,Fast Commitment,0.3998,0.3639,0.28,124.6362,True,True,weak process with favorable outcome; possible luck
825,Fast Commitment,0.3998,0.3639,0.28,64.9564,False,True,weak process and weak outcome
826,Fast Commitment,0.3998,0.3639,0.28,91.7191,True,True,weak process with favorable outcome; possible luck
827,Fast Commitment,0.3998,0.3639,0.28,110.3208,True,True,weak process with favorable outcome; possible luck
828,Fast Commitment,0.3998,0.3639,0.28,93.9233,True,True,weak process with favorable outcome; possible luck
829,Fast Commitment,0.3998,0.3639,0.28,70.3393,False,True,weak process and weak outcome
830,Fast Commitment,0.3998,0.3639,0.28,38.7827,False,True,weak process and weak outcome
831,Fast Commitment,0.3998,0.3639,0.28,94.0019,True,True,weak process with favorable outcome; possible luck
832,Fast Commitment,0.3998,0.3639,0.28,59.157,False,True,weak process and weak outcome
833,Fast Commitment,0.3998,0.3639,0.28,97.1949,True,True,weak process with favorable outcome; possible luck
834,Fast Commitment,0.3998,0.3639,0.28,61.543,False,True,weak process and weak outcome
835,Fast Commitment,0.3998,0.3639,0.28,59.2818,False,True,weak process and weak outcome
836,Fast Commitment,0.3998,0.3639,0.28,93.8987,True,True,weak process with favorable outcome; possible luck
837,Fast Commitment,0.3998,0.3639,0.28,98.7074,True,True,weak process with favorable outcome; possible luck
838,Fast Commitment,0.3998,0.3639,0.28,95.1848,True,True,weak process with favorable outcome; possible luck
839,Fast Commitment,0.3998,0.3639,0.28,85.905,True,True,weak process with favorable outcome; possible luck
840,Fast Commitment,0.3998,0.3639,0.28,99.9853,True,True,weak process with favorable outcome; possible luck
841,Fast Commitment,0.3998,0.3639,0.28,60.0838,False,True,weak process and weak outcome
842,Fast Commitment,0.3998,0.3639,0.28,88.3932,True,True,weak process with favorable outcome; possible luck
843,Fast Commitment,0.3998,0.3639,0.28,76.9809,True,True,weak process with favorable outcome; possible luck
844,Fast Commitment,0.3998,0.3639,0.28,110.8629,True,True,weak process with favorable outcome; possible luck
845,Fast Commitment,0.3998,0.3639,0.28,67.4783,False,True,weak process and weak outcome
846,Fast Commitment,0.3998,0.3639,0.28,116.0946,True,True,weak process with favorable outcome; possible luck
847,Fast Commitment,0.3998,0.3639,0.28,69.0667,False,True,weak process and weak outcome
