"group_id","domain","true_value","independent_group_estimate","influenced_group_estimate","independent_error","collective_error","social_influence_error_change","dissent_ratio","influence_concentration","consensus_pressure","authority_concentration","shared_information","unique_information","hidden_profile_risk","evidence_diversity","review_flag"
75,"AI Governance",0.437259178003296,0.426298168980914,0.431050646967393,0.0109610090223818,0.00620853103590341,-0.00475247798647838,0.142857142857143,0.184706725721773,0.258788226754405,0.211975006293505,8,9,0.529411764705882,0.691416077617118,"review"
100,"Infrastructure",0.372228310350329,0.362237534187186,0.366327948270763,0.00999077616314298,0.00590036207956529,-0.00409041408357769,0,0.174682982178701,0.118349865847267,0.27708019935526,10,10,0.5,0.693147180559945,"review"
67,"Healthcare",0.661680604191497,0.665480487691388,0.667047155479803,0.00379988349989158,0.00536655128830632,0.00156666778841474,0.142857142857143,0.202450566245225,0.518615530454554,0.519815642642789,8,8,0.5,0.693147180559945,"review"
57,"AI Governance",0.618511670210864,0.608794442866755,0.613346228895514,0.00971722734410985,0.00516544131535046,-0.00455178602875939,0.285714285714286,0.199702025161666,0.427433592220768,0.357775590987876,6,9,0.6,0.673011667009257,"review"
126,"Public Policy",0.254525146237574,0.259843039155974,0.259654905948555,0.00531789291839979,0.0051297597109804,-0.000188133207419394,0.142857142857143,0.191080514527395,0.687402438628487,0.297258775122464,11,6,0.352941176470588,0.649248354870898,"review"
26,"Healthcare",0.45952741834335,0.469711714616015,0.464634857424371,0.0101842962726646,0.00510743908102029,-0.0050768571916443,0,0.180661749813957,0.480740853981115,0.100202521681786,6,8,0.571428571428571,0.682908104700472,"review"
73,"Financial Risk",0.577778541774023,0.581432466422437,0.582251382467832,0.00365392464841319,0.00447284069380904,0.000818916045395857,0,0.200390579808978,0.734811839624308,0.335856962506659,5,4,0.444444444444444,0.686961576597323,"review"
157,"Public Policy",0.274595740425866,0.272815146136295,0.270271441976995,0.00178059428957061,0.00432429844887117,0.00254370415930055,0.142857142857143,0.200670326220295,0.579427458904684,0.484038482210599,11,10,0.476190476190476,0.692012964831874,"review"
31,"Healthcare",0.729592433618382,0.721128531632061,0.725876577316003,0.00846390198632097,0.00371585630237836,-0.0047480456839426,0,0.234069881816338,0.069684833753854,0.403920297534205,4,9,0.692307692307692,0.617241769730342,"review"
150,"Organizational Strategy",0.637169299682137,0.631024234202977,0.634347643493475,0.00614506547915916,0.00282165618866137,-0.00332340929049779,0,0.17924959495165,0.283456710889004,0.572728617023677,9,10,0.526315789473684,0.691761498852418,"review"
38,"Organizational Strategy",0.226706120907329,0.22859396889314,0.229187663417901,0.00188784798581046,0.00248154251057189,0.000593694524761434,0.285714285714286,0.204604303597951,0.723989884671755,0.340308867883868,12,3,0.2,0.500402423538188,"review"
162,"Organizational Strategy",0.760316910396796,0.772088534497438,0.759833326070483,0.0117716241006423,0.000483584326312347,-0.0112880397743299,0.142857142857143,0.201061222901455,0.0990578385768458,0.385938117420301,8,7,0.466666666666667,0.690923309313818,"review"
104,"Public Policy",0.578010244097095,0.577056445340413,0.577720225838836,0.000953798756682,0.000290018258258695,-0.000663780498423305,0,0.194941448094242,0.364320705342106,0.577451466373168,5,10,0.666666666666667,0.636514168294813,"review"
