"case_id","domain","forecast_probability","confidence","evidence_quality","estimated_duration","estimated_cost","interval_width_factor","outcome","brier_score","accuracy_proxy","confidence_error","actual_duration","actual_cost","duration_planning_error","cost_planning_error","duration_lower","duration_upper","cost_lower","cost_upper","duration_interval_hit","cost_interval_hit","probability_bin","confidence_flag","review_flag"
217,"Public Policy",0.406127783469856,0.790668688630685,"high",332.060338651063,3238047.8910869,0.0532541332766414,0,0.164939776506138,0.835060223493862,-0.0443915348631768,454.577896503435,3895858.53153523,0.368961732527522,0.203150374106273,314.376753120653,349.743924181473,3065608.45713881,3410487.32503499,FALSE,FALSE,"[0.4,0.5)","approximately calibrated","review"
218,"Organizational Strategy",0.158781505119987,0.790503062577918,"medium",263.238278356148,4919179.85472828,0.145193194109015,0,0.0252115663681684,0.974788433631832,-0.184285371053913,558.308532228157,7780221.27290226,1.12092456961291,0.581609435447652,225.017871909861,301.458684802435,4204948.41922356,5633411.290233,FALSE,FALSE,"[0.1,0.2)","underconfident","review"
219,"Financial Risk",0.4065909463563,0.854140567595605,"low",341.875722061377,4088942.82812253,0.132342433335725,0,0.165316197658912,0.834683802341088,0.0194567652545166,341.528929539148,3471050.50410212,-0.00101438183483296,-0.151112977117392,296.631057105366,387.120387017388,3547802.18447813,4630083.47176692,TRUE,FALSE,"[0.4,0.5)","approximately calibrated","review"
220,"Infrastructure",0.935532282665372,0.868595585366711,"medium",280.625557975145,4335750.31806249,0.288050745101646,1,0.00415608657833751,0.995843913421662,-0.127248328054951,254.155762957617,5134143.97169626,-0.0943242490403258,0.184141981217807,199.791156905839,361.459959044451,3086834.20836989,5584666.42775509,TRUE,TRUE,"[0.9,1]","approximately calibrated","acceptable"
221,"AI Governance",0.261553494352847,0.538702774255071,"high",67.035079310881,883235.893817618,0.187399338709656,0,0.068410230408185,0.931589769591815,-0.392886995336744,58.4039399957416,769799.534698055,-0.128755562070894,-0.128432687024591,54.4727497776725,79.5974088440894,717718.071391565,1048753.71624367,TRUE,TRUE,"[0.2,0.3)","underconfident","acceptable"
222,"Organizational Strategy",0.841108526219614,0.857284659252036,"low",210.354275085265,2540132.70873111,0.103725886449683,0,0.707463552879331,0.292536447120669,0.564748212131367,366.138225826786,3172327.53191046,0.740578962221595,0.248882596175519,188.535091433565,232.173458736964,2276655.19181814,2803610.22564408,FALSE,FALSE,"[0.8,0.9)","overconfident","review"
223,"Healthcare",0.195696894754656,0.919526279745624,"low",143.812676757807,3521933.96335933,0.140792597620748,1,0.646903485107303,0.353096514892697,0.566429764852927,206.443473801577,3366178.22512474,0.435502616707744,-0.0442244913888251,123.564916426282,164.060437089332,3026071.73200924,4017796.19470943,FALSE,TRUE,"[0.1,0.2)","overconfident","review"
224,"Public Policy",0.26497552304063,0.849026870860253,"high",272.911595569458,3997943.51875316,0.112900103104766,0,0.0702120278106554,0.929787972189345,-0.0807611013290921,479.657443609112,4172940.17778264,0.75755611485931,0.0437716686613065,242.09984829118,303.723342847736,3546575.2832789,4449311.75422743,FALSE,TRUE,"[0.2,0.3)","approximately calibrated","review"
225,"Public Policy",0.720633094175719,0.83077745243907,"medium",144.25399983651,630566.27989281,0.0571219298406504,1,0.0780458680698328,0.921954131930167,-0.0911766794910974,216.854181110821,629341.352474306,0.503280195742176,-0.00194258313132819,136.013932978616,152.494066694404,594547.117092893,666585.442692727,FALSE,TRUE,"[0.7,0.8)","approximately calibrated","review"
226,"Public Policy",0.329710715927649,0.978474574438296,"high",281.484967357246,2849571.91313151,0.0554447613656521,0,0.108709156197523,0.891290843802477,0.0871837306358193,361.163525250323,3014071.47992657,0.283065055449134,0.0577278173037172,265.878100514105,297.091834200387,2691578.07841367,3007565.74784935,FALSE,FALSE,"[0.3,0.4)","approximately calibrated","review"
227,"Financial Risk",0.278553384530824,0.906345845533069,"medium",139.188366752351,3539061.78537291,0.0810602486133575,0,0.0775919880335769,0.922408011966423,-0.0160621664333539,179.512848718978,3180228.86220227,0.28971158227881,-0.101392104724962,127.905723139318,150.471010365383,3252184.55719254,3825939.01355327,FALSE,FALSE,"[0.2,0.3)","approximately calibrated","review"
228,"Healthcare",0.595154115161858,0.964167908919044,"medium",126.477453181287,1746791.96025245,0.0703104057582095,0,0.354208420794095,0.645791579205905,0.318376329713139,155.570937083254,1636336.50096782,0.230029014422557,-0.0632333224551065,117.584772128846,135.370134233729,1623974.30875192,1869609.61175298,FALSE,TRUE,"[0.5,0.6)","overconfident","review"
229,"AI Governance",0.171689093264285,0.63462616112316,"low",125.856658277335,897687.934944406,0.10375059711514,0,0.0294771447459125,0.970522855254087,-0.335896694130927,123.059455263305,968003.425276237,-0.0222253081586303,0.0783295481588331,112.798954830145,138.914361724524,804552.275670867,990823.594217946,TRUE,TRUE,"[0.1,0.2)","underconfident","acceptable"
230,"Infrastructure",0.501119972195011,0.781322827502154,"medium",98.8348229951225,1828745.72887085,0.112417722074315,1,0.248881282142707,0.751118717857293,0.0302041096448608,123.2225004167,3246983.39133577,0.246751870267231,0.775524798267386,87.7240373323927,109.945608657852,1623162.29977806,2034329.15796365,FALSE,FALSE,"[0.5,0.6)","approximately calibrated","review"
231,"Infrastructure",0.359913001826499,0.516043560353573,"medium",126.391625761753,1832409.98247638,0.253945195942651,1,0.409711365230764,0.590288634769236,-0.0742450744156626,138.445227492504,3368249.5631565,0.0953670914358831,0.838152812617035,94.2950795921743,158.488171931332,1367078.27042915,2297741.69452362,TRUE,FALSE,"[0.3,0.4)","approximately calibrated","review"
232,"AI Governance",0.857097198232077,0.71744359674165,"medium",118.893027565209,2246173.20934776,0.241607570799533,1,0.0204212107531223,0.979578789246878,-0.262135192505227,176.167781511306,2622852.5960809,0.481733497068895,0.167698281310423,90.167571990177,147.618483140241,1703480.75664226,2788865.66205327,FALSE,TRUE,"[0.8,0.9)","underconfident","review"
233,"Public Policy",0.279846824042033,0.653852048940025,"medium",85.5712071619928,828959.256364033,0.206003481068183,0,0.0783142449264128,0.921685755073587,-0.267833706133562,74.6143483933112,1217877.41944641,-0.128043755979034,0.469164389077755,67.9432406074157,103.19917371657,658190.76388935,999727.748838715,TRUE,FALSE,"[0.2,0.3)","underconfident","review"
234,"Infrastructure",0.542871791985817,0.611519748710562,"high",85.0606142915785,942545.032734051,0.147198895702604,0,0.294709782533892,0.705290217466108,-0.093770468755546,72.5312462914511,1659689.03900131,-0.147299288918584,0.76085914344807,72.539785800073,97.581442783084,803803.444765624,1081286.62070248,FALSE,FALSE,"[0.5,0.6)","approximately calibrated","review"
235,"Public Policy",0.11203720170306,0.589299510384444,"medium",126.070468917023,3810806.15730025,0.101030533504672,0,0.0125523345654522,0.987447665434548,-0.398148155050104,241.94324902738,3459117.07723485,0.919111201106275,-0.0922873181024122,113.333502183152,138.807435650894,3425798.37814531,4195813.93645518,FALSE,TRUE,"[0.1,0.2)","underconfident","review"
236,"Organizational Strategy",0.547794104460627,0.908127444451675,"medium",201.445913538337,2496979.99109048,0.164076856349129,0,0.30007838088182,0.69992161911818,0.208205825333495,229.940602411845,2682976.28157685,0.141450816117375,0.0744884985662759,168.393301320588,234.498525756086,2087283.36378568,2906676.61839529,TRUE,TRUE,"[0.5,0.6)","overconfident","review"
237,"Public Policy",0.42771724332124,0.983573206325527,"low",153.926839622436,2268607.88015183,0.0633004658273421,0,0.182942040234321,0.817057959765679,0.166515246559848,273.328607856479,3145739.50821347,0.775704669354096,0.386638711667939,144.183198971005,163.670480273867,2125003.94455864,2412211.81574502,FALSE,FALSE,"[0.4,0.5)","overconfident","review"
238,"AI Governance",0.101303771394305,0.592949536996894,"medium",345.417461144971,4955464.91052955,0.139903932239395,0,0.0102624540987096,0.98973754590129,-0.396788008904397,564.7646278731,7314457.5952623,0.635020493755729,0.476038621466227,297.092200066641,393.7427222233,4262175.88347213,5648753.93758698,FALSE,FALSE,"[0.1,0.2)","underconfident","review"
239,"Organizational Strategy",0.581425954320002,0.666419875696301,"medium",223.219647685764,3485652.334732,0.158477112080436,1,0.175204231716921,0.824795768283079,-0.158375892586778,210.439905577545,3783251.3908937,-0.0572518693614711,0.0853782958203665,187.844442560912,258.594852810617,2933256.21900725,4038048.45045676,TRUE,TRUE,"[0.5,0.6)","underconfident","acceptable"
240,"Financial Risk",0.480652033444494,0.725867182316724,"low",209.938815997448,363625.099090859,0.100600876158569,0,0.231026377254327,0.768973622745673,-0.0431064404289487,190.16479123861,470935.167347282,-0.0941894649871596,0.295111829531903,188.818787168412,231.058844826484,327044.095529072,400206.102652646,TRUE,FALSE,"[0.4,0.5)","approximately calibrated","review"
241,"Public Policy",0.623502719018143,0.703164286436513,"high",273.754052106524,3684318.99910793,0.0594585422193632,1,0.141750202586732,0.858249797413268,-0.155085510976755,274.223347461672,4473966.4627207,0.00171429555667589,0.214326572645847,257.477035241626,290.031068971421,3465254.76234987,3903383.23586599,TRUE,FALSE,"[0.6,0.7)","underconfident","review"
242,"Organizational Strategy",0.142681251501199,0.914530422918033,"medium",136.16035739542,2848668.22874174,0.162044785520993,0,0.0203579395299484,0.979642060470052,-0.0651116375520188,89.7313870921968,2853865.84283653,-0.340987429758207,0.00182457684694552,114.096281484817,158.224433306022,2387056.39659481,3310280.06088866,FALSE,TRUE,"[0.1,0.2)","approximately calibrated","review"
243,"Healthcare",0.654832998733036,0.919491034843959,"low",308.363811149029,2541122.93268554,0.113105778302997,1,0.119140258763628,0.880859741236372,0.038631293607587,407.608004406145,1383494.99336849,0.32184124618032,-0.455557629434964,273.48608228854,343.241540009518,2253707.24562055,2828538.61975053,FALSE,FALSE,"[0.6,0.7)","approximately calibrated","review"
244,"Organizational Strategy",0.374560707784258,0.721277754320763,"medium",251.492451677332,4221191.39085989,0.163808652793523,0,0.140295723815844,0.859704276184156,-0.138426521863393,257.633317192755,6222793.63752125,0.024417693153279,0.474179458196425,210.295811980328,292.689091374336,3529723.71593952,4912659.06578027,TRUE,FALSE,"[0.3,0.4)","approximately calibrated","review"
245,"Organizational Strategy",0.234683512081392,0.858917730224784,"low",100.892158834031,2371857.80873988,0.144763613538817,0,0.0550763508428569,0.944923649157143,-0.0860059189323586,79.028950970942,3562492.89210949,-0.216698781310193,0.501984174170279,86.2866453434843,115.497672324577,2028499.10154643,2715216.51593332,FALSE,FALSE,"[0.2,0.3)","approximately calibrated","review"
246,"Infrastructure",0.280093140876852,0.831223584921099,"medium",146.603519128403,1074662.30185237,0.265306816564407,0,0.07845216756626,0.92154783243374,-0.0903242475126407,136.177049323635,1703388.84688509,-0.0711201877468951,0.58504568732801,107.708606171307,185.498432085498,789547.067666138,1359777.5360386,TRUE,FALSE,"[0.2,0.3)","approximately calibrated","review"
247,"Organizational Strategy",0.416468097164761,0.867278299494647,"medium",203.184728171909,3311493.2063967,0.272311375255231,0,0.173445675956037,0.826554324043963,0.0407239754506835,350.945265089806,3616796.20276593,0.727222652250127,0.0921949638246231,147.855215412556,258.514240931262,2409735.93721446,4213250.47557894,FALSE,TRUE,"[0.4,0.5)","approximately calibrated","review"
248,"Healthcare",0.672634806786664,0.970019676540978,"medium",333.538257431937,4937764.73677717,0.230822590657044,0,0.452437583300933,0.547562416699067,0.422457259841911,564.448832221546,10683171.1414485,0.692306113749871,1.16356422611201,256.550092768261,410.526422095613,3798017.08817927,6077512.38537508,FALSE,FALSE,"[0.6,0.7)","overconfident","review"
249,"AI Governance",0.233146991301328,0.987930784064811,"high",361.732604060089,3637978.26927621,0.253709209105,0,0.0543575195528615,0.945642480447139,0.0422883036176722,620.039078402079,5770513.00750378,0.714081261801552,0.586186771987468,269.957711176512,453.507496943667,2714989.67983697,4560966.85871545,FALSE,FALSE,"[0.2,0.3)","approximately calibrated","review"
250,"AI Governance",0.443201573344413,0.980373431649059,"low",127.893224660074,220210.435148329,0.19935887575848,1,0.310024487926137,0.689975512073863,0.290397919575196,125.444193968386,401582.85438314,-0.0191490260582398,0.82363226389632,102.396575174715,153.389874145434,176309.530366872,264111.339929785,TRUE,FALSE,"[0.4,0.5)","overconfident","review"
251,"Financial Risk",0.323187495721504,0.777323603581171,"low",137.89954135078,2517008.08072928,0.195196540106554,0,0.104450157390737,0.895549842609263,-0.118226239028091,263.210067054113,3028708.13100527,0.908708792472168,0.203296943777681,110.982027996827,164.817054704733,2025696.81195069,3008319.34950788,FALSE,FALSE,"[0.3,0.4)","approximately calibrated","review"
252,"AI Governance",0.397159438405652,0.948840271739755,"medium",240.749563357094,845458.124647848,0.120149051141925,1,0.363416742703389,0.636583257296611,0.312257014443144,222.379526950164,356503.622437696,-0.0763035087198989,-0.578330833846813,211.823731756907,269.675394957282,743877.133191178,947039.116104519,TRUE,FALSE,"[0.3,0.4)","overconfident","review"
253,"Healthcare",0.196194515062962,0.976094471500255,"high",288.110939209582,3345190.80405589,0.153623623261228,0,0.0384922877407907,0.961507712259209,0.0145867592410459,420.4206377096,5606484.11051614,0.459231776700332,0.675983356081971,243.850292827011,332.371585592154,2831290.47223668,3859091.1358751,FALSE,FALSE,"[0.1,0.2)","approximately calibrated","review"
254,"Public Policy",0.349364391621202,0.972079559017438,"medium",106.791492603952,233943.928871304,0.0665121349855326,0,0.122055478132853,0.877944521867147,0.0941350371502913,121.513526078539,217162.369723948,0.137857736750485,-0.0717332534694138,99.6885624325715,113.894422775333,218383.81869517,249504.039047438,FALSE,FALSE,"[0.3,0.4)","approximately calibrated","review"
255,"Organizational Strategy",0.212295052281115,0.794070288485382,"medium",111.231081032893,3962941.58820529,0.128193169320002,0,0.0450691892230414,0.954930810776959,-0.160860522291577,204.372182999718,3304956.68548752,0.83736578932719,-0.166034469111553,96.9720162283962,125.490145837389,3454919.54618321,4470963.63022736,FALSE,FALSE,"[0.2,0.3)","underconfident","review"
256,"Public Policy",0.489469559059944,0.596068340695929,"medium",73.8197128172033,216077.670664527,0.225251099222805,0,0.239580449246336,0.760419550753664,-0.164351210057735,109.129614914566,220023.001428748,0.478326191606826,0.0182588545687657,57.1917413608164,90.4476842735901,167405.937829839,264749.403499214,FALSE,TRUE,"[0.4,0.5)","underconfident","review"
257,"Organizational Strategy",0.725271757610608,0.535416969982907,"low",316.976239476353,3783398.23270217,0.231607586855534,0,0.52601912238758,0.47398087761242,0.0614360923704876,239.209011846272,8389571.84176612,-0.245340873999114,1.21746993727756,243.562137560693,390.390341392013,2907134.49791252,4659661.96749181,FALSE,FALSE,"[0.7,0.8)","approximately calibrated","review"
258,"Public Policy",0.145771783206146,0.699745935869869,"low",63.5417705203872,1176318.25115532,0.0735222524497658,0,0.0212494127790997,0.9787505872209,-0.279004651351031,118.16629497676,637177.507822933,0.859663242132148,-0.45832897925614,58.8700364270822,68.2135046136922,1089832.68373261,1262803.81857803,FALSE,FALSE,"[0.1,0.2)","underconfident","review"
259,"Financial Risk",0.433718924887944,0.506353015084751,"low",266.945816637017,4533741.61354732,0.0704109186888672,1,0.320674256030066,0.679325743969934,-0.172972728885183,289.216787227278,4313186.31711307,0.0834288054063964,-0.0486475223411953,248.149916447455,285.741716826579,4214516.7014395,4852966.52565513,FALSE,TRUE,"[0.4,0.5)","underconfident","review"
260,"Infrastructure",0.81532013315009,0.984764320286922,"low",212.38185130991,393142.166314647,0.102578762522899,0,0.66474691951988,0.33525308048012,0.649511239806802,206.689360352566,717750.200744684,-0.0268030950960952,0.825675957053769,190.595983820218,234.167718799603,352814.129398519,433470.203230775,TRUE,FALSE,"[0.8,0.9)","overconfident","review"
261,"Healthcare",0.438197061582468,0.863605318004265,"medium",90.0503068603575,243559.523648582,0.140402027941309,0,0.19201666477951,0.80798333522049,0.0556219827837751,97.6544799429745,245726.059512117,0.0844436109963394,0.00889530341938355,77.4070611604262,102.693552560289,209363.272603902,277755.774693263,TRUE,TRUE,"[0.4,0.5)","approximately calibrated","acceptable"
262,"Healthcare",0.487914595811162,0.894115189830773,"medium",95.0085239310283,884753.441647626,0.165253925148863,0,0.23806065280557,0.76193934719443,0.132175842636342,79.1760484420622,1598831.42452211,-0.166642684612801,0.807092630851708,79.3079924288262,110.70905543323,738544.46262639,1030962.42066886,FALSE,FALSE,"[0.4,0.5)","approximately calibrated","review"
263,"Healthcare",0.914423569058999,0.577830048610922,"low",313.866787450388,3211098.10685739,0.272711958340369,1,0.00732332553259985,0.9926766744674,-0.414846625856478,325.105254876406,5839833.7426548,0.0358064882153041,0.818640710535649,228.271561186792,399.462013713984,2335393.25371326,4086802.96000152,TRUE,FALSE,"[0.9,1]","underconfident","review"
264,"Healthcare",0.759509894030634,0.900756504400633,"low",255.639372284058,4944356.47802893,0.282958499051165,0,0.576855279130425,0.423144720869575,0.477611783531059,210.733161271546,11591552.5412877,-0.175662342663765,1.34440065007382,183.304039204179,327.974705363938,3545308.79023196,6343404.1658259,TRUE,FALSE,"[0.7,0.8)","overconfident","review"
265,"Infrastructure",0.505210402829107,0.753202424929477,"high",321.403725148411,2851329.35971487,0.101998177135829,0,0.255237551126748,0.744762448873252,0.00843997605622571,597.450660004647,4560208.81445148,0.858879077175498,0.599327274807526,288.621131058609,354.186319238214,2560498.96261009,3142159.75681966,FALSE,FALSE,"[0.5,0.6)","approximately calibrated","review"
266,"Infrastructure",0.936884270107839,0.938571976476815,"medium",239.641050836071,2071548.6276662,0.277388530911412,1,0.00398359535982019,0.99601640464018,-0.0574444281633653,281.086229240633,1346430.03058007,0.172946906466843,-0.350036966258932,173.167371798587,306.114729873556,1496924.79712632,2646172.45820608,TRUE,FALSE,"[0.9,1]","approximately calibrated","review"
267,"AI Governance",0.351270010939334,0.971487540616654,"low",301.794855482876,1186363.09946887,0.0658553188084625,1,0.420850598706652,0.579149401293348,0.392338139323306,181.628414744139,695713.97674433,-0.398172594912094,-0.413574160342818,281.920059060298,321.669651905455,1108234.77933075,1264491.41960699,FALSE,FALSE,"[0.3,0.4)","overconfident","review"
268,"Public Policy",0.254138502769638,0.875055405749008,"medium",342.9571255052,4604405.53762019,0.128123388404492,0,0.0645863785899932,0.935413621410007,-0.0603582156609987,284.168779037975,2477856.3112415,-0.171416022864738,-0.461850983585996,299.016296508009,386.897954502391,4014473.49855188,5194337.57668849,FALSE,FALSE,"[0.2,0.3)","approximately calibrated","review"
269,"Financial Risk",0.756671524117701,0.811528747789562,"high",30.9444976120722,1206177.38661822,0.175091072812211,0,0.572551795410604,0.427448204589396,0.384080543200166,33.7472253188018,937401.428887063,0.0905727325699494,-0.222832860832127,25.5263923275395,36.3626028966048,994986.493993407,1417368.27924303,TRUE,FALSE,"[0.7,0.8)","overconfident","review"
270,"Organizational Strategy",0.840114290965721,0.967176386481151,"low",188.892907690024,282002.663123421,0.285162419790868,1,0.0255634399533941,0.974436560046606,-0.00726017356545483,97.9456469672824,156421.721696247,-0.481475254073527,-0.445318281878114,135.027749051804,242.758066328244,201586.101319678,362419.224927165,FALSE,FALSE,"[0.8,0.9)","approximately calibrated","review"
271,"AI Governance",0.366082136845216,0.689639237904921,"medium",216.655734841479,3529778.79645769,0.204015842126682,0,0.13401613091716,0.86598386908284,-0.176344631177919,138.008395897841,3662311.90478666,-0.363006033517563,0.0375471427450282,172.454532646219,260.856937036739,2809648.00277746,4249909.59013791,FALSE,TRUE,"[0.3,0.4)","underconfident","review"
272,"Organizational Strategy",0.87712526328396,0.622036583106965,"high",102.977434977656,1821005.23405243,0.298087219486479,1,0.015098200923036,0.984901799076964,-0.362865215969999,74.0606353628193,1373820.57004288,-0.280807145964659,-0.245570224427302,72.281177715317,133.673692239995,1278186.84716341,2363823.62094144,TRUE,TRUE,"[0.8,0.9)","underconfident","acceptable"
273,"Infrastructure",0.877843067131471,0.513299172669649,"high",343.469490730204,1869563.97176255,0.289011494908482,1,0.0149223162478463,0.985077683752154,-0.471778511082505,554.056818543385,1102327.92041906,0.613118001734244,-0.410382347398451,244.202859758813,442.736121701595,1329238.49345641,2409889.45006868,FALSE,FALSE,"[0.8,0.9)","underconfident","review"
274,"Healthcare",0.786373644636478,0.672160742525011,"medium",357.560444618575,1450590.45250528,0.153930262674112,1,0.0456362197059017,0.954363780294098,-0.282203037769087,464.985885314427,1109935.3985591,0.300439946064077,-0.234838891540919,302.521071456566,412.599817780585,1227300.68311858,1673880.22189197,FALSE,FALSE,"[0.7,0.8)","underconfident","review"
275,"Healthcare",0.399911452806555,0.603717030605767,"medium",174.715852608206,2046912.59199753,0.0955180677818134,0,0.159929170085849,0.840070829914151,-0.236353799308384,197.021022843631,1998775.57868113,0.127665405871576,-0.023516887582108,158.027331956218,191.404373260194,1851395.45629167,2242429.7277034,FALSE,TRUE,"[0.3,0.4)","underconfident","review"
276,"Public Policy",0.67423713033786,0.653933015011717,"high",300.658234180883,4951202.97558606,0.195541461126413,0,0.454595707926233,0.545404292073767,0.10852872293795,235.643274432031,5410841.80351382,-0.216242072750742,0.0928337679134142,241.867083769465,359.4493845923,3983037.51140651,5919368.4397656,FALSE,TRUE,"[0.6,0.7)","approximately calibrated","review"
277,"Financial Risk",0.328562359360512,0.638393992390484,"medium",115.499531673267,3500578.43592949,0.124807725148275,0,0.107953223988546,0.892046776011454,-0.25365278362097,120.076478116068,2621526.92089725,0.0396274026092873,-0.251116074420663,101.084297869436,129.914765477099,3063679.20463802,3937477.66722096,TRUE,FALSE,"[0.3,0.4)","underconfident","review"
278,"Infrastructure",0.914070775208529,0.644140538584907,"medium",227.2887034819,1698797.67033271,0.180279119883198,1,0.00738383167326314,0.992616168326737,-0.34847562974183,190.354902803593,3329542.1689045,-0.162497300184773,0.959940390224574,186.31329605879,268.26411090501,1392539.92146551,2005055.41919992,TRUE,FALSE,"[0.9,1]","underconfident","review"
279,"Organizational Strategy",0.203171440621372,0.869007910101209,"low",176.960724123055,4380264.15426284,0.273128470825031,1,0.634935753041419,0.365064246958581,0.503943663142628,219.574802679532,4824754.08769898,0.240810941341106,0.101475600051098,128.627712147235,225.293736098875,3183889.30399933,5576639.00452635,TRUE,TRUE,"[0.2,0.3)","overconfident","review"
280,"Healthcare",0.374528368352912,0.706235937059391,"medium",92.8908433299512,3630862.1042408,0.268266273790505,0,0.140271498701095,0.859728501298905,-0.153492564239514,131.28125478125,5852844.59295796,0.413285207401278,0.611971048452075,67.9713629205676,117.810323739335,2656824.25688897,4604899.95159264,FALSE,FALSE,"[0.3,0.4)","underconfident","review"
281,"Public Policy",0.634468296682462,0.835951094599441,"high",32.8760355862323,4905059.16564725,0.148596862866543,0,0.402550019495145,0.597449980504855,0.238501114094586,37.2034938951704,7371719.45142445,0.131629566393045,0.502880842509002,27.9907598346294,37.7613113378353,4176182.76145729,5633935.56983722,TRUE,FALSE,"[0.6,0.7)","overconfident","review"
282,"Healthcare",0.305640071351081,0.965604810577352,"low",157.776858661091,3925048.15990105,0.0612700374447741,0,0.093415853215494,0.906584146784506,0.0590206637928455,207.483054028204,6318369.49112122,0.315041101647763,0.609755914760674,148.109864623007,167.443852699175,3684560.31217137,4165536.00763073,FALSE,FALSE,"[0.3,0.4)","approximately calibrated","review"
283,"Financial Risk",0.8894335780642,0.747729502180591,"medium",72.7119029825553,3918620.98916899,0.204881521651987,1,0.0122249336596855,0.987775066340315,-0.240045564159723,120.168954755422,4453301.72845663,0.652672393737956,0.136446147960082,57.8145776572777,87.6092283078329,3115767.95813064,4721474.02020735,FALSE,TRUE,"[0.8,0.9)","underconfident","review"
284,"Public Policy",0.603881258470938,0.592883053473197,"medium",351.909001972526,3009055.9043223,0.128896879917011,1,0.156910057390568,0.843089942609432,-0.250206889136235,426.516471665636,3563719.39782406,0.212007846559533,0.184331401987253,306.549029603558,397.268974341494,2621197.9867593,3396913.82188531,FALSE,FALSE,"[0.6,0.7)","underconfident","review"
285,"Financial Risk",0.406779201317113,0.780044497326016,"medium",185.853457703488,4889051.88918579,0.220232722477522,1,0.351910915989962,0.648089084010038,0.131955413315979,163.466289064949,3794683.15758282,-0.120456024413901,-0.223840686580486,144.922444731588,226.784470675388,3812322.68129654,5965781.09707505,TRUE,FALSE,"[0.4,0.5)","approximately calibrated","review"
286,"Financial Risk",0.617104545352049,0.829962814447936,"medium",108.177351279883,1482695.94989251,0.145555251580663,1,0.146608929190061,0.853391070809939,-0.0234282563620034,228.795480374972,2260598.80049061,1.11500353510245,0.524654330278902,92.4315696990096,123.923132860756,1266881.76788828,1698510.13189675,FALSE,FALSE,"[0.6,0.7)","approximately calibrated","review"
287,"Infrastructure",0.612663942528889,0.689446836200077,"medium",297.408093095291,4501405.76192643,0.275202998670284,1,0.150029221417264,0.849970778582736,-0.160523942382659,383.861663189883,3548115.79013981,0.290690038710182,-0.211776058903576,215.560494046656,379.255692143927,3262605.39801259,5740206.12584028,FALSE,TRUE,"[0.6,0.7)","underconfident","review"
288,"AI Governance",0.848852731939405,0.973686769886408,"medium",254.571181122446,3845524.84629676,0.273268136614934,1,0.0228454966421813,0.977154503357819,-0.00346773347141072,264.224532161522,5474188.22713603,0.0379200465524509,0.423521741748119,185.004988821253,324.13737342364,2794665.43724281,4896384.2553507,TRUE,FALSE,"[0.8,0.9)","approximately calibrated","review"
289,"Infrastructure",0.635973425011616,0.750907971106935,"high",225.636557947146,3190083.05387106,0.255105679691769,1,0.132515347297773,0.867484652702227,-0.116576681595291,259.054875540372,3383861.20588466,0.1481068400319,0.0607439206883534,168.075390468728,283.197725425564,2376274.74814009,4003891.35960203,TRUE,TRUE,"[0.6,0.7)","approximately calibrated","acceptable"
290,"Healthcare",0.835991704359185,0.5180726813199,"high",253.494970023166,4017699.55079071,0.231214365467895,1,0.026898721039005,0.973101278960995,-0.455028597641095,327.820896513759,2624045.06244949,0.29320473887036,-0.346878722692676,194.883291379957,312.106648666376,3088749.69851399,4946649.40306743,FALSE,FALSE,"[0.8,0.9)","underconfident","review"
291,"Organizational Strategy",0.884137679333799,0.797461210822221,"medium",277.682633806253,3041373.43242764,0.170914712082595,1,0.0134240773501577,0.986575922649842,-0.189114711827621,318.857981501872,2964050.5741991,0.148282041016466,-0.0254236646523281,230.222586398921,325.142681213585,2521557.96788862,3561188.89696667,TRUE,TRUE,"[0.8,0.9)","underconfident","acceptable"
292,"Public Policy",0.583461972547229,0.900135785927996,"high",254.829785308102,1135130.95616363,0.0925570864463225,1,0.173503928314245,0.826496071685755,0.073639714242241,247.882085968437,1570556.6678344,-0.027264078770326,0.383590729603895,231.243482840242,278.416087775962,1030066.5421261,1240195.37020116,TRUE,FALSE,"[0.5,0.6)","approximately calibrated","review"
293,"Organizational Strategy",0.734623052261304,0.829937243098393,"high",80.5891567072831,4868940.53770229,0.0746676862589084,0,0.539671028913715,0.460328971086285,0.369608272012108,117.67220939168,4577045.65435253,0.460149407185021,-0.0599503898413824,74.5717508383937,86.6065625761725,4505388.01321986,5232493.06218473,FALSE,TRUE,"[0.7,0.8)","overconfident","review"
294,"Financial Risk",0.433168678788934,0.576695369502995,"low",233.119589951821,2981055.68329338,0.143012331752107,0,0.187635104283751,0.81236489571625,-0.235669526213254,272.087763501497,4568597.84504285,0.167159583446976,0.53254361219969,199.780613815716,266.458566087925,2554727.95894272,3407383.40764404,FALSE,FALSE,"[0.4,0.5)","underconfident","review"
295,"Public Policy",0.220265337952878,0.973436661828309,"high",341.995585428085,862179.478583857,0.167099511437118,0,0.0485168191034957,0.951483180896504,0.0219534809318049,341.106731997017,719410.747973958,-0.00259902018897478,-0.165590499607343,284.848290189401,399.142880666769,718109.708941386,1006249.24822633,TRUE,TRUE,"[0.2,0.3)","approximately calibrated","acceptable"
296,"Organizational Strategy",0.903350887214765,0.952760894726962,"medium",157.708447474288,1014266.53203089,0.287374231452122,1,0.00934105100217308,0.990658948997827,-0.0378980542708651,108.154360768466,1165154.3721112,-0.31421326821381,0.148765472698962,112.387103587857,203.029791360719,722792.466900902,1305740.59716087,FALSE,TRUE,"[0.9,1]","approximately calibrated","review"
