trial,strategy,realized_value,best_trial_value,regret,review_trigger
247,Immediate Action,125.0,125.0,0.0,True
247,Staged Learning,-14.0,125.0,139.0,True
247,Delay Without Learning,95.0,125.0,30.0,False
247,Conservative Baseline,58.0,125.0,67.0,True
248,Immediate Action,125.0,125.0,0.0,True
248,Staged Learning,-14.0,125.0,139.0,True
248,Delay Without Learning,20.0,125.0,105.0,True
248,Conservative Baseline,58.0,125.0,67.0,True
249,Immediate Action,-35.0,151.0,186.0,True
249,Staged Learning,151.0,151.0,0.0,False
249,Delay Without Learning,95.0,151.0,56.0,False
249,Conservative Baseline,73.0,151.0,78.0,False
250,Immediate Action,125.0,125.0,0.0,True
250,Staged Learning,-14.0,125.0,139.0,True
250,Delay Without Learning,95.0,125.0,30.0,False
250,Conservative Baseline,73.0,125.0,52.0,False
251,Immediate Action,125.0,151.0,26.0,True
251,Staged Learning,151.0,151.0,0.0,False
251,Delay Without Learning,20.0,151.0,131.0,True
251,Conservative Baseline,73.0,151.0,78.0,False
252,Immediate Action,-35.0,151.0,186.0,True
252,Staged Learning,151.0,151.0,0.0,False
252,Delay Without Learning,95.0,151.0,56.0,False
252,Conservative Baseline,73.0,151.0,78.0,False
253,Immediate Action,125.0,151.0,26.0,True
253,Staged Learning,151.0,151.0,0.0,False
253,Delay Without Learning,95.0,151.0,56.0,False
253,Conservative Baseline,73.0,151.0,78.0,False
254,Immediate Action,125.0,151.0,26.0,True
254,Staged Learning,151.0,151.0,0.0,False
254,Delay Without Learning,95.0,151.0,56.0,False
254,Conservative Baseline,73.0,151.0,78.0,False
255,Immediate Action,-35.0,95.0,130.0,True
255,Staged Learning,-14.0,95.0,109.0,True
255,Delay Without Learning,95.0,95.0,0.0,False
255,Conservative Baseline,58.0,95.0,37.0,True
256,Immediate Action,-35.0,73.0,108.0,True
256,Staged Learning,-14.0,73.0,87.0,True
256,Delay Without Learning,20.0,73.0,53.0,True
256,Conservative Baseline,73.0,73.0,0.0,False
257,Immediate Action,125.0,151.0,26.0,True
257,Staged Learning,151.0,151.0,0.0,False
257,Delay Without Learning,20.0,151.0,131.0,True
257,Conservative Baseline,73.0,151.0,78.0,False
258,Immediate Action,125.0,125.0,0.0,True
258,Staged Learning,-14.0,125.0,139.0,True
258,Delay Without Learning,95.0,125.0,30.0,False
258,Conservative Baseline,73.0,125.0,52.0,False
259,Immediate Action,125.0,151.0,26.0,True
259,Staged Learning,151.0,151.0,0.0,False
259,Delay Without Learning,20.0,151.0,131.0,True
259,Conservative Baseline,73.0,151.0,78.0,False
260,Immediate Action,-35.0,73.0,108.0,True
260,Staged Learning,-14.0,73.0,87.0,True
260,Delay Without Learning,20.0,73.0,53.0,True
260,Conservative Baseline,73.0,73.0,0.0,False
261,Immediate Action,-35.0,151.0,186.0,True
261,Staged Learning,151.0,151.0,0.0,False
261,Delay Without Learning,20.0,151.0,131.0,True
261,Conservative Baseline,58.0,151.0,93.0,True
262,Immediate Action,-35.0,151.0,186.0,True
262,Staged Learning,151.0,151.0,0.0,False
262,Delay Without Learning,95.0,151.0,56.0,False
262,Conservative Baseline,73.0,151.0,78.0,False
263,Immediate Action,125.0,125.0,0.0,True
263,Staged Learning,-14.0,125.0,139.0,True
263,Delay Without Learning,95.0,125.0,30.0,False
263,Conservative Baseline,73.0,125.0,52.0,False
264,Immediate Action,125.0,151.0,26.0,True
264,Staged Learning,151.0,151.0,0.0,False
264,Delay Without Learning,20.0,151.0,131.0,True
264,Conservative Baseline,73.0,151.0,78.0,False
265,Immediate Action,-35.0,95.0,130.0,True
265,Staged Learning,-14.0,95.0,109.0,True
265,Delay Without Learning,95.0,95.0,0.0,False
265,Conservative Baseline,58.0,95.0,37.0,True
266,Immediate Action,-35.0,73.0,108.0,True
266,Staged Learning,-14.0,73.0,87.0,True
266,Delay Without Learning,20.0,73.0,53.0,True
266,Conservative Baseline,73.0,73.0,0.0,False
267,Immediate Action,-35.0,95.0,130.0,True
267,Staged Learning,-14.0,95.0,109.0,True
267,Delay Without Learning,95.0,95.0,0.0,False
267,Conservative Baseline,73.0,95.0,22.0,False
268,Immediate Action,-35.0,151.0,186.0,True
268,Staged Learning,151.0,151.0,0.0,False
268,Delay Without Learning,20.0,151.0,131.0,True
268,Conservative Baseline,73.0,151.0,78.0,False
269,Immediate Action,-35.0,73.0,108.0,True
269,Staged Learning,-14.0,73.0,87.0,True
269,Delay Without Learning,20.0,73.0,53.0,True
269,Conservative Baseline,73.0,73.0,0.0,False
270,Immediate Action,125.0,151.0,26.0,True
270,Staged Learning,151.0,151.0,0.0,False
270,Delay Without Learning,20.0,151.0,131.0,True
270,Conservative Baseline,73.0,151.0,78.0,False
271,Immediate Action,-35.0,151.0,186.0,True
271,Staged Learning,151.0,151.0,0.0,False
271,Delay Without Learning,95.0,151.0,56.0,False
271,Conservative Baseline,73.0,151.0,78.0,False
272,Immediate Action,125.0,151.0,26.0,True
272,Staged Learning,151.0,151.0,0.0,False
272,Delay Without Learning,95.0,151.0,56.0,False
272,Conservative Baseline,73.0,151.0,78.0,False
273,Immediate Action,-35.0,151.0,186.0,True
273,Staged Learning,151.0,151.0,0.0,False
273,Delay Without Learning,95.0,151.0,56.0,False
273,Conservative Baseline,73.0,151.0,78.0,False
274,Immediate Action,-35.0,73.0,108.0,True
274,Staged Learning,-14.0,73.0,87.0,True
274,Delay Without Learning,20.0,73.0,53.0,True
274,Conservative Baseline,73.0,73.0,0.0,False
275,Immediate Action,125.0,125.0,0.0,True
275,Staged Learning,-14.0,125.0,139.0,True
275,Delay Without Learning,95.0,125.0,30.0,False
275,Conservative Baseline,73.0,125.0,52.0,False
276,Immediate Action,125.0,125.0,0.0,True
276,Staged Learning,-14.0,125.0,139.0,True
276,Delay Without Learning,95.0,125.0,30.0,False
276,Conservative Baseline,73.0,125.0,52.0,False
277,Immediate Action,125.0,125.0,0.0,True
277,Staged Learning,-14.0,125.0,139.0,True
277,Delay Without Learning,95.0,125.0,30.0,False
277,Conservative Baseline,73.0,125.0,52.0,False
278,Immediate Action,125.0,151.0,26.0,True
278,Staged Learning,151.0,151.0,0.0,False
278,Delay Without Learning,95.0,151.0,56.0,False
278,Conservative Baseline,73.0,151.0,78.0,False
279,Immediate Action,125.0,151.0,26.0,True
279,Staged Learning,151.0,151.0,0.0,False
279,Delay Without Learning,20.0,151.0,131.0,True
279,Conservative Baseline,73.0,151.0,78.0,False
280,Immediate Action,-35.0,95.0,130.0,True
280,Staged Learning,-14.0,95.0,109.0,True
280,Delay Without Learning,95.0,95.0,0.0,False
280,Conservative Baseline,58.0,95.0,37.0,True
281,Immediate Action,-35.0,95.0,130.0,True
281,Staged Learning,-14.0,95.0,109.0,True
281,Delay Without Learning,95.0,95.0,0.0,False
281,Conservative Baseline,58.0,95.0,37.0,True
282,Immediate Action,125.0,125.0,0.0,True
282,Staged Learning,-14.0,125.0,139.0,True
282,Delay Without Learning,95.0,125.0,30.0,False
282,Conservative Baseline,73.0,125.0,52.0,False
283,Immediate Action,-35.0,151.0,186.0,True
283,Staged Learning,151.0,151.0,0.0,False
283,Delay Without Learning,20.0,151.0,131.0,True
283,Conservative Baseline,73.0,151.0,78.0,False
284,Immediate Action,125.0,125.0,0.0,True
284,Staged Learning,-14.0,125.0,139.0,True
284,Delay Without Learning,95.0,125.0,30.0,False
284,Conservative Baseline,73.0,125.0,52.0,False
285,Immediate Action,125.0,151.0,26.0,True
285,Staged Learning,151.0,151.0,0.0,False
285,Delay Without Learning,95.0,151.0,56.0,False
285,Conservative Baseline,73.0,151.0,78.0,False
286,Immediate Action,-35.0,95.0,130.0,True
286,Staged Learning,-14.0,95.0,109.0,True
286,Delay Without Learning,95.0,95.0,0.0,False
286,Conservative Baseline,73.0,95.0,22.0,False
287,Immediate Action,-35.0,73.0,108.0,True
287,Staged Learning,-14.0,73.0,87.0,True
287,Delay Without Learning,20.0,73.0,53.0,True
287,Conservative Baseline,73.0,73.0,0.0,False
288,Immediate Action,125.0,125.0,0.0,True
288,Staged Learning,-14.0,125.0,139.0,True
288,Delay Without Learning,95.0,125.0,30.0,False
288,Conservative Baseline,73.0,125.0,52.0,False
289,Immediate Action,125.0,151.0,26.0,True
289,Staged Learning,151.0,151.0,0.0,False
289,Delay Without Learning,95.0,151.0,56.0,False
289,Conservative Baseline,73.0,151.0,78.0,False
290,Immediate Action,125.0,125.0,0.0,True
290,Staged Learning,-14.0,125.0,139.0,True
290,Delay Without Learning,95.0,125.0,30.0,False
290,Conservative Baseline,73.0,125.0,52.0,False
291,Immediate Action,125.0,151.0,26.0,True
291,Staged Learning,151.0,151.0,0.0,False
291,Delay Without Learning,95.0,151.0,56.0,False
291,Conservative Baseline,73.0,151.0,78.0,False
292,Immediate Action,-35.0,151.0,186.0,True
292,Staged Learning,151.0,151.0,0.0,False
292,Delay Without Learning,95.0,151.0,56.0,False
292,Conservative Baseline,73.0,151.0,78.0,False
293,Immediate Action,-35.0,95.0,130.0,True
293,Staged Learning,-14.0,95.0,109.0,True
293,Delay Without Learning,95.0,95.0,0.0,False
293,Conservative Baseline,73.0,95.0,22.0,False
294,Immediate Action,125.0,151.0,26.0,True
294,Staged Learning,151.0,151.0,0.0,False
294,Delay Without Learning,95.0,151.0,56.0,False
294,Conservative Baseline,73.0,151.0,78.0,False
295,Immediate Action,-35.0,151.0,186.0,True
295,Staged Learning,151.0,151.0,0.0,False
295,Delay Without Learning,95.0,151.0,56.0,False
295,Conservative Baseline,73.0,151.0,78.0,False
296,Immediate Action,125.0,125.0,0.0,True
296,Staged Learning,-14.0,125.0,139.0,True
296,Delay Without Learning,95.0,125.0,30.0,False
296,Conservative Baseline,73.0,125.0,52.0,False
297,Immediate Action,125.0,151.0,26.0,True
297,Staged Learning,151.0,151.0,0.0,False
297,Delay Without Learning,95.0,151.0,56.0,False
297,Conservative Baseline,58.0,151.0,93.0,True
298,Immediate Action,125.0,151.0,26.0,True
298,Staged Learning,151.0,151.0,0.0,False
298,Delay Without Learning,20.0,151.0,131.0,True
298,Conservative Baseline,73.0,151.0,78.0,False
299,Immediate Action,125.0,125.0,0.0,True
299,Staged Learning,-14.0,125.0,139.0,True
299,Delay Without Learning,95.0,125.0,30.0,False
299,Conservative Baseline,73.0,125.0,52.0,False
300,Immediate Action,-35.0,95.0,130.0,True
300,Staged Learning,-14.0,95.0,109.0,True
300,Delay Without Learning,95.0,95.0,0.0,False
300,Conservative Baseline,73.0,95.0,22.0,False
301,Immediate Action,-35.0,151.0,186.0,True
301,Staged Learning,151.0,151.0,0.0,False
301,Delay Without Learning,95.0,151.0,56.0,False
301,Conservative Baseline,73.0,151.0,78.0,False
302,Immediate Action,125.0,151.0,26.0,True
302,Staged Learning,151.0,151.0,0.0,False
302,Delay Without Learning,95.0,151.0,56.0,False
302,Conservative Baseline,73.0,151.0,78.0,False
303,Immediate Action,-35.0,151.0,186.0,True
303,Staged Learning,151.0,151.0,0.0,False
303,Delay Without Learning,20.0,151.0,131.0,True
303,Conservative Baseline,73.0,151.0,78.0,False
304,Immediate Action,-35.0,151.0,186.0,True
304,Staged Learning,151.0,151.0,0.0,False
304,Delay Without Learning,20.0,151.0,131.0,True
304,Conservative Baseline,73.0,151.0,78.0,False
305,Immediate Action,125.0,125.0,0.0,True
305,Staged Learning,-14.0,125.0,139.0,True
305,Delay Without Learning,20.0,125.0,105.0,True
305,Conservative Baseline,73.0,125.0,52.0,False
306,Immediate Action,125.0,151.0,26.0,True
306,Staged Learning,151.0,151.0,0.0,False
306,Delay Without Learning,20.0,151.0,131.0,True
306,Conservative Baseline,73.0,151.0,78.0,False
307,Immediate Action,125.0,125.0,0.0,True
307,Staged Learning,-14.0,125.0,139.0,True
307,Delay Without Learning,95.0,125.0,30.0,False
307,Conservative Baseline,58.0,125.0,67.0,True
308,Immediate Action,-35.0,151.0,186.0,True
308,Staged Learning,151.0,151.0,0.0,False
308,Delay Without Learning,20.0,151.0,131.0,True
308,Conservative Baseline,73.0,151.0,78.0,False
309,Immediate Action,-35.0,151.0,186.0,True
309,Staged Learning,151.0,151.0,0.0,False
309,Delay Without Learning,95.0,151.0,56.0,False
309,Conservative Baseline,73.0,151.0,78.0,False
310,Immediate Action,-35.0,151.0,186.0,True
310,Staged Learning,151.0,151.0,0.0,False
310,Delay Without Learning,95.0,151.0,56.0,False
310,Conservative Baseline,73.0,151.0,78.0,False
311,Immediate Action,-35.0,73.0,108.0,True
311,Staged Learning,-14.0,73.0,87.0,True
311,Delay Without Learning,20.0,73.0,53.0,True
311,Conservative Baseline,73.0,73.0,0.0,False
312,Immediate Action,125.0,151.0,26.0,True
312,Staged Learning,151.0,151.0,0.0,False
312,Delay Without Learning,95.0,151.0,56.0,False
312,Conservative Baseline,73.0,151.0,78.0,False
313,Immediate Action,125.0,151.0,26.0,True
313,Staged Learning,151.0,151.0,0.0,False
313,Delay Without Learning,95.0,151.0,56.0,False
313,Conservative Baseline,73.0,151.0,78.0,False
314,Immediate Action,125.0,151.0,26.0,True
314,Staged Learning,151.0,151.0,0.0,False
314,Delay Without Learning,20.0,151.0,131.0,True
314,Conservative Baseline,73.0,151.0,78.0,False
315,Immediate Action,-35.0,151.0,186.0,True
315,Staged Learning,151.0,151.0,0.0,False
315,Delay Without Learning,95.0,151.0,56.0,False
315,Conservative Baseline,73.0,151.0,78.0,False
316,Immediate Action,-35.0,151.0,186.0,True
316,Staged Learning,151.0,151.0,0.0,False
316,Delay Without Learning,95.0,151.0,56.0,False
316,Conservative Baseline,73.0,151.0,78.0,False
317,Immediate Action,125.0,151.0,26.0,True
317,Staged Learning,151.0,151.0,0.0,False
317,Delay Without Learning,20.0,151.0,131.0,True
317,Conservative Baseline,73.0,151.0,78.0,False
318,Immediate Action,-35.0,151.0,186.0,True
318,Staged Learning,151.0,151.0,0.0,False
318,Delay Without Learning,20.0,151.0,131.0,True
318,Conservative Baseline,73.0,151.0,78.0,False
319,Immediate Action,125.0,151.0,26.0,True
319,Staged Learning,151.0,151.0,0.0,False
319,Delay Without Learning,95.0,151.0,56.0,False
319,Conservative Baseline,73.0,151.0,78.0,False
320,Immediate Action,-35.0,151.0,186.0,True
320,Staged Learning,151.0,151.0,0.0,False
320,Delay Without Learning,95.0,151.0,56.0,False
320,Conservative Baseline,73.0,151.0,78.0,False
321,Immediate Action,-35.0,95.0,130.0,True
321,Staged Learning,-14.0,95.0,109.0,True
321,Delay Without Learning,95.0,95.0,0.0,False
321,Conservative Baseline,73.0,95.0,22.0,False
322,Immediate Action,-35.0,151.0,186.0,True
322,Staged Learning,151.0,151.0,0.0,False
322,Delay Without Learning,95.0,151.0,56.0,False
322,Conservative Baseline,73.0,151.0,78.0,False
323,Immediate Action,-35.0,73.0,108.0,True
323,Staged Learning,-14.0,73.0,87.0,True
323,Delay Without Learning,20.0,73.0,53.0,True
323,Conservative Baseline,73.0,73.0,0.0,False
324,Immediate Action,-35.0,95.0,130.0,True
324,Staged Learning,-14.0,95.0,109.0,True
324,Delay Without Learning,95.0,95.0,0.0,False
324,Conservative Baseline,73.0,95.0,22.0,False
325,Immediate Action,125.0,125.0,0.0,True
325,Staged Learning,-14.0,125.0,139.0,True
325,Delay Without Learning,20.0,125.0,105.0,True
325,Conservative Baseline,73.0,125.0,52.0,False
326,Immediate Action,-35.0,95.0,130.0,True
326,Staged Learning,-14.0,95.0,109.0,True
326,Delay Without Learning,95.0,95.0,0.0,False
326,Conservative Baseline,73.0,95.0,22.0,False
327,Immediate Action,125.0,125.0,0.0,True
327,Staged Learning,-14.0,125.0,139.0,True
327,Delay Without Learning,20.0,125.0,105.0,True
327,Conservative Baseline,73.0,125.0,52.0,False
328,Immediate Action,-35.0,151.0,186.0,True
328,Staged Learning,151.0,151.0,0.0,False
328,Delay Without Learning,20.0,151.0,131.0,True
328,Conservative Baseline,73.0,151.0,78.0,False
329,Immediate Action,-35.0,58.0,93.0,True
329,Staged Learning,-14.0,58.0,72.0,True
329,Delay Without Learning,20.0,58.0,38.0,True
329,Conservative Baseline,58.0,58.0,0.0,True
330,Immediate Action,-35.0,151.0,186.0,True
330,Staged Learning,151.0,151.0,0.0,False
330,Delay Without Learning,95.0,151.0,56.0,False
330,Conservative Baseline,58.0,151.0,93.0,True
331,Immediate Action,-35.0,151.0,186.0,True
331,Staged Learning,151.0,151.0,0.0,False
331,Delay Without Learning,20.0,151.0,131.0,True
331,Conservative Baseline,73.0,151.0,78.0,False
332,Immediate Action,125.0,151.0,26.0,True
332,Staged Learning,151.0,151.0,0.0,False
332,Delay Without Learning,95.0,151.0,56.0,False
332,Conservative Baseline,73.0,151.0,78.0,False
333,Immediate Action,-35.0,151.0,186.0,True
333,Staged Learning,151.0,151.0,0.0,False
333,Delay Without Learning,95.0,151.0,56.0,False
333,Conservative Baseline,73.0,151.0,78.0,False
334,Immediate Action,125.0,125.0,0.0,True
334,Staged Learning,-14.0,125.0,139.0,True
334,Delay Without Learning,20.0,125.0,105.0,True
334,Conservative Baseline,73.0,125.0,52.0,False
335,Immediate Action,-35.0,151.0,186.0,True
335,Staged Learning,151.0,151.0,0.0,False
335,Delay Without Learning,95.0,151.0,56.0,False
335,Conservative Baseline,73.0,151.0,78.0,False
336,Immediate Action,-35.0,73.0,108.0,True
336,Staged Learning,-14.0,73.0,87.0,True
336,Delay Without Learning,20.0,73.0,53.0,True
336,Conservative Baseline,73.0,73.0,0.0,False
337,Immediate Action,125.0,151.0,26.0,True
337,Staged Learning,151.0,151.0,0.0,False
337,Delay Without Learning,95.0,151.0,56.0,False
337,Conservative Baseline,73.0,151.0,78.0,False
338,Immediate Action,-35.0,151.0,186.0,True
338,Staged Learning,151.0,151.0,0.0,False
338,Delay Without Learning,95.0,151.0,56.0,False
338,Conservative Baseline,73.0,151.0,78.0,False
339,Immediate Action,125.0,151.0,26.0,True
339,Staged Learning,151.0,151.0,0.0,False
339,Delay Without Learning,95.0,151.0,56.0,False
339,Conservative Baseline,73.0,151.0,78.0,False
340,Immediate Action,125.0,125.0,0.0,True
340,Staged Learning,-14.0,125.0,139.0,True
340,Delay Without Learning,95.0,125.0,30.0,False
340,Conservative Baseline,73.0,125.0,52.0,False
341,Immediate Action,-35.0,151.0,186.0,True
341,Staged Learning,151.0,151.0,0.0,False
341,Delay Without Learning,95.0,151.0,56.0,False
341,Conservative Baseline,73.0,151.0,78.0,False
342,Immediate Action,125.0,151.0,26.0,True
342,Staged Learning,151.0,151.0,0.0,False
342,Delay Without Learning,95.0,151.0,56.0,False
342,Conservative Baseline,73.0,151.0,78.0,False
343,Immediate Action,125.0,151.0,26.0,True
343,Staged Learning,151.0,151.0,0.0,False
343,Delay Without Learning,95.0,151.0,56.0,False
343,Conservative Baseline,73.0,151.0,78.0,False
344,Immediate Action,125.0,151.0,26.0,True
344,Staged Learning,151.0,151.0,0.0,False
344,Delay Without Learning,20.0,151.0,131.0,True
344,Conservative Baseline,58.0,151.0,93.0,True
345,Immediate Action,125.0,125.0,0.0,True
345,Staged Learning,-14.0,125.0,139.0,True
345,Delay Without Learning,95.0,125.0,30.0,False
345,Conservative Baseline,73.0,125.0,52.0,False
346,Immediate Action,-35.0,151.0,186.0,True
346,Staged Learning,151.0,151.0,0.0,False
346,Delay Without Learning,95.0,151.0,56.0,False
346,Conservative Baseline,73.0,151.0,78.0,False
347,Immediate Action,-35.0,151.0,186.0,True
347,Staged Learning,151.0,151.0,0.0,False
347,Delay Without Learning,95.0,151.0,56.0,False
347,Conservative Baseline,73.0,151.0,78.0,False
348,Immediate Action,125.0,151.0,26.0,True
348,Staged Learning,151.0,151.0,0.0,False
348,Delay Without Learning,20.0,151.0,131.0,True
348,Conservative Baseline,73.0,151.0,78.0,False
349,Immediate Action,-35.0,151.0,186.0,True
349,Staged Learning,151.0,151.0,0.0,False
349,Delay Without Learning,20.0,151.0,131.0,True
349,Conservative Baseline,73.0,151.0,78.0,False
350,Immediate Action,125.0,125.0,0.0,True
350,Staged Learning,-14.0,125.0,139.0,True
350,Delay Without Learning,20.0,125.0,105.0,True
350,Conservative Baseline,73.0,125.0,52.0,False
351,Immediate Action,-35.0,151.0,186.0,True
351,Staged Learning,151.0,151.0,0.0,False
351,Delay Without Learning,95.0,151.0,56.0,False
351,Conservative Baseline,73.0,151.0,78.0,False
352,Immediate Action,125.0,151.0,26.0,True
352,Staged Learning,151.0,151.0,0.0,False
352,Delay Without Learning,20.0,151.0,131.0,True
352,Conservative Baseline,73.0,151.0,78.0,False
353,Immediate Action,-35.0,151.0,186.0,True
353,Staged Learning,151.0,151.0,0.0,False
353,Delay Without Learning,95.0,151.0,56.0,False
353,Conservative Baseline,73.0,151.0,78.0,False
354,Immediate Action,125.0,125.0,0.0,True
354,Staged Learning,-14.0,125.0,139.0,True
354,Delay Without Learning,95.0,125.0,30.0,False
354,Conservative Baseline,73.0,125.0,52.0,False
355,Immediate Action,-35.0,151.0,186.0,True
355,Staged Learning,151.0,151.0,0.0,False
355,Delay Without Learning,95.0,151.0,56.0,False
355,Conservative Baseline,73.0,151.0,78.0,False
356,Immediate Action,125.0,151.0,26.0,True
356,Staged Learning,151.0,151.0,0.0,False
356,Delay Without Learning,20.0,151.0,131.0,True
356,Conservative Baseline,73.0,151.0,78.0,False
357,Immediate Action,-35.0,151.0,186.0,True
357,Staged Learning,151.0,151.0,0.0,False
357,Delay Without Learning,95.0,151.0,56.0,False
357,Conservative Baseline,73.0,151.0,78.0,False
358,Immediate Action,125.0,125.0,0.0,True
358,Staged Learning,-14.0,125.0,139.0,True
358,Delay Without Learning,20.0,125.0,105.0,True
358,Conservative Baseline,73.0,125.0,52.0,False
359,Immediate Action,125.0,125.0,0.0,True
359,Staged Learning,-14.0,125.0,139.0,True
359,Delay Without Learning,95.0,125.0,30.0,False
359,Conservative Baseline,73.0,125.0,52.0,False
360,Immediate Action,125.0,151.0,26.0,True
360,Staged Learning,151.0,151.0,0.0,False
360,Delay Without Learning,95.0,151.0,56.0,False
360,Conservative Baseline,73.0,151.0,78.0,False
361,Immediate Action,-35.0,151.0,186.0,True
361,Staged Learning,151.0,151.0,0.0,False
361,Delay Without Learning,95.0,151.0,56.0,False
361,Conservative Baseline,73.0,151.0,78.0,False
362,Immediate Action,125.0,151.0,26.0,True
362,Staged Learning,151.0,151.0,0.0,False
362,Delay Without Learning,20.0,151.0,131.0,True
362,Conservative Baseline,58.0,151.0,93.0,True
363,Immediate Action,-35.0,95.0,130.0,True
363,Staged Learning,-14.0,95.0,109.0,True
363,Delay Without Learning,95.0,95.0,0.0,False
363,Conservative Baseline,73.0,95.0,22.0,False
364,Immediate Action,125.0,125.0,0.0,True
364,Staged Learning,-14.0,125.0,139.0,True
364,Delay Without Learning,95.0,125.0,30.0,False
364,Conservative Baseline,73.0,125.0,52.0,False
365,Immediate Action,125.0,151.0,26.0,True
365,Staged Learning,151.0,151.0,0.0,False
365,Delay Without Learning,20.0,151.0,131.0,True
365,Conservative Baseline,73.0,151.0,78.0,False
366,Immediate Action,125.0,125.0,0.0,True
366,Staged Learning,-14.0,125.0,139.0,True
366,Delay Without Learning,95.0,125.0,30.0,False
366,Conservative Baseline,58.0,125.0,67.0,True
367,Immediate Action,125.0,151.0,26.0,True
367,Staged Learning,151.0,151.0,0.0,False
367,Delay Without Learning,20.0,151.0,131.0,True
367,Conservative Baseline,73.0,151.0,78.0,False
368,Immediate Action,-35.0,151.0,186.0,True
368,Staged Learning,151.0,151.0,0.0,False
368,Delay Without Learning,20.0,151.0,131.0,True
368,Conservative Baseline,73.0,151.0,78.0,False
369,Immediate Action,125.0,151.0,26.0,True
369,Staged Learning,151.0,151.0,0.0,False
369,Delay Without Learning,95.0,151.0,56.0,False
369,Conservative Baseline,73.0,151.0,78.0,False
370,Immediate Action,-35.0,95.0,130.0,True
370,Staged Learning,-14.0,95.0,109.0,True
370,Delay Without Learning,95.0,95.0,0.0,False
370,Conservative Baseline,73.0,95.0,22.0,False
371,Immediate Action,125.0,125.0,0.0,True
371,Staged Learning,-14.0,125.0,139.0,True
371,Delay Without Learning,95.0,125.0,30.0,False
371,Conservative Baseline,73.0,125.0,52.0,False
372,Immediate Action,-35.0,151.0,186.0,True
372,Staged Learning,151.0,151.0,0.0,False
372,Delay Without Learning,95.0,151.0,56.0,False
372,Conservative Baseline,73.0,151.0,78.0,False
373,Immediate Action,-35.0,151.0,186.0,True
373,Staged Learning,151.0,151.0,0.0,False
373,Delay Without Learning,95.0,151.0,56.0,False
373,Conservative Baseline,58.0,151.0,93.0,True
374,Immediate Action,-35.0,95.0,130.0,True
374,Staged Learning,-14.0,95.0,109.0,True
374,Delay Without Learning,95.0,95.0,0.0,False
374,Conservative Baseline,73.0,95.0,22.0,False
375,Immediate Action,125.0,151.0,26.0,True
375,Staged Learning,151.0,151.0,0.0,False
375,Delay Without Learning,95.0,151.0,56.0,False
375,Conservative Baseline,73.0,151.0,78.0,False
376,Immediate Action,125.0,151.0,26.0,True
376,Staged Learning,151.0,151.0,0.0,False
376,Delay Without Learning,95.0,151.0,56.0,False
376,Conservative Baseline,73.0,151.0,78.0,False
377,Immediate Action,-35.0,95.0,130.0,True
377,Staged Learning,-14.0,95.0,109.0,True
377,Delay Without Learning,95.0,95.0,0.0,False
377,Conservative Baseline,58.0,95.0,37.0,True
378,Immediate Action,125.0,125.0,0.0,True
378,Staged Learning,-14.0,125.0,139.0,True
378,Delay Without Learning,20.0,125.0,105.0,True
378,Conservative Baseline,73.0,125.0,52.0,False
379,Immediate Action,125.0,151.0,26.0,True
379,Staged Learning,151.0,151.0,0.0,False
379,Delay Without Learning,95.0,151.0,56.0,False
379,Conservative Baseline,73.0,151.0,78.0,False
380,Immediate Action,-35.0,151.0,186.0,True
380,Staged Learning,151.0,151.0,0.0,False
380,Delay Without Learning,20.0,151.0,131.0,True
380,Conservative Baseline,73.0,151.0,78.0,False
381,Immediate Action,-35.0,95.0,130.0,True
381,Staged Learning,-14.0,95.0,109.0,True
381,Delay Without Learning,95.0,95.0,0.0,False
381,Conservative Baseline,58.0,95.0,37.0,True
382,Immediate Action,125.0,151.0,26.0,True
382,Staged Learning,151.0,151.0,0.0,False
382,Delay Without Learning,20.0,151.0,131.0,True
382,Conservative Baseline,73.0,151.0,78.0,False
383,Immediate Action,125.0,125.0,0.0,True
383,Staged Learning,-14.0,125.0,139.0,True
383,Delay Without Learning,20.0,125.0,105.0,True
383,Conservative Baseline,73.0,125.0,52.0,False
384,Immediate Action,125.0,151.0,26.0,True
384,Staged Learning,151.0,151.0,0.0,False
384,Delay Without Learning,95.0,151.0,56.0,False
384,Conservative Baseline,58.0,151.0,93.0,True
385,Immediate Action,125.0,151.0,26.0,True
385,Staged Learning,151.0,151.0,0.0,False
385,Delay Without Learning,20.0,151.0,131.0,True
385,Conservative Baseline,58.0,151.0,93.0,True
386,Immediate Action,125.0,151.0,26.0,True
386,Staged Learning,151.0,151.0,0.0,False
386,Delay Without Learning,95.0,151.0,56.0,False
386,Conservative Baseline,58.0,151.0,93.0,True
387,Immediate Action,125.0,125.0,0.0,True
387,Staged Learning,-14.0,125.0,139.0,True
387,Delay Without Learning,20.0,125.0,105.0,True
387,Conservative Baseline,58.0,125.0,67.0,True
388,Immediate Action,125.0,151.0,26.0,True
388,Staged Learning,151.0,151.0,0.0,False
388,Delay Without Learning,95.0,151.0,56.0,False
388,Conservative Baseline,58.0,151.0,93.0,True
389,Immediate Action,-35.0,151.0,186.0,True
389,Staged Learning,151.0,151.0,0.0,False
389,Delay Without Learning,95.0,151.0,56.0,False
389,Conservative Baseline,73.0,151.0,78.0,False
390,Immediate Action,-35.0,151.0,186.0,True
390,Staged Learning,151.0,151.0,0.0,False
390,Delay Without Learning,95.0,151.0,56.0,False
390,Conservative Baseline,73.0,151.0,78.0,False
