"case_id","domain","prior","likelihood_if_true","likelihood_if_false","anchor","anchor_weight","confidence_noise","evidence_quality","posterior","anchor_adjusted_judgment","forecast_probability","confidence","outcome","brier_score","absolute_error","confidence_gap","anchor_distortion","probability_bin","confidence_flag","review_flag"
238,"AI Governance",0.0811810634983704,0.544846466323361,0.119237364409491,0.853235728107393,0.546364482492208,0.0237767053154724,"medium",0.287610189762958,0.596647894304892,0.573307161563032,0.597083866878504,1,0.182066778373397,0.426692838436968,0.0237767053154724,0.309037704541934,"[0.5,0.6)","approximately calibrated","review"
239,"Organizational Strategy",0.516115276266355,0.619816199690103,0.0745257437229156,0.56142005417496,0.426379782427102,0.0298743247413152,"medium",0.89869079924721,0.754885372344277,0.770488662722678,0.800362987463993,0,0.59365277938418,0.770488662722678,0.0298743247413152,0.143805426902933,"[0.7,0.8)","approximately calibrated","review"
240,"Financial Risk",0.424825959708542,0.680476716649719,0.544369433145039,0.529704635217786,0.171520416252315,0.00540675852344147,"low",0.48005368854699,0.488569839587286,0.219565579471519,0.22497233799496,0,0.0482090436886638,0.219565579471519,0.00540675852344147,0.00851615104029646,"[0.2,0.3)","approximately calibrated","acceptable"
241,"Public Policy",0.554231874875259,0.657310496363789,0.331431687634904,0.682099228911102,0.442597469314933,0.0277307224395756,"medium",0.711466885579014,0.698468835058086,0.653473318963338,0.681204041402913,1,0.120080740670285,0.346526681036662,0.0277307224395756,0.0129980505209278,"[0.6,0.7)","approximately calibrated","acceptable"
242,"Organizational Strategy",0.11866419253638,0.87299022746738,0.0780314139439724,0.353517271392047,0.374381079897285,-0.0131657098240469,"high",0.60100916710881,0.508352883924542,0.512238087303831,0.499072377479784,0,0.262387858084687,0.512238087303831,-0.0131657098240469,0.0926562831842676,"[0.5,0.6)","approximately calibrated","review"
243,"Healthcare",0.582613422381692,0.878052076371387,0.585404514276888,0.764749399758875,0.349275341443717,0.0151986245268617,"medium",0.676758302712727,0.707491423177528,0.742539298451772,0.757737922978633,0,0.551364609745249,0.742539298451772,0.0151986245268617,0.0307331204648007,"[0.7,0.8)","approximately calibrated","review"
244,"Organizational Strategy",0.328719699992798,0.675793626857921,0.136925461958162,0.628937198035419,0.486423787008971,-0.00549589081111463,"medium",0.707333735177393,0.669199794692405,0.600551643946551,0.595055753135437,1,0.159558989153803,0.399448356053449,-0.00549589081111468,0.0381339404849885,"[0.6,0.7)","approximately calibrated","acceptable"
245,"Organizational Strategy",0.202007416826673,0.816242581862025,0.489365998096764,0.269294707663357,0.335457780305296,0.0733160166155412,"high",0.296881166589512,0.287627074311661,0.269674450413696,0.342990467029238,1,0.533375408378536,0.730325549586304,0.0733160166155412,0.00925409227785107,"[0.2,0.3)","approximately calibrated","review"
246,"Infrastructure",0.243143198206089,0.787983249919489,0.135539443080779,0.378456165082753,0.229564269538969,0.0568439691809696,"medium",0.651284607159799,0.588652945144927,0.470564014616403,0.527407983797372,1,0.280302462619101,0.529435985383597,0.0568439691809696,0.062631662014872,"[0.4,0.5)","approximately calibrated","review"
247,"Organizational Strategy",0.366682864490431,0.824773774994537,0.284563285007607,0.513575470261276,0.412162710726261,-0.00152717489006434,"medium",0.626604998066486,0.580018441494182,0.612427426693839,0.610900251803774,1,0.15021249957916,0.387572573306161,-0.00152717489006438,0.0465865565723048,"[0.6,0.7)","approximately calibrated","acceptable"
248,"Healthcare",0.598739766147919,0.929611914837733,0.155592075607274,0.824867480434477,0.544919570349157,0.105050149846248,"high",0.899143723913956,0.858669145229969,0.877658682489122,0.982708832335371,1,0.0149673979702974,0.122341317510878,0.105050149846248,0.0404745786839869,"[0.8,0.9)","overconfident","acceptable"
249,"AI Governance",0.200615509767085,0.947888555168174,0.436703423643485,0.892197263427079,0.438814552593976,0.0136308924643605,"high",0.352636719502594,0.589403738182179,0.587180137853077,0.600811030317437,1,0.170420238583005,0.412819862146923,0.0136308924643606,0.236767018679585,"[0.5,0.6)","approximately calibrated","review"
250,"AI Governance",0.390900248794351,0.940176971070468,0.490390611591283,0.333774864859879,0.159813096746802,0.046305328442703,"low",0.551649167644389,0.516830000614846,0.520185388567015,0.566490717009718,0,0.270592838478616,0.520185388567015,0.0463053284427031,0.034819167029543,"[0.5,0.6)","approximately calibrated","review"
251,"Financial Risk",0.282181613771245,0.732983268960379,0.579576185718179,0.357670546509326,0.34730678210035,0.0182323899998132,"low",0.332069474918277,0.340960900710885,0.0395089619967899,0.0577413519966031,0,0.00156095807806379,0.0395089619967899,0.0182323899998132,0.00889142579260777,"[0,0.1)","approximately calibrated","acceptable"
252,"AI Governance",0.34919149126159,0.908000277285464,0.0764081842149608,0.603282539360225,0.210853724461049,-0.0489967892477853,"low",0.864427381934234,0.80936401925371,0.978982101749807,0.929985312502022,1,0.000441752046855445,0.0210178982501925,-0.0489967892477854,0.055063362680524,"[0.9,1]","approximately calibrated","acceptable"
253,"Healthcare",0.167140913645271,0.935810685204342,0.366359783115331,0.716384332440794,0.414913535024971,0.0587224106424499,"medium",0.338893313333862,0.495519446511697,0.474294078916572,0.533016489559022,0,0.224954873295319,0.474294078916572,0.0587224106424499,0.156626133177836,"[0.4,0.5)","approximately calibrated","review"
254,"Public Policy",0.30589480182156,0.93171383573208,0.281413583387621,0.28338266890496,0.160934198275208,-0.148040149002492,"medium",0.593346732289748,0.543462914254791,0.501511134884542,0.35347098588205,0,0.251513418413181,0.501511134884542,-0.148040149002492,0.0498838180349567,"[0.5,0.6)","underconfident","review"
255,"Organizational Strategy",0.181726106184069,0.750071722944267,0.206556607084349,0.293984671123326,0.465342170465738,-0.0774835871816453,"medium",0.446430854769852,0.375491216792559,0.376867570194618,0.299383983012973,1,0.388294025075159,0.623132429805382,-0.0774835871816453,0.0709396379772931,"[0.3,0.4)","approximately calibrated","review"
256,"Public Policy",0.432813600560185,0.548028919077478,0.239845901250374,0.204644090309739,0.159475728217512,0.0502101175240232,"medium",0.635515064449323,0.566801602080624,0.608985863410702,0.659195980934726,1,0.152892055012674,0.391014136589298,0.0502101175240232,0.068713462368699,"[0.6,0.7)","approximately calibrated","acceptable"
257,"Organizational Strategy",0.646422651011963,0.486139765288681,0.559703871968668,0.78531639277935,0.450685570016503,0.0992222103505154,"medium",0.613592757170081,0.690986121769951,0.801144072940372,0.900366283290888,1,0.0395436797267439,0.198855927059628,0.0992222103505154,0.0773933645998699,"[0.8,0.9)","approximately calibrated","acceptable"
258,"Public Policy",0.121463850669097,0.653822383540682,0.549056967219803,0.180099750496447,0.237862714380026,-0.120552244570424,"medium",0.141364015189399,0.15057780233304,0.177776862169922,0.0572246175994984,0,0.0316046127229836,0.177776862169922,-0.120552244570424,0.00921378714364068,"[0.1,0.2)","underconfident","acceptable"
259,"Financial Risk",0.38231008489849,0.456482668453828,0.583053474442568,0.6658407561481,0.511938090901822,0.0946077514970311,"low",0.326406620513816,0.500175883897341,0.365188331981792,0.459796083478823,1,0.402985853852059,0.634811668018208,0.0946077514970311,0.173769263383525,"[0.3,0.4)","approximately calibrated","review"
260,"Infrastructure",0.727995885324199,0.944657469680533,0.489552140515298,0.535538749396801,0.173929972760379,-0.106735084749027,"low",0.837781022895245,0.785212032498625,0.775697488033337,0.66896240328431,1,0.050311616874555,0.224302511966663,-0.106735084749027,0.0525689903966194,"[0.7,0.8)","underconfident","acceptable"
261,"Healthcare",0.386366749904119,0.82102583469823,0.139331758581102,0.243403717875481,0.161719144787639,-0.0477056235212571,"high",0.7876948839428,0.699672582050926,0.702898857221317,0.65519323370006,1,0.0882690890403992,0.297101142778683,-0.0477056235212571,0.0880223018918739,"[0.7,0.8)","approximately calibrated","acceptable"
262,"Healthcare",0.431404986793641,0.852158356970176,0.200321802124381,0.255244236253202,0.214061505440623,-0.10635937320291,"medium",0.763456884623172,0.654668120029131,0.666165255155507,0.559805881952596,1,0.111445636865388,0.333834744844493,-0.10635937320291,0.108788764594042,"[0.6,0.7)","underconfident","acceptable"
263,"Healthcare",0.817771939029917,0.52941841694992,0.470120029116515,0.777890835702419,0.403967192396522,-0.0145690734893772,"high",0.834811064128779,0.811817159260814,0.841350483622373,0.826781410132996,1,0.0251696690468548,0.158649516377627,-0.0145690734893772,0.022993904867965,"[0.8,0.9)","approximately calibrated","acceptable"
264,"Healthcare",0.677438374592457,0.858935208572075,0.502756422467064,0.638840292021632,0.545457671675831,0.00393108357098622,"high",0.782043024338862,0.703931995391489,0.701314053988791,0.705245137559778,1,0.0892132943446107,0.298685946011209,0.00393108357098626,0.0781110289473737,"[0.7,0.8)","approximately calibrated","acceptable"
265,"Infrastructure",0.447072953151073,0.708369821356609,0.353302216925658,0.795889492891729,0.374598315078765,0.0329661145290729,"high",0.618488638723111,0.684942699788209,0.661489151210081,0.694455265739154,1,0.114589594748471,0.338510848789919,0.0329661145290729,0.066454061065098,"[0.6,0.7)","approximately calibrated","acceptable"
266,"Infrastructure",0.838118691744749,0.897522424976341,0.129676970338915,0.60063534528017,0.310942745115608,-0.033788283710808,"high",0.972850925908303,0.857113191492991,0.898891565363676,0.865103281652868,1,0.0102229155546079,0.101108434636324,-0.033788283710808,0.115737734415311,"[0.8,0.9)","approximately calibrated","acceptable"
267,"AI Governance",0.307621068733279,0.931109735323116,0.467201709968504,0.749062341451645,0.238682701997459,-0.00157229277875733,"high",0.469625294305745,0.53632208375672,0.618680260069049,0.617107967290291,0,0.382765264199106,0.618680260069049,-0.00157229277875737,0.0666967894509748,"[0.6,0.7)","approximately calibrated","review"
268,"Public Policy",0.21963134956779,0.832709597703069,0.0977233211975545,0.84736029971391,0.517706574499607,0.0242413140267071,"medium",0.705728698269948,0.779052309494395,0.758026748964862,0.782268062991569,1,0.0585510542165139,0.241973251035138,0.024241314026707,0.0733236112244469,"[0.7,0.8)","approximately calibrated","acceptable"
269,"Financial Risk",0.674867145377211,0.767886477336287,0.435439050197601,0.102255516685545,0.240300194825977,-0.0777937874764069,"high",0.785425572338084,0.621259674865505,0.649461795968675,0.571668008492268,1,0.122877032485507,0.350538204031325,-0.077793787476407,0.164165897472579,"[0.6,0.7)","approximately calibrated","review"
270,"Organizational Strategy",0.750456475345418,0.926710598450154,0.505911787529476,0.47944574970752,0.164857360254973,-0.056092404289327,"high",0.846359312675228,0.785870911242625,0.818343297020482,0.762250892731155,1,0.0329991577373887,0.181656702979518,-0.056092404289327,0.0604884014326033,"[0.8,0.9)","approximately calibrated","acceptable"
271,"AI Governance",0.321039112200961,0.643509426433593,0.320499368745368,0.545745038427413,0.429981942567974,0.110274552048567,"medium",0.487016870669298,0.51226892232539,0.576675648804638,0.686950200853205,1,0.179203506314974,0.423324351195362,0.110274552048567,0.0252520516560921,"[0.5,0.6)","overconfident","acceptable"
272,"Organizational Strategy",0.783984062033705,0.574527125619352,0.351186227879953,0.274274471588433,0.290490223187953,-0.236250985086701,"medium",0.855853264594359,0.686910311212687,0.658475245899873,0.422224260813173,1,0.116639157663152,0.341524754100127,-0.236250985086701,0.168942953381672,"[0.6,0.7)","underconfident","review"
273,"Infrastructure",0.784634307872038,0.463570584356785,0.418168819067068,0.848583858460188,0.294454201776534,0.0764669250415527,"low",0.801541019405906,0.815392981028936,0.895133261412203,0.971600186453756,1,0.0109970328620413,0.104866738587797,0.0764669250415527,0.0138519616230306,"[0.8,0.9)","approximately calibrated","acceptable"
274,"Healthcare",0.701773772200104,0.625674227066338,0.0692962453817017,0.882233897596598,0.260252281837165,0.0848027387936418,"medium",0.955049352186442,0.936098963976425,0.99,0.99,1,1e-04,0.01,0,0.0189503882100175,"[0.9,1]","approximately calibrated","acceptable"
275,"Healthcare",0.351684492542408,0.555833704699762,0.112170935573522,0.44559009578079,0.308931640163064,0.108076845279885,"low",0.728851271986301,0.641342932226614,0.99,0.99,1,1e-04,0.01,0,0.0875083397596872,"[0.9,1]","approximately calibrated","acceptable"
276,"Public Policy",0.60019128277665,0.607074505113997,0.428291960910428,0.746348021924496,0.546016569435597,-0.0321244592942927,"low",0.680290816115312,0.716359145017744,0.764319432909664,0.732194973615371,0,0.584184195523351,0.764319432909664,-0.0321244592942928,0.0360683289024317,"[0.7,0.8)","approximately calibrated","review"
277,"Financial Risk",0.287050607891288,0.591218359582126,0.0940533057553694,0.304177986085415,0.427598239667714,0.0671989584149862,"medium",0.716785447937449,0.540355223575756,0.545363454165062,0.612562412580048,0,0.297421297138847,0.545363454165062,0.0671989584149862,0.176430224361693,"[0.5,0.6)","approximately calibrated","review"
278,"Infrastructure",0.81745234930655,0.597082182229496,0.223671067808755,0.571137202344835,0.280514095537365,0.0172351406182747,"medium",0.922803315602022,0.824156013910541,0.757748546062305,0.77498368668058,0,0.574182859059538,0.757748546062305,0.0172351406182747,0.0986473016914802,"[0.7,0.8)","approximately calibrated","review"
279,"Organizational Strategy",0.17346118738642,0.826538683776744,0.470457439462189,0.45095098298043,0.499409318715334,-0.0510381761566596,"medium",0.269383677376662,0.360060081769218,0.360998053445422,0.309959877288762,0,0.130319594591384,0.360998053445422,-0.0510381761566596,0.0906764043925569,"[0.3,0.4)","approximately calibrated","acceptable"
280,"Healthcare",0.328690404272638,0.660444833734073,0.242474701907486,0.250187088549137,0.438233641162515,0.0442278385640551,"low",0.571482449438452,0.430680013547303,0.515401671299343,0.559629509863398,0,0.265638882778156,0.515401671299343,0.0442278385640551,0.140802435891148,"[0.5,0.6)","approximately calibrated","review"
281,"Public Policy",0.564165398171172,0.792807239387184,0.34385449392721,0.10686814468354,0.542249727807939,0.0296280659992601,"medium",0.749030103979264,0.400817956342545,0.447416558488999,0.477044624488259,1,0.305348459832142,0.552583441511001,0.0296280659992601,0.348212147636719,"[0.4,0.5)","approximately calibrated","review"
282,"Healthcare",0.266285711694509,0.925106949568726,0.541293933684938,0.405138766951859,0.462248829379678,-0.0311219014025724,"medium",0.382818311277712,0.393135915784308,0.329703097033658,0.298581195631085,1,0.44929793812627,0.670296902966342,-0.0311219014025724,0.0103176045065953,"[0.3,0.4)","approximately calibrated","review"
283,"Financial Risk",0.795133947187569,0.702785206306726,0.296203982655425,0.201998574286699,0.461724162381142,-0.0368074278904996,"high",0.90204508511522,0.57881669627508,0.578959787726518,0.542152359836019,1,0.177274860351299,0.421040212273482,-0.0368074278904996,0.32322838884014,"[0.5,0.6)","approximately calibrated","review"
284,"Public Policy",0.536457140026614,0.544778625993058,0.230429954023566,0.868737915158272,0.387473951373249,-0.0212708954709816,"medium",0.732338636354703,0.785189803877183,0.709384317981464,0.688113422510483,0,0.503226110598027,0.709384317981464,-0.0212708954709816,0.0528511675224805,"[0.7,0.8)","approximately calibrated","review"
285,"Financial Risk",0.357905864722561,0.735759691148996,0.0757752036675811,0.472187361679971,0.540943011362106,0.0401153090657255,"medium",0.844048846870926,0.642892975262146,0.671342285340962,0.711457594406687,1,0.108015893404902,0.328657714659038,0.0401153090657255,0.20115587160878,"[0.6,0.7)","approximately calibrated","review"
286,"Financial Risk",0.548435882260092,0.786696749436669,0.264130045229103,0.286692182160914,0.262873138766736,-0.00418822615916914,"high",0.783427689256946,0.652849267369726,0.655574077941083,0.651385851781914,1,0.118629215786135,0.344425922058917,-0.00418822615916914,0.13057842188722,"[0.6,0.7)","approximately calibrated","acceptable"
287,"Infrastructure",0.54441321852617,0.643313098163344,0.206480013718829,0.73858649097383,0.509298429545015,-0.108173707477542,"medium",0.788273581366897,0.762968024261047,0.848030198981804,0.739856491504262,0,0.719155218385118,0.848030198981804,-0.108173707477542,0.0253055571058503,"[0.8,0.9)","underconfident","review"
288,"AI Governance",0.758372474815696,0.933353846822865,0.198641875735484,0.636289387755096,0.455757130309939,0.024686282408457,"medium",0.936496934616784,0.799675204561714,0.810219928371089,0.834906210779546,1,0.0360164755874747,0.189780071628911,0.024686282408457,0.136821730055069,"[0.8,0.9)","approximately calibrated","acceptable"
289,"Infrastructure",0.565528867363464,0.706028541945852,0.366915085399523,0.567191780172288,0.402251677867025,-0.0293597123050921,"medium",0.714666444261573,0.655344513188783,0.725815041375312,0.69645532907022,1,0.0751773915360221,0.274184958624688,-0.029359712305092,0.0593219310727907,"[0.7,0.8)","approximately calibrated","acceptable"
290,"Healthcare",0.746721896890085,0.468441511550918,0.396217621001415,0.633719331398606,0.469812208227813,0.0608652205222626,"medium",0.777066490950672,0.709720245378331,0.751048874467647,0.811914094989909,0,0.564074411839119,0.751048874467647,0.0608652205222626,0.0673462455723406,"[0.7,0.8)","approximately calibrated","review"
291,"Organizational Strategy",0.790336485984735,0.753531847777776,0.222353011905216,0.691480916552246,0.390112116932869,-0.0967022633182248,"medium",0.92740268139759,0.835366742283234,0.775930097256081,0.679227833937856,1,0.0502073213156693,0.224069902743919,-0.0967022633182248,0.0920359391143558,"[0.7,0.8)","approximately calibrated","acceptable"
292,"Public Policy",0.517959669248667,0.858301822375506,0.428794799966272,0.636906949989498,0.234500486217439,-0.152684538561902,"high",0.682621816369378,0.671901657975931,0.627162574087583,0.474478035525681,1,0.139007746160997,0.372837425912417,-0.152684538561902,0.0107201583934472,"[0.6,0.7)","underconfident","review"
293,"Organizational Strategy",0.654893823813181,0.78667065622285,0.342815576482099,0.220809926465154,0.539301268383861,-0.0398199508819897,"medium",0.813245490729628,0.493744239486089,0.49089620208361,0.45107625120162,1,0.259186677052892,0.50910379791639,-0.0398199508819896,0.319501251243539,"[0.4,0.5)","approximately calibrated","review"
294,"Financial Risk",0.381811626667622,0.528260581125505,0.46799695212394,0.585061707347632,0.385188219044358,-0.0509635608504277,"low",0.410780939427401,0.477911838036277,0.741349617982137,0.69038605713171,0,0.549599256082261,0.741349617982137,-0.0509635608504277,0.0671308986088767,"[0.7,0.8)","approximately calibrated","review"
295,"Public Policy",0.188946247322019,0.933098634518683,0.407413773378357,0.845064084604383,0.212218732945621,0.0540985545624391,"high",0.347921026508087,0.453424096389994,0.476321242153463,0.530419796715902,0,0.226881925726618,0.476321242153463,0.0540985545624391,0.105503069881907,"[0.4,0.5)","approximately calibrated","acceptable"
296,"Organizational Strategy",0.807741391947493,0.912000912986696,0.323286409897264,0.404975396953523,0.224634002614766,-0.14955288242064,"high",0.922191549158371,0.806007214671588,0.821710527003587,0.672157644582947,1,0.0317871361813388,0.178289472996413,-0.14955288242064,0.116184334486783,"[0.8,0.9)","underconfident","acceptable"
297,"Financial Risk",0.267057743775658,0.516531988792121,0.294924361223821,0.806456292420626,0.360276731010526,-0.0854841989004685,"low",0.389554861918333,0.539754746453311,0.616525070203333,0.531040871302865,0,0.380103162189225,0.616525070203333,-0.0854841989004684,0.150199884534978,"[0.6,0.7)","approximately calibrated","review"
298,"AI Governance",0.0971291732275859,0.844315312267281,0.226317502278835,0.660014845617116,0.429952522926033,-0.0100804332747485,"medium",0.286396434526838,0.447034612986718,0.537307279275511,0.527226846000762,0,0.288699112362452,0.537307279275511,-0.0100804332747485,0.16063817845988,"[0.5,0.6)","approximately calibrated","review"
299,"Infrastructure",0.25540161840152,0.914933918090537,0.416039469721727,0.685165926814079,0.380510131921619,-0.0589027534742932,"medium",0.429979203789485,0.527080337432219,0.645262204861267,0.586359451386974,1,0.125838903299889,0.354737795138733,-0.0589027534742932,0.097101133642734,"[0.6,0.7)","approximately calibrated","acceptable"
300,"AI Governance",0.26208017882891,0.772559448424727,0.0542340400628746,0.325268550217152,0.291383021418005,-0.0152993447347591,"high",0.834962695649286,0.686446475554202,0.7153749969363,0.700075652201541,1,0.0810113923690112,0.2846250030637,-0.015299344734759,0.148516220095083,"[0.7,0.8)","approximately calibrated","acceptable"
301,"Organizational Strategy",0.508344301260076,0.824526469968259,0.272187753592152,0.445079958625138,0.153856496978551,-0.0958640210707762,"medium",0.75799115675562,0.709847735945903,0.800277023374154,0.704413002303378,1,0.0398892673922881,0.199722976625846,-0.0958640210707762,0.0481434208097175,"[0.8,0.9)","approximately calibrated","acceptable"
302,"Public Policy",0.590283575921785,0.679334712144919,0.515710295387544,0.680928340181708,0.196483249217272,-0.0659403694804861,"medium",0.654913165782687,0.66002471177756,0.732474343803633,0.666533974323146,1,0.071569976723297,0.267525656196367,-0.0659403694804861,0.00511154599487373,"[0.7,0.8)","approximately calibrated","acceptable"
303,"Healthcare",0.463787478310987,0.480566705856472,0.256309758627322,0.744432624056935,0.295002765860409,-0.0735626136939655,"medium",0.618568152687817,0.655698519865265,0.753985740639248,0.680423126945282,0,0.568494497087315,0.753985740639248,-0.0735626136939654,0.0371303671774482,"[0.7,0.8)","approximately calibrated","review"
304,"Healthcare",0.16899144802941,0.466705528367311,0.512980539444834,0.448038952983916,0.441440354660153,-0.139509467497752,"low",0.15612711118593,0.284988778158731,0.423853644899411,0.284344177401659,1,0.331944622495694,0.576146355100589,-0.139509467497752,0.128861666972802,"[0.4,0.5)","underconfident","review"
305,"Organizational Strategy",0.575525861193892,0.64543596287258,0.269838673283812,0.314080488123,0.404220268409699,0.0306429939409414,"medium",0.764324181017999,0.582326554626208,0.470373233472152,0.501016227413093,1,0.280504511822744,0.529626766527848,0.0306429939409414,0.181997626391791,"[0.4,0.5)","approximately calibrated","review"
306,"Infrastructure",0.56290586471092,0.544092995743267,0.453984021104406,0.726946371234953,0.284858721494675,-0.0432855538609877,"medium",0.606833676091648,0.641048824865449,0.588434923253269,0.545149369392282,1,0.169385812397542,0.411565076746731,-0.0432855538609876,0.0342151487738017,"[0.5,0.6)","approximately calibrated","acceptable"
307,"AI Governance",0.276719774119556,0.582281132624485,0.4562035538489,0.251931248418987,0.150934045948088,-0.0444752878267877,"medium",0.328103079809098,0.316606157110113,0.299865794937231,0.255390507110444,0,0.0899194949733377,0.299865794937231,-0.0444752878267877,0.0114969226989851,"[0.2,0.3)","approximately calibrated","acceptable"
308,"Financial Risk",0.261531162317842,0.550316670374013,0.229535416455474,0.232080453261733,0.48001039493829,0.0887166825022012,"medium",0.459193731668702,0.350176997204843,0.348743703798702,0.437460386300903,1,0.424134763341833,0.651256296201298,0.0887166825022012,0.109016734463859,"[0.3,0.4)","approximately calibrated","review"
309,"Healthcare",0.352063790438697,0.537704932666384,0.486807517556008,0.110336343385279,0.407406369969249,0.0534194875869413,"low",0.375067246925787,0.26721419049567,0.502818986324654,0.556238473911596,0,0.252826933008553,0.502818986324654,0.0534194875869413,0.107853056430118,"[0.5,0.6)","approximately calibrated","review"
310,"Public Policy",0.316547611886635,0.898122147587128,0.496037757629529,0.399177679419518,0.181509360298514,-0.0554943229089586,"low",0.456105959575552,0.445772943861536,0.492554413341993,0.437060090433035,1,0.257501023418689,0.507445586658007,-0.0554943229089586,0.0103330157140164,"[0.4,0.5)","approximately calibrated","review"
311,"Public Policy",0.673487066468224,0.481019094283693,0.594632438442204,0.561298865452409,0.305054662469774,0.0703994243769585,"low",0.625266472270876,0.60575285556387,0.733742785827223,0.804142210204181,1,0.0708929040990482,0.266257214172777,0.0703994243769586,0.0195136167070069,"[0.7,0.8)","approximately calibrated","acceptable"
312,"AI Governance",0.255868526112754,0.655566044314764,0.527064919273835,0.742618439532816,0.202356800436974,-0.0303178685750816,"high",0.299563213182787,0.389218451203858,0.381082057167443,0.350764188592361,1,0.383059419960084,0.618917942832557,-0.0303178685750816,0.0896552380210712,"[0.3,0.4)","approximately calibrated","review"
313,"Healthcare",0.434452762508299,0.605308529385366,0.13950042623328,0.108296605572104,0.418408265244216,-0.0344998906082969,"low",0.769229212515286,0.492689547000852,0.515172342755325,0.480672452147028,1,0.23505785722936,0.484827657244675,-0.0344998906082969,0.276539665514434,"[0.5,0.6)","approximately calibrated","review"
314,"Financial Risk",0.725280460275244,0.665355322463438,0.375109649146907,0.804133045859635,0.272728146705776,0.0133155759745613,"low",0.824032483267916,0.818605346583068,0.797122400891948,0.810437976866509,1,0.0411593202198475,0.202877599108052,0.0133155759745613,0.00542713668484807,"[0.7,0.8)","approximately calibrated","acceptable"
315,"Healthcare",0.277476148637943,0.615825283504091,0.181802619434893,0.492234540730715,0.455407980270684,0.0112415683733434,"medium",0.565380064928239,0.532069009487604,0.521107956179544,0.532349524552887,0,0.271553501993622,0.521107956179544,0.0112415683733434,0.0333110554406351,"[0.5,0.6)","approximately calibrated","review"
316,"Financial Risk",0.434488272059243,0.56911644123029,0.315200247813482,0.578614661283791,0.455445876531303,-0.00860370181240423,"medium",0.581105890303117,0.57997127031877,0.705232278539806,0.696628576727402,1,0.0868880096148346,0.294767721460194,-0.00860370181240422,0.00113461998434705,"[0.7,0.8)","approximately calibrated","acceptable"
317,"Organizational Strategy",0.722385421991348,0.63657069595065,0.457143345300574,0.636413421481848,0.519104629941285,-0.0201590087449216,"high",0.783710779767383,0.707248039103241,0.716503158422066,0.696344149677145,1,0.0803704591846639,0.283496841577934,-0.0201590087449216,0.0764627406641414,"[0.7,0.8)","approximately calibrated","acceptable"
318,"Financial Risk",0.334307737420313,0.695348618132994,0.065135190426372,0.433891336992383,0.332241566292942,0.0320016307557888,"medium",0.842796291186762,0.706941068740278,0.732504859391168,0.764506490146957,1,0.0715536502493388,0.267495140608832,0.0320016307557888,0.135855222446484,"[0.7,0.8)","approximately calibrated","acceptable"
319,"Infrastructure",0.46914574401686,0.459823053493164,0.572089826699812,0.72809000313282,0.168382625374943,0.0795336184233707,"medium",0.415316861262445,0.467982424037348,0.465047913928914,0.544581532352284,1,0.286173734391807,0.534952086071086,0.0795336184233707,0.0526655627749034,"[0.4,0.5)","approximately calibrated","review"
320,"AI Governance",0.674183692475781,0.464755943673663,0.564680394763127,0.689064021594822,0.414265347179025,-0.0315098871964076,"medium",0.63004768387662,0.654496107510686,0.612567330400932,0.581057443204524,1,0.150104073472661,0.387432669599068,-0.0315098871964077,0.0244484236340657,"[0.6,0.7)","approximately calibrated","acceptable"
321,"Organizational Strategy",0.218363814142067,0.785287694819272,0.53951241428731,0.777253486961126,0.356657103542239,0.116140982030421,"medium",0.289082863281963,0.463192383957782,0.449016309999251,0.565157292029672,0,0.201615646645343,0.449016309999251,0.116140982030421,0.174109520675818,"[0.4,0.5)","overconfident","review"
322,"Infrastructure",0.844419526020065,0.862274227361195,0.380217088048812,0.629194312915206,0.234382059890777,-0.0667997703658917,"medium",0.924861943396558,0.855562755121314,0.770555984515494,0.703756214149602,1,0.0526445562416542,0.229444015484506,-0.0667997703658917,0.0692991882752442,"[0.7,0.8)","approximately calibrated","acceptable"
323,"AI Governance",0.816380459731445,0.836136183165945,0.225998659792822,0.684647090919316,0.255354067124426,0.160116572267968,"high",0.942690792129946,0.876798283529971,0.876212493147458,0.99,1,0.0153233468527681,0.123787506852542,0.113787506852542,0.0658925085999748,"[0.8,0.9)","overconfident","acceptable"
324,"Infrastructure",0.478308826875873,0.833383001084439,0.409493592893705,0.817208385467529,0.162216045148671,0.0656234419215179,"medium",0.651071600508276,0.678021652718081,0.625239305160047,0.690862747081565,1,0.140445578396924,0.374760694839953,0.0656234419215179,0.0269500522098052,"[0.6,0.7)","approximately calibrated","acceptable"
325,"Financial Risk",0.173464920704719,0.842565908958204,0.186846930277534,0.256008713692427,0.354802419990301,-0.0289220286542996,"high",0.486227283852393,0.40454517803293,0.440217805683596,0.411295777029296,0,0.19379171644088,0.440217805683596,-0.0289220286542996,0.081682105819463,"[0.4,0.5)","approximately calibrated","acceptable"
326,"Healthcare",0.513553205728531,0.908893288392574,0.513330013130326,0.885727487131953,0.40512379007414,-0.170052145592002,"medium",0.651476317218241,0.746377039002986,0.852088710910909,0.682036565318906,1,0.0218777494399968,0.147911289089091,-0.170052145592002,0.0949007217847443,"[0.8,0.9)","underconfident","review"
327,"Public Policy",0.108839012919925,0.839784810366109,0.575302325480152,0.750774460285902,0.329448808915913,-0.0318439557505008,"low",0.151304609053454,0.348799237522983,0.208352122601684,0.176508166851183,0,0.0434106069926271,0.208352122601684,-0.0318439557505008,0.19749462846953,"[0.2,0.3)","approximately calibrated","review"
